cid,Probability of nongelator,Probability of gelator
45038843,0.39407735911759934,0.6059226408824007
3605363,0.39407735911759934,0.6059226408824007
6320189,0.39407735911759934,0.6059226408824007
324452,0.3941098416191051,0.6058901583808949
452265,0.39426356712795385,0.6057364328720461
121217563,0.39433670111762564,0.6056632988823744
475377,0.39441170235158995,0.60558829764841
9943091,0.39460972728887256,0.6053902727111274
358959,0.39465763341673166,0.6053423665832683
288008,0.3946850481885741,0.6053149518114259
98561,0.3946850481885741,0.6053149518114259
451843,0.3949170114019942,0.6050829885980058
5272826,0.39493626426327055,0.6050637357367294
130510,0.3950555606593439,0.6049444393406561
6398342,0.39518862816395606,0.6048113718360439
21824451,0.3955910895193493,0.6044089104806507
135616719,0.395780181120887,0.604219818879113
71749595,0.3958137183519549,0.6041862816480451
512735,0.3958137183519549,0.6041862816480451
189213,0.395813850588309,0.604186149411691
163320930,0.39584390424060556,0.6041560957593944
446164,0.39586755411734886,0.6041324458826511
54351187,0.39589700248758253,0.6041029975124175
477551,0.3959241218641484,0.6040758781358516
45074656,0.3961177141164789,0.6038822858835211
5271262,0.39641148642010937,0.6035885135798906
