cid,Iso_smiles,Type,Canonical_smiles
121486946,CC1=CN(C(=O)N=C1N)[C@H]2[C@@H](C([C@H](O2)CO)/C=N/OC)O,Cytidine,CO/N=C/C1[C@@H](CO)O[C@@H](n2cc(C)c(N)nc2=O)[C@@H]1O
121486947,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)CO)CO)F,Cytidine,Nc1nc(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1CO
121486948,C1[C@@H]([C@H](O[C@H]1N2C(CC(=NC2=O)N)O)CO)O,Cytidine,NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)C(O)C1
121486953,C1C[C@](O[C@H]1N2C=CC(=NC2=O)N)(CO)F,Cytidine,Nc1ccn([C@H]2CC[C@@](F)(CO)O2)c(=O)n1
121486955,CCCC1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Cytidine,CCCC1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O
121486963,C1[C@@H](O[C@@H](C1C=O)CO)N2C=CC(=NC2=O)N,Cytidine,Nc1ccn([C@H]2CC(C=O)[C@@H](CO)O2)c(=O)n1
121486971,[2H][C@@]1([C@@H]([C@@H]([C@H](O1)CO)O)O)N2C=CC(=NC2=O)N,Cytidine,[2H][C@@]1(n2ccc(N)nc2=O)O[C@H](CO)[C@@H](O)[C@H]1O
121486972,C[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=NC2=O)N)C)O,Cytidine,Cc1cn([C@H]2C[C@H](O)[C@@H](C)O2)c(=O)nc1N
121486973,C=C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=C(C(=NC2=O)N)F)CO)O,Cytidine,C=C[C@@]1(O)[C@@H](CO)O[C@@H](n2cc(F)c(N)nc2=O)[C@@H]1O
121486980,C1C[C@@H](O[C@@H]1CO)N2C=C(C(=NC2=O)N)C(=O)N,Cytidine,NC(=O)c1cn([C@H]2CC[C@@H](CO)O2)c(=O)nc1N
121486990,CC1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,Cytidine,CC1C[C@H](n2ccc(N)nc2=O)O[C@@H]1CO
121486991,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CF)O)C#N,Cytidine,N#C[C@H]1[C@H](O)[C@@H](CF)O[C@H]1n1ccc(N)nc1=O
121486995,CC1=CN(C(=O)N=C1N)[C@H]2CC([C@H](O2)CO)/C=N/OC,Cytidine,CO/N=C/C1C[C@H](n2cc(C)c(N)nc2=O)O[C@@H]1CO
121487017,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)C(=O)CO)CO)O,Cytidine,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(=O)CO
121487018,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CCl)O)NO,Cytidine,Nc1ccn([C@@H]2O[C@H](CCl)[C@@H](O)C2NO)c(=O)n1
121487019,CCO[C@H]1C[C@@H](O[C@@H]1CCl)N2C=CC(=NC2=O)N,Cytidine,CCO[C@H]1C[C@H](n2ccc(N)nc2=O)O[C@@H]1CCl
121487025,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=NC2=O)N)/C=C/Cl)O)O,Cytidine,C[C@H]1O[C@@H](n2cc(/C=C/Cl)c(N)nc2=O)[C@H](O)[C@@H]1O
121487026,C1=CN(C(=O)N=C1N)[C@H]2[C@@H](C([C@H](O2)CO)NO)O,Cytidine,Nc1ccn([C@@H]2O[C@H](CO)C(NO)[C@H]2O)c(=O)n1
121487027,[2H]C([C@@H]1[C@@]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)([2H])O)O,Cytidine,[2H]C(O)[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@]1([2H])O
121487030,CCCC1=CC(=NC(=O)N1[C@H]2[C@@H](C([C@H](O2)CO)O)O)N,Cytidine,CCCc1cc(N)nc(=O)n1[C@@H]1O[C@H](CO)C(O)[C@H]1O
121487034,[2H]C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O,Cytidine,[2H]C(O)[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
121487038,[2H][C@]1([C@H](O[C@H]([C@]1([2H])O)N2C=CC(=NC2=O)N)C([2H])([2H])O)O,Cytidine,[2H]C([2H])(O)[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@]([2H])(O)[C@]1([2H])O
121487045,C=C[C@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Cytidine,C=C[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O
121487046,CC1=CN(C(=O)N=C1N)[C@H]2[C@]([C@@H]([C@H](O2)CO)O)(C)O,Cytidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@]2(C)O)c(=O)nc1N
121487053,C[C@]1([C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)Br)CO)O)O,Cytidine,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(Br)c(N)nc1=O
121487055,CC1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](S2)CO)O)O,Cytidine,Cc1cn([C@@H]2S[C@H](CO)[C@@H](O)[C@H]2O)c(=O)nc1N
121487065,[3H][C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O)O,Cytidine,[3H][C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
121487081,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)F)N,Cytidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](F)[C@H]2N)c(=O)[nH]c1=O
121487096,CC1=CN(C(=O)NC1=O)[C@H]2C(C[C@H](O2)CO)CN=[N+]=[N-],Cytidine,Cc1cn([C@@H]2O[C@H](CO)CC2CN=[N+]=[N-])c(=O)[nH]c1=O
121487106,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(F)(F)Cl,Cytidine,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1C(F)(F)Cl
121487114,[2H][C@@]1([C@@]([C@](O[C@]1([2H])C([2H])([2H])O)([2H])N2C=CC(=O)NC2=O)([2H])O)O,Cytidine,[2H]C([2H])(O)[C@@]1([2H])O[C@@]([2H])(n2ccc(=O)[nH]c2=O)[C@]([2H])(O)[C@]1([2H])O
121487149,CCO[C@H]1[C@@H](O[C@@H](C1[N+](=O)[O-])CO)N2C=C(C(=O)NC2=O)C,Cytidine,CCO[C@@H]1C([N+](=O)[O-])[C@@H](CO)O[C@H]1n1cc(C)c(=O)[nH]c1=O
121487280,CCCO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C)CO)O,Cytidine,CCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(C)c(=O)[nH]c1=O
121487289,CC(C)NC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O,Cytidine,CC(C)NC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O
121487290,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=S)CO)F,Cytidine,O=c1ccn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=S)[nH]1
121487302,[2H]C([C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)Cl)F)O,Cytidine,[2H]C(O)[C@H]1O[C@@H](n2cc(Cl)c(=O)[nH]c2=O)C[C@@H]1F
121487305,CCCOC1=NC(=O)N(C=C1F)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,CCCOc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
121487306,C1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)CC(=O)O,Cytidine,O=C(O)CC1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
121487307,C1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)CC(=O)N,Cytidine,NC(=O)CC1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
121487308,C1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)CCO,Cytidine,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2CCO)c(=O)[nH]1
121487312,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CN=[N+]=[N-])N=[N+]=[N-])O,Cytidine,Cc1cn([C@@H]2O[C@H](CN=[N+]=[N-])[C@@H](N=[N+]=[N-])[C@H]2O)c(=O)[nH]c1=O
121487330,CCC1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Cytidine,CCC1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
121487333,COC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,COc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F
121487343,CO[C@@H](C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)O,Cytidine,CO[C@H](O)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121487344,CO[C@H](C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)O,Cytidine,CO[C@@H](O)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121487345,CC1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N=[N+]=[N-],Cytidine,Cc1c(N=[N+]=[N-])n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
121487354,CCCO[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)C)CO,Cytidine,CCCO[C@@H]1[C@@H](CO)O[C@@H](n2cc(C)c(=O)[nH]c2=O)[C@@H]1O
121487362,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3N=N3)CO)O,Cytidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C1N=N1
121487369,C1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)CC#N,Cytidine,N#CCC1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
121487370,CCCO[C@H]1[C@@H](O[C@@H](C1[N+](=O)[O-])CO)N2C=C(C(=O)NC2=O)C,Cytidine,CCCO[C@@H]1C([N+](=O)[O-])[C@@H](CO)O[C@H]1n1cc(C)c(=O)[nH]c1=O
121487372,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CI)O)OC,Cytidine,CO[C@@H]1[C@H](O)[C@@H](CI)O[C@H]1n1cc(C)c(=O)[nH]c1=O
121487373,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CN=[N+]=[N-])O)OC,Cytidine,CO[C@@H]1[C@H](O)[C@@H](CN=[N+]=[N-])O[C@H]1n1cc(C)c(=O)[nH]c1=O
121487380,COC1C(C(=O)NC(=S)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)Br,Cytidine,COC1C(Br)C(=O)NC(=S)N1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
121487387,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)NO,Cytidine,O=C(NO)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
121487398,C#CC1[C@H](O[C@H]([C@@H]1O)N2C=CC(=O)NC2=O)CO,Cytidine,C#CC1[C@@H](CO)O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]1O
121487418,CC1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)CO,Cytidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)C2CO)c(=O)[nH]c1=O
121487428,C1=CN(C(=O)NC1=O)[C@H]2[C@@H](C([C@H](O2)CO)CC(=O)N)O,Cytidine,NC(=O)CC1[C@@H](CO)O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]1O
121487430,[2H]C([C@@H]1[C@@]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C)O)([2H])O)O,Cytidine,[2H]C(O)[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)[C@H](O)[C@]1([2H])O
121487433,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@H]([C@H](O2)CO)C(F)(F)F)O,Cytidine,O=c1ccn([C@@H]2O[C@H](CO)[C@H](C(F)(F)F)[C@H]2O)c(=O)[nH]1
121487445,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)CN=[N+]=[N-],Cytidine,[N-]=[N+]=NCc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
121487449,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)NCCN,Cytidine,NCCNc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
121487452,CSSC1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Cytidine,CSSC1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
121487456,C1[C@H](O[C@H](C1C(F)(F)F)N2C=CC(=O)NC2=O)CO,Cytidine,O=c1ccn([C@@H]2O[C@H](CO)CC2C(F)(F)F)c(=O)[nH]1
121487457,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CCl)O)OC,Cytidine,CO[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cc(C)c(=O)[nH]c1=O
121487459,COC1=NC(=O)N(C=C1F)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,COc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
121487460,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)ON,Cytidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2ON)c(=O)[nH]c1=O
121487464,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C\\CN)CO)O,Cytidine,NC/C=C\c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121487476,C=C[C@@]1(C[C@@H](O[C@@H]1CO)N2C=CC(=O)NC2=O)O,Cytidine,C=C[C@]1(O)C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO
121487485,C1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)NC(=O)CBr,Cytidine,O=C(CBr)NC1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
121487492,C=C=C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)F)CO)O,Cytidine,C=C=C[C@@]1(O)[C@@H](CO)O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@@H]1O
121487515,[2H]C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)O,Cytidine,[2H]C(O)[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O
121487517,CNC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,CNc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
121487529,[2H][C@@]1([C@@H]([C@@H]([C@H](O1)CO)O)O)N2C=CC(=O)NC2=O,Cytidine,[2H][C@@]1(n2ccc(=O)[nH]c2=O)O[C@H](CO)[C@@H](O)[C@H]1O
121487530,CC1=CN(C(=O)NC1=O)[C@H]2[C@]([C@@H]([C@H](S2)CO)O)(C)O,Cytidine,Cc1cn([C@@H]2S[C@H](CO)[C@@H](O)[C@@]2(C)O)c(=O)[nH]c1=O
121487531,C[C@]1([C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)F)CO)O)O,Cytidine,C[C@@]1(O)[C@H](O)[C@@H](CO)S[C@H]1n1cc(F)c(=O)[nH]c1=O
121487532,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@@](S2)(C)CO)O)O,Cytidine,Cc1cn([C@@H]2S[C@](C)(CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
121487533,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H](C[C@](O2)(CO)C=O)O,Cytidine,Cc1cn([C@@H]2O[C@](C=O)(CO)C[C@H]2O)c(=O)[nH]c1=O
121487534,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H](C[C@](O2)(CO)C#N)O,Cytidine,Cc1cn([C@@H]2O[C@](C#N)(CO)C[C@H]2O)c(=O)[nH]c1=O
121487536,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H](C([C@H](O2)CO)C#N)O,Cytidine,Cc1cn([C@@H]2O[C@H](CO)C(C#N)[C@H]2O)c(=O)[nH]c1=O
121487883,C1[C@@H](O[C@@H](C1(F)F)CO)N2C=CC(=O)NC2=O,Cytidine,O=c1ccn([C@H]2CC(F)(F)[C@@H](CO)O2)c(=O)[nH]1
123262984,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)[13CH2]O)O)O,Cytidine,O=c1ccn([C@@H]2O[C@H]([13CH2]O)[C@@H](O)[C@H]2O)c(=O)[nH]1
135616711,C([C@@H]1[C@H]([C@H]([C@@H](O1)C2=C(N=NNC2=O)N)O)O)O,Cytidine,Nc1nn[nH]c(=O)c1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
154703288,C1=C2C(=O)NC(=NC2=NN1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Cytidine,Nc1nc2nn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc2c(=O)[nH]1
156594113,C1CC1[C@]2([C@@H]([C@H](O[C@H]2N3CCC(=O)NC3=O)CO)O)O,Cytidine,O=C1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@]2(O)C2CC2)C(=O)N1
156594227,COC1CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,COC1CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
72260,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)F,Cytidine,O=c1[nH]c(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1F
101508,C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)Cl)O,Cytidine,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](Cl)[C@@H]2O)c(=O)[nH]1
119209,[3H]CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,[3H]Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
133458,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C#CBr)CO)O,Cytidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C#CBr
153103,CCC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,CCc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
160155,CCCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,CCCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
164891,CC1=CN(C(=O)N=C1NO)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1NO
166772,[14CH3]C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,[14CH3]c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
176869,C#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=O)NC2=O)CO)O,Cytidine,C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]1O
192532,CC1=CN(C(=O)NC1=O)[C@]2([C@@H]([C@@H]([C@H](O2)CO)O)O)CO,Cytidine,Cc1cn([C@]2(CO)O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
265298,CCNC1=NC2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N,Cytidine,CCNc1nc2c(N)ncnc2n1C1OC(CO)C(O)C1O
270261,CSC1=CC(=O)N(C(=O)N1)C2C(C(C(O2)CO)O)O,Cytidine,CSc1cc(=O)n(C2OC(CO)C(O)C2O)c(=O)[nH]1
451368,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)N=[N+]=[N-],Cytidine,[N-]=[N+]=N[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO
451394,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)F)CO)N=[N+]=[N-],Cytidine,[N-]=[N+]=N[C@H]1C[C@H](n2cc(F)c(N)nc2=O)O[C@@H]1CO
451458,CC1=CN(C(=O)N=C1NC)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Cytidine,CNc1nc(=O)n([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)cc1C
451494,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CN=[N+]=[N-])O,Cytidine,[N-]=[N+]=NC[C@H]1O[C@@H](n2ccc(N)nc2=O)C[C@@H]1O
451615,C1=CN(C(=O)N=C1N)[C@H]2C=C([C@H](O2)CO)F,Cytidine,Nc1ccn([C@H]2C=C(F)[C@@H](CO)O2)c(=O)n1
452035,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)F)F,Cytidine,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](F)[C@H]2F)c(=O)[nH]1
452988,C1[C@@H]([C@](O[C@H]1N2C=CC(=NC2=O)N)(CO)N=[N+]=[N-])O,Cytidine,[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)C[C@@H]1O
453027,CC1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)F)F,Cytidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](F)[C@@H]2F)c(=O)nc1N
453657,C1[C@@H]([C@](O[C@H]1N2C=CC(=NC2=O)N)(CO)C#N)O,Cytidine,N#C[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)C[C@@H]1O
453833,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](O2)(CO)OC)O,Cytidine,CO[C@]1(CO)O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O
460322,CC1=CN(C(=O)N=C1N(C)C)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Cytidine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)nc1N(C)C
470801,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@](O2)(CO)C(F)(F)F)O)O,Cytidine,Cc1cn([C@@H]2O[C@@](CO)(C(F)(F)F)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
489669,C1[C@@H]([C@H](O[C@H]1N2C(C(C(=O)NC2=O)Br)N=[N+]=[N-])CO)O,Cytidine,[N-]=[N+]=NC1C(Br)C(=O)NC(=O)N1[C@H]1C[C@H](O)[C@@H](CO)O1
489670,C1[C@@H]([C@H](O[C@H]1N2C(C(C(=O)NC2=O)Cl)N=[N+]=[N-])CO)O,Cytidine,[N-]=[N+]=NC1C(Cl)C(=O)NC(=O)N1[C@H]1C[C@H](O)[C@@H](CO)O1
506490,CSS[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Cytidine,CSS[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O
509187,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)N=[N+]=[N-])Cl,Cytidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])[C@H]2Cl)c(=O)[nH]c1=O
509188,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)N)Cl,Cytidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](N)[C@H]2Cl)c(=O)[nH]c1=O
512735,CC(C)C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,CC(C)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
514806,CC1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F,Cytidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)nc1N
515106,C[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=CC(=O)NC2=O)F)O,Cytidine,C[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H](F)[C@@H]1O
516463,C#CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,C#CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
560107,C1COC(C1O)N2C=C(C(=O)NC2=O)F,Cytidine,O=c1[nH]c(=O)n(C2OCCC2O)cc1F
1778309,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O,Cytidine,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
3000824,C1C(=O)C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,O=C1C=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)C1
3012253,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=S)Cl)CO)O,Cytidine,O=c1[nH]c(=S)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Cl
3034650,C1[C@@H]([C@H](O[C@H]1N2C=CC(=S)NC2=O)CO)O,Cytidine,O=c1[nH]c(=S)ccn1[C@H]1C[C@H](O)[C@@H](CO)O1
3080626,CONC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,CONc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
3080715,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)Cl)O,Cytidine,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](Cl)[C@H]2O)c(=O)[nH]1
3081398,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C=O)O,Cytidine,Cc1cn([C@H]2C[C@H](O)[C@@H](C=O)O2)c(=O)[nH]c1=O
