cid,Iso_smiles,Type,Canonical_smiles
10661693,CN=C1C2=C(N=CN1O)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,CN=c1c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2ncn1O
10735437,CC1(O[C@H]2[C@@H](O1)[C@@H](O[C@@H]2C(=O)NC)N3C=NC4=C(N=CN=C43)N)C,Adenosine,CNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H]2OC(C)(C)O[C@H]12
10828395,C#CCNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,C#CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
10833407,C1[C@@H]([C@H](O[C@H]1N2C3=NC=NC(=C3C(=N2)I)N)CO)O,Adenosine,Nc1ncnc2c1c(I)nn2[C@H]1C[C@H](O)[C@@H](CO)O1
10870487,CN(C)/C=N/C1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O,Adenosine,CN(C)/C=N/c1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
10879554,C1[C@@H]([C@H](O[C@H]1N2C=NC3=CN=C(N=C32)N)CO)O,Adenosine,Nc1ncc2ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c2n1
10933976,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=NN=C32)N)CO)O,Adenosine,Nc1nnnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
10966430,C1C[C@@H](O[C@@H]1CN)N2C=NC3=C(N=CN=C32)N,Adenosine,NC[C@@H]1CC[C@H](n2cnc3c(N)ncnc32)O1
10977550,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C#N,Adenosine,N#Cc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
11032861,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)[15NH2],Adenosine,[15NH2]c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11043123,C#CC1=C(N=CN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C#N,Adenosine,C#Cc1c(C#N)ncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11043124,C=C1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Adenosine,C=C1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
11087275,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](S3)CO)O)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1S[C@H](CO)[C@H](O)[C@H]1O
11129803,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN(C2=O)O,Adenosine,O=c1c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2ncn1O
11151091,COC1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)OC,Adenosine,COc1nc(OC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
11163152,CC(=O)NC1=C2C(=NC=N1)N(C(=O)N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,CC(=O)Nc1ncnc2c1[nH]c(=O)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11173202,C1=NN(C2=NN=NC(=C21)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,Nc1nnnc2c1cnn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11196409,C1=C2C(=C(N=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,Nc1nncc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11196791,C1=C(NC2=C(C1=O)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,Nc1cc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
11277569,C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)F,Adenosine,Nc1ncnc2c1c(F)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11551453,C[C@]1([C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(N=C3Cl)N)CO)O)F,Adenosine,C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(Cl)nc(N)nc21
11630346,C1C(OCC1(CO)CO)N2C=NC3=C(N=CN=C32)N,Adenosine,Nc1ncnc2c1ncn2C1CC(CO)(CO)CO1
11697766,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)I)N)O)O,Adenosine,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(I)nc32)[C@H](O)[C@@H]1O
11737492,C=C1[C@@H]([C@H]([C@H]([C@@H]1N2C=NC3=C(N=CN=C32)N)O)O)CO,Adenosine,C=C1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1cnc2c(N)ncnc21
11749237,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)I)N)CO)O,Adenosine,Nc1nc(I)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
11776820,C1C[C@H]([C@@H]([C@@H](C1)O)O)N2C=NC3=C(N=CN=C32)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1CCC[C@@H](O)[C@H]1O
11778706,C1[C@@H]([C@H](O[C@H]1N2C3=NC=NC(=C3N=C2Cl)N)CO)O,Adenosine,Nc1ncnc2c1nc(Cl)n2[C@H]1C[C@H](O)[C@@H](CO)O1
11779021,C#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO)O,Adenosine,C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O
11779374,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)C2=C3C(=NN2)C(=NC=N3)N)O)O,Adenosine,CSC[C@H]1O[C@@H](c2[nH]nc3c(N)ncnc23)[C@H](O)[C@@H]1O
11780986,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=NC3=C2NC=NC[C@H]3O)O)O)CO,Adenosine,OC[C@H]1C[C@@H](n2cnc3c2NC=NC[C@H]3O)[C@H](O)[C@@H]1O
12044417,CC1(O[C@@H]2[C@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=CN=C43)N)CON)C,Adenosine,CC1(C)O[C@@H]2[C@@H](CON)O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1
12067880,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3Br)CO)O,Adenosine,OC[C@H]1O[C@@H](n2cnc3c(Br)ncnc32)C[C@@H]1O
12150481,CC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O,Adenosine,CC(=O)Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
12315238,C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)C(=O)O,Adenosine,Nc1ncnc2c1c(C(=O)O)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
12358320,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@H]([C@H](O3)CO)O)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O
12497373,CN1C(=O)C2=C(N=C1N)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O,Adenosine,Cn1c(N)nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c1=O
12787947,CON1C(=C2C(=NC1=S)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,COn1c(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2nc1=S
12799571,C1=NC2=C(N(C(=S)N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O)N,Adenosine,Nc1c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2nc(=S)n1O
12800102,[2H][C@@]1(C[C@@H]([C@H](O1)CO)O)N2C=NC3=C(N=CN=C32)N,Adenosine,[2H][C@]1(n2cnc3c(N)ncnc32)C[C@H](O)[C@@H](CO)O1
12810881,C1=NC2=C(NC(=S)N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,Adenosine,Nc1[nH]c(=S)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
12873547,C1=NC2=C(NC(=S)N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,Nc1[nH]c(=S)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
13009044,C[C@@H]1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,Adenosine,C[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21
13009312,C1=NC(=C2C(=N1)N(C(=N2)Cl)[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O)N,Adenosine,Nc1ncnc2c1nc(Cl)n2[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O
13072932,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O)F)N,Adenosine,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O
13712878,C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)CO,Adenosine,Nc1ncnc2c1c(CO)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
13830713,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O,Adenosine,CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O
13831291,C1=CC=C2C(=C1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,OC[C@H]1O[C@@H](n2cnc3ccccc32)[C@H](O)[C@@H]1O
13831293,C1=C2C(=CC(=C1F)F)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,OC[C@H]1O[C@@H](n2cnc3cc(F)c(F)cc32)[C@H](O)[C@@H]1O
13846336,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)NCC(=O)N)CO)O,Adenosine,NC(=O)CNc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
13915760,COC1=NC(=NC2=C1C=CN2[C@H]3C[C@@H]([C@H](O3)CO)O)N,Adenosine,COc1nc(N)nc2c1ccn2[C@H]1C[C@H](O)[C@@H](CO)O1
14018661,C1[C@@H]([C@H](O[C@H]1N2C=CC3=C2N=C(N=C3Cl)N)CO)O,Adenosine,Nc1nc(Cl)c2ccn([C@H]3C[C@H](O)[C@@H](CO)O3)c2n1
14156718,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)NC(=NC2=S)N,Adenosine,Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F)c2[nH]1
14159235,C1[C@@H]([C@H](O[C@H]1N2C=CC3=C2N=CN=C3Cl)CO)O,Adenosine,OC[C@H]1O[C@@H](n2ccc3c(Cl)ncnc32)C[C@@H]1O
14216458,C[C@@H]1C[C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O,Adenosine,C[C@@H]1C[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O1
14237950,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=S)(O4)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OP(O)(=S)O[C@H]21
14258187,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(Cl)Cl)O)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(Cl)Cl)[C@@H](O)[C@H]1O
14284094,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(N=C3Cl)N)CO)O,Adenosine,Nc1nc(Cl)c2ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c2n1
14286993,C1=CN(C2=C1C(=S)N=C(N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,Nc1nc(=S)c2ccn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
14310518,C1=NC(=S)C2=C(N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F,Adenosine,OC[C@H]1O[C@@H](n2cnc3c(=S)nc[nH]c32)[C@@H](F)[C@@H]1O
14330067,C1[C@H](O[C@H]([C@@H]1O)N2C3=NC=NC(=C3N=C2Cl)N)CO,Adenosine,Nc1ncnc2c1nc(Cl)n2[C@@H]1O[C@H](CO)C[C@H]1O
14408976,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=NC(=NC(=C3N=C2Br)N)N)O)O)O,Adenosine,Nc1nc(N)c2nc(Br)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
14408979,C1=NC(=C2C(=N1)N(C(=N2)NN)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,NNc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
14430355,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(F)(F)F)N,Adenosine,Nc1nc(C(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
14498611,C1=NC(=S)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)F)O,Adenosine,OC[C@H]1O[C@@H](n2cnc3c(=S)nc[nH]c32)[C@H](O)[C@@H]1F
14503364,C1=NNC(=O)C2=C1N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,O=c1[nH]ncc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
14520939,CNC1=C(N=CN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Adenosine,CNc1c(C(N)=O)ncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
14604625,C1=NN(C(=C1C(=O)N)N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Adenosine,NC(=O)c1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
14630157,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2C=CN=C3Cl)CO)O,Adenosine,OC[C@H]1O[C@@H](n2cnc3c(Cl)nccc32)C[C@@H]1O
14654332,CNC1=C2C(=NC=N1)N(C=N2)C3C=CC(O3)CO,Adenosine,CNc1ncnc2c1ncn2C1C=CC(CO)O1
14825624,CCN1C=NC2=C(C1=N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,CCn1cnc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=N
14840825,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)Br)[N+](=O)[O-],Adenosine,O=[N+]([O-])c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1Br
14842842,CCCOC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,CCCOc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
14843513,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(C=CN=C32)[N+](=O)[O-])CO)O,Adenosine,O=[N+]([O-])c1ccnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
14999717,CC1(O[C@@H]2[C@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=C(N=C43)I)N)CO)C,Adenosine,CC1(C)O[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N)nc(I)nc43)[C@@H]2O1
15024543,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CBr)O)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CBr)[C@@H](O)[C@H]1O
15118691,CN1C=NC2=C(C1=S)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,Cn1cnc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=S
15217015,CC1(O[C@@H]2[C@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=C(N=C43)N)N)CO)C,Adenosine,CC1(C)O[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N)nc(N)nc43)[C@@H]2O1
15410715,C1C[C@H](C[C@@H]1N2C=NC3=C(N=C(N=C32)N)N)O,Adenosine,Nc1nc(N)c2ncn([C@@H]3CC[C@@H](O)C3)c2n1
15450711,C1=NC(=C2C(=N1)N(C(=N2)N=[N+]=[N-])[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O)N,Adenosine,[N-]=[N+]=Nc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O
15450939,CC#CC1=CN(C2=NC=NC(=C12)N)[C@H]3C[C@@H]([C@H](O3)CO)O,Adenosine,CC#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12
15480629,C1[C@@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)CO,Adenosine,Nc1ncnc2c1ncn2[C@@H]1OC[C@H](CO)[C@H]1O
15485095,COCCO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)N)N)CO)O,Adenosine,COCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)nc(N)nc21
15612716,C[C@@H]([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)O,Adenosine,C[C@H](O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
15693167,CNC1=C2C(=NC(=O)N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,CNc1[nH]c(=O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
15742007,C=C1[C@H](C[C@@H](O1)N2C=NC3=C(N=CN=C32)N)O,Adenosine,C=C1O[C@@H](n2cnc3c(N)ncnc32)C[C@@H]1O
15788526,C1=NC2=C(NC(=O)N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N,Adenosine,Nc1[nH]c(=O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
15931427,C1=CN=C(N1)C2=C(N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,Nc1c(-c2ncc[nH]2)ncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
15955042,C1[C@@H]([C@H](O[C@H]1N2C=C(C3=C(N=CN=C32)N)C(=N)N)CO)O,Adenosine,N=C(N)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12
15991535,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CF)O,Adenosine,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CF)O1
18632917,CCO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,Adenosine,CCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21
18645122,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CNC(=O)CBr)O)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)CBr)[C@@H](O)[C@H]1O
18658702,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)ON,Adenosine,NO[C@H]1C[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO
18661221,C1=NC2=C(C(=N1)Br)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,OC[C@H]1O[C@@H](n2cnc3c(Br)ncnc32)[C@H](O)[C@@H]1O
18661222,C1=NC2=C(C(=N1)I)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,OC[C@H]1O[C@@H](n2cnc3c(I)ncnc32)[C@H](O)[C@@H]1O
18719641,COCCO[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=C(N=C32)N)N)CO,Adenosine,COCCO[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)nc(N)nc32)[C@@H]1O
20849148,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@]([C@H](O3)CO)(O)P(=O)(O)O)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@](O)(P(=O)(O)O)[C@H]1O
21069732,C[C@]1([C@@H]([C@H](O[C@H]1N2C=C(C3=C(N=CN=C32)N)I)CO)O)O,Adenosine,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(I)c2c(N)ncnc21
21117199,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)C(O)S(=O)(=O)N)O)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(O)S(N)(=O)=O)[C@@H](O)[C@H]1O
21117205,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)C(C(=O)O)O)O)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(O)C(=O)O)[C@@H](O)[C@H]1O
21123822,CN1CN(C2=C1C(=O)N(C(=N2)N)C)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,CN1CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)n(C)c(=O)c21
21139599,C1=C2C(=NC(=N1)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,OC[C@H]1O[C@@H](n2cnc3cnc(Cl)nc32)[C@H](O)[C@@H]1O
21140569,C1=CC(=CC2=C1C=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)F,Adenosine,OC[C@H]1O[C@@H](n2ccc3ccc(F)cc32)[C@H](O)[C@@H]1O
21144466,C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)C(=N)N,Adenosine,N=C(N)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
21627890,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=S,Adenosine,O=c1[nH]c(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
21721736,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CCl)N)O)N,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CCl)[C@@H](N)[C@H]1O
21820756,CSC1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,CSc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
21854299,C1=C2C(=C(N=C1Cl)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,Nc1nc(Cl)cc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
21855714,C1=CC2=C(N=C1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,OC[C@H]1O[C@@H](n2cnc3cccnc32)[C@H](O)[C@@H]1O
22209663,C1[C@@H](O[C@@H](C1O)CO)N2C=NC3=C(N=CN=C32)N,Adenosine,Nc1ncnc2c1ncn2[C@H]1CC(O)[C@@H](CO)O1
22793986,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=S)NC2=S,Adenosine,OC[C@H]1O[C@@H](n2cnc3c(=S)[nH]c(=S)[nH]c32)[C@H](O)[C@@H]1O
22859454,CN1C=NC(=C2C1N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O)N,Adenosine,CN1C=NC(N)=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C21
22860550,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)C4C=CO4)O,Adenosine,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](C2C=CO2)O1
23112625,COC1=NC(=C2C(=N1)N(C=N2)C3CC(C(O3)CO)O)N,Adenosine,COc1nc(N)c2ncn(C3CC(O)C(CO)O3)c2n1
23243190,CC(=O)O[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO,Adenosine,CC(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O
23421442,CO[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O,Adenosine,CO[C@@H]1[C@@H](COP(=O)(O)O)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O
23519658,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@](O3)(CO)N=[N+]=[N-])O)O)N,Adenosine,[N-]=[N+]=N[C@]1(CO)O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
23634773,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@](O3)(CI)N=[N+]=[N-])O)O)N,Adenosine,[N-]=[N+]=N[C@]1(CI)O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
24011706,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NCCCO,Adenosine,OCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
27274688,C1[C@H](O[C@@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO,Adenosine,Nc1ncnc2c1ncn2[C@H]1O[C@H](CO)C[C@H]1O
29921448,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2I)N,Adenosine,Nc1nc(I)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
29921449,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(N=C3I)N)CO)O,Adenosine,Nc1nc(I)c2ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c2n1
29924995,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3Cl)O)O,Adenosine,C[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O
