ID,VE3sign_D/Dt,SpMax_AEA(ri),GATS7s,MATS3v,F07[N-O],MATS6p,CATS2D_06_DL,SpDiam_AEA(ed),P_VSA_charge_7,MATS3m,CATS2D_09_DA,VE1sign_Dz(v),H-052,B09[O-O],F05[N-N],P_VSA_charge_4,CATS2D_04_AA,P_VSA_charge_13,CATS2D_05_DL,SpMAD_AEA(dm),SM5_X,SpMAD_EA(ri),MATS2p,IC1,GATS2p,GATS3s,MATS6i,CATS2D_03_DL,GATS6i,C-016,GATS8e,VE1sign_B(p),CATS2D_08_DA,F10[O-O]
Zhao_2016_6,0.5082320846714461,0.4876869690980534,0.3155315353569008,0.5064039065962593,0.1666666666666666,0.0472871314293358,0.0,0.2429666025366241,0.0,0.3852568353002089,0.6000000000000001,0.2640495920041373,0.0,1.0,0.2,0.359388883796882,0.5714285714285714,0.5,0.0,0.6256727975705845,0.3130314090026107,0.657447741745699,0.6125271954823084,0.9175424210505554,0.4385167361966275,0.5101078904015404,0.1621152300344253,0.0,0.5754671426663132,0.0,0.8432468970773221,0.6364165290732344,0.6000000000000001,0.0
Zhao_2017_3,0.5398017834983183,0.4088599917007274,0.7982670774407268,0.6788974050545364,0.1666666666666666,0.3923986208155719,0.5,0.1816015015794327,0.0,0.3645410477201136,0.6000000000000001,0.324661068629349,0.0,1.0,0.4,0.3974263933958214,0.7142857142857143,0.5,0.0,0.5287446954952797,0.3970965979805364,0.8348030641612123,0.2659255413061723,0.7776152947643644,0.7661221025156304,0.4864190142660445,0.9666733479963132,0.0,0.1197921314234342,0.0,0.2330754110147259,0.7344720147041786,0.6000000000000001,0.0
Zhao_2017_5,0.5398017834983104,0.3995608148456604,0.8429166744325955,0.4853795892975201,0.0,0.3111914157131472,1.0,0.1816015015794327,0.2062111714471989,0.2231940709696682,0.6000000000000001,0.3211665095590476,0.0,1.0,0.0,0.359388883796882,0.2857142857142857,0.0,0.0,0.5049768233879801,0.3970965979805428,0.8355906513227485,0.6483711370823263,0.8381287121523155,0.4224762352241997,0.3225275638479215,0.4407176631712787,1.0,0.3141424653669524,1.0,0.2871045186195584,0.9919941847248313,0.6000000000000001,0.0
Wang_2022_a,0.5082320846714422,0.4843940418858734,0.2930732613557096,0.461509900161116,0.6666666666666666,0.437591226281726,0.0,0.2429666025366184,0.0,0.4475209575410916,0.6000000000000001,0.3424395694821347,0.0,0.0,0.2,0.7187777675937619,0.4285714285714285,0.0,0.0,0.4720384916702933,0.3130314090026266,0.5691962735152813,0.7440987928093934,0.644698606409277,0.45313652970809,0.385816493168692,0.5776892375830606,0.0,0.1483561233538699,0.0,0.6499440618500938,0.4820249381300769,0.6000000000000001,0.0
Wang_2022_c,0.5082320846714422,0.4794170877773958,0.2642358282714359,0.4976914495547976,0.1666666666666666,0.2632665448237486,0.0,0.2429666025366184,0.0,0.4299953409266753,0.6000000000000001,0.3472069188974572,0.0,0.0,0.2,0.7187777675937619,0.4285714285714285,0.0,0.0,0.5430033063808333,0.3130314090026266,0.5155701625397242,0.7315328566938218,0.7586664450850136,0.3965942455707831,0.520980376010973,0.1855875135893899,0.0,0.4102477353039839,0.0,0.8659939412178057,0.4750691568197644,0.6000000000000001,0.0
Wang_2022_d,0.5082320846714422,0.4843940418858734,0.2930732613557096,0.461509900161116,0.6666666666666666,0.437591226281726,0.0,0.2429666025366184,0.0,0.4475209575410916,0.6000000000000001,0.3424395694821347,0.0,0.0,0.2,0.7187777675937619,0.4285714285714285,0.0,0.0,0.4720384916702933,0.3130314090026266,0.5691962735152813,0.7440987928093934,0.644698606409277,0.45313652970809,0.385816493168692,0.5776892375830606,0.0,0.1483561233538699,0.0,0.6499440618500938,0.4820249381300769,0.6000000000000001,0.0
Wang_2022_e,0.5082320846714422,0.4794170877773958,0.2642358282714359,0.4976914495547976,0.1666666666666666,0.2632665448237486,0.0,0.2429666025366184,0.0,0.4299953409266753,0.6000000000000001,0.3472069188974572,0.0,0.0,0.2,0.7187777675937619,0.4285714285714285,0.0,0.0,0.5430033063808333,0.3130314090026266,0.5155701625397242,0.7315328566938218,0.7586664450850136,0.3965942455707831,0.520980376010973,0.1855875135893899,0.0,0.4102477353039839,0.0,0.8659939412178057,0.4750691568197644,0.6000000000000001,0.0
Park_2003_1,0.2088098040139837,0.3071652751410223,1.0,0.2558707193506471,0.6666666666666666,0.466853852663702,0.25,0.2321564384944356,0.0693208091247934,0.1835430939614951,0.8,0.1052845013228406,0.0,1.0,0.8,0.0,0.7142857142857143,0.5,0.0,0.4560818997473408,0.5191761241608298,0.8958408921122505,0.5425739070491903,0.8720129277923969,0.3320326357979608,0.4492660580484648,0.2735554567359793,0.0,0.687956182790785,0.0,0.4993373248114106,0.8995535655192954,0.4,0.0
Park_2003_2,0.2406993685268197,0.3081236868175239,0.948974826882053,0.2117048992410271,0.6666666666666666,0.4883105619597725,0.25,0.1662989905085563,0.3306855379770694,0.126852009674929,0.8,0.134742551324582,0.0,1.0,0.8,0.0,0.7142857142857143,0.5,0.0,0.4697093638880751,0.5191761241608267,0.9686305373562104,0.7545577504604252,0.8727135272418218,0.2197140564154014,0.4461929992179709,0.2979636074608359,0.0,0.7090010294388112,0.0,0.5071206640114934,0.880193258747586,0.4,0.0
Park_2003_4,0.0,0.3072161282590615,0.9113457230773184,0.0566115891903967,0.6666666666666666,0.1813510767073727,0.25,0.0720430518713599,0.2613647288522746,0.0354727406319003,0.8,0.0796396646580987,0.0,1.0,0.8,0.0,0.7142857142857143,0.5,0.0,0.4645859931154481,0.5191761241608298,0.9667216577468204,0.7545577504604248,0.8727135272418218,0.2197140564154014,0.4590009658842016,0.0,0.0,1.0,0.0,0.5440288208320432,0.8869638100127277,0.4,0.0
Park_2003_6,0.3338925224420358,0.307225953603595,0.9424629535686256,0.372262729051055,0.6666666666666666,0.3909124124210982,0.25,0.0885320740258372,0.1937951756546635,0.2839257517599,0.8,0.0382709507086037,0.0,1.0,0.8,0.0,0.7142857142857143,0.5,0.0,0.4289045567617959,0.5191761241608235,0.8948962433861638,0.6917929045587053,0.8568605228718926,0.2835072433856318,0.4005906240514336,0.1273466937487302,0.0,0.8332137849909524,0.0,0.5143176157495655,0.8930450018568321,0.4,0.0
Park_2003_7,0.5635154484240554,0.3072274905557206,0.7887769149449115,0.4853141327395557,0.6666666666666666,0.1943509164461374,0.25,0.2676617984367029,0.2489487330597401,0.4204439466584014,0.8,0.0614134479079343,0.0,1.0,0.8,0.0,0.7142857142857143,0.5,0.0,0.3569509668714348,0.5191761241608362,0.8141027384016652,0.5878462861968021,0.7698424623561566,0.3904507779821311,0.3303370596560611,0.0383561583926566,0.0,0.9635788539561304,0.0,0.4249859536415101,0.8909047756104476,0.4,0.0
Park_2007_2b,0.088331046053269,0.4284571796642193,0.6344368926990629,0.0030750416583887,0.8333333333333334,0.3252946569045205,0.25,0.1890998387633082,0.2613647288522746,0.1528262632243357,0.8,0.0201175825925679,0.0,1.0,0.8,0.0,0.7142857142857143,0.5,0.3333333333333333,0.4932944872386589,0.4383117370010974,0.9925801352236564,0.7538183500094275,0.8685657538944014,0.2530333543088945,0.4017422611187835,0.1095000712720191,0.0,0.8548946870657601,0.0,0.5231722346045309,0.7522948325305221,0.8,0.0
Park_2007_2c,0.3474530561184928,0.428459098509383,0.6596734425463657,0.3254338464406907,0.8333333333333334,0.5055567322113859,0.25,0.2068085905023107,0.1937951756546635,0.3965310630687821,0.8,0.0,0.0,1.0,0.8,0.0,0.7142857142857143,0.5,0.3333333333333333,0.4612045852100133,0.4383117370011357,0.917157666601069,0.6915098064072032,0.8571976620787662,0.3155649423388547,0.34552678808797,0.2204726564236164,0.0,0.7097473988592178,0.0,0.4863156319646331,0.7581133817291597,0.8,0.0
Park_2007_2d,0.5621362875810965,0.4284593784226125,0.5368601538756113,0.4501807981877498,0.8333333333333334,0.2998785275767149,0.25,0.3859383122548241,0.2489487330597401,0.5316027702359305,0.8,0.114216459196503,0.0,1.0,0.8,0.0,0.7142857142857143,0.5,0.3333333333333333,0.3919414226341278,0.4383117370011197,0.8375865006037593,0.588124105268277,0.8087813234153454,0.4202637213734417,0.2754667971126223,0.127682541682215,0.0,0.8534183350104243,0.0,0.3996943770962575,0.7560983475204464,0.8,0.0
Skilling_2018_5b,0.8601151024719147,0.9999984501006178,0.281555040251936,0.8378172591491927,0.0,0.5141244408285954,0.5,0.9546686714741176,0.2613647288522746,0.914090812739934,0.2,0.4114693827334232,1.0,0.0,0.0,1.0,0.5714285714285714,0.0,0.3333333333333333,0.3056447276787866,1.0852430065710904e-14,0.1333015475896353,0.3740028873975257,0.7171397926541578,0.6005026207502833,0.363711782163959,0.5402431697284071,0.0,0.3876789919599028,1.0,0.3597303464177703,0.5907381749219061,0.2,1.0
Skilling_2018_5c,0.8567904067216495,0.999998517625766,0.0349874998646179,0.2277809310008899,0.0,0.8614460813689957,0.25,0.7303256108072067,0.2062111714471989,0.5936966741709397,0.2,0.362648908531906,0.5,0.0,0.0,1.0,0.5714285714285714,0.0,0.6666666666666666,0.4725627474219589,1.27675647831893e-14,0.3788440928169372,0.5923084353013329,0.7171397926541578,0.4644872953739338,0.3699561869673105,0.8371797410407027,0.0,0.0066515700099807,1.0,0.4655286133716807,0.5569247159433992,0.2,1.0
Skilling_2018_6a,0.8980090531508867,1.0,0.0,0.8214411859498669,0.0,0.6572255116074295,0.75,1.0000000000000004,0.2613647288522746,0.9949565197168764,0.2,0.5035955585195768,1.0,0.0,0.0,1.0,0.4285714285714285,0.0,0.6666666666666666,0.0,6.38378239159465e-16,0.0,0.0352853812328985,0.2263552186506605,0.9756716411423252,0.0925223274316391,0.6211550987016468,0.5,0.021398284111064,1.0,0.0168412681550573,0.5519950048061464,0.4,0.5
Skilling_2018_6c,0.8918414572453115,0.9999999999999448,0.1442979377557467,0.8443472728130781,0.0,0.633694076066739,0.75,0.9894736306463394,0.2613647288522746,0.9999999999999998,0.2,0.4909772482332117,1.0,0.0,0.0,1.0,0.4285714285714285,0.0,0.6666666666666666,0.1348711946044156,0.0,0.121220203493781,0.1402714363893488,0.5197898014091744,0.850732666153796,0.2141055751357901,0.5954304203472776,0.5,0.0776175153339866,1.0,0.3727088790028441,0.553519405849145,0.4,0.5
Skilling_2018_6d,0.8789643820050733,0.9999999999965076,0.2349820974323453,0.8448632545304818,0.0,0.6191592159840699,0.75,0.9790422431487014,0.2613647288522746,0.9733724611906344,0.2,0.4544010942081836,1.0,0.0,0.0,1.0,0.4285714285714285,0.0,0.6666666666666666,0.2094819328732677,3.191891195797325e-15,0.1742095517367676,0.1956553431324624,0.6389473062407411,0.7860716006715203,0.2802010011041831,0.5731313687085803,0.5,0.1314471004593542,1.0,0.545426488864682,0.5543277189045668,0.4,0.5
Skilling_2018_6e,0.8601151024719147,0.9999999996374368,0.3304950803991755,0.832842751707094,0.0,0.5028683390197561,0.5,0.9546686714741176,0.2613647288522746,0.9090540560032824,0.2,0.3850199580610215,1.0,0.0,0.0,1.0,0.4285714285714285,0.0,0.3333333333333333,0.2988688515133821,1.0852430065710904e-14,0.2368312709286311,0.2697651389471912,0.7629632535995459,0.7007207339238297,0.3705678737454623,0.5736318343203961,0.5,0.2610635752492261,1.0,0.3626868649406245,0.5566770887932402,0.4,0.5
Nuthanakanti_2020_3a,0.9256608586562612,0.3861228982879483,0.5553020410645833,0.5793252151329089,0.1666666666666666,0.5874653726577541,0.75,0.4470595244456663,0.2471974771325583,0.7138092443593609,0.2,0.4789630976129929,0.0,1.0,0.0,0.0,0.4285714285714285,0.5,0.3333333333333333,0.2501198013451304,0.046646306414272,0.3655361673115038,0.1928989355684823,0.1504655521170206,0.8586870819696246,0.2106763060151562,0.4746989280450463,0.5,0.3231280553139655,0.0,0.6790765411962532,0.4410646431599858,0.2,0.0
Nuthanakanti_2020_3b,0.9224093445746264,0.3861228982880398,0.5106438741727894,0.5978260445160551,0.1666666666666666,0.5996611919127247,0.75,0.4501967673736824,0.2471974771325583,0.7247918501535611,0.2,0.4817312170061714,0.0,1.0,0.0,0.0,0.4285714285714285,0.5,0.3333333333333333,0.186361395634135,0.0466463064142548,0.3081838444248337,0.1526581134438992,0.0711803563783994,0.8997855140482316,0.1776059293878376,0.4858705563778812,0.5,0.3216548429704584,0.0,0.5885252053140171,0.4406229666630008,0.2,0.0
Nuthanakanti_2020_3c,0.9166833841895118,0.3861228982880584,0.4748238470557768,0.6109361748100212,0.1666666666666666,0.6094845647816314,0.75,0.4521837732618352,0.2471974771325583,0.7293209168947203,0.2,0.4789650352501585,0.0,1.0,0.0,0.0,0.4285714285714285,0.5,0.3333333333333333,0.1309354194470424,0.046646306414288,0.2574594434351276,0.1192933468047774,0.0,0.9341253438656216,0.1506489499725229,0.4949918027805224,0.5,0.3209307997882651,0.0,0.5174339796181446,0.4401812773237699,0.2,0.0
Nuthanakanti_2020_4a,0.9293894072345724,0.3564067040100278,0.4871270269891243,0.6991822897683047,0.1666666666666666,0.4713600495473825,0.5,0.4421338496759821,0.0551535574050765,0.7073368989827433,0.2,0.4245958258738402,0.0,1.0,0.0,0.0,0.4285714285714285,0.5,0.3333333333333333,0.157604693157876,0.0466463064142599,0.2238436205520422,0.026216183033253,0.1912686443434172,0.9671486640267296,0.2273394044665608,0.3623864827153826,0.0,0.426217163971113,1.0,0.6136359516864924,0.9561961487595116,0.2,0.0
Nuthanakanti_2020_4b,0.9247081179183284,0.3564067040101379,0.4380620120689462,0.7031640852307051,0.1666666666666666,0.4976284579406226,0.5,0.4452710925713128,0.0551535574050765,0.7161754509069966,0.2,0.4281685721207945,0.0,1.0,0.0,0.0,0.4285714285714285,0.5,0.3333333333333333,0.1012826572919065,0.0466463064142714,0.1732100294740259,0.0,0.1065865884459213,1.0,0.1933885249406479,0.3859403147100849,0.0,0.4133983460419714,1.0,0.5065944707142833,0.9555351840746742,0.2,0.0
Seela_2011_2,0.8257599534959749,0.6214362238351274,0.4009871538620884,0.4106435260832936,0.3333333333333333,0.6592600155285852,0.5,0.4753346024404252,0.0693208091247934,0.3385810349778462,0.8,0.0997662127762916,0.0,0.0,0.8,0.03803750959894,1.0,0.0,0.0,0.245126158613707,0.6749962160303055,0.88965812348094,0.4694779460987526,0.9371282611962064,0.3714949425558118,0.5210419997598614,0.7290839883989656,0.0,0.507467207484464,0.0,0.5244484532381324,0.1330405983641333,0.8,0.0
Seela_2011_3,0.7208843014834132,0.5543220906523265,0.4531916914162164,0.5412940769143054,0.0,0.5445666537529336,0.75,0.4479199311931086,0.605381191661035,0.4438792287137696,0.4,0.2817421008766549,0.0,0.0,0.0,0.3567656072728172,0.4285714285714285,0.0,0.3333333333333333,0.1297163918998833,0.6749962160303055,0.6599367098426416,0.4191145745759507,0.9072038432457332,0.4091288517175364,0.4905112375856721,0.7065227742839173,0.0,0.4580874435895961,0.0,0.335548394131069,0.2650690880134642,0.4,0.0
Seela_2011_4,0.6175595843506254,0.5544246574325467,0.4290793319724453,0.0,0.0,1.0,0.5,0.4355411403503568,0.5092413285705986,0.0,0.4,0.0439242861977155,0.0,0.0,0.2,0.3567656072728172,1.0,0.0,0.3333333333333333,0.1303239988816189,1.0,0.6840136186288568,0.6065708154533282,0.876562592565127,0.1921555850198433,0.6143695626517449,0.7921545071015574,0.0,0.3320529196893713,0.0,0.189280591539716,0.289691370214028,0.4,0.0
Seela_2011_13,0.8257599534959749,0.6373127049976715,0.4535839329987179,0.3495191646288147,0.3333333333333333,0.5723919782645064,0.75,0.4753346024404252,0.0693208091247934,0.225643425557117,1.0,0.0041280257115373,0.0,0.0,1.0,0.0,0.4285714285714285,0.0,0.0,0.2491277941041207,0.6749962160303055,0.8991568571319544,0.7581597665809005,0.9177294267438318,0.1600824152082012,0.5010199764388459,1.0,0.5,0.1930673441680395,0.0,0.5079429486211615,0.1461409713007917,0.6000000000000001,0.0
Jung_2005,0.2088098040139837,0.3071652751410223,0.8915796170334029,0.1922514315854261,0.6666666666666666,0.3852311588084726,0.25,0.2321564384944356,0.0693208091247934,0.0935104208563103,0.8,0.0175919937066452,0.0,1.0,0.8,0.3567656072728172,0.7142857142857143,0.5,0.0,0.4372869622705817,0.5191761241608298,0.8958408921122505,0.5340680138854755,0.8093487654810683,0.3796495278868605,0.4013092855375688,0.1969781616603169,0.0,0.7061044811934245,0.0,0.3978686745559128,0.836735226239353,0.4,0.0
Sreenivasachary_2005,0.4113689164783937,0.5265426984553239,0.4324675034161449,0.3492668910786882,0.5,0.3576253282784707,0.0,0.2681457066015,0.0,0.3760497673769282,0.6000000000000001,0.2847055810079872,0.0,1.0,0.4,0.359388883796882,0.5714285714285714,1.0,0.0,0.6388047390061633,0.3130314090026043,0.8492773304568466,0.7072281959881009,0.9513711979618223,0.492777777230061,0.5360388964698997,0.6166169138679443,0.0,0.1457182719253782,0.0,0.6592830595468346,0.6155811975179921,1.0,0.0
Buerkle_2012_8OMeG,0.0412024128642527,0.6105780672169407,0.6302477726227866,0.587818987553536,0.5,0.326679302726673,0.0,0.3299153359741495,0.0,0.5379358613876511,0.6000000000000001,0.3006008794510559,0.0,1.0,0.2,0.7187777675937619,0.8571428571428571,0.5,0.0,0.5490119702436127,0.2266877553975278,0.5280185576864653,1.0,0.7443149172133108,0.2235155005669353,0.4738508665173888,0.6551878901957273,0.0,0.3447202750161708,0.0,0.531823711570762,0.7410393020576467,0.6000000000000001,0.0
Buerkle_2012_8BrTAcG,0.946421532660433,0.6135345271909758,0.3530145975535814,0.8850512541719876,1.0,0.5797470067312864,0.25,0.2123494439764384,1.0,0.2379390062551997,0.8,0.3703611976940555,0.0,1.0,0.2,0.359388883796882,0.5714285714285714,0.5,0.3333333333333333,0.6220760809160195,0.2266877553975278,0.5681009720418082,0.5451976897553423,0.5932598833420504,0.0244600202356535,0.9999999999999998,0.5674337356129706,0.0,0.2728088404769417,0.0,0.7254722337827,0.6787969827083644,0.4,0.5
Xiao_2018_2,0.49869888695748,0.493674857997239,0.3710726502653312,0.4909436361226243,0.1666666666666666,0.2435766185756425,0.0,0.3819915562072973,0.0,0.4285342890823826,0.2,0.3783217275681161,0.0,0.0,0.4,0.359388883796882,0.4285714285714285,0.5,0.0,0.5137363493471403,0.3130314090026107,0.6872374326762198,0.7296056402742942,0.8399614793189012,0.5012192763404371,0.4928037701032512,0.5662015267921965,0.0,0.2443997187920903,0.0,0.5784923393319914,0.6555425289433645,1.0,0.0
Xiao_2018_4,0.5082320846714442,0.4926944015394152,0.2866847154760272,0.5546356681497325,0.1666666666666666,0.5214145380368554,0.0,0.2429666025366241,0.0,0.5172720620175831,0.2,0.2523887280917193,0.0,0.0,0.4,0.359388883796882,0.4285714285714285,0.5,0.0,0.5145252941690757,0.3130314090026043,0.7459577330913678,0.6002344736324777,0.8177078162745932,0.5458812847577938,0.435360982324823,0.5514623804514498,0.0,0.1863927834169882,0.0,0.8321783776233682,0.6485872738007843,0.6000000000000001,0.0
Xiao_2019_2,0.4219087034810409,0.5204334127209025,0.4941485399796412,0.2296369133130315,0.8333333333333334,0.3886009951413142,0.0,0.0735400802928221,0.0,0.1744252201592318,1.0,0.2069009432112672,0.0,1.0,0.2,0.359388883796882,0.7142857142857143,0.5,0.0,0.6595507493297514,0.3130314090026012,0.9832202579560488,0.5358060475846149,0.9760529268606803,0.5193699443907622,0.4955569377226441,0.6574621128233207,0.0,0.158366637008374,0.0,0.9999999999999998,0.5952379685251692,0.6000000000000001,0.0
Xiao_2019_3,0.4113689164784014,0.5265426984553052,0.4490649854428472,0.2917775135543979,0.5,0.5369280741817909,0.0,0.2681457066015116,0.0,0.3165466180081384,0.6000000000000001,0.2928062716842043,0.0,1.0,0.4,0.359388883796882,0.7142857142857143,1.0,0.0,1.0,0.3130314090026107,0.8492773304568466,0.6190358703114602,1.0,0.545482108415273,0.3955679778925747,0.5620982799254244,0.0,0.1442915520737306,0.0,0.838053735419755,0.6164776606183886,1.0,0.5
Jia_2018_UC8,0.7583719410862664,0.6737099823986199,0.3201195430560293,0.9933022017394554,0.1666666666666666,0.6302194980211211,0.75,0.5678584871983987,0.7431078808714661,0.8548294577574884,0.2,0.148122798126934,1.0,1.0,0.0,0.0,0.4285714285714285,0.5,1.0,0.4345745717029201,0.1677972465569716,1.0,0.6089984960019389,0.5759117864753533,0.3722752109258977,0.092511215603352,0.46953813547159,0.5,0.474356465628635,0.0,0.3913771376857258,0.2456866701944809,0.2,0.0
Jia_2018_UC12,0.8712740100122705,0.6737099874946839,0.277989332938833,1.0,0.1666666666666666,0.6668541507336634,0.75,0.5795876764204668,0.7431078808714661,0.8931448622707663,0.2,0.737054936941546,1.0,1.0,0.0,0.0,0.4285714285714285,0.5,1.0,0.3201249021043582,0.1677972465569563,0.8626112258130725,0.495674084395496,0.4285860628540643,0.4964610364306097,0.0379557222274884,0.4933641072240277,0.5,0.4504274746888823,0.0,0.3016673617848311,0.2450762834174045,0.2,0.0
Jia_2018_UC16,1.0,0.6737099874954602,0.2484856280183259,0.9903521821806236,0.1666666666666666,0.6879973411383499,0.75,0.5837618898857158,0.7431078808714661,0.900775381964537,0.2,1.0,1.0,1.0,0.0,0.0,0.4285714285714285,0.5,1.0,0.2226804461425287,0.1677972465570051,0.7467734362843057,0.4095407126821238,0.2971522546077789,0.591244250954464,0.0,0.5096788174942095,0.5,0.4336042617455948,0.0,0.2408806934501068,0.2443734767759043,0.2,0.0
Tang_2019_ArabinoC,0.7700769153867477,0.351775670311194,0.4632366893381541,0.3543754623188052,0.1666666666666666,0.2134953896493018,0.25,0.1774261625927859,0.2062111714471989,0.4001389125719009,0.2,0.0815775940669617,0.0,0.0,0.0,0.359388883796882,0.2857142857142857,0.0,0.3333333333333333,0.447427242742509,0.0466463064142469,0.435655745863821,0.4297658932499844,0.6469408803304231,0.685902862715507,0.2752749600977082,0.3374748201212493,0.0,0.3277392133841514,1.0,0.4610060775463247,0.8318908694475862,0.2,0.0
