ID,VE3sign_D/Dt,SpMax_AEA(ri),GATS7s,MATS3v,F07[N-O],MATS6p,CATS2D_06_DL,SpDiam_AEA(ed),P_VSA_charge_7,MATS3m,CATS2D_09_DA,VE1sign_Dz(v),H-052,B09[O-O],F05[N-N],P_VSA_charge_4,CATS2D_04_AA,P_VSA_charge_13,CATS2D_05_DL,SpMAD_AEA(dm),SM5_X,SpMAD_EA(ri),MATS2p,IC1,GATS2p,GATS3s,MATS6i,CATS2D_03_DL,GATS6i,C-016,GATS8e,VE1sign_B(p),CATS2D_08_DA,F10[O-O]
Ma_2019_A,0.4336736036004559,0.46712653131088544,0.39144501792900743,0.34485065373733464,0.5,0.5969544715140896,0.0,0.24339918264832328,0.0,0.5237436104752868,0.4,0.33920164762146543,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.4251541268792982,0.3130314090026107,0.5196842257121244,0.7869987454371742,0.6570557019806644,0.31319339326890594,0.3355277324395298,0.636536559451797,0.0,0.0700412360739815,0.0,0.5012818033157997,0.0,0.4,0.0
Ma_2019_U,0.7700769153867477,0.35323777615322083,0.5908496347168111,0.3816632971654029,0.0,0.324392936808459,0.25,0.17742616259278599,0.0,0.3264013032209997,0.2,0.09724269085719062,0.0,1.0,0.0,0.0,0.4285714285714285,0.5,0.3333333333333333,0.5571178094614222,0.04664630641424691,0.609883588469442,0.3016949910137152,0.5873153826409081,0.7303716392023896,0.40653101711490236,0.41929264147052125,0.0,0.13878152129756938,1.0,0.9583532575813278,0.9748922579419113,0.2,0.0
Ma_2019_C,0.7700769153867477,0.35177567031119406,0.4632366893381541,0.35437546231880523,0.16666666666666666,0.21349538964930187,0.25,0.17742616259278599,0.20621117144719892,0.40013891257190093,0.2,0.08157759406696172,0.0,0.0,0.0,0.359388883796882,0.2857142857142857,0.0,0.3333333333333333,0.447427242742509,0.04664630641424691,0.43565574586382105,0.4297658932499844,0.6469408803304231,0.685902862715507,0.27527496009770824,0.3374748201212493,0.0,0.32773921338415146,1.0,0.4610060775463247,0.8318908694475862,0.2,0.0
Ma_2019_G,0.5082320846714461,0.4924210631164536,0.3659243160784984,0.46394236953116863,0.5,0.26141802002985587,0.0,0.24296660253662417,0.0,0.40613786474817437,0.6000000000000001,0.2591533994183799,0.0,1.0,0.2,0.359388883796882,0.5714285714285714,0.5,0.0,0.5663457429606273,0.3130314090026107,0.7110671738888499,0.6232341575092863,0.7944060685210652,0.4972241766985297,0.39846301850123966,0.58771307702846,0.0,0.26294972748672407,0.0,0.8597334795825089,0.6473716120675506,0.6000000000000001,0.0
Ma_2019_dA,0.4573162167016147,0.34463744088558723,0.5833263161887587,0.42874981922266664,0.16666666666666666,0.42536270193321574,0.25,0.17725653849622702,0.0,0.3676380181494691,0.4,0.4040321126066009,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.3290938782221904,0.39709659798053965,0.5093747840953942,0.7897164259279434,0.6899196027493715,0.2493917178387406,0.4127082450101187,0.5448698891003615,0.0,0.2315860726434238,0.0,0.19281429174004727,0.09729088453041912,0.4,0.0
Ma_2019_T,0.7711726098496939,0.1806584472565138,0.689574968396361,0.12537770946690813,0.0,0.5437111123844454,0.25,0.024016480549333696,0.19204391972748178,0.16706739307977264,0.2,0.23006662509380907,0.0,1.0,0.0,0.0,0.4285714285714285,0.5,0.0,0.6799705132960234,0.13793867923144917,0.8291885138749517,0.6626395770492178,0.5405539105704964,0.4379195753511187,0.4022206272569233,0.5980506405359994,0.5,0.0537429648733454,0.0,0.8429985813135643,0.6100715283606648,0.2,0.0
Ma_2019_dC,0.7870892449993849,0.09914645763456864,0.7929649540769068,0.42123675729356963,0.0,0.0,0.5,0.0054579537898322705,0.20621117144719892,0.21140599575279287,0.2,0.14608939369909604,0.0,0.0,0.0,0.359388883796882,0.2857142857142857,0.0,0.0,0.4132640960780618,0.1379386792314393,0.3414967524808681,0.4293528955021897,0.683940571125857,0.6090856174581787,0.3097888614382871,0.19079354063124598,0.0,0.5801773256712872,1.0,0.0,1.0,0.2,0.0
Ma_2019_dG,0.5398017834983183,0.39061040642126166,0.750318542596913,0.5485585986096666,0.16666666666666666,0.06637104797916293,0.5,0.18160150157943278,0.0,0.2691054194580168,0.6000000000000001,0.3293966169734632,0.0,1.0,0.2,0.359388883796882,0.5714285714285714,0.5,0.0,0.5287446954952797,0.3970965979805364,0.7144473976595975,0.6228073241113407,0.8295774806846721,0.43256019955169434,0.4514159941850595,0.5005942894244322,0.0,0.4254527220225093,0.0,0.24004139027656857,0.7669530182575719,0.6000000000000001,0.0
Zhao_2016_2,0.5398017834983104,0.3807779748177902,0.8138275216947572,0.46443965380295754,0.16666666666666666,0.37796599000964903,0.5,0.18160150157943278,0.0,0.2896137404048761,0.6000000000000001,0.30143360443586004,0.0,1.0,0.0,0.359388883796882,0.4285714285714285,0.0,0.0,0.5429037581766156,0.39709659798054286,0.7136900950323266,0.6765508407450799,0.7870998798649111,0.39936730785445906,0.34013912587500883,0.5166073152965506,0.0,0.2944162409286095,0.0,0.24004139027656657,0.9137057305192531,0.6000000000000001,0.0
Zhao_2016_3,0.5082320846714442,0.48208422559566166,0.36053893967857475,0.4153116245091184,0.16666666666666666,0.3515091018153473,0.0,0.2429666025366184,0.0,0.4086398084713715,0.6000000000000001,0.23250685871890733,0.0,1.0,0.0,0.359388883796882,0.4285714285714285,0.0,0.0,0.6194663927780804,0.3130314090025884,0.6567760155189077,0.6654894244697969,0.8750648202307945,0.4058063807726109,0.4311466026249515,0.16077868158259623,0.0,0.5191335610411532,0.0,0.8432468970773221,0.8288765151796615,0.6000000000000001,0.0
