ID,VE3sign_D/Dt,VE2sign_D/Dt,SpMax_AEA(ri),GATS7s,Eig01_AEA(ri),Eig01_EA(ed),SM10_AEA(dm),SpMax_EA(ed),MATS3v,SM12_EA(ed),SM09_EA(ed),MATS3p,SpDiam_AEA(ri),SM13_EA(ed),SM11_EA(ed),SM15_EA(ed),F07[N-O],SM14_EA(ed),SM10_EA(ed),GATS3v,Eig01_EA,SpMax_EA,SM09_AEA(bo),SpDiam_EA(ed),SpDiam_EA,SM15_AEA(ed),SM08_EA(ed),VE1sign_D/Dt,SM15_EA,SpDiam_AEA(bo),SpMax_AEA(ed),Eig01_AEA(ed),MATS6p,GATS3p,SM07_EA(ed),SM13_EA,SM14_AEA(ed),SM14_EA,SM13_AEA(ed),CATS2D_06_DL,SpDiam_AEA(ed),P_VSA_charge_7,F05[N-O],MATS3m,CATS2D_09_DA,VE1sign_Dz(v),MATS3i,Eig01_AEA(bo),SpMax_AEA(bo),GATS7e,VE2sign_Dz(m),MATS3s,VE2sign_Dz(Z),CATS2D_05_AA,H-052,SpMax_A,VE1sign_Dz(i),B09[O-O],VE3sign_Dz(Z),VE3sign_Dz(m),F05[N-N],P_VSA_charge_4,VE1sign_Dz(m),GATS3m,GATS3i,VE1sign_Dz(Z),CATS2D_04_AA,SM06_EA(ed),SM12_AEA(ed),SM12_EA,P_VSA_charge_13,SM05_EA(ed),VE2sign_Dz(e),SM11_EA,SpMax_EA(ri),Eig01_EA(ri),SM10_EA,CATS2D_05_DL,VE1sign_Dz(e),VE3sign_Dz(e),SM09_EA,SM09_AEA(ed),SM10_AEA(ed),SM11_AEA(ed),SpMAD_AEA(dm),MATS3e,SM5_X,SpMAD_EA(ri),MATS2p,IC1,F09[O-O],GATS6p,GATS2p,SM08_AEA(ed),GATS3s,MATS6i,CATS2D_03_DL,VE2sign_Dz(v),GATS6i,P_VSA_charge_2,Eta_sh_y,C-016,SpMax_L,SM07_EA,B05[N-N],VE2sign_Dz(i),GATS8e,VE1sign_B(p),SHED_DA,MCD,SM04_EA(ed),CATS2D_08_DA,PW3,VE2sign_H2,SM08_EA,F10[O-O],B10[O-O],VE3sign_Dz(i),SM15_EA(ri)
Ma_2019_A,0.4336736036004559,0.04290319679297662,0.46712653131088544,0.39144501792900743,0.46712653131088544,0.38248987290284964,0.38248987290284964,0.38248987290284964,0.34485065373733464,0.4646411365018217,0.49760208389656313,0.22306696233901624,0.5014595404067901,0.45674401440718704,0.472949676861373,0.4460542401827796,0.5,0.451073186765397,0.4858864716950837,0.6893262221634444,0.4439207611349172,0.4439207611349172,0.4439207611349172,0.42890891544789955,0.4439207611349172,0.48715826865733547,0.5200458529335714,0.019725165117545823,0.5315382498135017,0.5937165514867715,0.34517994227494864,0.34517994227494864,0.5969544715140896,0.8266295159888055,0.5343537799438876,0.5501924788435675,0.5004311540049784,0.5397058879933025,0.515291301203618,0.0,0.24339918264832328,0.0,0.5,0.5237436104752868,0.4,0.33920164762146543,0.302063422015437,0.6892726688439446,0.6892726688439446,0.5071641136146435,0.5501986846434263,0.8772113342524948,0.5494489459582851,0.3333333333333333,0.0,0.7180584902072127,0.27704799536498503,0.0,0.6765840490698842,0.676949743771825,0.0,0.0,0.18867471047435672,0.6080445894189301,0.6760385436727145,0.18857910423024596,0.4285714285714285,0.5759665504221214,0.5318886791782731,0.5600758086242692,0.0,0.5828625324103598,0.547989189987272,0.5731736078813725,0.5035989385309669,0.5035989385309669,0.5846063368993848,0.0,0.18836821476232146,0.6770462590242213,0.5988997338907556,0.5927769677681312,0.5706769383230483,0.5503389443039666,0.4251541268792982,0.7794240625388407,0.3130314090026107,0.5196842257121244,0.7869987454371742,0.6570557019806644,0.0,0.43516410171446607,0.31319339326890594,0.5963380688574382,0.3355277324395298,0.636536559451797,0.0,0.7961352934327796,0.0700412360739815,0.01576147254530547,0.7681901250075971,0.0,0.2922233482801193,0.575237832847594,0.0,0.751677904521256,0.5012818033157997,0.0,0.1137417636956235,0.8140994688556262,0.5680309195992521,0.4,1.0,0.1101853022489427,0.5668987905210567,0.0,0.0,0.7456697817287556,0.5237186484645102
Ma_2019_U,0.7700769153867477,0.3730232932972722,0.35323777615322083,0.5908496347168111,0.35323777615322083,0.2708500975333039,0.2708500975333039,0.2708500975333039,0.3816632971654029,0.3179766404587312,0.3298156890871251,0.2184087339634914,0.3424650747822575,0.3147172230741866,0.32052134746119965,0.3112077959036599,0.0,0.3130135742002702,0.3265562148702186,0.6711988230657031,0.33435578915604314,0.33435578915604314,0.33435578915604314,0.3132589898260436,0.334355789156044,0.3322678991156245,0.3414079152532796,0.15772087093111456,0.36877990723269516,0.12945063699767978,0.2625956446838904,0.2625956446838904,0.324392936808459,0.7740056383241694,0.3436410491030619,0.37439896832099606,0.3389450758868442,0.37032229124966154,0.3464480032004431,0.25,0.17742616259278599,0.0,0.25,0.3264013032209997,0.2,0.09724269085719062,0.3546071973870817,0.1043759579636534,0.1043759579636534,0.5124571394770215,0.09142085533594538,0.5628350761488563,0.09062525003780245,0.2222222222222222,0.0,0.4176103845986443,0.07621038924758593,1.0,0.45352296300890604,0.4542056618597625,0.0,0.0,0.0,0.7613029749592699,0.5719371228529839,0.0,0.4285714285714285,0.3666645510946589,0.35484178780490083,0.37537820733165805,0.5,0.3605070909767907,0.09001779987751449,0.38154510891337345,0.37332535445793447,0.37332535445793447,0.38029349685115577,0.3333333333333333,0.0,0.45286906756436995,0.3895634017680685,0.3853511076308749,0.37438471378625593,0.3641630444964683,0.5571178094614222,0.5109382009389545,0.04664630641424691,0.609883588469442,0.3016949910137152,0.5873153826409081,0.3333333333333333,0.5509369014721002,0.7303716392023896,0.3838613674896241,0.40653101711490236,0.41929264147052125,0.0,0.26356933568580704,0.13878152129756938,0.38409962528465624,0.7613776175313143,1.0,0.18073427054019398,0.36739232810840505,0.0,0.2879714440849439,0.9583532575813278,0.9748922579419113,0.09851630482514429,0.6411225040474917,0.3465873681609848,0.2,0.7937107780580455,0.4845447052328834,0.35444711598037415,0.0,0.0,0.5888742676975658,0.36715250042379033
Ma_2019_C,0.7700769153867477,0.3730232932972722,0.35177567031119406,0.4632366893381541,0.35177567031119406,0.2708500975333039,0.2708500975333039,0.2708500975333039,0.35437546231880523,0.3179766404587312,0.3298156890871251,0.1892422425600897,0.34275237313425144,0.3147172230741866,0.32052134746119965,0.3112077959036599,0.16666666666666666,0.3130135742002702,0.3265562148702186,0.7135947702978194,0.33435578915604314,0.33435578915604314,0.33435578915604314,0.3132589898260436,0.334355789156044,0.3322678991156245,0.3414079152532796,0.15772087093111456,0.36877990723269516,0.13061192059089066,0.2625956446838904,0.2625956446838904,0.21349538964930187,0.8434698466386248,0.3436410491030619,0.37439896832099606,0.3389450758868442,0.37032229124966154,0.3464480032004431,0.25,0.17742616259278599,0.20621117144719892,0.25,0.40013891257190093,0.2,0.08157759406696172,0.2936171473887223,0.13685532087520524,0.13685532087520524,0.5740651802526459,0.0952072193226692,0.6904894766062791,0.09436586756112261,0.3333333333333333,0.0,0.4176103845986443,0.10243530851761463,0.0,0.4569369970995436,0.45765417708796075,0.0,0.359388883796882,0.0013206974788352172,0.701103892071214,0.6962373795995704,0.0013040682721513902,0.2857142857142857,0.3666645510946589,0.35484178780490083,0.37537820733165805,0.0,0.3605070909767907,0.09071899869532346,0.38154510891337345,0.3660476437914424,0.3660476437914424,0.38029349685115577,0.3333333333333333,0.0002447840812433433,0.45352062387246195,0.3895634017680685,0.3853511076308749,0.37438471378625593,0.3641630444964683,0.447427242742509,0.6304718837771873,0.04664630641424691,0.43565574586382105,0.4297658932499844,0.6469408803304231,0.0,0.720397809626041,0.685902862715507,0.3838613674896241,0.27527496009770824,0.3374748201212493,0.0,0.22292153528798198,0.32773921338415146,0.02593016451001868,0.748596177613339,1.0,0.18073427054019398,0.36739232810840505,0.0,0.3616743798189982,0.4610060775463247,0.8318908694475862,0.04366907783393659,0.6411225040474917,0.3465873681609848,0.2,0.7937107780580455,0.4845447052328834,0.35444711598037415,0.0,0.0,0.6246850392025272,0.35107155643819077
Ma_2019_G,0.5082320846714461,0.08388634578621036,0.4924210631164536,0.3659243160784984,0.4924210631164536,0.3905164945849937,0.3905164945849937,0.3905164945849937,0.46394236953116863,0.4743728274878469,0.5079910334709243,0.307924023430828,0.525778768793435,0.4661509725411248,0.4827273637259495,0.4551932294474099,0.5,0.4603783398829844,0.4964742921449803,0.5747205922831924,0.46001356832553064,0.46001356832553064,0.46001356832553064,0.4353001226553217,0.46001356832553064,0.495581301246931,0.5328704488951397,0.041570037287667914,0.5543926051331054,0.5065687477433247,0.34994993774392835,0.34994993774392835,0.26141802002985587,0.7250052482092917,0.5462601345777145,0.5750686419192723,0.5097553337126843,0.5634925849492172,0.5258641449707788,0.0,0.24296660253662417,0.0,0.5,0.40613786474817437,0.6000000000000001,0.2591533994183799,0.38561249198891084,0.5927437307756076,0.5927437307756076,0.5105114273220762,0.39070587463553363,0.6738599944099426,0.38995454232073823,0.3333333333333333,0.0,0.7675719370749547,0.22817482237451714,1.0,0.6042524846502515,0.6046938794663456,0.2,0.359388883796882,0.1375513574563816,0.6831434103583653,0.597548691884846,0.1374742933461104,0.5714285714285714,0.5958938020694182,0.5442012662298712,0.5865472237045202,0.5,0.6006704277116066,0.38851444217399234,0.6015212153949703,0.5697805289041726,0.5697805289041726,0.6160769726155433,0.0,0.1371188286360277,0.6043427203456231,0.6339652926845059,0.6156525377254862,0.5888191978140913,0.5650828470099736,0.5663457429606273,0.6077795768768968,0.3130314090026107,0.7110671738888499,0.6232341575092863,0.7944060685210652,0.3333333333333333,0.7227878738694882,0.4972241766985297,0.6247999635536701,0.39846301850123966,0.58771307702846,0.0,0.5790930132287578,0.26294972748672407,0.37393093331994315,0.888552944715191,0.0,0.32931121292865484,0.6208514186513243,1.0,0.592116461162753,0.8597334795825089,0.6473716120675506,0.2257115144797559,0.7431192660550465,0.6052159203825997,0.6000000000000001,0.930541757953188,0.4060920692228248,0.6056469397111464,0.0,0.0,0.693404133508862,0.5871962764730503
Ma_2019_dA,0.4573162167016147,0.04268620113935755,0.34463744088558723,0.5833263161887587,0.34463744088558723,0.29098811919399337,0.29098811919399337,0.29098811919399337,0.42874981922266664,0.3474339454389126,0.3710776981872259,0.2779256936905553,0.382855972074303,0.34292263002386836,0.35338333158137747,0.3367735783800807,0.16666666666666666,0.3393833139228031,0.36138195311735366,0.6483317311100736,0.3227279913477954,0.3227279913477954,0.3227279913477954,0.31158154451418696,0.3227279913477954,0.3518570073845204,0.385795682849138,0.018319359960212542,0.38877093972198384,0.5711366408598444,0.25702635701789767,0.25702635701789767,0.42536270193321574,0.7628187680465306,0.3998951212817383,0.4038284243520245,0.3622914242879034,0.39529669140249535,0.3740420603208001,0.25,0.17725653849622702,0.0,0.0,0.3676380181494691,0.4,0.4040321126066009,0.3241418860004819,0.6708267896621196,0.6708267896621196,0.6903966938352736,0.7250715350832405,0.6582517346846962,0.724361223744646,0.0,0.0,0.5795467143349864,0.3209756708674865,0.0,0.73454469550986,0.7348452931359493,0.0,0.0,0.2389333404846876,0.7440688004055902,0.6115608163212576,0.23883353816341144,0.4285714285714285,0.4283129570515136,0.38720607850700084,0.4120975998593037,0.0,0.4399148071487664,0.7229686510261664,0.4229031766154012,0.39530789022900237,0.39530789022900237,0.43325141015709523,0.0,0.23879898322241222,0.7352579125374613,0.44469782780325406,0.43542113080632383,0.41795624837393675,0.40184550712450395,0.3290938782221904,0.5205669910880883,0.39709659798053965,0.5093747840953942,0.7897164259279434,0.6899196027493715,0.0,0.6472419014616162,0.2493917178387406,0.4392948284837459,0.4127082450101187,0.5448698891003615,0.0,0.9999999999999999,0.2315860726434238,0.01576147254530547,0.6377970703243709,0.0,0.2034035227865214,0.42892738724822976,0.0,0.915841652739789,0.19281429174004727,0.09729088453041912,0.1335729084987578,0.8929663608562703,0.42632844739322184,0.4,0.8118427060714275,0.4253210758102588,0.4246734990007184,0.0,0.0,0.7867385555060205,0.39775748691243784
Ma_2019_T,0.7711726098496939,0.37593685690186446,0.1806584472565138,0.689574968396361,0.1806584472565138,0.07030044725369056,0.07030044725369056,0.07030044725369056,0.12537770946690813,0.11047742059866472,0.1372812669406045,0.0,0.17817752870085357,0.10370490791822551,0.11654153379522914,0.09578559187963442,0.0,0.09970445050663912,0.1285586866706918,0.9116900127302339,0.15120541516331354,0.15120541516331354,0.15120541516331354,0.0780596833992604,0.15120541516331443,0.16500799756487794,0.1591573607864687,0.15896187627685224,0.21277082135325553,0.16272505076783794,0.056549615153208777,0.056549615153208777,0.5437111123844454,1.0,0.17026543949862827,0.2292869558486501,0.1776777457218408,0.21958978168889853,0.19186506216617083,0.25,0.024016480549333696,0.19204391972748178,0.0,0.16706739307977264,0.2,0.23006662509380907,0.0,0.12800287810117528,0.12800287810117528,0.5713889965139608,0.32179887165599586,0.4921527864480546,0.3210402113997338,0.0,0.0,0.26245091013310606,0.1473481161517045,1.0,0.6019228119688245,0.602354765497073,0.0,0.0,0.08035668689009831,0.8500052432280243,1.0,0.08032813797931601,0.4285714285714285,0.21070496657268567,0.20770867117038527,0.23769257689784684,0.5,0.22037719587873017,0.32160703752442577,0.25143357965248825,0.2808503568311407,0.2808503568311407,0.26095077222671126,0.0,0.0808463410426722,0.6030004386741654,0.2804772061328302,0.2660010338561065,0.244776286716208,0.22532551796686384,0.6799705132960234,0.36618046042050084,0.13793867923144917,0.8291885138749517,0.6626395770492178,0.5405539105704964,0.3333333333333333,0.449080644653447,0.4379195753511187,0.2793863944914161,0.4022206272569233,0.5980506405359994,0.5,0.608220941686196,0.0537429648733454,0.38409962528465624,0.7298519677336257,0.0,0.11895772114019643,0.29333136397458137,0.0,0.4878980581688617,0.8429985813135643,0.6100715283606648,0.14279488774513815,0.6411225040474917,0.25030269355075685,0.2,0.7303273475428922,0.4471204543667483,0.26795045949969953,0.0,0.0,0.6745471427209526,0.3185344641763992
Ma_2019_dC,0.7870892449993849,0.39820899046272745,0.09914645763456864,0.7929649540769068,0.09914645763456864,0.0416614316857018,0.0416614316857018,0.0416614316857018,0.42123675729356963,0.06936670496997,0.08797341565869576,0.2449145144055867,0.09814059777338535,0.06496993788601912,0.07402861857030452,0.059192033022067214,0.0,0.06191288133679773,0.0811642453640049,0.6728937152989625,0.09530012809279054,0.09530012809279054,0.09530012809279054,0.05361788033265258,0.09530012809279143,0.10171580864963303,0.09964192350753098,0.1582382376795162,0.131378155112567,0.02337755868253666,0.031793534854414496,0.031793534854414496,0.0,0.7719379200234575,0.10849395579212295,0.14058193719250145,0.10883788244269965,0.13508612483015892,0.116615104785323,0.5,0.0054579537898322705,0.20621117144719892,0.0,0.21140599575279287,0.2,0.14608939369909604,0.3216090222026283,0.02466616508549979,0.02466616508549979,0.9044271692046261,0.25917036279228967,0.5185288587094861,0.2583694592469875,0.0,0.0,0.16497526885396496,0.14351966550080975,0.0,0.5847721708282223,0.5852432596456154,0.0,0.359388883796882,0.05015724389080273,0.8514544413634844,0.6203448482724649,0.05013774838277857,0.2857142857142857,0.12785092890764105,0.125067462419576,0.144787406742223,0.0,0.13534617752321587,0.254836575631898,0.15229705219345835,0.09954356702499112,0.09954356702499112,0.1562562807871819,0.0,0.049310413945078804,0.583694085512525,0.16633341233017784,0.15428898830539062,0.14396694088694062,0.13419568630526335,0.4132640960780618,0.3808830566198068,0.1379386792314393,0.3414967524808681,0.4293528955021897,0.683940571125857,0.0,1.0,0.6090856174581787,0.1596390788422113,0.3097888614382871,0.19079354063124598,0.0,0.41556491772383536,0.5801773256712872,0.02593016451001868,0.5993531795189464,1.0,0.0024759304000259164,0.1678671340698381,0.0,0.5134930363222068,0.0,1.0,0.06060365208311347,0.7190366972477071,0.1435703494887859,0.2,0.5625074389626077,0.9999999999999998,0.1558576068969293,0.0,0.0,0.6911591133186952,0.128933653838172
Ma_2019_dG,0.5398017834983183,0.09149280959291166,0.39061040642126166,0.750318542596913,0.39061040642126166,0.3052554300710746,0.3052554300710746,0.3052554300710746,0.5485585986096666,0.36267002003447146,0.3862131905399364,0.364243997938026,0.42700480876234437,0.35792029017795635,0.3683607260143278,0.3518118048587988,0.16666666666666666,0.35447693385616397,0.3772294304148005,0.530829265476934,0.3525554130542945,0.3525554130542945,0.3525554130542945,0.3244333740500833,0.3525554130542954,0.3639351046121604,0.4039338843222966,0.042856317344024814,0.42120543916578423,0.47893806088825386,0.26655572907486746,0.26655572907486746,0.06637104797916293,0.658921207453391,0.4162070871168453,0.43779458411074135,0.3754223342936793,0.4283694491310204,0.3886563801260827,0.5,0.18160150157943278,0.0,0.0,0.2691054194580168,0.6000000000000001,0.3293966169734632,0.41132586845181424,0.5685417077653936,0.5685417077653936,0.9128749304208578,0.5568116778497946,0.5158056467461796,0.5560927329369656,0.0,0.0,0.6456319091240061,0.2761250349942814,1.0,0.6789124211045027,0.679265356315134,0.2,0.359388883796882,0.19125271540795644,0.8085074288792633,0.530798040012193,0.1911677784780704,0.5714285714285714,0.4546058486389999,0.4039020110029554,0.4473947007611132,0.5,0.4626498866928541,0.5547049881714661,0.4600571827762199,0.4988429635413443,0.4988429635413443,0.4733364622738012,0.0,0.19098847431220134,0.6794089017638687,0.4887690814430412,0.4646291884967919,0.4415996207716404,0.4214494855920563,0.5287446954952797,0.3866733966084434,0.3970965979805364,0.7144473976595975,0.6228073241113407,0.8295774806846721,0.3333333333333333,0.9430553859967405,0.43256019955169434,0.4748847181570426,0.4514159941850595,0.5005942894244322,0.0,0.7733713109570028,0.4254527220225093,0.37393093331994315,0.7681901250075971,0.0,0.2572709295853297,0.48398029454893265,1.0,0.7493570442112312,0.24004139027656857,0.7669530182575719,0.21137443362270503,0.8140994688556262,0.4716216501638124,0.6000000000000001,0.7486317825447077,0.7189362971563044,0.47164405971260503,0.0,0.0,0.7450384769775868,0.48346745008265213
Zhao_2016_2,0.5398017834983104,0.09149280959290709,0.3807779748177902,0.8138275216947572,0.3807779748177902,0.3052554300710746,0.3052554300710746,0.3052554300710746,0.46443965380295754,0.36267002003447146,0.3862131905399364,0.29073213308119905,0.41756962979762946,0.35792029017795635,0.3683607260143278,0.35181180485881836,0.16666666666666666,0.35447693385616397,0.3772294304148005,0.6384345677627543,0.3525554130542945,0.3525554130542945,0.3525554130542945,0.3244333740500833,0.3525554130542954,0.3639351046121604,0.4039338843222966,0.0428563173440224,0.42120543916578423,0.5297427215892228,0.26655572907486746,0.26655572907486746,0.37796599000964903,0.7535830883937447,0.4162070871168453,0.43779458411074135,0.3754223342936793,0.4283694491310204,0.3886563801260827,0.5,0.18160150157943278,0.0,0.25,0.2896137404048761,0.6000000000000001,0.30143360443586004,0.36200530606520553,0.514140255311152,0.514140255311152,0.989436012161853,0.49381563539629236,0.5153499278223661,0.49311049616561087,0.1111111111111111,0.0,0.6456319091240061,0.24960218583327343,1.0,0.6558992573202012,0.6562663925864815,0.0,0.359388883796882,0.16669437954183994,0.7706901798355856,0.6083983238966364,0.16662748317307283,0.4285714285714285,0.4546058486389999,0.4039020110029554,0.4473947007611132,0.0,0.4626498866928541,0.4918733078253823,0.4600571827762199,0.4462146019467701,0.4462146019467701,0.4733364622738012,0.0,0.1664738438920617,0.6563607574381485,0.4887690814430412,0.4646291884967919,0.4415996207716404,0.4214494855920563,0.5429037581766156,0.40380852652297594,0.39709659798054286,0.7136900950323266,0.6765508407450799,0.7870998798649111,0.3333333333333333,0.7072958175375148,0.39936730785445906,0.4748847181570426,0.34013912587500883,0.5166073152965506,0.0,0.7084506033908755,0.2944162409286095,0.17540993639130253,0.7681901250075971,0.0,0.2572709295853297,0.48398029454893265,0.0,0.6826631428473242,0.24004139027656657,0.9137057305192531,0.11271102964953505,0.8140994688556262,0.4716216501638124,0.6000000000000001,0.7486317825447077,0.7189362971563044,0.47164405971260503,0.0,0.0,0.726123512889173,0.44135169239757044
Zhao_2016_3,0.5082320846714442,0.0838863457862058,0.48208422559566166,0.36053893967857475,0.48208422559566166,0.3905164945849937,0.3905164945849937,0.3905164945849937,0.4153116245091184,0.4743728274878469,0.5079910334709243,0.30556313878688135,0.515993330987607,0.4661509725411248,0.4827273637259495,0.4551932294474099,0.16666666666666666,0.4603783398829844,0.4964742921449803,0.6247996798265394,0.46001356832553064,0.46001356832553064,0.46001356832553064,0.4353001226553217,0.46001356832553064,0.495581301246931,0.5328704488951397,0.04157003728766711,0.5543926051331054,0.5464487505186373,0.34994993774392125,0.34994993774392125,0.3515091018153473,0.749269000548688,0.5462601345776728,0.5750686419192723,0.5097553337126843,0.5634925849492172,0.5258641449707362,0.0,0.2429666025366184,0.0,0.25,0.4086398084713715,0.6000000000000001,0.23250685871890733,0.5745516542086836,0.5315472026097599,0.5315472026097599,0.5424019734978583,0.3117963388900439,0.6662252258802203,0.31436871136146183,0.1111111111111111,0.0,0.7675719370749547,0.19214370237643258,1.0,0.5651195809839491,0.5637407287027612,0.0,0.359388883796882,0.10517026098040441,0.6835264200049482,0.5495753127558456,0.10647309434977104,0.4285714285714285,0.5958938020694182,0.5442012662298712,0.5865472237045202,0.0,0.6006704277116066,0.3147524584732697,0.6015212153949161,0.5168782833290582,0.5168782833290582,0.6160769726155433,0.0,0.10682489579464825,0.5659899813793261,0.6339652926845059,0.615652537725424,0.5888191978140345,0.5650828470099736,0.6194663927780804,0.6316659788873117,0.3130314090025884,0.6567760155189077,0.6654894244697969,0.8750648202307945,0.3333333333333333,0.723587659412134,0.4058063807726109,0.6247999635536701,0.4311466026249515,0.16077868158259623,0.0,0.5203219255153204,0.5191335610411532,0.17540993639130253,0.8970586045943088,0.0,0.32931121292865484,0.6208514186513243,0.0,0.506043386917761,0.8432468970773221,0.8288765151796615,0.11271102964953505,0.7431192660550465,0.6052159203825997,0.6000000000000001,0.930541757953188,0.4060920692228248,0.6056469397111464,0.0,0.0,0.6611167166116834,0.5363379617355273
