,Statistics,Pvalues
SpMax_L,2.0618146430104365,0.039225386426396724
SM07_EA,2.0618146430104365,0.039225386426396724
B05[N-N],-2.0536002420422674,0.040014398709939995
VE2sign_Dz(i),2.0536002420422674,0.040014398709939995
GATS8e,-2.0371714401059293,0.04163286479599537
VE1sign_B(p),-2.020742638169591,0.043306413548952816
SHED_DA,2.004313836233253,0.04503645264558183
MCD,-1.996099435265084,0.045923100503378535
SM04_EA(ed),1.996099435265084,0.045923100503378535
CATS2D_08_DA,-1.987885034296915,0.046824406274640615
PW3,-1.979670633328746,0.047740550461697215
VE2sign_H2,-1.979670633328746,0.047740550461697215
SM08_EA,1.979670633328746,0.047740550461697215
F10[O-O],1.9714562323605769,0.04867171451964165
B10[O-O],1.9714562323605769,0.04867171451964165
VE3sign_Dz(i),1.9714562323605769,0.04867171451964165
SM15_EA(ri),1.9714562323605769,0.04867171451964165
Mv,-1.9550274304242385,0.05057983270351408
minaaN,-1.9550274304242385,0.05057983270351408
SM07_AEA(ed),1.9468130294560695,0.05155715430802207
CATS2D_06_DD,-1.9385986284879004,0.05255023069479231
SIC2,-1.9303842275197314,0.053559247749950155
MATS2s,1.9221698265515623,0.05458439217501122
SM03_EA(ed),1.9221698265515623,0.05458439217501122
CATS2D_07_DD,-1.9139554255833933,0.05562585146184753
Fsp3,1.9139554255833933,0.05562585146184753
MATS2m,1.9057410246152242,0.05668381386703912
MDEN-23,-1.9057410246152242,0.05668381386703912
CIC2,1.8975266236470552,0.05775846838560863
s2_numRotBonds,1.889312222678886,0.05885000472413942
GATS7v,1.889312222678886,0.05885000472413942
nN=C-N<,1.889312222678886,0.05885000472413942
GGI3,1.881097821710717,0.059958613273275875
VE3sign_Dz(v),1.872883420742548,0.0610844850796053
P_VSA_LogP_5,1.864669019774379,0.062227811816922426
LOGP99,1.8564546188062099,0.06338878575687494
s2_pathLength,1.8564546188062099,0.06338878575687494
Eig03_AEA(ed),-1.8400258168698718,0.06576444714009518
SM05_EA,1.8318114159017025,0.06697952184309401
CATS2D_05_DA,-1.8235970149335334,0.06821301820516561
P_VSA_charge_8,1.8071682129971953,0.07073605551136218
LOC,1.8071682129971953,0.07073605551136218
GATS5i,1.8071682129971953,0.07073605551136218
SM06_EA,1.7907394110608572,0.0733351221537056
SM14_EA(ri),1.7825250100926882,0.07466365646362158
MATS2i,-1.774310609124519,0.07601178667631069
SM13_EA(ri),1.774310609124519,0.07601178667631069
CATS2D_09_AA,-1.76609620815635,0.07737970952657731
nN(CO)2,-1.757881807188181,0.07876762194702404
ATS5s,1.757881807188181,0.07876762194702404
GATS8s,-1.757881807188181,0.07876762194702404
P_VSA_LogP_4,-1.757881807188181,0.07876762194702404
H%,1.749667406220012,0.08017572103079476
GATS7p,1.7414530052518429,0.08160420399372914
VE1sign_B(v),-1.7414530052518429,0.08160420399372914
SM06_AEA(ed),1.7332386042836738,0.08305326813593386
SIC5,-1.7250242033155048,0.08452311080277419
Eig07_EA(dm),1.7250242033155048,0.08452311080277419
CATS2D_02_AA,1.7168098023473357,0.08601392934529138
SM12_EA(ri),1.7168098023473357,0.08601392934529138
VE3sign_Dt,-1.7085954013791664,0.08752592108005133
PW2,-1.7003810004109974,0.08905928324842892
SpDiam_L,1.6921665994428283,0.09061421297533521
SIC4,-1.6921665994428283,0.09061421297533521
P_VSA_ppp_cyc,-1.6921665994428283,0.09061421297533521
VE2sign_Dt,-1.6675233965383212,0.09541037612724852
CIC4,1.659308995570152,0.09705354353283284
GATS2v,1.659308995570152,0.09705354353283284
MaxaaN,-1.659308995570152,0.09705354353283284
nR=Cs,1.642880193633814,0.1004077237329242
VE1_B(s),-1.642880193633814,0.1004077237329242
SIC3,-1.642880193633814,0.1004077237329242
s3_numRotBonds,-1.642880193633814,0.1004077237329242
JGI7,-1.634665792665645,0.10211912716492352
TPSA(NO),-1.634665792665645,0.10211912716492352
MaxaasC,-1.634665792665645,0.10211912716492352
TPSA(Tot),-1.634665792665645,0.10211912716492352
s34_phRelSize,-1.634665792665645,0.10211912716492352
X1A,1.634665792665645,0.10211912716492352
SpMAD_B(p),-1.6264513916974759,0.1038536658303303
SpMAD_EA,-1.6182369907293068,0.10561153385983134
MATS2e,1.6100225897611378,0.10739292482574066
SM12_AEA(dm),-1.6100225897611378,0.10739292482574066
Eig03_EA(ed),-1.6100225897611378,0.10739292482574066
CIC5,1.6100225897611378,0.10739292482574066
ATS2s,1.6100225897611378,0.10739292482574066
CIC3,1.5935937878247997,0.1110270467820984
LOGPcons,1.5935937878247997,0.1110270467820984
SIC1,-1.5935937878247997,0.1110270467820984
JGI5,-1.5853793868566306,0.11288016170058017
B01[N-N],-1.5771649858884613,0.11475756731538705
SpMin1_Bh(s),1.5771649858884613,0.11475756731538705
CATS2D_04_DL,1.5771649858884613,0.11475756731538705
Eta_FL_A,-1.5607361839521232,0.11858601005639566
SpMAD_AEA(bo),-1.5525217829839542,0.12053742472739554
MATS8i,1.544307382015785,0.12251388508479213
SpMin2_Bh(m),1.544307382015785,0.12251388508479213
J_D/Dt,1.544307382015785,0.12251388508479213
DBI,1.544307382015785,0.12251388508479213
F04[N-O],-1.544307382015785,0.12251388508479213
SpDiam_A,1.536092981047616,0.12451557750995501
nLevel2,1.536092981047616,0.12451557750995501
VE3sign_A,-1.527878580079447,0.12654268733691457
nLevel9,1.527878580079447,0.12654268733691457
SpPosA_A,-1.519664179111278,0.12859539880127385
nLevel5,-1.519664179111278,0.12859539880127385
CATS2D_07_AA,-1.519664179111278,0.12859539880127385
Eig04_AEA(bo),-1.519664179111278,0.12859539880127385
VE3sign_H2,-1.519664179111278,0.12859539880127385
BLI,1.5114497781431089,0.13067389498876955
X1Av,1.5114497781431089,0.13067389498876955
VE2sign_B(p),-1.5114497781431089,0.13067389498876955
X2A,1.5032353771749398,0.1327783577834967
SpMAD_AEA(ri),-1.5032353771749398,0.1327783577834967
SM11_EA(ri),1.4950209762067708,0.1349089678158079
VE2sign_A,-1.4950209762067708,0.1349089678158079
VE3sign_B(p),-1.4950209762067708,0.1349089678158079
SpDiam_EA(ri),1.4868065752386017,0.13706590440990374
B02[F-F],1.4785921742704327,0.13924934553112503
Eta_sh_x,1.4785921742704327,0.13924934553112503
F-082,1.4785921742704327,0.13924934553112503
minssssC,-1.4785921742704327,0.13924934553112503
F02[F-F],1.4785921742704327,0.13924934553112503
F10[C-F],1.4785921742704327,0.13924934553112503
VE2_B(s),-1.4785921742704327,0.13924934553112503
F09[O-F],1.4785921742704327,0.13924934553112503
SssssC,-1.4785921742704327,0.13924934553112503
T(F..F),1.4785921742704327,0.13924934553112503
F08[C-F],1.4785921742704327,0.13924934553112503
P_VSA_MR_4,1.4785921742704327,0.13924934553112503
NssssC,1.4785921742704327,0.13924934553112503
MaxssssC,-1.4785921742704327,0.13924934553112503
C-012,1.4785921742704327,0.13924934553112503
B09[O-F],1.4785921742704327,0.13924934553112503
BIC2,-1.4785921742704327,0.13924934553112503
HyWi_B(s),1.4785921742704327,0.13924934553112503
B08[C-F],1.4785921742704327,0.13924934553112503
MDEC-34,1.4785921742704327,0.13924934553112503
MDEC-24,1.4785921742704327,0.13924934553112503
MDEC-14,1.4785921742704327,0.13924934553112503
B10[C-F],1.4785921742704327,0.13924934553112503
F09[C-O],1.4703777733022636,0.14145946773296472
MaxaaaC,1.4703777733022636,0.14145946773296472
S3K,1.4703777733022636,0.14145946773296472
SpMAD_EA(ed),-1.4703777733022636,0.14145946773296472
ZM1Kup,1.4703777733022636,0.14145946773296472
NaaaC,1.4621633723340945,0.14369644610381033
Qpos,1.4621633723340945,0.14369644610381033
MATS6v,1.4621633723340945,0.14369644610381033
Eta_D_epsiB,-1.4621633723340945,0.14369644610381033
Qneg,-1.4621633723340945,0.14369644610381033
SpMax8_Bh(s),1.4621633723340945,0.14369644610381033
Qtot,1.4621633723340945,0.14369644610381033
NssCH2,1.4621633723340945,0.14369644610381033
SaaaC,1.4539489713659253,0.14596045421343454
NdsCH,1.4539489713659253,0.14596045421343454
minaaaC,1.4539489713659253,0.14596045421343454
RBN,1.4539489713659253,0.14596045421343454
SpMAD_B(v),-1.4457345703977562,0.14825166405924725
NaasC,-1.4375201694295872,0.15057024601232602
SpMax6_Bh(s),1.429305768461418,0.1529163687632384
Eig06_EA(dm),1.429305768461418,0.1529163687632384
C-028,-1.429305768461418,0.1529163687632384
ATS3s,1.429305768461418,0.1529163687632384
CIC1,1.429305768461418,0.1529163687632384
MATS7v,-1.429305768461418,0.1529163687632384
P_VSA_LogP_7,1.421091367493249,0.15529019926767457
Eta_D_beta,-1.421091367493249,0.15529019926767457
JGI8,1.41287696652508,0.15769190269190436
MATS4s,-1.41287696652508,0.15769190269190436
SM2_B(s),1.41287696652508,0.15769190269190436
AVS_B(e),-1.41287696652508,0.15769190269190436
Mp,-1.41287696652508,0.15769190269190436
ATSC1v,1.41287696652508,0.15769190269190436
SpMAD_A,-1.404662565556911,0.16012164235807558
SpMin3_Bh(p),1.3964481645887419,0.16257957968937276
BIC1,-1.3964481645887419,0.16257957968937276
s4_phSize,-1.3964481645887419,0.16257957968937276
s34_phSize,-1.3964481645887419,0.16257957968937276
VE1_X,1.3964481645887419,0.16257957968937276
GATS8i,-1.3964481645887419,0.16257957968937276
GATS1v,1.3964481645887419,0.16257957968937276
SssCH2,1.3964481645887419,0.16257957968937276
SdsCH,1.3882337636205728,0.16506587415504836
MATS5s,1.3800193626524038,0.16758068321534836
SpPosA_H2,-1.3718049616842347,0.17012416226634752
IC2,-1.3718049616842347,0.17012416226634752
s3_phRelSize,-1.3718049616842347,0.17012416226634752
C-002,1.3718049616842347,0.17012416226634752
F01[N-N],-1.3718049616842347,0.17012416226634752
nCsp3,1.3718049616842347,0.17012416226634752
CATS2D_03_DA,-1.3718049616842347,0.17012416226634752
SpMAD_H2,-1.3718049616842347,0.17012416226634752
ATSC8m,1.3635905607160657,0.17269646458471155
s3_relPathLength_2,-1.3635905607160657,0.17269646458471155
Eta_L_A,1.3635905607160657,0.17269646458471155
Q2,1.3635905607160657,0.17269646458471155
VE2sign_B(v),-1.3635905607160657,0.17269646458471155
SpMin6_Bh(v),1.3635905607160657,0.17269646458471155
P_VSA_p_1,1.3553761597478966,0.17529774127240583
s4_phRelSize,-1.3553761597478966,0.17529774127240583
F10[C-N],1.3553761597478966,0.17529774127240583
RBF,1.3471617587797275,0.17792814120136735
ALOGP2,1.3471617587797275,0.17792814120136735
VE2_B(e),-1.3471617587797275,0.17792814120136735
GATS1m,1.3471617587797275,0.17792814120136735
MATS2v,-1.3471617587797275,0.17792814120136735
SpMAD_B(e),-1.3471617587797275,0.17792814120136735
SpMin3_Bh(s),1.3471617587797275,0.17792814120136735
MaxssCH2,1.3471617587797275,0.17792814120136735
Eig02_EA(ri),-1.3389473578115585,0.1805878109581579
Eta_betaP_A,-1.3389473578115585,0.1805878109581579
BLTF96,-1.3389473578115585,0.1805878109581579
MLOGP,1.3389473578115585,0.1805878109581579
BLTD48,-1.3389473578115585,0.1805878109581579
BLTA96,-1.3389473578115585,0.1805878109581579
X0A,1.3389473578115585,0.1805878109581579
minaaCH,-1.3389473578115585,0.1805878109581579
VE2_B(m),-1.3307329568433894,0.1832768947886193
AMW,-1.3307329568433894,0.1832768947886193
GATS5e,1.3307329568433894,0.1832768947886193
SpMin6_Bh(p),1.3307329568433894,0.1832768947886193
nR=Ct,-1.3307329568433894,0.1832768947886193
nH,1.3307329568433894,0.1832768947886193
F09[N-O],-1.3307329568433894,0.1832768947886193
C-017,-1.3307329568433894,0.1832768947886193
ChiA_B(i),1.3307329568433894,0.1832768947886193
MATS4v,1.3307329568433894,0.1832768947886193
SpPosA_B(e),-1.3307329568433894,0.1832768947886193
SpMax5_Bh(e),1.3307329568433894,0.1832768947886193
VE1sign_H2,-1.3225185558752202,0.1859955345425479
chiralPhMoment,-1.3225185558752202,0.1859955345425479
nX,1.314304154907051,0.18874386961840528
MATS1v,-1.314304154907051,0.18874386961840528
VE1sign_D,1.314304154907051,0.18874386961840528
GATS3e,-1.314304154907051,0.18874386961840528
MATS4e,-1.314304154907051,0.18874386961840528
SpMAD_AEA(ed),-1.306089753938882,0.19152203690808978
phLevel1,1.306089753938882,0.19152203690808978
CATS2D_07_DL,1.297875352970713,0.1943301707417825
SpMax8_Bh(i),1.297875352970713,0.1943301707417825
SpMin2_Bh(v),1.297875352970713,0.1943301707417825
SpMin5_Bh(p),1.297875352970713,0.1943301707417825
ATSC7e,-1.297875352970713,0.1943301707417825
SM05_AEA(ed),1.297875352970713,0.1943301707417825
CATS2D_02_PL,1.297875352970713,0.1943301707417825
ZM1MulPer,1.297875352970713,0.1943301707417825
SaaN,-1.297875352970713,0.1943301707417825
s2_relPathLength_2,1.297875352970713,0.1943301707417825
SpMax6_Bh(e),1.297875352970713,0.1943301707417825
ChiA_B(m),1.297875352970713,0.1943301707417825
GNar,-1.289660952002544,0.1971684028328915
SpMax7_Bh(i),1.2814465510343749,0.20003686222311
X2Av,1.2814465510343749,0.20003686222311
CATS2D_08_LL,1.2814465510343749,0.20003686222311
ATSC8v,1.2814465510343749,0.20003686222311
VE1sign_A,-1.2814465510343749,0.20003686222311
ALOGP,1.2814465510343749,0.20003686222311
SpMin4_Bh(v),1.2814465510343749,0.20003686222311
SpMAD_B(i),-1.2814465510343749,0.20003686222311
J_X,1.2732321500662058,0.2029356752276129
PW4,-1.2732321500662058,0.2029356752276129
AVS_B(m),-1.2650177490980368,0.20586496538040833
SHED_LL,1.2650177490980368,0.20586496538040833
VE2_B(i),-1.2650177490980368,0.20586496538040833
ChiA_B(v),1.2650177490980368,0.20586496538040833
VE3sign_B(v),-1.2650177490980368,0.20586496538040833
SpPosA_Dz(p),1.2650177490980368,0.20586496538040833
MDEO-11,-1.2568033481298677,0.20882485337986567
nLevel4,-1.2568033481298677,0.20882485337986567
MATS7p,-1.2485889471616987,0.2118154570344397
SpMaxA_Dz(p),1.2485889471616987,0.2118154570344397
RNCG,-1.2485889471616987,0.2118154570344397
Qmean,-1.2485889471616987,0.2118154570344397
SsF,1.2485889471616987,0.2118154570344397
SM10_EA(ri),1.2403745461935296,0.2148368912086136
JGI3,1.2403745461935296,0.2148368912086136
NaaN,-1.2403745461935296,0.2148368912086136
N-075,-1.2403745461935296,0.2148368912086136
F05[C-F],1.2321601452253605,0.21788926776907713
SIC0,-1.2321601452253605,0.21788926776907713
SpPosA_B(v),-1.2321601452253605,0.21788926776907713
F05[O-F],1.2321601452253605,0.21788926776907713
nCXr,1.2321601452253605,0.21788926776907713
SpMAD_Dz(p),1.2321601452253605,0.21788926776907713
X0Av,1.2321601452253605,0.21788926776907713
F03[O-F],1.2321601452253605,0.21788926776907713
NsF,1.2321601452253605,0.21788926776907713
F02[C-F],1.2321601452253605,0.21788926776907713
F01[C-F],1.2321601452253605,0.21788926776907713
SAscore,-1.2321601452253605,0.21788926776907713
F03[N-F],1.2321601452253605,0.21788926776907713
ESOL,-1.2321601452253605,0.21788926776907713
ATSC2v,1.2321601452253605,0.21788926776907713
SpMin3_Bh(e),1.2321601452253605,0.21788926776907713
F04[C-F],1.2321601452253605,0.21788926776907713
SpMin4_Bh(p),1.2321601452253605,0.21788926776907713
F03[C-F],1.2321601452253605,0.21788926776907713
nF,1.2321601452253605,0.21788926776907713
P_VSA_e_6,1.2321601452253605,0.21788926776907713
P_VSA_ppp_hal,1.2239457442571915,0.22097269553116483
SpMin6_Bh(e),1.2157313432890224,0.224087280205574
ATS8i,1.2157313432890224,0.224087280205574
SpMin8_Bh(i),1.2157313432890224,0.224087280205574
ATSC3v,1.2157313432890224,0.224087280205574
nLevel3,1.2157313432890224,0.224087280205574
SpMax6_Bh(i),1.2157313432890224,0.224087280205574
SpMin6_Bh(i),1.2157313432890224,0.224087280205574
T(O..F),1.2157313432890224,0.224087280205574
SM1_B(s),1.2157313432890224,0.224087280205574
T(N..F),1.2157313432890224,0.224087280205574
SpMin7_Bh(i),1.2157313432890224,0.224087280205574
GGI8,1.2075169423208534,0.22723312434538023
Psi_i_s,1.2075169423208534,0.22723312434538023
nLevel6,-1.2075169423208534,0.22723312434538023
SpMin5_Bh(v),1.199302541352684,0.23041032729337785
SpMin7_Bh(m),1.199302541352684,0.23041032729337785
Neoplastic-80,-1.199302541352684,0.23041032729337785
WiA_Dz(p),1.199302541352684,0.23041032729337785
s2_phSize,1.199302541352684,0.23041032729337785
GATS6v,-1.199302541352684,0.23041032729337785
GATS8p,-1.199302541352684,0.23041032729337785
ChiA_B(e),1.199302541352684,0.23041032729337785
MATS8s,-1.199302541352684,0.23041032729337785
mindO,-1.191088140384515,0.2336189851297591
DLS_02,-1.191088140384515,0.2336189851297591
VR2_A,-1.191088140384515,0.2336189851297591
SpDiam_X,1.191088140384515,0.2336189851297591
SHED_PL,1.191088140384515,0.2336189851297591
X%,1.191088140384515,0.2336189851297591
Uindex,1.191088140384515,0.2336189851297591
VR2_H2,-1.191088140384515,0.2336189851297591
ZM1V,1.191088140384515,0.2336189851297591
s2_size,1.182873739416346,0.2368591906201576
CIC0,1.182873739416346,0.2368591906201576
SpMax5_Bh(i),1.182873739416346,0.2368591906201576
SsOH,-1.182873739416346,0.2368591906201576
ATS8e,1.182873739416346,0.2368591906201576
ATS5e,1.182873739416346,0.2368591906201576
SM1_Dz(i),1.182873739416346,0.2368591906201576
VR2_B(s),-1.182873739416346,0.2368591906201576
SpMax8_Bh(e),1.182873739416346,0.2368591906201576
VE3_X,1.182873739416346,0.2368591906201576
ATSC3m,1.182873739416346,0.2368591906201576
DECC,1.174659338448177,0.24013103316408002
VR2_X,-1.174659338448177,0.24013103316408002
S1K,1.174659338448177,0.24013103316408002
VE2sign_D,1.174659338448177,0.24013103316408002
VR2_D,-1.1664449374800079,0.24343459874373663
Chi_Dz(p),-1.1664449374800079,0.24343459874373663
ATS2i,1.1664449374800079,0.24343459874373663
VR2_B(m),-1.1664449374800079,0.24343459874373663
SpMin5_Bh(m),1.1664449374800079,0.24343459874373663
SpMin3_Bh(v),1.1664449374800079,0.24343459874373663
D/Dtr09,1.1664449374800079,0.24343459874373663
LLS_01,-1.1664449374800079,0.24343459874373663
s4_relPathLength,1.1664449374800079,0.24343459874373663
SM09_EA(ri),1.1664449374800079,0.24343459874373663
J_B(m),1.1664449374800079,0.24343459874373663
B09[C-O],1.1664449374800079,0.24343459874373663
maxDistfromCC,1.1664449374800079,0.24343459874373663
VR2_Dz(i),-1.1664449374800079,0.24343459874373663
F02[C-O],-1.1664449374800079,0.24343459874373663
Eig02_AEA(bo),1.1582305365118388,0.24676996987330646
Eig02_AEA(ri),-1.1582305365118388,0.24676996987330646
X5A,1.1582305365118388,0.24676996987330646
MDEC-22,1.1582305365118388,0.24676996987330646
s4_relPathLength_2,1.1582305365118388,0.24676996987330646
P_VSA_ppp_ar,-1.1582305365118388,0.24676996987330646
J_A,1.1582305365118388,0.24676996987330646
ICR,1.1582305365118388,0.24676996987330646
P_VSA_e_1,1.1582305365118388,0.24676996987330646
P_VSA_v_1,1.1582305365118388,0.24676996987330646
P_VSA_m_1,1.1582305365118388,0.24676996987330646
J_H2,1.1582305365118388,0.24676996987330646
qpmax,1.1582305365118388,0.24676996987330646
P_VSA_s_2,1.1582305365118388,0.24676996987330646
SHED_DL,1.1582305365118388,0.24676996987330646
BIC3,-1.1500161355436698,0.2501372255486455
SpPosA_B(m),-1.1500161355436698,0.2501372255486455
ringChiralCenter,-1.1500161355436698,0.2501372255486455
VR2_L,-1.1500161355436698,0.2501372255486455
C-008,-1.1500161355436698,0.2501372255486455
ATSC5s,1.1500161355436698,0.2501372255486455
VR2_B(e),-1.1500161355436698,0.2501372255486455
B08[O-O],-1.1500161355436698,0.2501372255486455
VR2_Dz(v),-1.1500161355436698,0.2501372255486455
SpMin7_Bh(s),1.1500161355436698,0.2501372255486455
ChiralCenter,-1.1500161355436698,0.2501372255486455
Eta_beta_A,-1.1500161355436698,0.2501372255486455
SpPos_B(s),1.1500161355436698,0.2501372255486455
VR2_Dz(p),-1.1500161355436698,0.2501372255486455
SpMin7_Bh(p),1.1500161355436698,0.2501372255486455
ATSC1m,1.1500161355436698,0.2501372255486455
CATS2D_06_PL,1.1500161355436698,0.2501372255486455
P_VSA_charge_10,-1.1500161355436698,0.2501372255486455
VR2_Dz(e),-1.1500161355436698,0.2501372255486455
TIC3,1.1418017345755007,0.253536441197468
P_VSA_MR_7,-1.1418017345755007,0.253536441197468
ATSC2i,1.1335873336073317,0.25696768863001807
SpMin8_Bh(v),1.1335873336073317,0.25696768863001807
MaxsF,1.1335873336073317,0.25696768863001807
SpMax5_Bh(p),1.1335873336073317,0.25696768863001807
DELS,1.1335873336073317,0.25696768863001807
VR2_B(i),-1.1335873336073317,0.25696768863001807
VR2_B(p),-1.1335873336073317,0.25696768863001807
minsF,1.1335873336073317,0.25696768863001807
SpMax4_Bh(i),1.1335873336073317,0.25696768863001807
SpMin6_Bh(m),1.1335873336073317,0.25696768863001807
J_B(p),1.1335873336073317,0.25696768863001807
SpPosA_L,-1.1253729326391626,0.2604310359902541
PHI,1.1253729326391626,0.2604310359902541
J_B(v),1.1171585316709935,0.2639265477075675
CATS2D_00_LL,1.1171585316709935,0.2639265477075675
CATS2D_02_DP,-1.1171585316709935,0.2639265477075675
ATSC2m,1.1171585316709935,0.2639265477075675
VR2_B(v),-1.1171585316709935,0.2639265477075675
SpMAD_B(m),-1.1171585316709935,0.2639265477075675
NaaCH,-1.1171585316709935,0.2639265477075675
AVS_B(i),-1.1171585316709935,0.2639265477075675
minsOH,-1.1171585316709935,0.2639265477075675
SpAbs_B(s),1.1171585316709935,0.2639265477075675
ChiA_B(s),1.1171585316709935,0.2639265477075675
ATS3i,1.1171585316709935,0.2639265477075675
SpMin4_Bh(e),1.1171585316709935,0.2639265477075675
SM03_EA,1.1171585316709935,0.2639265477075675
s3_phSize,-1.1089441307028245,0.26745428444905606
SpMin8_Bh(e),1.1089441307028245,0.26745428444905606
SpMin8_Bh(m),1.1089441307028245,0.26745428444905606
WiA_Dz(v),1.1007297297346554,0.2710143030723766
SpPosA_Dz(v),1.1007297297346554,0.2710143030723766
ATS6s,1.1007297297346554,0.2710143030723766
