,Statistics,Pvalues,Difference_mean,Log_P
ATS5p,0.6225430174794672,0.5335848667781606,1.0392985405456583,0.6281371453935363
ATS6p,0.5533715710928597,0.5800090015772945,1.0753742975198768,0.5447116556012527
ATS7p,0.6859501766671907,0.49274452735210217,1.0603022469732162,0.7077644393486754
ATS8p,0.7435930486560303,0.4571227099265265,1.022500078346036,0.7828034122565565
ATS1i,0.6628930278716548,0.5073990673798151,0.9968073360649851,0.6784574698560607
ATS2i,0.8185287822415216,0.413055314081041,0.9828854131587921,0.8841737625896323
ATS3i,0.8531145054348254,0.3935958081601312,0.987819345458535,0.9324307638604171
ATS4i,0.36891438072857313,0.7121915439891383,0.9962497499922761,0.33940838129355877
ATS5i,0.7032430382638425,0.4819043021909505,0.9982356632908012,0.7300097278161435
ATS6i,0.7147716126616105,0.47475017883707193,1.0270748255859212,0.7449665525924521
ATS7i,0.7320644742582623,0.4641292160767896,1.0454537874162437,0.7675922826009383
ATS8i,0.8473502182359414,0.3967999433819219,1.0283743979829667,0.9243230462581182
ATS1s,0.3746786679274571,0.7078994589853796,0.9993637828195289,0.34545320245517486
ATS2s,1.3027289069477739,0.1926673295075274,0.9676014230783391,1.646790258633299
ATS3s,1.164386014174559,0.24426761283046516,0.9857996005621329,1.4094908808106619
ATS4s,0.25362863675089403,0.7997824709404349,0.995633382113909,0.22341549961325305
ATS5s,1.4641289485165245,0.14315871899888938,0.9840185717132496,1.9438013411622799
ATS6s,0.7032430382638425,0.4819043021909505,0.9913749077206284,0.7300097278161435
ATS7s,-0.3977358167229929,0.6908249329462907,1.0129585699205592,0.3698688405029678
ATS8s,0.17869290316540262,0.8581788419489083,1.0233004711982678,0.15294276071498444
ATSC1m,0.7551216230537982,0.4501760101494119,0.9899751115985537,0.7981166390252439
ATSC2m,0.8761716542303611,0.38093672374582943,0.8963267884761329,0.9651219970554199
ATSC3m,0.9222859518214328,0.3563794397365022,0.9516494544253163,1.0317592737798946
ATSC4m,0.6110144430816993,0.5411900186758699,0.9843856986587867,0.61398482580482
ATSC5m,0.9222859518214328,0.3563794397365022,0.9685568334114486,1.0317592737798946
ATSC6m,1.04910027019688,0.29413197178122874,1.0142361889461904,1.223726728751942
ATSC7m,0.7551216230537982,0.4501760101494119,1.1636381681121741,0.7981166390252439
ATSC8m,1.0894502805890676,0.2759553688579034,1.0513633848356971,1.2875161333775613
ATSC1v,0.9626359622136206,0.3357302436628774,0.9054229163751147,1.0914472877140116
ATSC2v,0.8185287822415216,0.413055314081041,0.8969076619284723,0.8841737625896323
ATSC3v,0.8415859310370575,0.40001976702511455,1.0255859010381543,0.9162413155323762
ATSC4v,0.6110144430816993,0.5411900186758699,0.9706404275258631,0.61398482580482
ATSC5v,0.6456001662750029,0.5185383296369831,1.1695944778605771,0.6567413299619065
ATSC6v,0.8531145054348254,0.3935958081601312,1.2472587397649804,0.9324307638604171
ATSC7v,0.8012359206448698,0.4229950796939508,1.0704918476224567,0.8603947319327049
ATSC8v,0.9165216646225489,0.3593933497847258,1.1649237992085386,1.023337808463512
ATSC1e,-0.03458572319330373,0.9724100859310765,0.930109541165186,0.027977664390055463
ATSC2e,0.3458572319330373,0.7294500113144082,0.9685561975140413,0.31546443795335705
ATSC3e,1.3027289069477739,0.1926673295075274,0.9686786851864828,1.646790258633299
ATSC4e,-0.21904291355759029,0.826616619185554,1.0342771567981306,0.19041427163171545
ATSC5e,0.24210006235312612,0.8087026298877622,0.9934274471478473,0.2123240068913832
ATSC6e,0.36891438072857313,0.7121915439891383,1.019294154740001,0.33940838129355877
ATSC7e,-1.5448289693009,0.12238763813951312,1.0626602459194003,2.100561909596523
ATSC8e,0.7551216230537982,0.4501760101494119,0.9997592863595283,0.7981166390252439
ATSC1p,0.35162151913192125,0.7251221246333034,0.9175821721526688,0.32141519054312123
ATSC2p,0.5764287198883955,0.5643254366837849,1.0248850264981069,0.5721241784966697
ATSC3p,0.08070002078437537,0.9356805202884368,0.9998437328378464,0.06648118524716891
ATSC4p,0.5418429966950918,0.5879266685261171,1.1670517885188205,0.5311530522518291
ATSC5p,0.380442955126341,0.7036166338068781,1.207918555982723,0.35152162539920395
ATSC6p,0.7263001870593784,0.4676547647162801,1.1721207048905655,0.7600249375160809
ATSC7p,0.5591358582917436,0.5760690040452272,1.2209428393643353,0.5515278267719053
ATSC8p,0.7090073254627265,0.47831993095866177,1.1464519525404437,0.7374754587508143
ATSC1i,0.5879572942861634,0.5565609579696686,0.9244607908102825,0.585978576134819
ATSC2i,0.9222859518214328,0.3563794397365022,0.9354539615902318,1.0317592737798946
ATSC3i,0.5879572942861634,0.5565609579696686,0.9148508004004732,0.585978576134819
ATSC4i,0.47267155030848435,0.636447526779879,0.93585201358528,0.45185330463462486
ATSC5i,0.39197152952410896,0.6950792501090912,0.9639475202555486,0.3637294109842054
ATSC6i,0.3458572319330373,0.7294500113144082,1.1555722889786915,0.31546443795335705
ATSC7i,0.43808582711518057,0.6613240680116785,1.2364944144744943,0.41351128996655656
ATSC8i,0.6456001662750029,0.5185383296369831,0.9843629744417507,0.6567413299619065
ATSC1s,0.7897073462471018,0.42969870008736166,0.9183203226548069,0.8446710133689898
ATSC2s,1.4526003741187568,0.14633474213666856,0.919606782457483,1.921858527263774
ATSC3s,1.3834289277321492,0.1665333857311705,0.9759656584097738,1.7925594747601397
ATSC4s,0.1152857439776791,0.9082186376756121,1.0842534391112213,0.09627013897455404
ATSC5s,1.3027289069477739,0.1926673295075274,0.9161481583552434,1.646790258633299
ATSC6s,0.6801858894683067,0.4963867657720248,0.841642120213641,0.700399886417989
ATSC7s,-0.5706644326895116,0.5682271328927073,1.1418957786022756,0.5652340583390679
ATSC8s,1.0663931317935318,0.2862459651369246,0.8724678208513745,1.2509038198045612
MATS1m,-0.259392923949778,0.7953320887989355,23.945769941788686,0.22899552978958346
MATS2m,2.2480720075647427,0.024571598693261056,-0.4971914247874396,3.7061640276850154
MATS3m,2.4671149211223327,0.01362066354903606,-0.9413258919773096,4.296167260722374
MATS4m,0.48420012470625223,0.6282438484081292,0.5374396939210706,0.46482689423688844
MATS5m,-0.8761716542303611,0.38093672374582943,-5.482256474447231,0.9651219970554199
MATS6m,-0.5764287198883955,0.5643254366837849,2.083189833920169,0.5721241784966697
MATS7m,0.30550722154084964,0.7599798707237732,1.3746672676594311,0.27446333194228983
MATS8m,0.3170357959386175,0.751216440960708,0.8070635436927882,0.28606146506466124
MATS1v,-0.8761716542303611,0.38093672374582943,0.9649688438918358,0.9651219970554199
MATS2v,-1.2450860349589343,0.21310012686843538,0.2777952711115684,1.545993144530791
MATS3v,3.6776152328879634,0.00023542472921580512,3.03846110243867,8.35411931676184
MATS4v,1.4987146717098283,0.1339476688698161,-0.5869685461375418,2.010306086130515
MATS5v,-0.8761716542303611,0.38093672374582943,1.3908021741027414,0.9651219970554199
MATS6v,0.27668578554642986,0.7820213874219097,1.138674362586793,0.2458731891664348
MATS7v,-1.158621726975675,0.24661040865549033,0.7005345409990356,1.3999454804829197
MATS8v,0.5937215814850474,0.5526983460076642,1.1202771220780465,0.5929429127154016
MATS1e,-0.3977358167229929,0.6908249329462907,1.0740756964756142,0.3698688405029678
MATS2e,1.5448289693009,0.12238763813951312,-1.197846451457201,2.100561909596523
MATS3e,1.948329073222777,0.051375600540346504,0.2834185042987696,2.968591916884248
MATS4e,-1.786929031654026,0.07394895956306487,1.6625699496270843,2.604380159389282
MATS5e,-0.08070002078437537,0.9356805202884368,1.142647764007838,0.06648118524716891
MATS6e,-0.7493573358549142,0.45364185848405525,0.9931420268673069,0.7904472502176008
MATS7e,0.5533715710928597,0.5800090015772945,0.605814337770299,0.5447116556012527
MATS8e,-0.22480720075647426,0.8221292640622282,0.6773663215850053,0.1958576407391591
MATS1p,-0.259392923949778,0.7953320887989355,2.1635101344245884,0.22899552978958346
MATS2p,-2.2480720075647427,0.024571598693261056,0.19789696958175648,3.7061640276850154
MATS3p,3.7583152536723388,0.00017106127222483875,2.7917802970146295,8.673488748537537
MATS4p,0.19598576476205448,0.8446213080048428,1.2903144490607263,0.16886690828425613
MATS5p,-0.6686573150705388,0.5037141021488649,0.9598386239795684,0.6857464295033954
MATS6p,1.4871860973120605,0.13696566691068865,1.9027320206369307,1.98802499105239
MATS7p,-1.4814218101131764,0.138494206408301,0.5378466515025416,1.9769267852166803
MATS8p,0.9165216646225489,0.3593933497847258,1.2432867533042544,1.023337808463512
MATS1i,-0.8877002286281291,0.3747020228992759,0.7951745986100487,0.9816241744800257
MATS2i,-0.8877002286281291,0.3747020228992759,1.291194495137224,0.9816241744800257
MATS3i,3.0320150666129604,0.0024292707822140156,1.2046730473125558,6.020164156289444
MATS4i,-0.4611429759107164,0.6446960303989435,0.8642408443952194,0.4389763439686144
MATS5i,-0.8761716542303611,0.38093672374582943,0.9562049744938461,0.9651219970554199
MATS6i,1.5563575436986679,0.11962309501934339,3.9941608301992817,2.1234093539390066
MATS7i,-1.29696461974889,0.1946433605346657,0.36700318578496943,1.6365863152702507
MATS8i,1.0548645573957638,0.291487273998952,1.2991341099126217,1.2327589310950042
MATS1s,0.3170357959386175,0.751216440960708,1.3836938325635444,0.28606146506466124
MATS2s,1.8330433292450978,0.06679612771139419,3.5549078861707537,2.706110168512072
MATS3s,2.2711291563602782,0.023139160444771316,0.1350159394232527,3.7662288394317853
MATS4s,-1.8215147548473298,0.06852864587305663,3.2275714614655016,2.680503433202325
MATS5s,1.4410717997209888,0.14956439950780542,2.110131137179719,1.9000282129659094
MATS6s,-0.4957286991040202,0.62008583601304,2.0186290618245324,0.47789736534332705
MATS7s,0.8242930694404056,0.40977305560348154,0.8850449464778396,0.8921517954524861
MATS8s,-1.4468360869198729,0.1479428370614639,-0.6251080026952957,1.9109293158975746
GATS1m,1.539064682102016,0.12378850614882354,0.968911562140517,2.0891807651352448
GATS2m,-0.3343286575352694,0.7381315677746794,1.0064780013785832,0.3036331941535115
GATS3m,-2.444057772326797,0.014523100701777326,1.0411812462758807,4.232014745429031
GATS4m,-0.40350010392187685,0.6865803583016667,1.0066065330924914,0.3760320055601847
GATS5m,1.406486076527685,0.15957983623924943,0.9207378885817191,1.8352109413009907
GATS6m,0.9914573982080404,0.32146228480410954,0.9860489358341655,1.1348750522819129
GATS7m,-1.3200217685444258,0.1868277501385447,1.021088994509553,1.6775682088751191
GATS8m,-0.5130215607006721,0.6079362388602355,1.0375455654723802,0.49768527281090924
GATS1v,1.181678875771211,0.23733314325520183,0.9728510500983754,1.4382904571295954
GATS2v,1.406486076527685,0.15957983623924943,0.9545265180444868,1.8352109413009907
GATS3v,-3.5853866377058203,0.00033657918503299337,1.046020794873505,7.996677116999667
GATS4v,-1.04910027019688,0.29413197178122874,1.0126176108888632,1.223726728751942
GATS5v,0.5649001454906276,0.5721416847255629,0.9929393712744363,0.5583686177058942
GATS6v,0.13834289277321493,0.8899694278639254,1.0034948498245395,0.1165681675606414
GATS7v,1.8272790420462137,0.06765782471039516,0.977596443706556,2.6932922664509418
GATS8v,-0.259392923949778,0.7953320887989355,1.0129201899240117,0.22899552978958346
GATS1e,-0.45537868871183246,0.6488368244185957,1.032513389557284,0.4325740200563964
GATS2e,-0.8070002078437537,0.41966636340556585,1.0215260464497178,0.8682952562299117
GATS3e,-1.0260431214013441,0.30487125873442045,1.0124207588576808,1.1878656939951635
GATS4e,1.0029859726058081,0.3158676293688869,0.9904995686963115,1.1524320475582508
GATS5e,1.6601147132785792,0.09689137754637674,0.9651716736907395,2.3341647470541673
GATS6e,-0.5303144222973238,0.595893948833821,1.0009151493536212,0.5176925659479537
GATS7e,-2.922493609834165,0.0034724074637533762,1.0405332886892484,5.662907131998011
GATS8e,-1.786929031654026,0.07394895956306487,1.0317225308455482,2.604380159389282
GATS1p,0.9395788134180847,0.3474336479798993,0.9991238392230369,1.0571815732738943
GATS2p,2.09820054039376,0.03588743391038574,0.9485048492755526,3.3273680751141983
GATS3p,-3.3202294265571584,0.0008994349872648159,1.0506093194687194,7.0137437837118135
GATS4p,0.7493573358549142,0.45364185848405525,1.0014972894352199,0.7904472502176008
GATS5p,1.1298002909812552,0.2585603855850892,0.9974858035817228,1.3526260123715534
GATS6p,-1.0029859726058081,0.3158676293688869,1.0248645428316214,1.1524320475582508
GATS7p,1.7581075956596064,0.07872920362197747,0.9918437288070215,2.541741117142682
GATS8p,-1.3200217685444258,0.1868277501385447,1.0299014644786841,1.6775682088751191
GATS1i,0.30550722154084964,0.7599798707237732,1.0061771843717588,0.27446333194228983
GATS2i,-0.08070002078437537,0.9356805202884368,0.9907104192954329,0.06648118524716891
GATS3i,-2.7899150042598344,0.005272188018108603,1.0341585689159989,5.245309818891948
GATS4i,0.7493573358549142,0.45364185848405525,0.9742397346274289,0.7904472502176008
GATS5i,2.3864149003379573,0.017013544460244723,0.9474884194347742,4.073745519193567
GATS6i,-2.213486284371439,0.026864137801343897,1.0344903755126555,3.6169630490686884
GATS7i,0.17869290316540262,0.8581788419489083,0.9414229175335838,0.15294276071498444
GATS8i,-1.9656219348194288,0.04934229841179006,1.0439918549680018,3.008973585832728
GATS1s,-0.3746786679274571,0.7078994589853796,0.9113394671569607,0.34545320245517486
GATS2s,-1.0029859726058081,0.3158676293688869,1.0481617430934094,1.1524320475582508
GATS3s,-1.6947004364718827,0.09013226284135532,1.01768012227579,2.406477100312078
GATS4s,1.037571695799112,0.29946950090386315,0.9748073125198311,1.2057426999880863
GATS5s,1.3257860557433097,0.1849105731058397,0.9672589610811007,1.6878829593908364
GATS6s,-0.8185287822415216,0.413055314081041,1.00943686042376,0.8841737625896323
GATS7s,-3.5680937761091682,0.0003595878159067198,1.1517466855076564,7.930552138291441
GATS8s,-1.2623788965555862,0.20681247922981794,1.0003107274987142,1.575942793730324
GGI1,0.35738580633080524,0.720803001010204,0.9090909090909091,0.32738940925299675
GGI2,0.8127644950426377,0.4163530955742053,1.0,0.8762215912992339
GGI3,1.7581075956596064,0.07872920362197747,0.9497206703910615,2.541741117142682
GGI4,0.4784358375073683,0.6323400315019327,0.9243807040417206,0.4583280049902085
GGI5,-0.19598576476205448,0.8446213080048428,0.9215333932315062,0.16886690828425613
GGI6,-0.2939786471430817,0.7687742199118759,1.0570419426048565,0.26295795478127576
GGI7,-0.8242930694404056,0.40977305560348154,1.050348049966626,0.8921517954524861
GGI8,0.7493573358549142,0.45364185848405525,0.8202644385272266,0.7904472502176008
GGI9,-0.028821435994419775,0.9770070045290271,0.7534052076815716,0.02326145753923353
GGI10,0.30550722154084964,0.7599798707237732,0.476504409859631,0.27446333194228983
JGI1,0.893464515827013,0.3716084664506677,0.9818181818181856,0.989914488527329
JGI2,0.8415859310370575,0.40001976702511455,0.9843749999999997,0.9162413155323762
JGI3,1.8906862012339374,0.058666245524287834,0.9572727272727275,2.8358907512011364
JGI4,0.20175005196093843,0.8401121312533795,0.944245076586433,0.1742199064663634
JGI5,-1.1125074293846033,0.2659200376075681,1.0298623032250975,1.324559625890695
JGI6,-0.6283073046783512,0.5298026473350219,1.035406795175274,0.6352507052993059
JGI7,-1.170150301373443,0.24194048881654817,1.102553810060136,1.4190634970484577
JGI8,1.9137433500294732,0.05565295709333706,0.8842478842478834,2.888620065325744
JGI9,-0.14410717997209888,0.8854158351070632,0.9748239597622272,0.12169787415115998
JGI10,0.4899644119051362,0.6241590820707603,0.9866779985870089,0.4713500038882271
JGT,0.9856931110091564,0.32428373103719565,0.9744006158533747,1.1261364333250337
SpMax1_Bh(m),0.7493573358549142,0.45364185848405525,0.992695557640285,0.7904472502176008
SpMax2_Bh(m),-0.5994858686839314,0.5488489307467032,1.004629571510804,0.5999320470210597
SpMax3_Bh(m),-0.6571287406727709,0.5110981401497345,1.0035791124388178,0.6711936521311068
SpMax4_Bh(m),-0.5764287198883955,0.5643254366837849,1.0211181712625998,0.5721241784966697
SpMax5_Bh(m),0.77241448465045,0.43986897766684296,0.9788657400543941,0.8212783744444135
SpMax6_Bh(m),0.8300573566392896,0.40650635561717274,1.0110871262026055,0.900155715141902
SpMax7_Bh(m),0.5649001454906276,0.5721416847255629,0.9631794011014001,0.5583686177058942
SpMax8_Bh(m),0.518785847899556,0.6039100879173571,0.9630156505633226,0.5043299531922083
SpMax1_Bh(v),-0.3458572319330373,0.7294500113144082,1.0002463919035605,0.31546443795335705
SpMax2_Bh(v),-1.3027289069477739,0.1926673295075274,1.0029604864131902,1.646790258633299
SpMax3_Bh(v),-0.28821435994419775,0.7731826573146688,0.9799301046054372,0.25723996165291485
SpMax4_Bh(v),0.4496144015129485,0.652988501995299,1.0077019300450825,0.42619575783117375
SpMax5_Bh(v),0.40350010392187685,0.6865803583016667,0.9830115072385563,0.3760320055601847
SpMax6_Bh(v),0.7263001870593784,0.4676547647162801,1.013425764840058,0.7600249375160809
SpMax7_Bh(v),0.5418429966950918,0.5879266685261171,0.9296877827898992,0.5311530522518291
SpMax8_Bh(v),0.6110144430816993,0.5411900186758699,0.9535553448047679,0.61398482580482
SpMax1_Bh(e),0.5994858686839314,0.5488489307467032,0.9964718026915427,0.5999320470210597
SpMax2_Bh(e),-1.1067431421857195,0.26840499703722065,1.0045326094254883,1.3152582561845205
SpMax3_Bh(e),-0.5072572735017881,0.6119743135399909,0.9848425533516489,0.49106496869051647
SpMax4_Bh(e),0.4265572527174127,0.669701838867038,1.0060345290496526,0.40092268226276767
SpMax5_Bh(e),0.77241448465045,0.43986897766684296,0.9829943197657142,0.8212783744444135
SpMax6_Bh(e),0.9453431006169687,0.344483740910144,1.0035305319599461,1.065708385839169
SpMax7_Bh(e),0.518785847899556,0.6039100879173571,0.9624628309216022,0.5043299531922083
SpMax8_Bh(e),0.6686573150705388,0.5037141021488649,0.9658297327628742,0.6857464295033954
SpMax1_Bh(p),-1.0029859726058081,0.3158676293688869,1.001150836026703,1.1524320475582508
SpMax2_Bh(p),-1.164386014174559,0.24426761283046516,1.011594869560191,1.4094908808106619
SpMax3_Bh(p),0.02305714879553582,0.9816046868975358,1.0208267808237712,0.018566610843843666
SpMax4_Bh(p),0.634071591877235,0.5260341013079137,1.0235481401174813,0.6423892369620241
SpMax5_Bh(p),0.6110144430816993,0.5411900186758699,0.9862203280317419,0.61398482580482
SpMax6_Bh(p),0.6917144638660746,0.48911666191921854,1.003501507990252,0.7151542455292025
SpMax7_Bh(p),0.32280008313750147,0.7468466500397626,0.9359049888337855,0.29189540268844594
SpMax8_Bh(p),0.6686573150705388,0.5037141021488649,0.9628175722812584,0.6857464295033954
SpMax1_Bh(i),0.6686573150705388,0.5037141021488649,0.9974571847650913,0.6857464295033954
SpMax2_Bh(i),-0.7032430382638425,0.4819043021909505,1.0023906298224639,0.7300097278161435
SpMax3_Bh(i),-0.47267155030848435,0.636447526779879,0.9944400299256707,0.45185330463462486
SpMax4_Bh(i),0.634071591877235,0.5260341013079137,1.0129822333546297,0.6423892369620241
SpMax5_Bh(i),0.7263001870593784,0.4676547647162801,0.9889675295264112,0.7600249375160809
SpMax6_Bh(i),0.8185287822415216,0.413055314081041,0.9912889578135918,0.8841737625896323
SpMax7_Bh(i),0.8415859310370575,0.40001976702511455,0.9672010665827,0.9162413155323762
SpMax8_Bh(i),0.760885910252682,0.4467252149176356,0.9630173830490525,0.8058116051214718
SpMax1_Bh(s),0.1152857439776791,0.9082186376756121,1.00190298767326,0.09627013897455404
SpMax2_Bh(s),-0.04611429759107164,0.9632191503020813,1.1391814081680305,0.037474322667083115
SpMax3_Bh(s),0.7263001870593784,0.4676547647162801,0.9961642013234708,0.7600249375160809
SpMax4_Bh(s),0.7263001870593784,0.4676547647162801,1.005955278341267,0.7600249375160809
SpMax5_Bh(s),1.0952145677879515,0.2734226449790055,0.9901074261599955,1.2967365308398875
SpMax6_Bh(s),1.6601147132785792,0.09689137754637674,0.9746275963638108,2.3341647470541673
SpMax7_Bh(s),0.7147716126616105,0.47475017883707193,0.98122991470668,0.7449665525924521
SpMax8_Bh(s),1.0952145677879515,0.2734226449790055,0.9842404477064145,1.2967365308398875
SpMin1_Bh(m),0.2075143391598224,0.8356081953650434,0.9962823643879127,0.17959544158687982
SpMin2_Bh(m),1.037571695799112,0.29946950090386315,0.9970081896764853,1.2057426999880863
SpMin3_Bh(m),0.5879572942861634,0.5565609579696686,0.9848571396952188,0.585978576134819
SpMin4_Bh(m),0.7839430590482179,0.43307352239536234,1.0181288079246478,0.836847767713821
SpMin5_Bh(m),0.9453431006169687,0.344483740910144,0.9479009054083745,1.065708385839169
SpMin6_Bh(m),0.7147716126616105,0.47475017883707193,0.98103988682101,0.7449665525924521
SpMin7_Bh(m),0.760885910252682,0.4467252149176356,0.964958515629149,0.8058116051214718
SpMin8_Bh(m),0.6456001662750029,0.5185383296369831,0.9457493710582396,0.6567413299619065
SpMin1_Bh(v),-0.3343286575352694,0.7381315677746794,1.0021796127684477,0.3036331941535115
SpMin2_Bh(v),0.7032430382638425,0.4819043021909505,0.9998274983356109,0.7300097278161435
SpMin3_Bh(v),0.8070002078437537,0.41966636340556585,0.996643761515004,0.8682952562299117
SpMin4_Bh(v),0.9338145262192008,0.35039957505128116,1.0039435004515582,1.048681132673829
SpMin5_Bh(v),0.9107573774236649,0.36242322469393307,0.9772424366549364,1.014942621066684
SpMin6_Bh(v),0.8761716542303611,0.38093672374582943,1.0094863583843279,0.9651219970554199
SpMin7_Bh(v),0.77241448465045,0.43986897766684296,0.965089065991288,0.8212783744444135
SpMin8_Bh(v),0.7032430382638425,0.4819043021909505,0.9501641228234914,0.7300097278161435
SpMin1_Bh(e),-0.3458572319330373,0.7294500113144082,1.0224987008617468,0.31546443795335705
SpMin2_Bh(e),0.24210006235312612,0.8087026298877622,0.9947600932363919,0.2123240068913832
SpMin3_Bh(e),0.8877002286281291,0.3747020228992759,0.9829292719504344,0.9816241744800257
SpMin4_Bh(e),0.760885910252682,0.4467252149176356,0.9870487413176119,0.8058116051214718
SpMin5_Bh(e),0.760885910252682,0.4467252149176356,0.9657202200061005,0.8058116051214718
SpMin6_Bh(e),0.7263001870593784,0.4676547647162801,1.0328411503202393,0.7600249375160809
SpMin7_Bh(e),0.6917144638660746,0.48911666191921854,0.916579677978108,0.7151542455292025
SpMin8_Bh(e),0.77241448465045,0.43986897766684296,0.9386114389853584,0.8212783744444135
SpMin1_Bh(p),-0.2305714879553582,0.8176477201105937,1.004525653897554,0.20132369515154502
SpMin2_Bh(p),0.2651572111486619,0.7908883559462445,0.9952687581819553,0.23459846410118493
SpMin3_Bh(p),1.0721574189924157,0.2836493323032301,0.9971630341862918,1.2600165491582858
SpMin4_Bh(p),0.8070002078437537,0.41966636340556585,0.9764303799618355,0.8682952562299117
SpMin5_Bh(p),1.0145145470035761,0.31033729164377166,0.983022560632257,1.170095535426259
SpMin6_Bh(p),0.899228803025897,0.368530801392455,1.0313994968397924,0.9982309849775868
SpMin7_Bh(p),0.8070002078437537,0.41966636340556585,0.9764549431040115,0.8682952562299117
SpMin8_Bh(p),0.6110144430816993,0.5411900186758699,0.9148314870482216,0.61398482580482
SpMin1_Bh(i),-0.32280008313750147,0.7468466500397626,1.0268394808099035,0.29189540268844594
