ID,ALOGP,MLOGP,LOGP99,LOGPcons,ESOL,Hy,TPSA(NO),TPSA(Tot),Probability of gelator
3081384,-2.3451,-1.11685309428094,-1.57779994606972,-1.67991768011689,-0.85062212999888,3.84231224135251,182.92,224.82,Top 10%
16721025,-2.1257,-0.134422749748454,-0.796399906277657,-1.01884088534204,-1.00282442557263,2.20262527986851,151.08,160.89,Top 10%
54443874,-3.905,-1.84294564240263,-3.02959983795881,-2.92584849345381,0.351098854456947,3.88034099249188,191.54,201.35,Top 10%
150856,-3.3509,-1.00805791636562,-2.09489987045527,-2.1512859289403,-0.214207565315435,3.04784186817465,171.31,181.12,Top 10%
136229819,-3.5106,-0.609878644061651,-2.73240002244711,-2.28429288883625,-0.323005735147639,5.75745113728607,211.83,221.64,Top 10%
8642,-2.5846,-0.284517825656273,-1.06569989025593,-1.31160590530407,-0.700945501718977,2.20262527986851,151.08,160.89,Top 10%
449405,-2.5846,-0.284517825656273,-1.06569989025593,-1.31160590530407,-0.700945501718977,2.20262527986851,151.08,160.89,Top 10%
188276,-1.2791,0.279847399266042,-0.443499907851219,-0.480917502861726,-1.06756325301396,0.655856637920385,139.37,139.37,Top 10%
71374245,-3.6487,-1.66085309428094,-2.8229998499155,-2.71085098139881,0.214010581090778,2.97499255035967,188.38,198.19,Top 10%
10859187,-2.7082,-1.40898295057588,-2.38149985671043,-2.16622760242877,0.0139819560855678,2.22314825907093,170.6,170.6,Top 10%
499785,-3.1039,-1.1259628404578,-2.03559991717339,-2.08848758587706,-0.228149615401318,3.92076215545164,177.1,186.91,Top 10%
20584074,-3.2018,-2.0759628404578,-3.5408997759223,-2.93955420546003,0.384490618589263,3.96385652021187,173.43,173.43,Top 10%
3082183,-3.2018,-2.0759628404578,-3.5408997759223,-2.93955420546003,0.384490618589263,3.96385652021187,173.43,173.43,Top 10%
15276861,-1.9323,-0.848057524826139,-1.24049987643957,-1.3402858004219,-0.669401654507198,2.15572289624653,145.63,155.44,Top 10%
136025255,-3.0266,-0.572853094280941,-1.98519991338253,-1.86155100255449,-0.535654039009792,2.97499255035967,180.02,189.83,Top 10%
26974701,-3.1953,-1.05997119218334,-3.97449990361929,-2.74325703193421,0.0581403801623419,4.78047503815375,199.53,209.34,Top 10%
15956150,-1.9131,-0.718758874553706,-1.59059984236956,-1.40748623897442,-0.405064550151752,1.30308371403265,107.79,107.79,Top 10%
77280370,-2.3575,-1.42447609417613,-2.14229985326529,-1.97475864914714,-0.714237497491885,3.04784186817465,165.86,175.67,Top 10%
135554439,-3.1316,-0.806835449927642,-3.30379997193813,-2.41407847395526,-0.24475453907505,4.82161328541847,218.93,228.74,Top 10%
53657227,-1.4071,-0.196864201745949,-1.35949987708591,-0.987821359610619,-0.96183197643023,2.09366730201316,151.08,160.89,Top 10%
137699365,-2.0038,-1.74123289247159,-2.29279985278845,-2.01261091508668,-0.00280802492984455,2.19326932363356,136.4,136.4,Top 10%
3035986,-1.6855,0.0403068066982784,-0.264899909496307,-0.636697700932677,-1.26575179555272,2.20262527986851,134.01,175.91,Top 10%
173266,-3.4446,-2.0173012283891,-3.35799989849329,-2.93996704229413,0.354837127352128,3.96385652021187,167.87,167.87,Top 10%
77518952,-2.4082,-2.06605752482614,-3.69659981131554,-2.72361911204723,0.318511663760775,3.06458141798926,143.72,143.72,Top 10%
21122981,-2.6683,-0.839539241126619,-2.67899993807077,-2.06227972639913,-0.168097869879003,4.05766128745582,190.25,200.06,Top 10%
163285485,-2.6683,-0.839539241126619,-2.67899993807077,-2.06227972639913,-0.191857869879003,4.05766128745582,190.25,200.06,Top 10%
539847,-1.3149,-0.617348175498194,-2.81449982523918,-1.58224933357913,-0.467418962496086,2.22314825907093,154.97,154.97,Top 10%
10308414,-2.3363,-1.10859152494532,-3.3611997961998,-2.26869710704837,-0.0813842077084284,2.98592239390585,142.12,142.12,Top 10%
10402220,,-0.823378538910894,-0.285699836909771,-0.554539187910333,-1.04088980359023,1.29651969279551,153.31,153.31,Top 10%
125224,-2.8424,-1.6113012283891,-2.75869984179735,-2.40413369006215,-0.0229112190968666,3.03282477752782,162.08,162.08,Top 10%
16755631,-2.7156,-0.402422749748454,-2.2367999330163,-1.78494089425492,-0.336571019387087,0.612331685632013,156.74,166.55,Top 10%
6481845,-1.5918,-0.110956749867635,-0.582699872553349,-0.761818874140328,-1.04291770134661,2.09366730201316,151.08,160.89,Top 10%
45052555,-1.8262,-1.28013161565467,-2.10219987481833,-1.736177163491,-1.16181304853725,3.04784186817465,165.86,175.67,Top 10%
71371786,-2.4109,-0.134422749748454,-1.11769989877939,-1.22100754950928,-0.871760760640558,2.18328757876846,151.08,160.89,Top 10%
174519,-2.4109,-0.134422749748454,-1.11769989877939,-1.22100754950928,-0.871760760640558,2.18328757876846,151.08,160.89,Top 10%
10492375,-2.1195,-1.0275981173939,-2.02509985119104,-1.72406598952832,-0.190938203267349,2.19326932363356,141.85,141.85,Top 10%
6333525,-2.574,-1.30033020162677,-1.55932986736298,-1.81122002299658,-0.102753304040372,2.17394953686026,154.86,154.86,Top 10%
92228821,-2.0541,-1.73495674986764,-2.80059985071421,-2.19655220019395,-0.217535630208257,2.98592239390585,144.45,144.45,Top 10%
23724732,-2.0541,-1.73495674986764,-2.80059985071421,-2.19655220019395,-0.217535630208257,2.98592239390585,144.45,144.45,Top 10%
171255,-2.7302,-0.834496840576981,-1.34629987180233,-1.63699890412644,-0.431542760536252,2.07922187368829,160.31,170.12,Top 10%
503020,-1.8743,-0.255301228389103,-1.02479988336563,-1.05146703725158,-0.965661876147404,2.13847744039081,151.08,160.89,Top 10%
10687208,-2.048,-0.402422749748454,-0.972799874842167,-1.14107420819687,-0.795534499511369,2.15572289624653,151.08,160.89,Top 10%
9700,-2.048,-0.402422749748454,-0.972799874842167,-1.14107420819687,-0.795534499511369,2.15572289624653,151.08,160.89,Top 10%
444919,-2.048,-0.402422749748454,-0.972799874842167,-1.14107420819687,-0.795534499511369,2.15572289624653,151.08,160.89,Top 10%
25113134,-2.048,-0.402422749748454,-0.972799874842167,-1.14107420819687,-0.795534499511369,2.15572289624653,151.08,160.89,Top 10%
488242,,-1.73240429245529,-1.43849982321262,-1.58545205783396,-0.333556271863231,2.09366730201316,173.54,173.54,Top 10%
451844,,-0.740864201745949,-0.272599838674068,-0.506732020210009,-1.08030797797425,0.565429302010042,136.32,136.32,Top 10%
13989276,,-0.740864201745949,-0.272599838674068,-0.506732020210009,-1.08030797797425,0.565429302010042,136.32,136.32,Top 10%
135464486,-3.0785,-0.849371974858933,-2.24979997426271,-2.05922398304055,-0.635121632692935,3.69646219270048,195.04,204.85,Top 10%
65063,-2.4944,-0.705808084788848,-1.36289987713099,-1.52103598730661,-0.447661024809211,2.22314825907093,151.08,160.89,Top 10%
14803227,-2.6794,-1.45776689259077,-2.61979982256889,-2.25232223838655,0.0852516334402693,2.12475081464959,128.02,128.02,Top 10%
196324,-3.0146,-0.8579628404578,-1.70139987766743,-1.85798757270841,-0.486416624540363,2.97499255035967,171.31,206.42,Top 10%
71351190,-2.4355,-1.35242274974845,-2.51169979572296,-2.09987418182381,-0.102247317814279,3.06458141798926,153.2,153.2,Top 10%
45052344,-1.8301,-1.3229834524343,-1.045429892838,-1.3995044484241,-0.320423912793674,1.41510478347846,129.18,129.18,Top 10%
164933,-3.2018,-2.0759628404578,-3.5408997759223,-2.93955420546003,0.384490618589263,3.96385652021187,173.43,173.43,Top 10%
20832934,,-2.05925562737651,-1.87109982967377,-1.96517772852514,-0.101666656403554,2.22314825907093,173.54,173.54,Top 10%
54136175,-2.1336,-0.809124099476021,-1.52069985866547,-1.48780798604716,-0.343081257683269,1.30308371403265,121.62,121.62,Top 10%
92233230,-2.1336,-0.809124099476021,-1.52069985866547,-1.48780798604716,-0.343081257683269,1.30308371403265,121.62,121.62,Top 10%
444281,-1.7632,-1.15144285986653,-1.23059989511967,-1.3817475849954,-0.748867176013192,3.07972716114979,145.63,194.24,Top 10%
4555041,-1.8611,-1.3309834524343,-1.29911985713989,-1.49706776985806,-0.246474967718505,1.41510478347846,132.7,132.7,Top 10%
193604,-3.0033,-0.609878644061651,-2.0332999303937,-1.88215952481845,-0.624091289775996,4.78047503815375,206.04,215.85,Top 10%
10424498,,-1.31454825025649,0.476100154221058,-0.419224048017718,-1.1286785106757,0.659234069253984,181.84,181.84,Top 10%
150621,-2.1676,-0.844685175264659,-1.68969994038343,-1.5673283718827,-0.321594109913407,2.26835063788918,127.41,127.41,Top 10%
139025117,-2.4339,-1.62042274974845,-2.23009991645813,-2.09480755540219,-0.232303556550876,3.06458141798926,153.46,153.46,Top 10%
6560138,-2.4339,-1.62042274974845,-2.23009991645813,-2.09480755540219,-0.202513556550876,3.06458141798926,153.46,153.46,Top 10%
64959,-2.4339,-1.62042274974845,-2.23009991645813,-2.09480755540219,-0.202513556550876,3.06458141798926,153.46,153.46,Top 10%
92242756,-1.5654,-0.438685175264659,-1.0903998836875,-1.03149501965072,-0.699342456362401,1.41510478347846,121.62,121.62,Top 10%
21765593,-1.5654,-0.438685175264659,-1.0903998836875,-1.03149501965072,-0.699342456362401,1.41510478347846,121.62,121.62,Top 10%
5289071,-2.8522,-1.1259628404578,-1.73799987137318,-1.90538757061033,-0.261101025996433,2.13847744039081,160.31,170.12,Top 10%
125739,-0.305199999999997,0.310611134346043,-0.232299849390984,-0.0756295716816459,-1.50409307725294,1.25069414495336,104.55,104.55,Top 10%
135509071,-3.1234,-0.102505192302519,-3.63909988850355,-2.28833502693536,-0.341755491306861,4.69371689712189,194.7,204.51,Top 10%
4369196,-2.3451,-1.11685309428094,-1.9481999501586,-1.80338434814651,-0.764936262386319,3.84231224135251,182.92,224.82,Top 10%
25049744,-3.4216,-1.66085309428094,-2.49831986043137,-2.52692431823744,0.00436547685678068,2.97499255035967,195.1,204.91,Top 10%
376367,-1.9737,-0.809124099476021,-1.65509986132383,-1.47930798693328,-0.3309802570683,1.30308371403265,116.91,116.91,Top 10%
135398701,-2.8412,-0.724412644180833,-3.2692998945713,-2.27830417958405,-0.420056899368671,4.69371689712189,197.03,206.84,Top 10%
18658061,-1.8353,-1.03969319330172,-0.385699905455112,-1.08689769958561,-0.760892996487585,1.39829031158536,130.85,140.66,Top 10%
146674821,-1.6273,-1.34187029233611,-3.30672983825207,-2.09196671019606,-0.185735103123934,3.03282477752782,167.9,167.9,Top 10%
45051593,,-2.05380808478885,-1.31469985097647,-1.68425396788266,-0.212747746289435,1.40654454326346,147.86,147.86,Top 10%
5272849,-1.5207,-1.0900395693914,-1.53289985330775,-1.38121314089972,-0.611718080215596,1.29651969279551,130.49,138.87,Top 10%
89486753,-3.0344,-1.78449684057698,-3.08019983023405,-2.63303222360368,0.363704363180953,2.95822159141935,171.31,171.31,Top 10%
13832344,-1.0715,-0.437718205231806,-1.26149982959032,-0.923572678274041,-1.01162056127781,2.06191812900259,124.78,124.78,Top 10%
11065431,-1.1204,-0.483598117393902,-1.25739984214306,-0.953799319845653,-0.801623272027116,1.35481412864805,121.85,121.85,Top 10%
65372,-1.6676,-0.889598117393902,-1.20089993625879,-1.25269935121756,-0.696028755518167,2.19326932363356,133.23,133.23,Top 10%
488243,,-1.45136362313339,-0.784399837255478,-1.11788173019444,-0.64223007924506,1.24650687427233,162.54,162.54,Top 10%
495034,-3.488,-2.16442274974845,-3.65359988808632,-3.10200754594492,0.675233236885778,4.00995492783762,167.87,167.87,Top 10%
135398631,-3.221,-0.609878644061651,-2.69879996031523,-2.17655953479229,-0.403652682854148,4.78047503815375,206.04,215.85,Top 10%
137015000,-3.221,-0.609878644061651,-2.69879996031523,-2.17655953479229,-0.415688682854148,4.78047503815375,206.04,215.85,Top 10%
136238529,-3.221,-0.609878644061651,-2.69879996031523,-2.17655953479229,-0.433352682854148,4.78047503815375,206.04,215.85,Top 10%
163284925,-3.221,-0.609878644061651,-2.69879996031523,-2.17655953479229,-0.415610682854148,4.78047503815375,206.04,215.85,Top 10%
137208277,-3.221,-0.609878644061651,-2.69879996031523,-2.17655953479229,-0.403652682854148,4.78047503815375,206.04,215.85,Top 10%
515111,-0.4774,0.131576291233529,-0.201999872922897,-0.182607860563123,-1.96024469022374,1.24820050890923,130.58,130.58,Top 10%
5319815,-2.228,-1.32895674986764,-1.88789992779493,-1.81495222588752,-0.476306012376916,2.10882051262456,142.6,142.6,Top 10%
45051931,-0.644500000000001,-0.360122147857761,-0.626299902796745,-0.543640683551502,-0.870153365615257,0.634446342518557,78.87,78.87,Top 10%
93036,-2.0417,0.0126987716108966,-0.640299871563911,-0.889767033317672,-1.35910167887754,2.20262527986851,151.08,160.89,Top 10%
125495767,-1.9242,-1.61487729346509,-2.28509985655546,-1.94139238334019,0.0158263140380894,2.29340734281707,119.33,119.33,Top 10%
129391409,-1.9242,-1.61487729346509,-2.28509985655546,-1.94139238334019,0.0158263140380894,2.29340734281707,119.33,119.33,Top 10%
135464489,-3.6593,-0.393971192183338,-3.98129987716675,-2.67819035645003,0.0129841073763206,5.75745113728607,203.49,213.3,Top 10%
188215,,-1.30033020162677,-0.799399845302105,-1.04986502346444,-0.62507367371568,1.3490915893747,153.31,153.31,Top 10%
156594227,-1.7215,-1.7174919584247,-1.97859986871481,-1.80586394237984,-0.0624104239883931,1.3605693660668,108.33,108.33,Top 10%
156594089,-0.413999999999998,-0.396655949644133,-0.721399858593941,-0.510685269412691,-1.03362442302759,1.25135329941724,99.1,99.1,Top 10%
13248213,-1.516,-1.2088772934651,-1.51089984923601,-1.4119257142337,-0.34574355432181,1.4239907009387,102.34,102.34,Top 10%
13248214,-1.516,-1.2088772934651,-1.51089984923601,-1.4119257142337,-0.345743554321811,1.4239907009387,102.34,102.34,Top 10%
54089955,-2.671,-1.59191608054574,-2.34539991617203,-2.20277199890592,0.08280376724071,2.04885716363551,145.87,145.87,Top 10%
71628825,-1.9564,-1.81422487443452,-2.17849986255169,-1.9830415789954,0.0726708558228111,1.3605693660668,116.17,116.17,Top 10%
68517003,-1.1149,-0.680818473158517,-1.37189986556768,-1.0558727795754,-0.496544290974672,1.49438745077486,117.44,117.44,Top 10%
71402186,-3.236,-3.08470994385671,-4.34349981695414,-3.55473658693695,0.943487191334243,4.11118102534416,159.79,159.79,Top 10%
46705354,,-1.3229834524343,-0.28549987077713,-0.804241661605714,-0.727476286845634,0.647019614359211,127.63,127.63,Top 10%
6030,-3.2607,-1.42934817549819,-2.39209985733032,-2.36071601094284,0.0390769115943306,3.07972716114979,171.31,181.12,Top 10%
71752893,-3.2607,-1.42934817549819,-2.39209985733032,-2.36071601094284,0.00928691159433082,3.07972716114979,171.31,181.12,Top 10%
25074417,-3.2607,-1.42934817549819,-2.39209985733032,-2.36071601094284,0.0271969115943305,3.07972716114979,171.31,181.12,Top 10%
90469779,-3.2607,-1.42934817549819,-2.39209985733032,-2.36071601094284,0.0271189115943307,3.07972716114979,171.31,181.12,Top 10%
44403842,-1.19,-1.11925769475467,-1.65549988299608,-1.32158585925025,-0.426259413680325,1.4239907009387,99.1,99.1,Top 10%
71302534,-1.19,-1.11925769475467,-1.65549988299608,-1.32158585925025,-0.426259413680325,1.4239907009387,99.1,99.1,Top 10%
156594990,-1.19,-1.11925769475467,-1.65549988299608,-1.32158585925025,-0.426259413680325,1.4239907009387,99.1,99.1,Top 10%
45039260,-1.19,-1.11925769475467,-1.65549988299608,-1.32158585925025,-0.426259413680325,1.4239907009387,99.1,99.1,Top 10%
12803287,-2.8143,-1.1259628404578,-2.0019998550415,-1.9807542318331,-0.308796563107827,3.003031729797,171.31,181.12,Top 10%
14842998,,-0.685378538910894,-0.0180998370051384,-0.351739187958016,-1.17575300355714,0.565429302010042,141.95,141.95,Top 10%
18658060,-2.1691,-1.03969319330172,-1.01769993454218,-1.40883104261463,-0.531411256425444,0.655856637920385,133.68,143.49,Top 10%
121487517,-3.2153,-1.74923289247159,-2.96199981123209,-2.64217756790123,0.439991232123452,3.09855027102212,136.81,136.81,Top 10%
101609,-3.2607,-1.42934817549819,-2.39209985733032,-2.36071601094284,0.0390769115943306,3.07972716114979,171.31,181.12,Top 10%
145710203,-2.0732,-1.75587029233611,-3.04969983547926,-2.29292337593846,-0.0521511770987104,2.15572289624653,167.63,167.63,Top 10%
156594224,,-2.05380808478885,-1.31469985097647,-1.68425396788266,-0.212747746289435,1.40654454326346,147.86,147.86,Top 10%
71410159,-4.4342,-1.47233097744302,-2.86469998210669,-2.92374365318324,0.345578095309167,5.93195742825196,203.38,213.19,Top 10%
76844781,-3.1859,-2.75988531150216,-3.69549989700317,-3.21376173616844,0.8087306449009,4.16735094022812,145.35,145.35,Top 10%
15954436,-2.449,-1.01022487443452,-1.93279983103275,-1.79734156848909,-0.0503249514685693,2.21381522047752,116.58,116.58,Top 10%
13042007,-2.296,-2.20059505236958,-3.36629984527826,-2.62096496588262,0.283509686322535,3.15028068563753,139.56,139.56,Top 10%
191942,-3.7593,-1.57494564240263,-2.41799985617399,-2.58408183285887,0.113912792004059,2.97499255035967,180.54,190.35,Top 10%
129678678,-2.9917,-1.63573641998678,-2.84919982403517,-2.49221208134065,-0.000504815549589477,1.99342984954233,137.25,137.25,Top 10%
18596452,-3.0151,-0.318412644180832,-2.35659997165203,-1.89670420527762,-0.67882728153733,3.76691722101609,195.18,204.99,Top 10%
77520054,-2.4196,-2.02087729346509,-2.66629991680384,-2.36892573675631,0.31841446130888,3.23203834461062,125.12,125.12,Top 10%
451393,,-1.03233020162677,-0.187799863517284,-0.610065032572026,-0.930294867395013,0.606657915709718,142.31,142.31,Top 10%
5496661,-1.3687,-0.998152600733958,-1.28259990364313,-1.2164841681257,-0.971499987320766,3.04784186817465,145.63,194.24,Top 10%
121487445,,-2.02387029233611,-1.82859982550144,-1.92623505891878,-0.112872869110368,2.15572289624653,173.54,173.54,Top 10%
5289468,-1.5845,-1.27254795388725,-1.60349987447262,-1.48684927611995,-0.203626602372751,1.4332248152453,99.1,99.1,Top 10%
5273010,-1.5845,-1.27254795388725,-1.60349987447262,-1.48684927611995,-0.203626602372751,1.4332248152453,99.1,99.1,Top 10%
45038843,-1.5845,-1.27254795388725,-1.60349987447262,-1.48684927611995,-0.203626602372751,1.4332248152453,99.1,99.1,Top 10%
3605363,-1.5845,-1.27254795388725,-1.60349987447262,-1.48684927611995,-0.203626602372751,1.4332248152453,99.1,99.1,Top 10%
6320189,-1.5845,-1.27254795388725,-1.60349987447262,-1.48684927611995,-0.203626602372751,1.4332248152453,99.1,99.1,Top 10%
324452,-3.0513,-1.60211137111224,-2.8509998396039,-2.50147040357205,0.128520460079,3.06458141798926,145.01,145.01,Top 10%
452265,,-0.976844538791713,-0.408199839293957,-0.692522189042835,-0.855069600804272,0.606657915709718,141.95,141.95,Top 10%
121217563,-2.3132,-1.14213211751308,-1.97029992192984,-1.80854401314764,-0.110610454875537,2.12475081464959,136.64,136.64,Top 10%
475377,,-1.30033020162677,-0.799399845302105,-1.04986502346444,-0.625073673715681,1.3490915893747,153.31,153.31,Top 10%
9943091,-2.5237,-1.68422487443452,-2.15469984710217,-2.1208749071789,0.168327185582155,2.21381522047752,124.64,124.64,Top 10%
358959,-1.8796,-0.922956749867636,-1.49649985134602,-1.43301886707122,-0.361344906252575,1.29651969279551,137.22,137.22,Top 10%
288008,-2.0721,-1.10059009935684,-1.91079986095428,-1.69449665343704,-0.115459322514693,1.3605693660668,121.62,121.62,Top 10%
98561,-2.0721,-1.10059009935684,-1.91079986095428,-1.69449665343704,-0.115459322514693,1.3605693660668,121.62,121.62,Top 10%
451843,,-1.03233020162677,-0.614799827337265,-0.823565014482017,-0.77624587994948,1.3490915893747,145.11,145.11,Top 10%
5272826,-0.588399999999999,0.0807671075284132,-0.282199889421463,-0.26327759396435,-1.19884534978874,0.60009523877155,130.14,130.14,Top 10%
130510,-1.2759,0.0295704650241425,-0.844599887728691,-0.69697647423485,-1.03973832688101,1.35481412864805,104.55,104.55,Top 10%
6398342,-2.2117,-0.889598117393902,-0.415799893438816,-1.17236600361091,-0.671757993494031,1.3490915893747,130.85,130.85,Top 10%
21824451,-2.1827,-1.01022487443452,-1.50579986721277,-1.5662415805491,-0.216588343098925,1.3605693660668,113.78,113.78,Top 10%
135616719,-2.8125,-0.318412644180832,-2.04469997435808,-1.72520420617964,-0.69784828091133,3.76691722101609,195.04,204.85,Top 10%
71749595,-0.529699999999998,0.0426111343460425,-0.453699856996536,-0.313596240883497,-1.15828420882685,1.25135329941724,104.55,104.55,Top 10%
512735,-0.529699999999998,0.0426111343460425,-0.453699856996536,-0.313596240883497,-1.15828420882685,1.25135329941724,104.55,104.55,Top 10%
189213,-2.4882,-2.26509357518575,-2.88229981809855,-2.54519779776143,0.428927271646435,3.28969861202037,131.36,131.36,Top 10%
163320930,-2.605,-1.74923289247159,-1.96929985284805,-2.10784424843988,0.0632839084172776,2.19326932363356,134.01,134.01,Top 10%
446164,-3.3959,-1.42934817549819,-2.4256999194622,-2.41698269832013,0.0840059926341732,4.01075890383385,177.1,186.91,Top 10%
54351187,-2.4299,-1.54813211751308,-2.28589985519648,-2.08797732423652,0.0774362630201457,1.29989286716403,130.85,130.85,Top 10%
477551,-2.5737,-0.203878644061651,-2.27179999649525,-1.68312621351897,-0.751975407817837,3.84231224135251,203.39,213.2,Top 10%
45074656,-1.9423,-1.7174919584247,-1.97859986871481,-1.87946394237984,-0.0113320239883929,1.3605693660668,108.33,108.33,Top 10%
5271262,-1.0607,-0.342176446395793,-0.187579847872257,-0.53015209808935,-1.42630898938054,1.20339037053158,117.44,145.68,Top 10%
91827907,-2.6862,-1.72576689259077,-2.49249984323978,-2.30148891194352,0.213493304888802,2.12475081464959,134.01,134.01,Top 10%
13989277,,-1.33571553666716,-0.276199854910374,-0.805957695788768,-0.810165359122594,1.40654454326346,153.31,153.31,Top 10%
451370,,-1.33571553666716,-0.276199854910374,-0.805957695788768,-0.810165359122594,1.40654454326346,153.31,153.31,Top 10%
126968805,-3.6471,-2.05261822751198,-3.22269989550114,-2.97413937433771,0.654552725790368,4.16735094022812,150.8,150.8,Top 10%
11276944,-3.6471,-2.05261822751198,-3.22269989550114,-2.97413937433771,0.654552725790368,4.16735094022812,150.8,150.8,Top 10%
139024751,-3.6471,-2.05261822751198,-3.22269989550114,-2.97413937433771,0.654552725790368,4.16735094022812,150.8,150.8,Top 10%
251784,-3.6471,-2.05261822751198,-3.22269989550114,-2.97413937433771,0.654552725790368,4.16735094022812,150.8,150.8,Top 10%
25728863,-3.6471,-2.05261822751198,-3.22269989550114,-2.97413937433771,0.654552725790368,4.16735094022812,150.8,150.8,Top 10%
7272023,-3.6471,-2.05261822751198,-3.22269989550114,-2.97413937433771,0.654552725790368,4.16735094022812,150.8,150.8,Top 10%
53837746,-2.3184,-0.402422749748454,-1.03999999910593,-1.25360758295146,-0.705676337431685,3.96385652021187,162.66,172.47,Top 10%
376225,-1.4065,-0.466224874434524,-1.14959985762835,-1.00744157735429,-0.698515545316122,1.3605693660668,107.79,107.79,Top 10%
10466304,-2.3591,-1.23928086989707,-1.77959985285997,-1.79266024091901,0.0207262071977967,2.32042243386743,115.41,115.41,Top 10%
587457,-2.3591,-1.23928086989707,-1.77959985285997,-1.79266024091901,0.0207262071977967,2.32042243386743,115.41,115.41,Top 10%
135618545,-2.1826,-0.775263979102045,-1.64629993587732,-1.53472130499312,-0.768413849117381,3.01788856243265,192.91,202.72,Top 10%
164580,-1.5919,0.298785932288496,-0.430399909615517,-0.574504659109007,-1.51255376657835,2.10656238393927,151.08,160.89,Top 10%
6334744,-1.2717,-0.00346857799748923,0.561400078237057,-0.237922833253477,-1.33220155372209,0.606657915709718,110.62,110.62,Top 10%
54010782,-3.0795,-1.87295674986764,-2.99949990212917,-2.65065221733227,0.377812638828596,2.98592239390585,156.87,156.87,Top 10%
131852022,-3.4646,-0.877479642521808,-4.0074999332428,-2.78319319192154,0.107556075193546,4.78773599295737,183.78,183.78,Top 10%
135625322,-1.5049,-2.43242274974845,-2.67599988728762,-2.20444087901202,-0.132308029965655,3.06458141798926,161.67,161.67,Top 10%
135602243,-1.5049,-2.43242274974845,-2.67599988728762,-2.20444087901202,-0.132308029965655,3.06458141798926,161.67,161.67,Top 10%
111081,-2.8808,-1.31361020947492,-2.1934999153018,-2.12930337492557,0.164236542198348,3.23203834461062,130.57,130.57,Top 10%
688364,-2.8808,-1.31361020947492,-2.1934999153018,-2.12930337492557,0.164236542198348,3.23203834461062,130.57,130.57,Top 10%
76845172,,-1.75042274974845,-1.06869984418154,-1.409561296965,-0.487564459906292,1.3490915893747,147.86,147.86,Top 10%
150973,-2.808,-0.710841319098449,-1.66949985176325,-1.7294470569539,-0.872363742473993,3.04784186817465,171.31,181.12,Top 10%
488247,,-0.727823532424049,-0.191999867558479,-0.459911699991264,-1.32532128020606,1.29301064728688,153.31,153.31,Top 10%
189893,,-0.727823532424049,-0.191999867558479,-0.459911699991264,-1.32532128020606,1.29301064728688,153.31,153.31,Top 10%
121487129,,-0.727823532424049,-0.191999867558479,-0.459911699991264,-1.32532128020606,1.29301064728688,153.31,153.31,Top 10%
150625,-2.0584,-1.51019171611789,-2.51479993015528,-2.02779721542439,0.0999712675045275,2.35106761022682,140.3,140.3,Top 10%
5273981,-0.180299999999999,0.106281794768194,-0.591499857604504,-0.22183935427877,-1.31208348813053,1.25069414495336,117.44,117.44,Top 10%
76844800,-2.2127,-1.7174919584247,-2.385099850595,-2.10509726967323,0.145257505153224,2.21381522047752,119.33,119.33,Top 10%
121487343,-2.2596,-1.05176689259077,-2.14489984512329,-1.81875557923802,-0.121523628008814,2.12475081464959,134.01,134.01,Top 10%
121487344,-2.2596,-1.05176689259077,-2.14489984512329,-1.81875557923802,-0.121523628008814,2.12475081464959,134.01,134.01,Top 10%
77461390,-0.9131,-1.00222487443452,-1.26519986987114,-1.06017491476855,-0.667798609150623,1.3605693660668,116.17,116.17,Top 10%
452065,-1.0509,-0.150590099356839,-0.441399872303009,-0.547629990553283,-0.899624786556021,0.592484196947549,107.76,107.76,Top 10%
449489,-2.2119,0.157043250132365,-0.600199893116951,-0.885018880994862,-1.64439689658957,2.20262527986851,151.08,160.89,Top 10%
13989274,,-1.33571553666716,-0.875499911606312,-1.10560772413674,-0.596328239449104,2.24499973824897,159.1,159.1,Top 10%
451369,,-1.33571553666716,-0.875499911606312,-1.10560772413674,-0.596328239449104,2.24499973824897,159.1,159.1,Top 10%
130601,-2.4697,-2.35388531150216,-3.3142998367548,-2.71262838275232,0.455064097630109,3.18956443100232,139.56,139.56,Top 10%
6426866,-2.4697,-2.35388531150216,-3.3142998367548,-2.71262838275232,0.455064097630109,3.18956443100232,139.56,139.56,Top 10%
6426865,-2.4697,-2.35388531150216,-3.3142998367548,-2.71262838275232,0.455064097630109,3.18956443100232,139.56,139.56,Top 10%
69640684,-2.8963,-2.75988531150216,-3.66189983487129,-3.10602838212448,0.728083697194392,3.18956443100232,139.56,139.56,Top 10%
76844801,-2.4878,-2.45649997646176,-3.00779984891415,-2.65069994179197,0.427905759603628,2.19326932363356,128.56,128.56,Top 10%
121216232,-2.8999,-1.54813211751308,-2.5498998388648,-2.3326439854593,0.147234925908752,2.12475081464959,141.85,141.85,Top 10%
135528754,-2.2533,-0.0373719748589323,-2.09589988738298,-1.46219062074731,-0.961582786124446,2.82369328331576,183.26,193.07,Top 10%
315092,-1.6199,-0.565280869897071,-1.22239988297224,-1.13586025095644,-0.627512985836232,2.29340734281707,104.55,143.35,Top 10%
99529,-1.6199,-0.565280869897071,-1.22239988297224,-1.13586025095644,-0.627512985836232,2.29340734281707,104.55,143.35,Top 10%
489670,,-0.938422749748454,-0.749799877405167,-0.84411131357681,-1.00244674837769,1.39829031158536,147.86,147.86,Top 10%
