cid,Iso_smiles,Type
131877129,CN(C)N=NC1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Adenosine
131878455,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=NN=NC(=C3N=N2)N)O)O)O,Adenosine
131878861,CN(C)N=NC1=C(C=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Adenosine
131878957,C1=CN=C2C(=N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
131880508,CCSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(NC(=O)N=C32)N)O)O,Adenosine
131880512,CS(=O)(=O)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=NC=NC(=C3N=N2)N)O)O,Adenosine
131880513,CCSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=NC=NC(=C3C=N2)N)O)O,Adenosine
131880514,CCCCSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC3=C(N=CN=C32)N)O)O,Adenosine
131880518,C1=NN(C2=NC=NC(=C21)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CCl)O)O,Adenosine
131880734,C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC=NC2=S)C#N,Adenosine
131880742,C1=CN2C(=N1)C3=C(NC2=S)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine
131881042,COC1=C2C(=CC(=N1)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
131881043,CSC1=C2C(=CC(=N1)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
131881064,C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)CN,Adenosine
131881293,C1=C2C(=CN(C2=NC=N1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)I,Adenosine
131881305,C1=C2C(=CN(C2=NC=N1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)/C(=N/O)/N,Adenosine
131881311,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COC)OC)OC,Adenosine
131881445,CC(=O)NC1=NC(=C2C(=C1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Br,Adenosine
131881832,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC3=C(N=CN=C32)N)O)O,Adenosine
131882637,C1=CC=[N+]2C(=C1)N(N=C2[O-])[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
131882742,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](C(=C(Br)Br)[C@H](O3)CO)O)N,Adenosine
131882875,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COC)OC)OC,Adenosine
131883271,C1=C(C2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl)N)/C(=N/O)/N,Adenosine
131883949,C/C=C\\1/[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Adenosine
131884012,CSCNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
131884262,C[C@H]([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)N)N)O)O)O,Adenosine
131884633,CCS[C@H]1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2NC=NC3=S)CO,Adenosine
131884784,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=C(N=N2)C(=O)N)CO)O)O)O,Adenosine
131884916,C1=CN(C2=C1C3=NC=CN3C=N2)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine
131884918,C1=CN2C=NC3=C(C2=N1)C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C(=O)N,Adenosine
131884919,C1=CN2C=NC3=C(C2=N1)C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)Br,Adenosine
131884920,C1=CN2C=NC3=C(C2=N1)C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)I,Adenosine
131885132,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)C#N,Adenosine
131885188,C1=CN(C2=C1C(=N)N(C=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
131885190,C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN(C2=N)N)C#N,Adenosine
131885191,C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN4C2=NC=N4)C#N,Adenosine
131885200,CN(C)C=NC1=C2C=NN(C2=NC=N1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
131885343,C1CN2C=NC3=C(C2=N1)C=NN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine
131885345,C1=NN(C2=C1C3=NC=NN3C=N2)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine
131885479,CC1(O[C@@H]2[C@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=CN=C43)N)CC(=O)O)C,Adenosine
131885796,C1=CC=C2C=C3C(=CC2=C1)N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine
131885958,C1=NN2C(=C1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C=NNC2=O,Adenosine
131887892,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]4[C@@H](O4)[C@H](O3)CO)Cl)N,Adenosine
133125648,CN1C=[N+](C2=C1C(=NC(=N2)N)[O-])[C@H]3C(C([C@H](O3)CO)O)O,Adenosine
133636852,C[C@H]1C(C([C@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Adenosine
134501092,COC1=NN(C2=NC=NC(=C21)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COS(=O)(=O)N)O)O,Adenosine
134693185,C1=NC2=C(NC(=S)N=C2N1[C@H]3C([C@@H]([C@H](O3)CO)O)O)N,Adenosine
134694066,C1=NC2=C(N=C(N=C2N1[C@H]3C([C@@H]([C@H](O3)CO)O)O)I)N,Adenosine
134694916,C1[C@@H]([C@H](OC1N2C=NC3=C2NC=NCC3O)CO)O,Adenosine
134694950,C1=NC(=C(N1[C@H]2C([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,Adenosine
134695307,C1=NC(=C2C(=N1)N(C=N2)[C@H]3C([C@@H]([C@H](O3)CCl)O)O)N,Adenosine
135121947,C1=NC2C(=NC(=NC2=O)N)N1C3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135398677,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)C=O)O)O,Adenosine
135404725,[13CH3]O[C@@H]1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,Adenosine
135405190,C#CC1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135410303,C1=NN(C2=C1C(=S)N=CN2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135415643,CC1=NC2=C(C=NN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(=O)N1,Adenosine
135415644,CC1=NC(=S)C2=C(N1)N(N=C2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135423946,CN1C=[N+](C2=C1C(=O)NC(=N2)N(C)C)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135434850,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)C#CCO,Adenosine
135434851,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)C#CCF,Adenosine
135462526,C1=CC(=O)N=C2C3=C(N=CN2)N(C=C31)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine
135482132,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC3=C2N=C(NC3=O)N)CO)O,Adenosine
135491477,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=O)C(C3=C2N=C(NC3=O)N)S)O)O)O,Adenosine
135499776,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=[18O])N,Adenosine
135508725,C1=NC2=C(N1[C@H]3C([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,Adenosine
135509108,C1NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CNC2=O,Adenosine
135513856,C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CNC2=O)CN,Adenosine
135515425,C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CNC2=O)/C(=N/O)/N,Adenosine
135518167,C1=[N+](C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N)[O-],Adenosine
135521334,C1=[N+](C2=C(N1CCO)C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135524757,C1=C(C2=C(N=NN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)/C(=N/O)/N,Adenosine
135537873,[3H]C1=NC(=N)C2=C(N1)N(C(=N2)[3H])[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135583321,[2H]C(C([2H])Br)N1C=[N+](C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135583322,[2H]C([2H])(CN1C=[N+](C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl,Adenosine
135596554,CCN1C=[N+](C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135596570,[3H]C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)C([3H])([3H])O)O)O)N=C(NC2=O)N,Adenosine
135602150,C1=NN(C2=C1C(=O)NC=N2)C3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135692739,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(=O)NN=N2,Adenosine
135713040,C1=NN2C(=C1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CNC2=O,Adenosine
135743936,C1=[N+](C2=C(N1CCCl)C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135764690,C1=NC2=C(C(=O)N1)N=CN2[C@H]3C([C@@H]([C@H](O3)CO)O)F,Adenosine
135768196,C1=[N+](C2=C(N1)C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
135783064,C1=NC2=C(C(=NN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(=S)N)C(=O)N1,Adenosine
135921348,C1=C(C2=C(NC1=O)N(N=C2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(F)(F)F,Adenosine
136069427,C1[C@@H]([C@H](OC1N2C=NC3=C2N=CNC3=O)CO)O,Adenosine
136084225,C=C1C(C(C(O1)N2C=NC3=C2N=CNC3=O)O)O,Adenosine
136132843,CC(C)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=C(NC3=O)N)O)O,Adenosine
136227356,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CBr)O)O,Adenosine
136232965,C1=NC2=C(N1[13C@H]3[13C@@H]([13C@@H]([13C@H](O3)[13CH2]O)O)O)N=C(NC2=O)N,Adenosine
136232990,C1=NC2=C(C(=O)N1)N=CN2[13C@H]3[13C@@H]([13C@@H]([13C@H](O3)[13CH2]O)O)O,Adenosine
136272515,CC(C)O[C@@H]1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,Adenosine
136385771,CNC1=NC2=C(C(=O)N1)N(CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C,Adenosine
136415743,C1=NC(=C2C(=NN(C2=N1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)/C(=N/O)/N)N,Adenosine
136623055,[2H]C([2H])([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=C(NC3=O)N)O)O)O,Adenosine
136633647,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COCCF)O)O)N=C(NC2=O)N,Adenosine
136736999,C=CCO[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=C(NC3=O)N)CO,Adenosine
137077003,CNC(=O)NC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CNC3=O)O)O,Adenosine
137077004,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)SCCN,Adenosine
137128747,COC1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
137179823,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=C(C(=S)N=C(N3)N)N=N2)O)O)O,Adenosine
137182907,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)NO,Adenosine
137185203,C1[C@@H]([C@H](O[C@H]1N2C=NC(=C2N)C(=N)N)CO)O,Adenosine
137185204,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=C(N=N2)C(=N)N)N)O)O)O,Adenosine
137185205,C1=NC(=N)C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N2)Br,Adenosine
137187015,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)N)O,Adenosine
137198957,C1=NN2C(=O)C3=C(N=C2NC1O)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine
137202613,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CC#N)O)O,Adenosine
137218720,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CNC(=O)CBr)O)O,Adenosine
137221166,[3H]C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,Adenosine
137239458,CN1C=[N+](C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)C[O-])O)O,Adenosine
137256436,[3H]C1=NC(=N)C2=C(N1)N(C(=N2)[3H])[C@H]3[C@@H]([C@@H]([C@H](O3)C(=O)NCC)O)O,Adenosine
137295291,C1=NC2=C(C(=O)N1)N=CN2[C@H]3C([C@@H]([C@H](O3)CO)O)O,Adenosine
137699081,C1=NC(=C2C(=N1)N(C=N2)[C@]3([C@@H]([C@@H](/C(=C/O)/O3)O)O)CO)N,Adenosine
137699423,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=NC3C2=NC(=N)NC3=O)CO)O,Adenosine
137699529,CN=C1NC(=O)C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
137699531,C1=CN(C2=NC(=N)NC(=O)C21)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
137699671,C[N+]1=CN(C2=NC(=N)N=C(C21)[S-])[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
137699672,C[N+]1=CN(C2=NC(=NC(=S)C21)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
137937484,CC1(O[C@@H]2[C@H](OC(C2O1)N3C=NC4=C(N=C(N=C43)Cl)N)CO)C,Adenosine
138107063,C1[C@H](OC(C1O)N2C=NC3=C(N=CN=C32)N)CO,Adenosine
138114911,C#C[C@]1(C(CC(O1)N2C=NC3=C(N=C(N=C32)F)N)O)CO,Adenosine
139025046,C1[C@@H]([C@H](O[C@H]1N2[13C]3=NC=NC(=C3[15NH][13C]2=O)N)CO)O,Adenosine
139025050,[2H]C([2H])([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)(O)O,Adenosine
139025108,C1=NC(=C2C(=N1)N(C=N2)[13C@H]3[13C@@H]([13C@@H]([13C@H](O3)[13CH2]OP(=O)(O)O)O)O)N,Adenosine
139025114,C1=NC(=C2C(=N1)N(C=N2)[13C@H]3[13C@@H]([13C@@H]([13C@H](O3)[13CH2]O)O)OP(=O)(O)O)N,Adenosine
139025115,C1=NC(=C2C(=N1)N(C=N2)[13C@H]3[13C@@H]([13C@@H]([13C@H](O3)[13CH2]O)OP(=O)(O)O)O)N,Adenosine
139025117,C1=NC2=C(N1[13C@H]3[13C@@H]([13C@@H]([13C@H](O3)[13CH2]O)O)O)NC(=O)NC2=O,Adenosine
139025264,[2H]C([2H])([2H])N(C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C([2H])([2H])[2H],Adenosine
139025305,[2H]C([2H])(C([2H])([2H])O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O,Adenosine
139025871,[2H]C([2H])([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)O,Adenosine
139026028,C1=[15N][13C](=[13C](N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,Adenosine
139592726,C1=NC(=C2C(=N1)N(C=N2)[C@]3([C@@H]([C@@H](/C(=C\\O)/O3)O)O)CO)N,Adenosine
146157777,C1=NC(=C2C(=N1)N(C=N2)[C@]3(C(C(C(O3)CO)O)O)CO)N,Adenosine
146158356,C1=NC(=C2C(=N1)N(C=N2)C3C(C([C@](O3)(COS(=O)(=O)N)F)O)O)N,Adenosine
146674673,C1=NC2C(=NC(=NC2=S)N)N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
146674828,C1=C(C2C(=NC=NC2=O)N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)F,Adenosine
146681747,C1=NC2C(=O)NC(=N)N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
154701264,C1=CN=C2C(=C1N)C(=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl,Adenosine
154701265,C1=CN=C2C(=C1N)C(=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Br,Adenosine
154701266,C1=CN=C2C(=C1N)C(=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)I,Adenosine
154705095,COC(=O)C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine
154726303,C1=C(C2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=CN=C2Cl)F,Adenosine
154746984,[2H]C([2H])([2H])N1C=NC2=C(C1=N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
154790033,[13CH2]1[13C@H](O[13C@H]([13C@@H]1O)N2C=NC3=C(N=CN=C32)N)[13CH2]O,Adenosine
156587569,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H](CS3)N)O,Adenosine
156588427,C1=NC(=S)C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
156588443,C[N+]1=CN(C2=NC(=N)NC(=O)C21)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
156594190,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C3=NC(=N)NC(=O)C3N=N2)O)O)O,Adenosine
156594560,C1[C@@H]([C@H](O[C@H]1N2C=NC3C2=NC=NC3=S)CO)O,Adenosine
156594985,C1=NC2C(=O)NC(=N)N=C2N1[C@H]3[C@@H]([C@@H]([C@H](S3)CO)O)O,Adenosine
162354766,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CCl)O)O)F)N,Adenosine
162640530,[2H]C([2H])([2H])N1CNC2=C(C1=N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
162640537,[2H]C([2H])([2H])N1C=NC2=C(C1=O)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
162641872,[2H][C@@]1(C2=C(NC=NC1([2H])[2H])N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O)O,Adenosine
162641906,[2H]C1=NC(=N)C2=C(N1)N(C=N2)C3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
162642336,[2H]C([2H])([2H])SC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
162660830,C1=C(N2C(=C1Cl)C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
163285340,C1=[15N][13C]2=C(N=C(N=[13C]2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N,Adenosine
163285434,C1=NC(=NN1[13C@H]2[13C@@H]([13C@@H]([13C@H](O2)[13CH2]O)O)O)C(=N)N,Adenosine
163285627,[2H]C([2H])(C([2H])([2H])O)N1C=NC2=C(C1=N)N=CN2[C@H]3C[C@@H]([C@H](O3)CO)O,Adenosine
163320836,C1=NN(C2=NC(=NC(=C21)N)N)C3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
163320931,CN(C)C1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N(C)C,Adenosine
1468,C1=CC(C(C1N2C=NC3=C(N=CN=C32)N)O)O,Adenosine
3044,CC1C(CC(O1)N2C=NC3=C(N=CN=C32)N)O,Adenosine
65148,C1[C@@H]([C@H](O[C@H]1N2C=NC3=CN=CN=C32)CO)O,Adenosine
72252,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]4[C@H](O4)[C@H](O3)CO)N,Adenosine
72501,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=NC3=C2C=CN=C3N)O)O)CO,Adenosine
84392,C1=NC(=C2C(=N1)N(C=N2)C3[C@@H]([C@@H]([C@H](O3)CN)O)O)N,Adenosine
97078,C=CCNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
97235,C1=CN(C2=NC=NC=C21)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
97454,C1[C@H](O[C@H]([C@@H]1O)N2C=CC3=C(N=CN=C32)N)CO,Adenosine
97576,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COS(=O)(=O)N)O)O)N,Adenosine
98581,C1[C@@H]([C@H](O[C@H]1N2C=NC(=C2N)C(=O)N)CO)O,Adenosine
100417,C1[C@H](O[C@H]([C@@H]1O)N2C=C(C3=C(N=CN=C32)N)C(=O)N)CO,Adenosine
101382,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
105116,C1[C@@H]([C@H](OC1N2C=NC3=C2N=CN4C3=NC=C4)CO)O,Adenosine
121578,C=C1[C@H]([C@H]([C@](O1)(CO)N2C=NC3=C(N=CN=C32)N)O)O,Adenosine
124156,C1=NC(=C2C(=N1)N(C=N2)C3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=[N+]=[N-],Adenosine
124201,C1[C@@H]([C@H](O[C@H]1C2=C3C(=NN2)C(=NC(=N3)Cl)N)CO)O,Adenosine
124316,C1=C(NC(=O)C2=C1N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine
124715,C1[C@@H]([C@H](OC1N2C=CC3=C(N=CN=C32)N)CO)O,Adenosine
124923,C1=CN2C(=O)C3=C(NC2=N1)N(C=N3)C4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine
125544,C1CN2C=NC3=C(C2=NC1O)N=CN3[C@H]4C[C@@H]([C@H](O4)CO)O,Adenosine
125623,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COS(=O)(=O)N)O)O)Cl)N,Adenosine
126220,C1=N[C@@H](C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O,Adenosine
127187,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NCO,Adenosine
128252,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C3=C(N=CN=C32)N)C#N)O)O,Adenosine
128359,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)C=[N+]=[N-],Adenosine
128557,C1=CN=C2C(=C1N)C=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
128757,C1C(N=CNC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O,Adenosine
129561,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2C=CN=C3N)O)O,Adenosine
129862,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2SN)N,Adenosine
129864,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2S(=O)(=O)N)N,Adenosine
130209,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2S(=O)N)N,Adenosine
130712,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)C(C(F)F)S)O)O)N,Adenosine
130775,C1C(NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O,Adenosine
131693,C1CC1N2C(=C3C(=NC2=O)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,Adenosine
133135,C1=CN2C(=O)C3=C(N=C2N=C1)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine
134088,CC(C)OC1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine
134150,CN(C)C1=NC(=NC2=C1N=CN2[C@H]3C[C@@H]([C@H](O3)CO)O)N,Adenosine
154906,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)NO,Adenosine
155395,CN1C(=C2C(=NC1=O)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine
158379,C1=CN(C2=C1C(=NNC2=O)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine
158855,CC(C)OC1=NC(=NC2=C1N=CN2[C@H]3C[C@@H]([C@H](O3)CO)O)N,Adenosine
159467,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(N=C3OCCO)N)CO)O,Adenosine
