cid,Iso_smiles,Type
121487345,CC1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N=[N+]=[N-],Cytidine
121487354,CCCO[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)C)CO,Cytidine
121487362,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3N=N3)CO)O,Cytidine
121487369,C1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)CC#N,Cytidine
121487370,CCCO[C@H]1[C@@H](O[C@@H](C1[N+](=O)[O-])CO)N2C=C(C(=O)NC2=O)C,Cytidine
121487372,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CI)O)OC,Cytidine
121487373,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CN=[N+]=[N-])O)OC,Cytidine
121487380,COC1C(C(=O)NC(=S)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)Br,Cytidine
121487387,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)NO,Cytidine
121487398,C#CC1[C@H](O[C@H]([C@@H]1O)N2C=CC(=O)NC2=O)CO,Cytidine
121487418,CC1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)CO,Cytidine
121487428,C1=CN(C(=O)NC1=O)[C@H]2[C@@H](C([C@H](O2)CO)CC(=O)N)O,Cytidine
121487430,[2H]C([C@@H]1[C@@]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C)O)([2H])O)O,Cytidine
121487433,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@H]([C@H](O2)CO)C(F)(F)F)O,Cytidine
121487445,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)CN=[N+]=[N-],Cytidine
121487449,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)NCCN,Cytidine
121487452,CSSC1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Cytidine
121487456,C1[C@H](O[C@H](C1C(F)(F)F)N2C=CC(=O)NC2=O)CO,Cytidine
121487457,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CCl)O)OC,Cytidine
121487459,COC1=NC(=O)N(C=C1F)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
121487460,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)ON,Cytidine
121487464,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C\\CN)CO)O,Cytidine
121487476,C=C[C@@]1(C[C@@H](O[C@@H]1CO)N2C=CC(=O)NC2=O)O,Cytidine
121487485,C1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)NC(=O)CBr,Cytidine
121487492,C=C=C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)F)CO)O,Cytidine
121487515,[2H]C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)O,Cytidine
121487517,CNC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
121487529,[2H][C@@]1([C@@H]([C@@H]([C@H](O1)CO)O)O)N2C=CC(=O)NC2=O,Cytidine
121487530,CC1=CN(C(=O)NC1=O)[C@H]2[C@]([C@@H]([C@H](S2)CO)O)(C)O,Cytidine
121487531,C[C@]1([C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)F)CO)O)O,Cytidine
121487532,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@@](S2)(C)CO)O)O,Cytidine
121487533,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H](C[C@](O2)(CO)C=O)O,Cytidine
121487534,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H](C[C@](O2)(CO)C#N)O,Cytidine
121487536,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H](C([C@H](O2)CO)C#N)O,Cytidine
121487883,C1[C@@H](O[C@@H](C1(F)F)CO)N2C=CC(=O)NC2=O,Cytidine
123262984,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)[13CH2]O)O)O,Cytidine
135616711,C([C@@H]1[C@H]([C@H]([C@@H](O1)C2=C(N=NNC2=O)N)O)O)O,Cytidine
154703288,C1=C2C(=O)NC(=NC2=NN1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Cytidine
156594113,C1CC1[C@]2([C@@H]([C@H](O[C@H]2N3CCC(=O)NC3=O)CO)O)O,Cytidine
156594227,COC1CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
72260,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)F,Cytidine
97577,C1=CN(C(=O)C=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
101508,C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)Cl)O,Cytidine
119209,[3H]CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
133458,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C#CBr)CO)O,Cytidine
146108,C1=CC=C2C(=C1)N=CN2C3[C@@H]([C@@H]([C@H](O3)CO)O)O,Cytidine
153103,CCC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
160155,CCCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
164891,CC1=CN(C(=O)N=C1NO)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
166772,[14CH3]C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
176869,C#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=O)NC2=O)CO)O,Cytidine
192532,CC1=CN(C(=O)NC1=O)[C@]2([C@@H]([C@@H]([C@H](O2)CO)O)O)CO,Cytidine
193428,C1=NC2=C(N1)C(=O)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Cytidine
265298,CCNC1=NC2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N,Cytidine
270261,CSC1=CC(=O)N(C(=O)N1)C2C(C(C(O2)CO)O)O,Cytidine
451368,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)N=[N+]=[N-],Cytidine
451394,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)F)CO)N=[N+]=[N-],Cytidine
451458,CC1=CN(C(=O)N=C1NC)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Cytidine
451494,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CN=[N+]=[N-])O,Cytidine
451615,C1=CN(C(=O)N=C1N)[C@H]2C=C([C@H](O2)CO)F,Cytidine
452035,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)F)F,Cytidine
452988,C1[C@@H]([C@](O[C@H]1N2C=CC(=NC2=O)N)(CO)N=[N+]=[N-])O,Cytidine
453027,CC1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)F)F,Cytidine
453657,C1[C@@H]([C@](O[C@H]1N2C=CC(=NC2=O)N)(CO)C#N)O,Cytidine
453833,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](O2)(CO)OC)O,Cytidine
460322,CC1=CN(C(=O)N=C1N(C)C)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Cytidine
470801,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@](O2)(CO)C(F)(F)F)O)O,Cytidine
489669,C1[C@@H]([C@H](O[C@H]1N2C(C(C(=O)NC2=O)Br)N=[N+]=[N-])CO)O,Cytidine
489670,C1[C@@H]([C@H](O[C@H]1N2C(C(C(=O)NC2=O)Cl)N=[N+]=[N-])CO)O,Cytidine
506490,CSS[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Cytidine
509187,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)N=[N+]=[N-])Cl,Cytidine
509188,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)N)Cl,Cytidine
512735,CC(C)C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
514806,CC1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F,Cytidine
515106,C[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=CC(=O)NC2=O)F)O,Cytidine
516463,C#CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
560107,C1COC(C1O)N2C=C(C(=O)NC2=O)F,Cytidine
1778309,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O,Cytidine
3000824,C1C(=O)C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
3012253,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=S)Cl)CO)O,Cytidine
3034650,C1[C@@H]([C@H](O[C@H]1N2C=CC(=S)NC2=O)CO)O,Cytidine
3080626,CONC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
3080715,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)Cl)O,Cytidine
3081398,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C=O)O,Cytidine
5270589,C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=O)NC2=O)CO)O,Cytidine
5270780,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(CCl)O)CO)O,Cytidine
5271953,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(CI)O)CO)O,Cytidine
5272744,C[C@H]1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,Cytidine
5274112,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)OCSC,Cytidine
5276640,C1=C(C(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)F)N)Cl,Cytidine
5288063,C1C=CN(C(=O)N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
6440124,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/I)CO)O,Cytidine
6475205,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)/C=C/Cl)CO)O,Cytidine
6479191,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)/C=C/Br)CO)O,Cytidine
6480502,CSCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
6482245,CC(C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)O,Cytidine
9794951,C#C[C@]1([C@H](C[C@@H](O1)N2C=CC(=NC2=O)N)O)CO,Cytidine
9795336,C#C[C@]1([C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)CO,Cytidine
9795471,CCOC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
9816508,C=C1[C@@H]([C@H](S[C@H]1N2C=CC(=NC2=O)N)CO)O,Cytidine
9836189,C1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)Br)CO,Cytidine
9838550,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](S2)CO)O)(F)F,Cytidine
9841193,C[C@]1([C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)/C=C/Br)O)CO,Cytidine
9856746,CC1=CN(C(=O)NC1=O)[C@]2([C@@H]([C@@H]([C@H](O2)CO)O)O)C,Cytidine
9903172,C1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=NC2=O)N)I)CO,Cytidine
9942889,C1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=NC2=O)N)F)CO,Cytidine
9992803,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)NO)F)CO)O,Cytidine
10061136,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)N(C2=O)C)F)O)O,Cytidine
10105820,C1=C(NC(=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Cytidine
10331902,C[C@]1([C@H](C[C@@H](O1)N2C=CC(=NC2=O)N)O)CO,Cytidine
10332009,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CON)O,Cytidine
10377200,[2H][C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O)O,Cytidine
10378968,CC#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=NC2=O)N)CO)O,Cytidine
10424498,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)N=[N+]=[N-])CO)N=[N+]=[N-],Cytidine
10445677,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)C#N,Cytidine
10466898,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CON)O,Cytidine
10467582,CC1=CN(C(=O)NC1=O)[C@H]2C[C@]([C@H](O2)CO)(C)O,Cytidine
10491412,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CNO)O)O,Cytidine
10494286,CN(C)C=NC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
10516095,C=C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O)O,Cytidine
10541096,C#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=C(C(=NC2=O)N)F)CO)O,Cytidine
10563947,C=C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O)O,Cytidine
10612861,C#CC[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=O)NC2=O)CO)O,Cytidine
10635061,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)S,Cytidine
10638005,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@]([C@H](O2)CO)(CC(=O)N)O)O,Cytidine
10660693,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](S2)CO)O)N=[N+]=[N-],Cytidine
10678117,C=C[C@@]1([C@@H]([C@@H]([C@H](O1)CO)O)O)N2C=CC(=NC2=O)N,Cytidine
10684201,C#CC[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=NC2=O)N)CO)O,Cytidine
10684273,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@]([C@H](O2)CO)(C#C)O)O,Cytidine
10685594,CC(=O)O[C@@H]1[C@H](O[C@H]([C@@H]1OC)N2C=CC(=O)NC2=O)CO,Cytidine
10708101,C1CC1[C@]2([C@H](O[C@H]([C@@H]2O)N3C=CC(=NC3=O)N)CO)O,Cytidine
10753744,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CNO)O)O,Cytidine
10764891,CC(=O)O[C@@H]1[C@H](O[C@H]([C@@H]1OC)N2C=C(C(=O)NC2=O)I)CO,Cytidine
10778286,C#C[C@]1([C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)CO,Cytidine
10778362,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@](O2)(CO)C#N)O)O,Cytidine
10778510,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CN)O)OC,Cytidine
10805757,C1=C(C(=NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O)N)Br,Cytidine
10826879,C1CC1[C@]2([C@H](O[C@H]([C@@H]2O)N3C=CC(=O)NC3=O)CO)O,Cytidine
10827042,C#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)F)CO)O,Cytidine
10849717,CC[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=NC2=O)N)CO)O,Cytidine
10869630,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)F)Cl,Cytidine
10911785,CC1=CN(C(=O)NC1=O)[13C@H]2[13CH2][C@@H]([C@H](O2)[13CH2]O)O,Cytidine
10967359,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)F)Cl,Cytidine
10988543,C1CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CN)O)O,Cytidine
11119276,CS[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Cytidine
11276944,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Cytidine
11425350,CCNC1=NC(=O)N(C=C1)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
11426143,C=CCN1C(=O)C=NN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
11580280,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@]([C@H](O2)CO)(CC(=O)N)O)O,Cytidine
11601179,C[C@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Cytidine
11622526,C1=NN(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
11746791,CO[C@H]1C[C@@H](O[C@@H]1CO)N2C=CC(=O)NC2=O,Cytidine
12097724,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CC(F)F)CO)O,Cytidine
12800113,[2H][C@@]1(C[C@@H]([C@H](O1)CO)O)N2C=CC(=NC2=O)N,Cytidine
12994351,COC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)OC)O,Cytidine
13009365,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CCCN)CO)O,Cytidine
13146158,C=C1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O,Cytidine
13630026,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=NC(=NC2=O)N)N)O)O)O,Cytidine
13845038,CC1=CN(C(=O)N(C1=O)C)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
13941596,CCN1C(=O)C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
14133066,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CN)O,Cytidine
14410659,C[C@H]1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C)CO)O,Cytidine
14427740,C1[C@@H]([C@H](O[C@H]1N2C=CC=CC2=O)CO)O,Cytidine
14530807,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,Cytidine
14539818,C=CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,Cytidine
14803227,CN(C)C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
14862102,CO[C@H]1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,Cytidine
14862326,CCCC1=CN(C(=O)N=C1N)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
14885958,C#CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
15037959,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CF)O)O)F,Cytidine
15124187,CC1=CN(C(=O)N=C1N)[C@H]2C[C@@H]([C@H](O2)CO)Cl,Cytidine
15124212,CCCCN1C(=O)C=NN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
15277004,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CS)O,Cytidine
15277413,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)COO)CO)O,Cytidine
15333771,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](O2)(CO)C(=O)C)O,Cytidine
15374279,CCS[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Cytidine
15403854,CC(=O)[C@@]1(C[C@@H]([C@H](O1)CO)O)N2C=CC(=O)NC2=O,Cytidine
15609252,CC(=O)O[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Cytidine
15613706,C1=CC=C2C(=C1)N=NN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Cytidine
15659047,C1[C@@H]([C@H](O[C@H]1C2=CC=CNC2=O)CO)O,Cytidine
15673565,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=C=O,Cytidine
15693249,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CN)CO)O,Cytidine
15934098,C1=CC2=NN(N=C2C=C1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Cytidine
15954533,C1CC1C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CO)O,Cytidine
15956150,CN(C)C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
16057990,CC1=CN(C(=O)N=C1N)[C@H]2[C@@H](C[C@H](O2)CO)F,Cytidine
18345944,CC1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)OCCOC,Cytidine
18650247,C[C@]1([C@H](C[C@@H](O1)N2C=CC(=O)NC2=O)O)CO,Cytidine
20847520,CN1C(C=CN(C1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)N,Cytidine
21136976,CC#CC1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
21595512,C1=C(C(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)N,Cytidine
21786077,COC1=NC(=O)C=CN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
21824453,COC1=CN(C(=O)NC1=S)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
21828013,C1=NN(C(=N1)C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
22211279,C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O,Cytidine
22796909,C1CNC(=O)N(C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
23238948,CC[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=O)NC2=O)CO)O,Cytidine
24820365,CCO[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O)O,Cytidine
24820718,CCO[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O)O,Cytidine
42601468,C[C@H]1[C@@H]([C@](O[C@H]1N2C=CC(=NC2=O)N)(CO)N=[N+]=[N-])O,Cytidine
44159563,C([C@@H]1[C@H]([C@H](C(O1)NC(=O)N)O)O)O,Cytidine
51360252,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CN)O)O,Cytidine
53655871,C=CCC1=C(NC(=O)N(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Cytidine
53781503,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=NC2=O)N)C#C)O)O,Cytidine
54112622,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](S2)CO)O)F,Cytidine
54194934,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)C=O)CO)F,Cytidine
54515638,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=NC2=O)N)I)O)O,Cytidine
56608890,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C#CCF)CO)O,Cytidine
59628308,CO[C@@H]1[C@@H]([C@H](S[C@H]1N2C=CC(=O)NC2=O)CO)O,Cytidine
67175601,C[C@]1([C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O)O,Cytidine
69906586,C1=NN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)F)O,Cytidine
71356777,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COCC(=O)O)O)O,Cytidine
71621353,CC[C@]1([C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)F)O)CO,Cytidine
86288424,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@](O2)(CO)F)O)F,Cytidine
90472730,CC1=CN(C(=O)NC1=O)[C@H]2C[13C@@H]([C@H](O2)CO)O,Cytidine
90472731,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([13C@@H]([C@H](O2)CO)O)O,Cytidine
90472737,[2H]C([2H])([C@@H]1[C@H](C[C@@H](O1)N2C=CC(=O)NC2=O)O)O,Cytidine
90474928,CC(C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)OC,Cytidine
90669224,CCN1C(=O)C=CN(C1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine
92043551,[2H]C([2H])([C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)O,Cytidine
100935581,[2H][C@@]1([C@H]([C@@H](O[C@]1([2H])C([2H])([2H])O)N2C=CC(=O)NC2=O)O)O,Cytidine
100935585,[2H][C@@]1([C@H]([C@@H](O[C@]1([2H])C([2H])([2H])O)N2C=CC(=NC2=O)N)O)O,Cytidine
100997305,C1=C(C(=O)NC(=S)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)CC(=O)N,Cytidine
101075208,CC(=O)O[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=CC(=NC2=O)N)CO,Cytidine
101245382,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)Cl)/C=C/CO,Cytidine
101335352,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C=C)O)O,Cytidine
101335354,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C#N)O)O,Cytidine
101335355,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C#C)O)O,Cytidine
101335356,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)I)O)O,Cytidine
101343952,C1=CN(C(=O)NC1=O)[13C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
101384428,[2H]C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine
101623924,CCC1=CN(C(=O)N=C1N)[C@H]2C[C@@H]([C@H](O2)CO)F,Cytidine
101658091,C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)C#N,Cytidine
