ID,MATS3p,SM10_AEA(dm),GATS7s,F07[N-O],VE1sign_Dz(v),VE3sign_D/Dt,P_VSA_charge_4,CATS2D_09_DA,B09[O-O],CATS2D_06_DL,SpMAD_EA(ri),SM5_X,P_VSA_charge_7,CATS2D_04_AA,CATS2D_05_DL,H-052,CATS2D_09_AA,F05[N-N],SpDiam_AEA(ed),VE1sign_B(p),MATS3m,F10[O-O],P_VSA_LogP_5,Eig04_AEA(bo),nN(CO)2,CATS2D_03_DL,s2_numRotBonds,P_VSA_LogP_4,Mv,IC1,MATS2m,MATS2p,GATS6i,P_VSA_charge_2,Eig03_AEA(ed),CATS2D_05_DA,GATS2p,C-016,s2_pathLength,GATS8i
Park_2007_2b,0.03521141168705266,0.29481747678386805,0.6333577830021053,0.8333333333333334,0.020117582592567823,0.08833104605326902,0.0,0.8,1.0,0.25,0.9925801352236565,0.43831173700110515,0.26136472885227463,0.7142857142857143,0.3333333333333333,0.0,0.5714285714285714,0.8,0.18909983876330827,0.7522948325305221,0.41338317979416933,0.0,0.19527570173019193,0.8717522306856789,1.0,0.0,0.14285714285714285,0.44467506222929637,0.7363468688835031,0.8685657538944014,0.31118391735416373,0.7589953418195664,0.8548946870657601,0.38409962528465624,0.7375963725907315,0.8333333333333334,0.2463289670254234,0.0,0.09090909090909083,0.9903583129305877
Park_2007_2c,0.18978500971510145,0.2948174808476356,0.6585514081614348,0.8333333333333334,0.0,0.34745305611849286,0.0,0.8,1.0,0.25,0.917157666601069,0.43831173700114345,0.19379517565466356,0.7142857142857143,0.3333333333333333,0.0,0.5714285714285714,0.8,0.2068085905023107,0.7581133817291597,0.5813448590859488,0.0,0.19527570173019193,0.8829118874520172,1.0,0.0,0.14285714285714285,0.44467506222929637,0.6705062142946598,0.8571976620787662,0.3202463336659637,0.6979970941713367,0.7097473988592178,0.38409962528465624,0.7375989878026861,0.8333333333333334,0.30720371426161375,0.0,0.09090909090909083,0.8673771055634207
Park_2007_2d,0.23541713176611856,0.2948174811888076,0.5359470118363887,0.8333333333333334,0.11421645919650301,0.5621362875810965,0.0,0.8,1.0,0.25,0.8375865006037593,0.43831173700112747,0.24894873305974016,0.7142857142857143,0.3333333333333333,0.0,0.5714285714285714,0.8,0.3859383122548241,0.7560983475204464,0.6744364632524754,0.0,0.19527570173019193,0.8848187094016065,1.0,0.0,0.14285714285714285,0.44467506222929637,0.5585771014936318,0.8087813234153454,0.3230196264536735,0.5967855068548753,0.8534183350104243,0.38409962528465624,0.7375992275805716,0.8333333333333334,0.40912838802193097,0.0,0.09090909090909083,0.928944585300008
Skilling_2018_5a,0.38545237053177095,0.9999999999400173,0.23902722033886925,0.0,0.47710653696987054,0.8789643820050733,1.0,0.2,0.0,0.5,0.07859343468100555,1.6903145549918008e-14,0.316518286257351,0.5714285714285714,0.3333333333333333,1.0,0.0,0.0,0.9790422431487014,0.5881052314562347,0.9916508224945098,1.0,0.825029930653126,0.34882820565806183,0.0,0.0,0.19047619047619027,0.18413000334500823,0.3627965224189662,0.5936618558816487,0.5066753057818584,0.298663734590574,0.1280517275528008,0.17540993639130253,0.454275631442262,0.0,0.6813902503715279,1.0,0.2727272727272727,0.5847089570043191
Skilling_2018_5b,0.3785544105923907,0.9999999999399929,0.28107614506526013,0.0,0.4114693827334232,0.8601151024719147,1.0,0.2,0.0,0.5,0.1333015475896353,2.453592884421596e-14,0.26136472885227463,0.5714285714285714,0.3333333333333333,1.0,0.0,0.0,0.9546686714741175,0.5907381749219061,0.938047742016799,1.0,0.825029930653126,0.34854023815799495,0.0,0.0,0.19047619047619027,0.18413000334500823,0.4734667182554979,0.7171397926541578,0.5309256902296545,0.3871670770324464,0.38767899195990285,0.17540993639130253,0.4542755140250385,0.0,0.5845916664603021,1.0,0.2727272727272727,0.5254356320689635
Skilling_2018_5c,0.06312625462045435,1.0000000000000004,0.03492798984745038,0.0,0.362648908531906,0.8567904067216495,1.0,0.2,0.0,0.25,0.3788440928169372,2.6478819137309983e-14,0.20621117144719892,0.5714285714285714,0.6666666666666666,0.5,0.0,0.0,0.7303256108072067,0.5569247159433992,0.7172316662413519,1.0,0.825029930653126,0.368642062826563,0.0,0.0,0.19047619047619027,0.18413000334500823,0.4734667182554979,0.7171397926541578,0.6373752687794908,0.6008818439676105,0.006651570009980734,0.17540993639130253,0.4543235815998363,0.0,0.45218021149187226,1.0,0.2727272727272727,0.4865309732893226
Skilling_2018_6a,0.4070262856623456,0.9999999999400173,0.0,0.0,0.5035955585195768,0.8980090531508867,1.0,0.2,0.0,0.75,0.0,1.4349632593280148e-14,0.26136472885227463,0.4285714285714285,0.6666666666666666,1.0,0.0,0.0,1.0000000000000004,0.5519950048061464,0.9937804971764579,0.5,0.6725810830252303,0.34885684815371,0.0,0.5,0.19047619047619027,0.18413000334500823,0.067766276699885,0.22635521865066055,0.35283198887151257,0.05557251344063918,0.021398284111064036,0.17540993639130253,0.454275632307537,0.0,0.9498201854653279,1.0,0.2727272727272727,0.43580952301117803
Skilling_2018_6b,0.4058491755912402,0.9999999999400173,0.03512780540347937,0.0,0.5089480788405811,0.900314843618014,1.0,0.2,0.0,0.75,0.035410348974444616,0.0,0.26136472885227463,0.4285714285714285,0.6666666666666666,1.0,0.0,0.0,0.9980098081597153,0.5524820555434191,1.0,0.5,0.6725810830252303,0.3488568286235907,0.0,0.5,0.19047619047619027,0.18413000334500823,0.11268377151862108,0.3136992397871965,0.3853224830038117,0.08286484399223659,0.029985853543473162,0.17540993639130253,0.4542756323075441,0.0,0.9172028695906489,1.0,0.2727272727272727,0.44518123753826266
Skilling_2018_6c,0.40234866085013826,0.9999999999400173,0.1440525023063346,0.0,0.4909772482332118,0.8918414572453115,1.0,0.2,0.0,0.75,0.12122020349378104,1.3711254354120683e-14,0.26136472885227463,0.4285714285714285,0.6666666666666666,1.0,0.0,0.0,0.9894736306463394,0.553519405849145,0.9972564706425903,0.5,0.6725810830252303,0.34885424841417434,0.0,0.5,0.19047619047619027,0.18413000334500823,0.23088770525214652,0.5197898014091744,0.4533036873739258,0.15835080068366236,0.07761751533398664,0.17540993639130253,0.4542756323012185,0.0,0.8281916012251287,1.0,0.2727272727272727,0.4920136291760788
Skilling_2018_6d,0.39961595750439377,0.9999999999400173,0.23458241786946255,0.0,0.45440109420818364,0.8789643820050733,1.0,0.2,0.0,0.75,0.17420955173676766,1.6903145549918008e-14,0.26136472885227463,0.4285714285714285,0.6666666666666666,1.0,0.0,0.0,0.9790422431487014,0.5543277189045668,0.978904734703525,0.5,0.6725810830252303,0.34882820565806183,0.0,0.5,0.19047619047619027,0.18413000334500823,0.3108491898365848,0.6389473062407411,0.48590385158685145,0.21257003072713743,0.13144710045935426,0.17540993639130253,0.454275631442262,0.0,0.7652437993018775,1.0,0.2727272727272727,0.5642684464641019
Skilling_2018_6e,0.3956788808793082,0.9999999999399929,0.32993294340783774,0.0,0.3850199580610215,0.8601151024719147,1.0,0.2,0.0,0.5,0.2368312709286311,2.453592884421596e-14,0.26136472885227463,0.4285714285714285,0.3333333333333333,1.0,0.0,0.0,0.9546686714741175,0.5566770887932402,0.9345764024280334,0.5,0.6725810830252303,0.34854023815799495,0.0,0.5,0.19047619047619027,0.18413000334500823,0.4121337369768625,0.7629632535995459,0.5123899669526473,0.285121360238636,0.2610635752492261,0.17540993639130253,0.4542755140250385,0.0,0.6821543943571946,1.0,0.2727272727272727,0.5720354210116376
Nuthanakanti_2020_3a,0.24962426124571674,0.2824475313925281,0.5543575313361155,0.16666666666666666,0.4789630976129929,0.9256608586562612,0.0,0.2,1.0,0.75,0.36553616731150385,0.04664630641428516,0.24719747713255838,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4470595244456663,0.44106464315998584,0.8000134128699614,0.0,0.1965981367147225,0.5811646765865555,1.0,0.5,0.0,0.43832451570472314,0.0803793875311456,0.15046555211702062,0.3527079894264125,0.2098715880820889,0.3231280553139655,0.5927893141780098,0.5107460458623319,0.33333333333333337,0.8359352563513687,0.0,0.09090909090909083,0.5152930442820909
Nuthanakanti_2020_3b,0.26662039605046284,0.2824475313925281,0.5097753232378532,0.16666666666666666,0.4817312170061715,0.9224093445746264,0.0,0.2,1.0,0.75,0.3081838444248337,0.04664630641426795,0.24719747713255838,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4501967673736824,0.4406229666630008,0.8075826397106758,0.0,0.1965981367147225,0.5811646840274869,1.0,0.5,0.0,0.43832451570472314,0.03688643126429714,0.07118035637839948,0.31406027585078505,0.17047699639986486,0.32165484297045843,0.5927893141780098,0.5107460458623319,0.33333333333333337,0.8759447418515651,0.0,0.09090909090909083,0.5230608589493786
