ID,MATS3p,MATS3v,SM10_AEA(dm),Eig01_EA(ed),SpMax_EA(ed),GATS3v,GATS7s,F07[N-O],SM12_EA(ed),SM09_EA(ed),SpMax_AEA(ri),SM11_EA(ed),Eig01_AEA(ri),SM10_EA(ed),SM14_EA(ed),SM13_EA(ed),SM15_EA(ed),SpDiam_AEA(ri),CATS2D_05_AA,Eig01_EA,SM09_AEA(bo),SpMax_EA,SpDiam_EA,SpDiam_EA(ed),VE1sign_Dz(v),SM08_EA(ed),VE3sign_D/Dt,GATS3p,SM15_AEA(ed),SM15_EA,SpMax_AEA(ed),Eig01_AEA(ed),VE2sign_D/Dt,VE2sign_Dz(v),F05[N-O],VE2sign_Dz(m),VE2sign_Dz(Z),SpDiam_AEA(bo),SM07_EA(ed),P_VSA_charge_4,VE1sign_Dz(i),SM14_AEA(ed),SM14_EA,SM13_EA,VE3sign_Dz(m),VE3sign_Dz(Z),SM13_AEA(ed),CATS2D_09_DA,MATS3i,VE2sign_Dz(e),SpMax_AEA(bo),Eig01_AEA(bo),VE3sign_Dz(v),VE1sign_Dz(m),GATS7e,VE1sign_D/Dt,VE3sign_Dz(e),VE1sign_Dz(Z),VE2sign_Dz(i),B09[O-O],CATS2D_06_DL,SpMax_A,SpMAD_EA(ri),SM5_X,GATS3i,VE1sign_Dz(e),VE3sign_Dz(i),SM06_EA(ed),SpMax_EA(ri),Eig01_EA(ri),SM12_AEA(ed),P_VSA_charge_7,SM12_EA,CATS2D_04_AA,SpMax_L,CATS2D_05_DL,H-052,CATS2D_09_AA,F05[N-N],SM11_EA,P_VSA_ppp_cyc,SM05_EA(ed),F09[O-O],SpDiam_AEA(ed),VE1sign_B(p),SM10_EA,SM11_AEA(ed),SM09_EA,SM10_AEA(ed),SM09_AEA(ed),MDEN-23,MATS3m,F10[O-O],GATS3m,B10[O-O],MCD,GATS5i,P_VSA_LogP_5,CATS2D_07_AA,B01[N-N],Eig04_AEA(bo),LOC,nN(CO)2,SM08_AEA(ed),CATS2D_03_DL,s2_numRotBonds,P_VSA_LogP_4,CATS2D_06_DD,VE1sign_B(v),MATS3s,Mv,IC1,MATS2m,MATS2p,GATS6i,P_VSA_charge_2,Eig03_AEA(ed),SM04_EA(ed),CATS2D_05_DA,P_VSA_charge_13,F01[N-N],SHED_DA,SM07_EA,Fsp3,chiralPhMoment,SM12_AEA(dm),Eig03_EA(ed),SpPosA_A,SM07_AEA(ed),SM08_EA,s4_phSize,GATS2p,C-016,Eta_D_epsiB,minaaN,nLevel6,s2_pathLength,SpMAD_B(p),SpMAD_A,SM15_EA(ri),GNar,SM03_EA(ed),X0A,GATS8i
Ma_2019_A,0.22306696233901624,0.34485065373733464,0.38248987290284964,0.38248987290284964,0.38248987290284964,0.6893262221634444,0.39077921157453166,0.5,0.4646411365018217,0.49760208389656313,0.46712653131088544,0.472949676861373,0.46712653131088544,0.4858864716950837,0.451073186765397,0.45674401440718704,0.4460542401827796,0.5005570010939895,0.2727272727272727,0.4439207611349172,0.4439207611349172,0.4439207611349172,0.4439207611349172,0.42890891544789955,0.33920164762146543,0.5200458529335714,0.4336736036004559,0.8266295159888055,0.48715826865733547,0.5315382498135017,0.34517994227494864,0.34517994227494864,0.04141896197797143,0.7961352934327786,0.5,0.5501986846434263,0.5494489459582845,0.5937165514867715,0.5343537799438876,0.0,0.27704799536498503,0.5004311540049784,0.5397058879933025,0.5501924788435675,0.676949743771825,0.6765840490698842,0.515291301203618,0.4,0.302063422015437,0.547989189987272,0.6892726688439446,0.6892726688439446,0.9155596478766673,0.18867471047435672,0.5071641136146435,0.01972516511754578,0.6770462590242213,0.18857910423024596,0.7516779045212554,0.0,0.0,0.69750204369603,0.5196842257121244,0.31303140900262016,0.6760385436727145,0.18836821476232146,0.7456697817287556,0.5759665504221214,0.5035989385309669,0.5035989385309669,0.5318886791782731,0.0,0.5600758086242692,0.4285714285714285,0.2922233482801193,0.0,0.0,0.14285714285714285,0.0,0.5731736078813725,0.14821318507701672,0.5828625324103598,0.0,0.24339918264832328,0.0,0.5846063368993848,0.5503389443039666,0.5988997338907556,0.5706769383230483,0.5927769677681312,0.13491931843940935,0.6690199196634175,0.0,0.4678686481249492,0.0,0.8140994688556262,0.3065154633015543,0.1754818101017782,0.20000000000000004,0.0,0.0368993455518245,0.16502497648786985,0.0,0.5963380688574382,0.0,0.14285714285714285,0.41563814985284137,0.0,0.0,0.8772113342524948,0.6262469847095984,0.6570557019806644,0.13614802463703465,0.7914779816047085,0.0700412360739815,0.01576147254530547,0.5804228813592482,0.5680309195992521,0.5,0.0,0.0,0.1137417636956235,0.575237832847594,0.3939393939393937,0.15683060110040264,0.46181851370012983,0.46181851370012983,0.7223099110451479,0.5728976710800335,0.5668987905210567,0.3130434782608707,0.3048950019013552,0.0,0.27592030069709395,0.9196920248763827,0.3636363636363636,0.09090909090909083,0.6747473905992178,0.7223099110451585,0.5237186484645102,0.5856113433886811,0.5528639859165194,0.44240267923127696,0.5864794764340462
Ma_2019_U,0.2184087339634914,0.3816632971654029,0.2708500975333039,0.2708500975333039,0.2708500975333039,0.6711988230657031,0.5898446623111959,0.0,0.3179766404587312,0.3298156890871251,0.35323777615322083,0.32052134746119965,0.35323777615322083,0.3265562148702186,0.3130135742002702,0.3147172230741866,0.3112077959036599,0.3418486976504109,0.1818181818181818,0.33435578915604314,0.33435578915604314,0.33435578915604314,0.334355789156044,0.3132589898260436,0.09724269085719053,0.3414079152532796,0.7700769153867477,0.7740056383241694,0.3322678991156245,0.36877990723269516,0.2625956446838904,0.2625956446838904,0.3601185635776875,0.2635693356858033,0.25,0.09142085533594818,0.09062525003780644,0.12945063699767978,0.3436410491030619,0.0,0.07621038924758593,0.3389450758868442,0.37032229124966154,0.37439896832099606,0.4542056618597625,0.45352296300890604,0.3464480032004431,0.2,0.3546071973870817,0.0900177998775151,0.1043759579636534,0.1043759579636534,0.7928307050995104,0.0,0.5124571394770215,0.15772087093111453,0.45286906756436995,0.0,0.28797144408494224,1.0,0.25,0.4056551112461353,0.609883588469442,0.046646306414260014,0.5719371228529839,0.0,0.5888742676975658,0.3666645510946589,0.37332535445793447,0.37332535445793447,0.35484178780490083,0.0,0.37537820733165805,0.4285714285714285,0.18073427054019398,0.3333333333333333,0.0,0.14285714285714285,0.0,0.38154510891337345,0.02797218777501534,0.3605070909767907,0.25,0.17742616259278599,0.9748922579419113,0.38029349685115577,0.3641630444964683,0.3895634017680685,0.37438471378625593,0.3853511076308749,0.0,0.5330113332798048,0.0,0.5832198265527044,0.0,0.6411225040474917,0.17582807977313109,0.0,0.1,0.0,0.05013184806307924,0.19509530711841067,1.0,0.3838613674896241,0.0,0.14285714285714285,0.20153420028495383,1.0,0.9276365680782576,0.5628350761488563,0.5554900282231205,0.5873153826409081,0.028067376681546685,0.3163797545313834,0.13878152129756938,0.38409962528465624,0.20095049390364794,0.3465873681609848,0.5,0.5,0.0,0.09851630482514429,0.36739232810840505,0.5033670033670039,0.038749696233744746,0.10362562746601589,0.10362562746601589,0.32699925547430375,0.3646817864557921,0.35444711598037415,0.20869565217391378,0.711019667429929,1.0,0.3385901444198205,0.0,0.09090909090909088,0.09090909090909083,0.3738847844682587,0.3269992554743091,0.36715250042379033,0.17464549336653512,0.33675188508456433,0.8306661231648143,0.0
Ma_2019_C,0.1892422425600897,0.35437546231880523,0.2708500975333039,0.2708500975333039,0.2708500975333039,0.7135947702978194,0.46244877298397635,0.16666666666666666,0.3179766404587312,0.3298156890871251,0.35177567031119406,0.32052134746119965,0.35177567031119406,0.3265562148702186,0.3130135742002702,0.3147172230741866,0.3112077959036599,0.3421354789157096,0.2727272727272727,0.33435578915604314,0.33435578915604314,0.33435578915604314,0.334355789156044,0.3132589898260436,0.08157759406696165,0.3414079152532796,0.7700769153867477,0.8434698466386248,0.3322678991156245,0.36877990723269516,0.2625956446838904,0.2625956446838904,0.3601185635776875,0.22292153528797792,0.25,0.09520721932266979,0.09436586756112608,0.13061192059089066,0.3436410491030619,0.359388883796882,0.10243530851761463,0.3389450758868442,0.37032229124966154,0.37439896832099606,0.45765417708796075,0.4569369970995436,0.3464480032004431,0.2,0.2936171473887223,0.09071899869532352,0.13685532087520524,0.13685532087520524,0.773794812612046,0.0013206974788352172,0.5740651802526459,0.15772087093111453,0.45352062387246195,0.0013040682721513902,0.3616743798189973,0.0,0.25,0.4056551112461353,0.43565574586382105,0.046646306414260014,0.6962373795995704,0.0002447840812433433,0.6246850392025272,0.3666645510946589,0.3660476437914424,0.3660476437914424,0.35484178780490083,0.20621117144719892,0.37537820733165805,0.2857142857142857,0.18073427054019398,0.3333333333333333,0.0,0.0,0.0,0.38154510891337345,0.01195570512553798,0.3605070909767907,0.0,0.17742616259278599,0.8318908694475862,0.38029349685115577,0.3641630444964683,0.3895634017680685,0.37438471378625593,0.3853511076308749,0.0,0.5838313938672196,0.0,0.5379104940360859,0.0,0.6411225040474917,0.09579006170389448,0.2326327924959686,0.1,0.0,0.05162623333663818,0.19509530711841067,0.0,0.3838613674896241,0.0,0.14285714285714285,0.0,0.0,0.8256418267051094,0.6904894766062791,0.46075644597293053,0.6469408803304231,0.15780937294296568,0.44175743405174484,0.32773921338415146,0.02593016451001868,0.20095049390364794,0.3465873681609848,0.5,0.0,0.0,0.04366907783393659,0.36739232810840505,0.5033670033670039,0.038749696233744746,0.10362562746601589,0.10362562746601589,0.32699925547430375,0.3646817864557921,0.35444711598037415,0.20869565217391378,0.6677291383737245,1.0,0.29815583176935334,0.0,0.09090909090909088,0.09090909090909083,0.3166295180727561,0.3269992554743091,0.35107155643819077,0.17464549336653512,0.33675188508456433,0.8306661231648143,0.48515475951721054
Ma_2019_G,0.307924023430828,0.46394236953116863,0.3905164945849937,0.3905164945849937,0.3905164945849937,0.5747205922831924,0.3653019177243406,0.5,0.4743728274878469,0.5079910334709243,0.4924210631164536,0.4827273637259495,0.4924210631164536,0.4964742921449803,0.4603783398829844,0.4661509725411248,0.4551932294474099,0.5248324591304723,0.2727272727272727,0.46001356832553064,0.46001356832553064,0.46001356832553064,0.46001356832553064,0.4353001226553217,0.2591533994183799,0.5328704488951397,0.5082320846714461,0.7250052482092917,0.495581301246931,0.5543926051331054,0.34994993774392835,0.34994993774392835,0.08098430015263383,0.5790930132287567,0.5,0.3907058746355353,0.38995454232074134,0.5065687477433247,0.5462601345777145,0.359388883796882,0.22817482237451714,0.5097553337126843,0.5634925849492172,0.5750686419192723,0.6046938794663456,0.6042524846502515,0.5258641449707788,0.6000000000000001,0.38561249198891084,0.3885144421739943,0.5927437307756076,0.5927437307756076,0.8690750881382002,0.1375513574563816,0.5105114273220762,0.041570037287667866,0.6043427203456231,0.1374742933461104,0.5921164611627516,1.0,0.0,0.7455980287051602,0.7110671738888499,0.31303140900262016,0.597548691884846,0.1371188286360277,0.693404133508862,0.5958938020694182,0.5697805289041726,0.5697805289041726,0.5442012662298712,0.0,0.5865472237045202,0.5714285714285714,0.32931121292865484,0.0,0.0,0.14285714285714285,0.2,0.6015212153949703,0.13979873489568698,0.6006704277116066,0.25,0.24296660253662417,0.6473716120675506,0.6160769726155433,0.5650828470099736,0.6339652926845059,0.5888191978140913,0.6156525377254862,0.13491931843940935,0.5879658798607704,0.0,0.5243923904530234,0.0,0.7431192660550465,0.42552144417742244,0.32942161857093333,0.20000000000000004,0.0,0.5116333587838695,0.16947197142582648,0.0,0.6247999635536701,0.0,0.14285714285714285,0.289629053740691,0.0,0.628576638032906,0.6738599944099426,0.6503316158037196,0.7944060685210652,0.22402043514054296,0.6311572244031394,0.26294972748672407,0.37393093331994315,0.5877000714043232,0.6052159203825997,0.6666666666666666,0.5,0.0,0.2257115144797559,0.6208514186513243,0.3939393939393937,0.27843814894433055,0.4765248017312036,0.4765248017312036,0.5032049739529221,0.6071636539964747,0.6056469397111464,0.4173913043478275,0.4840496943999524,0.0,0.28679885863979326,0.9365031207636302,0.45454545454545453,0.09090909090909083,0.49687541255777656,0.503204973952915,0.5871962764730503,0.4791471411657833,0.5951028068371667,0.5603767270262772,0.6078285511668826
Ma_2019_dA,0.2779256936905553,0.42874981922266664,0.29098811919399337,0.29098811919399337,0.29098811919399337,0.6483317311100736,0.5823341401480309,0.16666666666666666,0.3474339454389126,0.3710776981872259,0.34463744088558723,0.35338333158137747,0.34463744088558723,0.36138195311735366,0.3393833139228031,0.34292263002386836,0.3367735783800807,0.38216689840415796,0.0,0.3227279913477954,0.3227279913477954,0.3227279913477954,0.3227279913477954,0.31158154451418696,0.4040321126066009,0.385795682849138,0.4573162167016147,0.7628187680465306,0.3518570073845204,0.38877093972198384,0.25702635701789767,0.25702635701789767,0.041209473282522564,1.0,0.0,0.7250715350832405,0.7243612237446456,0.5711366408598444,0.3998951212817383,0.0,0.3209756708674865,0.3622914242879034,0.39529669140249535,0.4038284243520245,0.7348452931359493,0.73454469550986,0.3740420603208001,0.4,0.3241418860004819,0.7229686510261664,0.6708267896621196,0.6708267896621196,0.9468907869499966,0.2389333404846876,0.6903966938352736,0.0183193599602125,0.7352579125374613,0.23883353816341144,0.9158416527397888,0.0,0.25,0.5629555574913123,0.5093747840953942,0.39709659798054797,0.6115608163212576,0.23879898322241222,0.7867385555060205,0.4283129570515136,0.39530789022900237,0.39530789022900237,0.38720607850700084,0.0,0.4120975998593037,0.4285714285714285,0.2034035227865214,0.0,0.0,0.14285714285714285,0.0,0.4229031766154012,0.15948326748472738,0.4399148071487664,0.0,0.17725653849622702,0.09729088453041912,0.43325141015709523,0.40184550712450395,0.44469782780325406,0.41795624837393675,0.43542113080632383,0.13491931843940935,0.5614317332566744,0.0,0.5702483839984351,0.0,0.8929663608562703,0.24375255216596514,0.1754818101017782,0.1,0.0,0.031753470524074956,0.15512928610413362,0.0,0.4392948284837459,0.0,0.0,0.41563814985284137,0.0,0.09593955763331685,0.6582517346846962,0.6006085064481246,0.6899196027493715,0.230460947011479,0.7941385115741297,0.2315860726434238,0.01576147254530547,0.5364211799309748,0.42632844739322184,0.0,0.0,0.0,0.1335729084987578,0.42892738724822976,0.3939393939393937,0.11955758904340813,0.42842069693094165,0.42842069693094165,0.7887215581963574,0.42329733543729553,0.4246734990007184,0.26956521739130496,0.2427838195786558,0.0,0.2628983982264508,0.9301847073168595,0.3030303030303018,0.1515151515151527,0.7233113076066564,0.7887215581963716,0.39775748691243784,0.7058722520796596,0.41578952715854545,0.311320403903494,0.6584169830871665
Ma_2019_T,0.0,0.12537770946690813,0.07030044725369056,0.07030044725369056,0.07030044725369056,0.9116900127302339,0.688402074695287,0.0,0.11047742059866472,0.1372812669406045,0.1806584472565138,0.11654153379522914,0.1806584472565138,0.1285586866706918,0.09970445050663912,0.10370490791822551,0.09578559187963442,0.1778568403673937,0.0,0.15120541516331354,0.15120541516331354,0.15120541516331354,0.15120541516331443,0.0780596833992604,0.23006662509380899,0.1591573607864687,0.7711726098496939,1.0,0.16500799756487794,0.21277082135325553,0.056549615153208777,0.056549615153208777,0.3629313325361696,0.6082209416861939,0.0,0.3217988716560003,0.3210402113997354,0.16272505076783794,0.17026543949862827,0.0,0.1473481161517045,0.1776777457218408,0.21958978168889853,0.2292869558486501,0.602354765497073,0.6019228119688245,0.19186506216617083,0.2,0.0,0.3216070375244298,0.12800287810117528,0.12800287810117528,0.889827284057148,0.08035668689009831,0.5713889965139608,0.1589618762768522,0.6030004386741654,0.08032813797931601,0.4878980581688601,1.0,0.25,0.25493751370434836,0.8291885138749517,0.137938679231461,1.0,0.0808463410426722,0.6745471427209526,0.21070496657268567,0.2808503568311407,0.2808503568311407,0.20770867117038527,0.19204391972748178,0.23769257689784684,0.4285714285714285,0.11895772114019643,0.0,0.0,0.14285714285714285,0.0,0.25143357965248825,0.01127008240771113,0.22037719587873017,0.25,0.024016480549333696,0.6100715283606648,0.26095077222671126,0.22532551796686384,0.2804772061328302,0.244776286716208,0.2660010338561065,0.0,0.4231981858468127,0.0,0.6499823148690289,0.0,0.6411225040474917,0.3498017891030438,0.04414928908682607,0.0,0.0,0.10976621233821415,0.19509530711841067,1.0,0.2793863944914161,0.5,0.0,0.20153420028495383,1.0,0.46609398833007865,0.4921527864480546,0.4303811698873714,0.5405539105704964,0.4117359821791693,0.6697339813102505,0.0537429648733454,0.38409962528465624,0.4900570111499869,0.25030269355075685,0.0,0.5,0.0,0.14279488774513815,0.29333136397458137,0.5909090909090904,0.0,0.3650828960924948,0.3650828960924948,0.29655423859831664,0.27936634823500306,0.26795045949969953,0.1652173913043481,0.4263164314091421,0.0,0.26078063591134404,0.0,0.3030303030303018,0.1515151515151527,0.32576402165040275,0.296554238598322,0.3185344641763992,0.17464549336653512,0.262816520248502,0.8306661231648143,0.3360662870421607
Ma_2019_dC,0.2449145144055867,0.42123675729356963,0.0416614316857018,0.0416614316857018,0.0416614316857018,0.6728937152989625,0.7916162050032969,0.0,0.06936670496997,0.08797341565869576,0.09914645763456864,0.07402861857030452,0.09914645763456864,0.0811642453640049,0.06191288133679773,0.06496993788601912,0.059192033022067214,0.09796396189245193,0.0,0.09530012809279054,0.09530012809279054,0.09530012809279054,0.09530012809279143,0.05361788033265258,0.14608939369909596,0.09964192350753098,0.7870892449993849,0.7719379200234575,0.10171580864963303,0.131378155112567,0.031793534854414496,0.031793534854414496,0.38443296229995993,0.4155649177238362,0.0,0.25917036279229455,0.2583694592469884,0.02337755868253666,0.10849395579212295,0.359388883796882,0.14351966550080975,0.10883788244269965,0.13508612483015892,0.14058193719250145,0.5852432596456154,0.5847721708282223,0.116615104785323,0.2,0.3216090222026283,0.2548365756319026,0.02466616508549979,0.02466616508549979,0.8533918604113466,0.05015724389080273,0.9044271692046261,0.15823823767951617,0.583694085512525,0.05013774838277857,0.5134930363222052,0.0,0.5,0.16025238717216084,0.3414967524808681,0.13793867923145112,0.6203448482724649,0.049310413945078804,0.6911591133186952,0.12785092890764105,0.09954356702499112,0.09954356702499112,0.125067462419576,0.20621117144719892,0.144787406742223,0.2857142857142857,0.0024759304000259164,0.0,0.0,0.0,0.0,0.15229705219345835,0.02322578753324908,0.13534617752321587,0.0,0.0054579537898322705,1.0,0.1562562807871819,0.13419568630526335,0.16633341233017784,0.14396694088694062,0.15428898830539062,0.0,0.4537564110732543,0.0,0.6510730657086077,0.0,0.7190366972477071,0.0,0.2326327924959686,0.1,0.0,0.025648054523450536,0.19503765593058725,0.0,0.1596390788422113,0.0,0.0,0.0,0.0,1.0,0.5185288587094861,0.4276432264955998,0.683940571125857,0.24127048206142343,0.4413531212971574,0.5801773256712872,0.02593016451001868,0.07457709797819234,0.1435703494887859,0.0,0.0,0.0,0.06060365208311347,0.1678671340698381,0.5033670033670039,0.0,0.05325487166929088,0.05325487166929088,0.27543458162085344,0.15715278826736068,0.1558576068969293,0.1652173913043481,0.5929472475607191,1.0,0.2831631927934162,0.0,0.06060606060606072,0.1515151515151527,0.31108096951891984,0.27543458162085876,0.128933653838172,0.276638103330459,0.14884235298481752,0.7074650286669009,0.4877973436012488
Ma_2019_dG,0.364243997938026,0.5485585986096666,0.3052554300710746,0.3052554300710746,0.3052554300710746,0.530829265476934,0.7490423305347822,0.16666666666666666,0.36267002003447146,0.3862131905399364,0.39061040642126166,0.3683607260143278,0.39061040642126166,0.3772294304148005,0.35447693385616397,0.35792029017795635,0.3518118048587988,0.4262362749214077,0.0,0.3525554130542945,0.3525554130542945,0.3525554130542945,0.3525554130542954,0.3244333740500833,0.3293966169734632,0.4039338843222966,0.5398017834983183,0.658921207453391,0.3639351046121604,0.42120543916578423,0.26655572907486746,0.26655572907486746,0.08832761857053213,0.7733713109570017,0.0,0.5568116778497946,0.556092732936965,0.47893806088825386,0.4162070871168453,0.359388883796882,0.2761250349942814,0.3754223342936793,0.4283694491310204,0.43779458411074135,0.679265356315134,0.6789124211045027,0.3886563801260827,0.6000000000000001,0.41132586845181424,0.5547049881714659,0.5685417077653936,0.5685417077653936,0.9117336215446349,0.19125271540795644,0.9128749304208578,0.042856317344024765,0.6794089017638687,0.1911677784780704,0.7493570442112305,1.0,0.5,0.6271488774673646,0.7144473976595975,0.39709659798054475,0.530798040012193,0.19098847431220134,0.7450384769775868,0.4546058486389999,0.4988429635413443,0.4988429635413443,0.4039020110029554,0.0,0.4473947007611132,0.5714285714285714,0.2572709295853297,0.0,0.0,0.14285714285714285,0.2,0.4600571827762199,0.15106881730339763,0.4626498866928541,0.25,0.18160150157943278,0.7669530182575719,0.4733364622738012,0.4214494855920563,0.4887690814430412,0.4415996207716404,0.4646291884967919,0.13491931843940935,0.49352293231486777,0.0,0.6187486452043709,0.0,0.8140994688556262,0.3657139977576893,0.32942161857093333,0.1,0.0,0.5109410917883053,0.16502497648786985,0.0,0.4748847181570426,0.0,0.0,0.289629053740691,0.0,0.7514430384823964,0.5158056467461796,0.6262469847095984,0.8295774806846721,0.32427086065016897,0.6307393669504179,0.4254527220225093,0.37393093331994315,0.5429603481886831,0.4716216501638124,0.16666666666666666,0.5,0.0,0.21137443362270503,0.48398029454893265,0.3939393939393937,0.24232504618068457,0.4423294650638214,0.4423294650638214,0.5613617849526218,0.4652387446704793,0.47164405971260503,0.3739130434782619,0.4210990579597844,0.0,0.27592030069709395,0.9550071843104954,0.3030303030303018,0.1515151515151527,0.5487652095862368,0.5613617849525987,0.48346745008265213,0.5856113433886811,0.466074287023611,0.44240267923127696,0.6691935523288775
Zhao_2016_1,0.23767423860149822,0.37995633611567736,0.3905164945849937,0.3905164945849937,0.3905164945849937,0.6813861990129855,0.40954920086439106,0.5,0.4743728274878469,0.5079910334709243,0.48698266087266795,0.4827273637259495,0.48698266087266795,0.4964742921449803,0.4603783398829844,0.4661509725411248,0.4551932294474099,0.5196199923700071,0.36363636363636365,0.46001356832553064,0.46001356832553064,0.46001356832553064,0.46001356832553064,0.4353001226553217,0.2276874104462434,0.5328704488951397,0.5082320846714442,0.8179608049276552,0.495581301246931,0.5543926051331054,0.34994993774392125,0.34994993774392125,0.08098430015263205,0.5096922448990792,0.75,0.323088092705451,0.32234862506987383,0.5464487505186373,0.5462601345776728,0.359388883796882,0.1984679865323949,0.5097553337126843,0.5634925849492172,0.5750686419192723,0.5700138958185375,0.5695418784483278,0.5258641449707362,0.6000000000000001,0.33907603610487236,0.32105850777151673,0.5315472026097599,0.5315472026097599,0.8514867094960361,0.10980391350700044,0.5663843040346553,0.04157003728766706,0.5695009235917841,0.10974602116301499,0.5211511765099678,1.0,0.0,0.7455980287051602,0.7103974233300683,0.31303140900259785,0.6740901358770421,0.1094147805069484,0.6671008369290846,0.5958938020694182,0.5347855262416026,0.5347855262416026,0.5442012662298712,0.0,0.5865472237045202,0.4285714285714285,0.32931121292865484,0.0,0.0,0.14285714285714285,0.0,0.6015212153949161,0.14524681942523812,0.6006704277116066,0.25,0.2429666025366184,0.8361430169176762,0.6160769726155433,0.5650828470099736,0.6339652926845059,0.5888191978140345,0.615652537725424,0.13491931843940935,0.6024043150204855,0.0,0.49736032984610046,0.0,0.7431192660550465,0.3579780307027769,0.5408287913136192,0.20000000000000004,0.0,0.5360757358864445,0.16947197142582648,0.0,0.6247999635536701,0.0,0.14285714285714285,0.16949559963237926,0.0,0.8278424888101067,0.6799287403284161,0.6503316158037196,0.7532156677261459,0.2291545168773848,0.6838889235762331,0.13636122806743733,0.17540993639130253,0.5877000714043152,0.6052159203825997,0.5,0.0,0.0,0.17350739324146836,0.6208514186513243,0.3939393939393937,0.27843814894433055,0.47652480173120093,0.47652480173120093,0.5032049739529221,0.6071636539964747,0.6056469397111464,0.4173913043478275,0.4516319307590182,0.0,0.28679885863979326,0.0,0.45454545454545453,0.09090909090909083,0.4357575755853125,0.503204973952915,0.5555524216655066,0.4791471411657833,0.5951028068371667,0.5603767270262772,0.6078285511668811
Zhao_2016_2,0.29073213308119905,0.46443965380295754,0.3052554300710746,0.3052554300710746,0.3052554300710746,0.6384345677627543,0.8124432876118755,0.16666666666666666,0.36267002003447146,0.3862131905399364,0.3807779748177902,0.3683607260143278,0.3807779748177902,0.3772294304148005,0.35447693385616397,0.35792029017795635,0.35181180485881836,0.4168180776257078,0.09090909090909091,0.3525554130542945,0.3525554130542945,0.3525554130542945,0.3525554130542954,0.3244333740500833,0.30143360443586004,0.4039338843222966,0.5398017834983104,0.7535830883937447,0.3639351046121604,0.42120543916578423,0.26655572907486746,0.26655572907486746,0.08832761857052726,0.708450603390874,0.25,0.49381563539629236,0.4931104961656103,0.5297427215892228,0.4162070871168453,0.359388883796882,0.24960218583327343,0.3754223342936793,0.4283694491310204,0.43779458411074135,0.6562663925864815,0.6558992573202012,0.3886563801260827,0.6000000000000001,0.36200530606520553,0.49187330782538213,0.514140255311152,0.514140255311152,0.9001818247956329,0.16669437954183994,0.989436012161853,0.04285631734402235,0.6563607574381485,0.16662748317307283,0.6826631428473233,1.0,0.5,0.6271488774673646,0.7136900950323266,0.3970965979805512,0.6083983238966364,0.1664738438920617,0.726123512889173,0.4546058486389999,0.4462146019467701,0.4462146019467701,0.4039020110029554,0.0,0.4473947007611132,0.4285714285714285,0.2572709295853297,0.0,0.0,0.14285714285714285,0.0,0.4600571827762199,0.15651690183294872,0.4626498866928541,0.25,0.18160150157943278,0.9137057305192531,0.4733364622738012,0.4214494855920563,0.4887690814430412,0.4415996207716404,0.4646291884967919,0.13491931843940935,0.5076572949859679,0.0,0.590285183145155,0.0,0.8140994688556262,0.29539327919192315,0.5408287913136192,0.1,0.0,0.535899766693535,0.16502497648786985,0.0,0.4748847181570426,0.0,0.0,0.16949559963237926,0.0,0.9063544496748556,0.5153499278223661,0.6262469847095984,0.7870998798649111,0.3295674420230936,0.6833527029006191,0.2944162409286095,0.17540993639130253,0.542960348188676,0.4716216501638124,0.0,0.0,0.0,0.11271102964953505,0.48398029454893265,0.3939393939393937,0.24232504618068457,0.44232946506382387,0.44232946506382387,0.5613617849526378,0.4652387446704793,0.47164405971260503,0.3739130434782619,0.38878564715788144,0.0,0.27592030069709395,0.0,0.3030303030303018,0.1515151515151527,0.471495364197728,0.5613617849525987,0.44135169239757044,0.5856113433886811,0.4660742870236039,0.44240267923127696,0.6691935523288775
