cid,isosmiles,Type,MLOGP,ALOGP,ESOL,Canonical_smis
6426626,C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=S)(O4)O)N,Adenosine,0.055669798,-1.1648,-1.665434737,Nc1ncnc2c1ncn2C1OC(CO)C2OP(O)(=S)OC21
6438736,C/C=C\\N1C(=C2C(=NC1=O)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,na,na,na,C/C=C\n1c(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2nc1=O
6451079,C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)/C=C/C#N,Adenosine,-0.218130151,-0.8954,-1.357969941,N#C/C=C/c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
6478489,C/C=C/C1NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-0.451277013,-1.1144,-1.006913751,C/C=C/C1NC(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2N1
6478491,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2Cl)/C=C\\F,Adenosine,na,na,na,OC[C@H]1O[C@@H](n2cnc3c(Cl)nc(/C=C\F)nc32)[C@H](O)[C@@H]1O
6480471,C1[C@H]([C@@H]([C@@H](C1(F)F)O)O)N2C=NC3=C(N=CN=C32)N,Adenosine,1.02720524,-0.8023,-1.749909745,Nc1ncnc2c1ncn2[C@@H]1CC(F)(F)[C@@H](O)[C@H]1O
6480473,C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(OC([C@H](O3)CO)O)O)N,Adenosine,-0.26442275,-1.809,-0.774315023,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C(O)OC1O
6480510,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=CC3=C(N=CN=C32)N)O)O)CO,Adenosine,0.496245909,-1.0299,-1.3352133,Nc1ncnc2c1ccn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O
6481604,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(=NC(=C2F)Cl)N,Adenosine,0.01491137,-0.3723,-1.71474959,Nc1nc(Cl)c(F)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c12
6481827,CO[C@@H]1[C@H](O[C@H]([C@H]1O)N2C=NC3=C(N=CN=C32)N)CO,Adenosine,-0.054132118,-1.6116,-0.923945787,CO[C@H]1[C@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO
6481828,CO[C@@H]1[C@H](O[C@H]([C@H]1OC)N2C=NC3=C(N=CN=C32)N)CO,Adenosine,0.226908552,-1.2031,-1.210661801,CO[C@H]1[C@H](OC)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21
6481834,CC1=CC=NC2=NN=C(N12)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-0.395124099,-1.3888,-0.895435917,Cc1ccnc2nnc([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)n12
6482482,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)N=[N+]=[N-])O)N,Adenosine,-0.34438463,na,-1.324441707,[N-]=[N+]=N[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@H]1O
6482628,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(=S)N,Adenosine,-0.952039569,-1.4828,-0.778746918,NC(=S)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
6482630,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C#N,Adenosine,-0.952039569,-1.5052,-0.732254962,N#Cc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
6483432,C1[C@@H]([C@](O[C@H]1N2C=NC3=C(N=C(N=C32)F)N)(CO)C#N)O,Adenosine,0.269703113,-0.8849,-1.430876116,N#C[C@]1(CO)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O
6509777,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)/C=C/C#CI)O)O)N,Adenosine,1.589015062,-0.0911,-2.833362947,Nc1ncnc2c1ncn2[C@@H]1O[C@H](/C=C/C#CI)[C@@H](O)[C@H]1O
6536767,C1/C(=C\\N2C=NC3=C(N=CN=C32)N)/C1(CO)F,Adenosine,na,na,na,Nc1ncnc2c1ncn2/C=C1\CC1(F)CO
6541377,CC1(O[C@H]2[C@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=CN=C43)N)CO)C,Adenosine,0.904722987,-1.2851,-1.726391045,CC1(C)O[C@H]2[C@@H](CO)O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1
6560187,C1=NC2=C(NC(=O)N=C2N1[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N,Adenosine,-1.21442275,-2.4365,-0.019448963,Nc1[nH]c(=O)nc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
6560303,C=CCNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O,Adenosine,0.412815536,-0.848,-1.232670783,C=CCNc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
6560416,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)C(=O)[O-])O)O)N,Adenosine,-0.350330202,-2.489,-0.307369769,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](C(=O)[O-])[C@@H](O)[C@H]1O
6561296,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)NN,Adenosine,-0.26442275,-2.1626,-0.533845263,NNc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
6565903,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N=CN(C2=N)O,Adenosine,-0.26442275,-1.9939,-0.70803522,N=c1c2ncn([C@@H]3O[C@@H](CO)[C@@H](O)[C@H]3O)c2ncn1O
6566064,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)NO,Adenosine,-0.26442275,-2.0274,-0.690253875,OC[C@@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O
6575102,CN(C)C1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N,Adenosine,0.170083919,-1.3162,-1.06657135,CN(C)c1nc2c(N)ncnc2n1[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
6595184,C1=NC2=C(C(=N1)[S-])N=CN2[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O,Adenosine,-0.418590099,-0.81,-1.06984142,OC[C@@H]1O[C@@H](n2cnc3c([S-])ncnc32)[C@H](O)[C@@H]1O
6595185,C1=NC(=S)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O,Adenosine,-0.824590099,-0.8448,-0.957298735,OC[C@@H]1O[C@@H](n2cnc3c(=S)nc[nH]c32)[C@H](O)[C@@H]1O
6595777,C1[C@@H]([C@@H](O[C@H]1N2C3=NC=NC(=C3N=C2Br)N)CO)O,Adenosine,1.094618583,-0.2686,-2.165861372,Nc1ncnc2c1nc(Br)n2[C@H]1C[C@H](O)[C@H](CO)O1
6602111,C1=NC(=C2C(=N1)N(C(=N2)Cl)[C@H]3[C@@H]([C@H]([C@@H](O3)CO)O)O)N,Adenosine,0.213867882,-1.1439,-1.316435786,Nc1ncnc2c1nc(Cl)n2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
6602504,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H](O3)CO)O)N,Adenosine,0.090024566,-1.5094,-0.84383865,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H]1O
6603778,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)Cl)N,Adenosine,0.213867882,-1.1646,-1.311647186,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
6603995,C1C[C@H](OC1)N2C=NC3=C(N=CN=C32)N,Adenosine,1.597489452,-0.1044,-1.929083032,Nc1ncnc2c1ncn2[C@@H]1CCCO1
6610275,C[C@@H]1[C@@H](C[C@@H](O1)N2C=NC3=C(N=CN=C32)N)O,Adenosine,1.14173924,-0.3656,-1.767875642,C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)C[C@H]1O
6779534,CC1(O[C@H]2[C@@H](O1)[C@@H](O[C@@H]2C(=O)[O-])N3C=NC4=C(N=CN=C43)N)C,Adenosine,0.899990903,-1.754,-1.400352226,CC1(C)O[C@@H]2[C@@H](C(=O)[O-])O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1
6857539,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=CN(C2=N)O,Adenosine,-0.065878644,-2.8042,-0.857336687,N=c1c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1O
6913097,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)/C(=C/[N+]#N)/O,Adenosine,-2.02642275,-2.4175,-0.147688675,N#[N+]/C=C(\O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
6928544,C[C@H]1[C@@H]([C@@H]([C@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Adenosine,0.393409901,-1.1319,-1.264020773,C[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O
7040251,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)N,Adenosine,-0.345598117,-2.0201,-0.635690978,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O
7045516,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O,Adenosine,0.840764543,1.2355,-2.644250001,OC[C@@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O
7058183,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2[S-])N,Adenosine,-0.483598117,-1.0356,-0.986917256,Nc1nc([S-])c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
7059421,C1[C@@H]([C@@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,Adenosine,0.393409901,-1.2538,-1.136191372,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@H](CO)O1
7059448,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)[NH3+])O,Adenosine,-3.457091448,-2.4057,0.183895416,CN(C)c1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H]([NH3+])[C@H]1O
7059449,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)N)O,Adenosine,0.226908552,-1.4009,-1.060540048,CN(C)c1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](N)[C@H]1O
7065210,C1=NC2=C(C(=N1)Cl)N=CN2[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O,Adenosine,-0.127124099,-0.939,-1.300650017,OC[C@@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O
7068779,CCNC(=O)[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Adenosine,-0.183823532,-1.8587,-0.865080164,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1O
7070208,C1=NC(=C2C(=N1)N(C(=N2)Br)[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)N,Adenosine,0.355610565,-1.0349,-1.666379399,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O
7074916,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O,Adenosine,0.226908552,-1.1113,-1.141186996,CN(C)c1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O
7099911,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)NO,Adenosine,-0.26442275,-2.0274,-0.690253875,OC[C@@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@@H](O)[C@@H]1O
7116198,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)NN,Adenosine,-0.26442275,-2.1626,-0.533845263,NNc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O
7124539,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)N,Adenosine,-0.78495675,-2.5308,-0.430786973,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O
7173845,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N=C(N=C2Cl)N,Adenosine,-0.192132118,-1.1646,-1.217725852,Nc1nc(Cl)c2ncn([C@@H]3O[C@@H](CO)[C@@H](O)[C@H]3O)c2n1
7204908,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N)N,Adenosine,-0.40242275,-2.2457,-0.554659904,Nc1nc(N)c2ncn([C@@H]3O[C@@H](CO)[C@@H](O)[C@H]3O)c2n1
7256363,CCNC(=O)[C@@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Adenosine,-0.183823532,-1.8587,-0.865080164,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O
7282386,C[N+]1=C(C2=C(N=C1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N,Adenosine,-0.460132118,-1.9178,-0.581959405,C[n+]1cnc2c(ncn2[C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c1N
7349522,C1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O,Adenosine,-0.686590099,-1.8126,-0.621525097,OC[C@@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O
7458588,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)N=C(N=C2[S-])N,Adenosine,-0.483598117,-1.0356,-0.986917256,Nc1nc([S-])c2ncn([C@@H]3O[C@@H](CO)[C@@H](O)[C@H]3O)c2n1
7464989,COC(=O)[C@@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Adenosine,-0.058864202,-1.5602,-0.900815575,COC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O
7464993,COC(=O)[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Adenosine,-0.058864202,-1.5602,-0.900815575,COC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1O
9835398,C[C@@]1([C@@H]([C@H](O[C@H]1N2C=CC3=C(N=CN=C32)N)CO)O)O,Adenosine,0.15391657,-1.0371,-1.277920056,C[C@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc2c(N)ncnc21
9862222,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=C(C3=C(N=CN=C32)N)Br)O)O)N,Adenosine,0.90124071,-0.761,-2.085728351,Nc1ncnc2c1c(Br)cn2[C@@H]1C[C@H](N)[C@@H](O)[C@H]1O
9882803,C1=C(C2=C(N=C1N)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl,Adenosine,0.42191657,-0.7276,-1.594885118,Nc1cc(Cl)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
9975088,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)F)O)N,Adenosine,0.697251229,-1.8904,-1.420004645,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](F)[C@H]1O
9993207,C1[C@H]([C@@H]([C@@H]([C@H]1O)O)O)N2C=NC3=C(N=C(N=C32)F)N,Adenosine,0.402531422,-1.4291,-1.18582941,Nc1nc(F)nc2c1ncn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O
10013690,C1C[C@H]([C@H](C1)O)N2C=NC3=C(N=CN=C32)N,Adenosine,1.494874787,0.0598,-1.961386812,Nc1ncnc2c1ncn2[C@@H]1CCC[C@@H]1O
10019125,C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)/C(=N/O)/N,Adenosine,-0.233363623,-2.1843,-0.76463295,N/C(=N\O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12
10039594,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)Cl)N)O)O,Adenosine,0.952875901,-0.2764,-1.938958559,C[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O
10062690,CN(C)C1=NC=NC2=C1NC=[N+]2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-0.179091448,-1.0787,-0.815006079,CN(C)c1ncnc2c1[nH]c[n+]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
10106291,C1=C2C(=NC=N1)N(N=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-0.916983452,-1.7232,-0.454891965,OC[C@H]1O[C@@H](n2nnc3cncnc32)[C@H](O)[C@@H]1O
10107793,C1=CN(C2=NC=NC(=C21)NO)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-0.054132118,-1.2494,-1.052895111,OC[C@H]1O[C@@H](n2ccc3c(NO)ncnc32)[C@H](O)[C@@H]1O
10198304,C1[C@H](C=C[C@H]1O)N2C=NC3=C(N=CN=C32)N,Adenosine,1.408967335,-0.5086,-1.746085023,Nc1ncnc2c1ncn2[C@H]1C=C[C@@H](O)C1
10264873,C1=CN=C2C(=C1N)C=NN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-0.939124099,-1.8028,-0.682674037,Nc1ccnc2c1cnn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
10467227,C1=C(O[C@@H]([C@H]1O)CO)N2C=NC3=C(N=CN=C32)N,Adenosine,0.307502449,-1.1645,-1.103966781,Nc1ncnc2c1ncn2C1=C[C@H](O)[C@@H](CO)O1
10474045,C1=NC2=C(C(=N1)Cl)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COS(=O)(=O)N)O)O,Adenosine,-0.45891863,-1.6535,-1.122630591,NS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O
10492996,CNC1=C2C(=NC(=N1)N)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O,Adenosine,0.619867882,-0.9241,-1.32944585,CNc1nc(N)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
10517504,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)[15N]=C[15N]=C2Cl,Adenosine,-0.127124099,-0.939,-1.312530017,OC[C@H]1O[C@@H](n2cnc3c(Cl)[15n]c[15n]c32)[C@H](O)[C@@H]1O
10544814,CC1(O[C@H]2[C@@H](O1)[C@@H](O[C@@H]2C(=O)NO)N3C=NC4=C(N=CN=C43)N)C,Adenosine,0.582450813,-2.0351,-1.526509373,CC1(C)O[C@@H]2[C@@H](C(=O)NO)O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1
10565387,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)[15N]=[13CH][15N]=C2Cl,Adenosine,-0.127124099,-0.939,-1.318488017,OC[C@H]1O[C@@H](n2cnc3c(Cl)[15n][13cH][15n]c32)[C@H](O)[C@@H]1O
10704791,C1CC[C@H]([C@@H](C1)N2C=NC3=C(N=CN=C32)N)O,Adenosine,1.786340787,0.516,-2.295964866,Nc1ncnc2c1ncn2[C@@H]1CCCC[C@H]1O
10826877,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN(C2=[15NH])O,Adenosine,-0.26442275,-1.9939,-0.71397522,[15NH]=c1c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2ncn1O
10850803,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)[13CH2]Cl)O)O)N,Adenosine,0.684875901,-0.8165,-1.657461757,Nc1ncnc2c1ncn2[C@@H]1O[C@H]([13CH2]Cl)[C@@H](O)[C@H]1O
10915407,[13CH]1=[15N][13C](=[13C]2[13C](=[15N]1)[15N]([13CH]=[15N]2)[13C@H]3[13C@@H]([13C@@H]([13C@H](O3)[13CH2]OP(=O)(O)O)O)O)[15NH2],Adenosine,-0.166853094,-2.8304,-0.853936251,[15NH2][13c]1[15n][13cH][15n][13c]2[13c]1[15n][13cH][15n]2[13C@@H]1O[13C@H]([13CH2]OP(=O)(O)O)[13C@@H](O)[13C@H]1O
10923602,C1=[15N]C(=C2C(=N1)N([13CH]=[15N]2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,-0.345598117,-2.0201,-0.653528978,Nc1[15n]cnc2c1[15n][13cH]n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
10924111,[14CH]1=N[14C](=[14C]2[14C](=N1)N([14CH]=N2)[14C@H]3[14C@@H]([14C@@H]([14C@H](O3)CO)O)O)N,Adenosine,-0.345598117,-2.0201,-0.743312978,N[14c]1n[14cH]n[14c]2[14c]1n[14cH]n2[14C@@H]1O[14C@H](CO)[14C@@H](O)[14C@H]1O
10946143,C1=NC2=C(C(=N1)Cl)[15N]=[13CH]N2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-0.127124099,-0.939,-1.312548017,OC[C@H]1O[C@@H](n2[13cH][15n]c3c(Cl)ncnc32)[C@H](O)[C@@H]1O
11001059,CONC1=C2C(=NC=[15N]1)N([13CH]=[15N]2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,0.02704325,-1.6189,-0.885740085,CONc1[15n]cnc2c1[15n][13cH]n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11032790,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CN)O)O)N,Adenosine,-0.345598117,-2.3097,-0.55504403,NC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
11034553,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)N=[N+]=[N-])O,Adenosine,0.22812204,na,-1.744917744,CN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](N=[N+]=[N-])[C@H]1O
11057044,COC1O[C@@H]2[C@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=C(N=C43)Cl)N)CO,Adenosine,1.253898355,0.1144,-2.207169943,COC1O[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N)nc(Cl)nc43)[C@@H]2O1
11098172,C1=NC2=C(C(=N1)Cl)[15N]=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-0.127124099,-0.939,-1.306590017,OC[C@H]1O[C@@H](n2c[15n]c3c(Cl)ncnc32)[C@H](O)[C@@H]1O
11151034,CN(C)C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,0.170083919,-1.3369,-1.06178275,CN(C)c1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
11161826,C1=CN=C(N1)C2=C(N(N=C2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,-1.004132118,-1.9746,-0.480143315,Nc1c(-c2ncc[nH]2)cnn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11174347,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(=O)N)N,Adenosine,-0.920404292,-2.9163,-0.220126136,NC(=O)c1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
11358266,C1=CN2C=NC3=C(C2=N1)C=NN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Adenosine,-0.1269989,-1.8097,-1.07198885,OC[C@H]1O[C@@H](n2ncc3c2ncn2ccnc32)[C@H](O)[C@@H]1O
11436669,C1=CN=C2C(=N1)C=NN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-1.498590099,-1.7783,-0.441617163,OC[C@H]1O[C@@H](n2ncc3nccnc32)[C@H](O)[C@@H]1O
11507479,C1=NC(=S)C2=C(N1)N(C=N2)C3[C@@H]([C@@H]([C@H](O3)CO)O)O,Adenosine,-0.824590099,-0.8448,-0.957298735,OC[C@H]1OC(n2cnc3c(=S)nc[nH]c32)[C@H](O)[C@@H]1O
11697484,COC1=NC(=NC2=C1C(=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)I)N,Adenosine,0.892291638,-0.1593,-2.438913867,COc1nc(N)nc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11807674,C1=NC2=C([15N]=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Adenosine,-0.345598117,-2.0201,-0.641630978,Nc1[15n]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
11808175,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@@H](S3)CO)O)O)N,Adenosine,-0.012590099,-1.2754,-1.147194228,Nc1ncnc2c1ncn2[C@@H]1S[C@@H](CO)[C@@H](O)[C@H]1O
11832583,C1=C([C@@H](O[C@@H]1CO)N2C=NC3=C(N=CN=C32)N)N=[N+]=[N-],Adenosine,0.299359977,na,-1.848570737,[N-]=[N+]=NC1=C[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21
11870684,CCO[C@@H]1O[C@@H]2[C@H](O[C@H]([C@@H]2O1)N3C=NC4=C(N=CN=C43)N)CO,Adenosine,0.985898355,-0.3923,-1.744585948,CCO[C@@H]1O[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1
