cid,isosmiles,Type,MLOGP,ALOGP,ESOL,Canonical_smis
46780471,C1=CN(C(=O)NC1=O)[C@H]2[C@@H](C([C@H](O2)CO)O)O,Cytidine,-1.581610209,-2.4504,0.193796793,O=c1ccn([C@@H]2O[C@H](CO)C(O)[C@H]2O)c(=O)[nH]1
46926326,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CN=[N+]=[N-])O)O,Cytidine,-1.603715537,na,-0.399699063,[N-]=[N+]=NC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O
53474734,C1=CC(=O)NC=C1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.256759988,-2.2444,0.046417246,O=c1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c[nH]1
53792010,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)C=O)O)O,Cytidine,-1.671975434,-2.1941,0.119737085,O=C[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O
53854768,C1=CC(=CN=C1)C(=O)NC2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.40879476,-1.7572,-0.271479101,O=C(NC1O[C@H](CO)[C@@H](O)[C@H]1O)c1cccnc1
53974427,CCO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Cytidine,-0.580758875,-1.6699,-0.478078728,CCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O
53986806,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C=N)O,Cytidine,-0.62026076,-0.9268,-0.831614702,Cc1cn([C@H]2C[C@H](O)[C@@H](C=N)O2)c(=O)[nH]c1=O
54010782,COC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C(=O)N)O)O,Cytidine,-1.87295675,-3.0795,0.377812639,COC[C@H]1O[C@@H](n2cc(C(N)=O)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
54136175,CC(=O)C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,-0.809124099,-2.1336,-0.343081258,CC(=O)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
54166782,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)CCO,Cytidine,-1.725766893,-2.7735,0.294760701,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1CCO
54171947,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CF)O)O,Cytidine,-0.273990611,-1.4872,-0.719389716,Nc1ccn([C@@H]2O[C@H](CF)[C@@H](O)[C@H]2O)c(=O)n1
54213197,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)I)CN)O,Cytidine,0.435570465,-1.668,-1.563924229,NC[C@H]1O[C@@H](n2cc(I)c(N)nc2=O)C[C@@H]1O
54215385,CCO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Cytidine,-0.986758875,-1.6931,-0.328919146,CCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
54343230,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(F)F,Cytidine,-0.718758875,-2.0422,-0.547265811,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1C(F)F
54401242,CC1=CN(C(=O)NC1=O)[C@H]2C[C@]([C@H](O2)CO)(C(=O)C)O,Cytidine,-0.79608343,-1.7261,-0.614789466,CC(=O)[C@]1(O)C[C@H](n2cc(C)c(=O)[nH]c2=O)O[C@@H]1CO
54526893,C=CC1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-0.671124099,-1.9153,-0.375394378,C=Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)nc1N
54677885,C1=C(C=NN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O,Cytidine,-1.581610209,-2.3067,0.113269666,O=c1cc(O)cnn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
54683691,C1=CN(C(=O)C(=C1O)[N+](=O)[O-])[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.194057525,-2.5835,-0.22805012,O=c1c([N+](=O)[O-])c(O)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
54683693,CO[C@@H]1[C@@H]([C@H](OC1N2C=CC(=CC2=O)O)CO)O,Cytidine,-1.050429535,-1.9172,-0.35139046,CO[C@H]1C(n2ccc(O)cc2=O)O[C@H](CO)[C@H]1O
56613468,CC1=CN(C(=O)NC1=S)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-0.935895535,-1.1049,-0.722932397,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=S
56619127,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)Cl,Cytidine,0.229240012,-0.4805,-1.22190201,O=c1ccn([C@H]2C[C@H](Cl)[C@@H](CO)O2)c(=O)[nH]1
56851256,C1=CN(C(=S)N=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-0.748145323,-0.8471,-0.629305804,OC[C@H]1O[C@@H](n2cccnc2=S)[C@H](O)[C@@H]1O
56961027,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@](O2)(CO)N=[N+]=[N-])F)O,Cytidine,-0.638425278,na,-0.945723178,[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1F
57097210,C#CC1=CN(C(=O)N=C1N)[C@H]2CC([C@H](O2)CO)O,Cytidine,0.07720524,-0.5736,-0.960975025,C#Cc1cn([C@H]2CC(O)[C@@H](CO)O2)c(=O)nc1N
57113422,C1[C@@H](O[C@@H](C1O)CO)N2C=C(C(=NC2=O)N)I,Cytidine,0.435570465,-1.3784,-1.644571176,Nc1nc(=O)n([C@H]2CC(O)[C@@H](CO)O2)cc1I
58455422,C[C@]1([C@@H](O[C@@H](C1O)CO)N2C=CC(=O)NC2=O)F,Cytidine,-0.382774013,-1.3054,-0.760832707,C[C@]1(F)C(O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
58463488,C1[C@@H]([C@H](O[C@H]1N2CC(C(=O)NC2=O)I)CO)O,Cytidine,-0.677696619,-0.2496,-1.501038742,O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CC1I
59885256,CNC1=NC(=O)N(C=C1)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-0.872224874,-1.9954,-0.169924282,CNc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
66649608,C1=CC(=O)N(C=C1[N+](=O)[O-])[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-0.731232892,-2.0204,-0.395822083,O=c1ccc([N+](=O)[O-])cn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
66678676,C1CO[C@@]12[C@@H]([C@H](O[C@H]2N3C=CC(=O)NC3=O)CO)O,Cytidine,-0.986758875,-2.3047,-0.318407678,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@]23CCO3)c(=O)[nH]1
66689989,CC#CN1C=C(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.20208343,-1.8914,-0.342645402,CC#Cn1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
66690715,C1=C(C(=O)NC(=O)N1CC(=O)O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-2.14095675,-3.0568,0.431524088,O=C(O)Cn1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
66763497,CN1C(=O)C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)OC,Cytidine,-0.986758875,-1.836,-0.384780743,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)n(C)c1=O
66802809,C=C1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)F)O,Cytidine,-0.011220289,-0.7506,-1.059267132,C=C1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](F)[C@@H]1O
67113473,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)CN,Cytidine,-2.017232892,-3.3843,0.591560851,NCc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
67419448,C[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=C(C(=NC2=O)N)F)O)O,Cytidine,-0.005990611,-1.6292,-0.828949182,C[C@H]1O[C@@H](n2cc(F)c(N)nc2=O)[C@@H](O)[C@@H]1O
67785162,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H](C(=C)O2)O)O,Cytidine,-0.62026076,-1.2442,-0.740613843,C=C1O[C@@H](n2cc(C)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
68788748,CO[C@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Cytidine,-1.278224874,-2.0419,-0.106381144,CO[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
70818775,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)OCON,Cytidine,-1.530057525,-2.8883,0.342459354,NOCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
71302534,C1[C@@H]([C@H](O[C@H]1N2CC(C(=O)NC2=O)F)CO)O,Cytidine,-1.119257695,-1.19,-0.426259414,O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CC1F
71303674,C1[C@@H]([C@H](O[C@H]1N2CC(C(=O)NC2=O)Br)CO)O,Cytidine,-0.822041097,-0.7809,-1.053463191,O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CC1Br
71303724,C1[C@@H]([C@H](O[C@H]1N2CC(C(=O)NC2=O)Cl)CO)O,Cytidine,-0.969162619,-0.9264,-0.682958938,O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CC1Cl
71308516,[3H]C([C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)C)O)O,Cytidine,-0.529895535,-1.2377,-0.658585197,[3H]C(O)[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O
71348719,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CF)O)C#N,Cytidine,-0.067139238,-1.0865,-1.094177502,N#C[C@@H]1[C@H](O)[C@@H](CF)O[C@H]1n1ccc(N)nc1=O
71351836,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)C#N,Cytidine,-0.21426076,-1.4534,-0.779356526,N#C[C@H]1C[C@H](n2ccc(N)nc2=O)O[C@@H]1CO
71352407,C1=CN(C(=O)N=C1NC(=O)CCl)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-0.723091448,-1.6608,-0.687896743,O=C(CCl)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
71362645,CO[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=NC2=O)N)Br)CO,Cytidine,-0.171016192,-1.566,-1.162979736,CO[C@@H]1[C@@H](CO)O[C@@H](n2cc(Br)c(N)nc2=O)[C@@H]1O
71365426,CNC1C=CN(C(=O)N1C)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.426025959,-2.3069,-0.033525836,CNC1C=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1C
71365427,CCN1C(C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Cytidine,-1.426025959,-2.3899,-0.044259684,CCN1C(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=CC1N
71365916,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)N=CNN)O,Cytidine,-0.92295675,-2.562,-0.037769436,Cc1cn([C@@H]2O[C@H](CO)[C@@H](N=CNN)[C@H]2O)c(=O)[nH]c1=O
71387182,CC(=O)O[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)F)CO,Cytidine,-0.594389435,-2.1615,-0.462389807,CC(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@@H]1O
71394590,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)OC(=O)N,Cytidine,-1.62042275,-2.2581,0.026411391,NC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O
71402186,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2[C@H]([C@H](C(=O)NC2=O)O)O)O)O)O,Cytidine,-3.084709944,-3.236,0.943487191,O=C1NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O
71407349,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CN)O)O)F,Cytidine,-1.16031995,-2.8302,0.021159264,NC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
71408261,CNCNC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-0.913766893,-2.4103,0.066136829,CNCNc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
71410159,C1=C(C(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)N,Cytidine,-1.472330977,-4.4342,0.345578095,Nc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)nc1N
71422332,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)C=O)O)(F)F,Cytidine,-0.21426076,-1.1686,-0.919275749,Nc1ccn([C@@H]2O[C@H](C=O)[C@@H](O)C2(F)F)c(=O)n1
71422792,C1=C(C(=S)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)Cl,Cytidine,-0.667895535,-1.1826,-0.930222323,O=c1[nH]c(=S)c(Cl)cn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
71441957,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)NCCO)CO)O,Cytidine,-0.580758875,-1.7685,-0.264632883,O=c1nc(NCCO)ccn1[C@H]1C[C@H](O)[C@@H](CO)O1
71443380,C[C@H]1[C@@H](N(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)O,Cytidine,-1.311491958,-1.4617,-0.302436495,C[C@@H]1C(=O)NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)[C@H]1O
71539312,C1=NC(=O)N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-0.948818473,-1.6636,-0.14325202,O=c1ncncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
71539357,CC1=CN(C(=O)N=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.203895535,-1.2998,-0.459007261,Cc1cnc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1
71750272,[2H]C([2H])([2H])C1=CN(C(=O)N=C1N)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,-0.123895535,-1.2145,-0.813780779,[2H]C([2H])([2H])c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N
71763627,C1[C@@H]([C@H](O[C@H]1C2=C(N=CC=C2)Cl)CO)O,Cytidine,0.188326931,0.2453,-1.699602634,OC[C@H]1O[C@@H](c2cccnc2Cl)C[C@@H]1O
72736985,CC(=O)C1=CN(C(=O)N=C1N)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,0.107875901,-2.1104,-0.610452173,CC(=O)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N
76845222,CC1CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)OCCOC,Cytidine,-1.612178872,-1.6107,-0.221692721,COCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N1CC(C)C(=O)NC1=O
76845462,C1C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)Cl)Br,Cytidine,-0.535953937,-0.3436,-1.477715482,O=C1NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2Cl)CC1Br
76845488,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2CCC(=O)NC2=O)O)O,Cytidine,-1.272547954,-1.4626,-0.331456003,C[C@H]1O[C@@H](N2CCC(=O)NC2=O)[C@H](O)[C@@H]1O
76966528,C1CN(C(=O)N[C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.91341763,-2.3346,0.296282908,O=C1N[C@@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
77174427,CC1CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.717491958,-1.8883,-0.029416895,CC1CN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)NC1=O
77282269,C1CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)O,Cytidine,-1.874982951,-3.1611,0.135599091,O=C1CCN([C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2O)C(=O)N1
77520540,C1CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-2.020877293,-2.3508,0.288845914,O=C1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)N1
77520711,C1[C@@H]([C@H](O[C@H]1N2CC(C(=O)NC2=O)/C=C/Br)CO)O,Cytidine,-0.356394065,-0.9177,-1.361890541,O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CC1/C=C/Br
89486753,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)COCO)O)O)C(=O)O,Cytidine,-1.784496841,-3.0344,0.363704363,O=C(O)c1cn([C@@H]2O[C@H](COCO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
89486819,CN1C=C(C(=S)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.341895535,-1.8272,-0.381507531,Cn1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=S)[nH]c1=O
90117986,C1=C(C(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)O,Cytidine,-0.84142275,-2.8626,0.030113975,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1C(=O)O
90176383,C#CC1=CN(C(=O)N=C1N)[C@H]2C[C@H]([C@H](O2)CO)O,Cytidine,0.07720524,-0.5736,-0.960975025,C#Cc1cn([C@H]2C[C@@H](O)[C@@H](CO)O2)c(=O)nc1N
90220440,CCN1C=C(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.392758875,-2.3775,-0.035189817,CCn1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
90472260,C1=C[15N]([13C](=O)[15NH]C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.581610209,-2.4504,0.175958793,O=c1cc[15n]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[13c](=O)[15nH]1
90732286,COC(=O)C1=CN(C(=O)N=C1N)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,0.180867882,-1.8453,-0.588429451,COC(=O)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N
91046277,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)C#N)CO)O,Cytidine,-0.694590099,-1.8218,-0.474264009,N#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N
91082454,C1CC1NC2=NC(=O)N(C=C2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Cytidine,-0.299718205,-1.5057,-0.595096225,O=c1nc(NC2CC2)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
91490554,C1=NN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F,Cytidine,-0.926347203,-1.4914,-0.301454108,O=c1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]1
91872277,[3H]C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)F,Cytidine,-1.16031995,-2.5406,-0.071523683,[3H]c1c(F)c(=O)[nH]c(=O)n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
91872665,[3H]C1[C@H](O[C@H](C1[3H])N2C=CC(=NC2=O)N)CO,Cytidine,0.331854677,-1.0222,-0.937361523,[3H]C1C([3H])[C@H](n2ccc(N)nc2=O)O[C@@H]1CO
92043420,C1[C@@H]([C@H](O[C@H]1[15N]2C=CC(=O)[15NH][13C]2=O)CO)O,Cytidine,-0.83328087,-1.6841,-0.316513723,O=c1cc[15n]([C@H]2C[C@H](O)[C@@H](CO)O2)[13c](=O)[15nH]1
92043439,[2H]C1=C(N(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)[2H],Cytidine,-0.83328087,-1.6841,-0.310723723,[2H]c1c([2H])n([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
101155105,CC1=CC=C(O1)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,-0.274406153,0.063,-1.311157906,Cc1ccc([C@H]2C[C@H](O)[C@@H](CO)O2)o1
101627711,C1CN(C(=S)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.678547954,-1.4517,-0.132904935,O=C1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=S)N1
101644650,CC1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)N=[N+]=[N-])O,Cytidine,-0.894330202,na,-0.943147448,Cc1cn([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])[C@H]2O)c(=O)nc1N
101652253,C[C@@]1(CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)O,Cytidine,-1.717491958,-1.925,-0.054262094,C[C@]1(O)CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
101915125,C1[C@@H](CO[C@H]1N2C=CC(=O)NC2=O)O,Cytidine,-0.391353587,-1.1734,-0.586715296,O=c1ccn([C@H]2C[C@H](O)CO2)c(=O)[nH]1
102063598,C([C@@H]1[C@H]([C@H]([C@@H](O1)C2=NNC(=O)NC2=O)O)O)O,Cytidine,-2.231826491,-2.789,0.608054424,O=c1[nH]nc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
102088575,C1=C(C(=S)NC(=N1)N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.23928087,-2.0099,-0.102405307,Nc1ncc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=S)[nH]1
102155963,CC1=CN(C(=O)N=C1NC(=O)C)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-0.723091448,-1.9594,-0.535964883,CC(=O)Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1C
102461643,C1=CN=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.10128087,-2.2328,0.054616548,O=c1ccncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
102601698,CC1=CN(C(=O)NC1=O)[13C@H]2[13CH2][13C@@H]([13C@H](O2)[13CH2]O)O,Cytidine,-0.529895535,-1.2377,-0.676339197,Cc1cn([13C@H]2[13CH2][13C@H](O)[13C@@H]([13CH2]O)O2)c(=O)[nH]c1=O
117647970,C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC=NC2=O)CO)O)O,Cytidine,-1.203895535,-1.5412,-0.403163395,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cccnc1=O
117940991,C1=CN(C(=O)NC1=O)[C@H]2[C@@]([C@@H]([C@H](O2)CO)O)(F)Cl,Cytidine,-0.382774013,-1.1502,-0.960002833,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@]2(F)Cl)c(=O)[nH]1
117951445,C1=CN(C(=O)N=C1N)[C@H]2[C@@]([C@@H]([C@H](O2)CO)O)(F)Cl,Cytidine,0.023225987,-1.127,-1.109162415,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@]2(F)Cl)c(=O)n1
118034228,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(Cl)Cl,Cytidine,0.167570465,-0.8291,-1.372466368,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(Cl)Cl)c(=O)n1
118294346,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@](O2)(CO)C(F)F)O)O,Cytidine,-0.580758875,-2.0579,-0.625429193,Nc1ccn([C@@H]2O[C@@](CO)(C(F)F)[C@@H](O)[C@H]2O)c(=O)n1
118855855,C1=CN([13C](=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.581610209,-2.4504,0.187838793,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[13c](=O)[nH]1
123993511,[13CH]1=[13CH][15N]([13C](=O)[15NH][13C]1=O)[13C@H]2[13C@@H]([13C@@H]([13C@H](O2)[13CH2]O)O)O,Cytidine,-1.581610209,-2.4504,0.128294793,O=[13c]1[13cH][13cH][15n]([13C@@H]2O[13C@H]([13CH2]O)[13C@@H](O)[13C@H]2O)[13c](=O)[15nH]1
124202892,C1=C[15N](C(=O)[15NH]C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Cytidine,-1.581610209,-2.4504,0.181916793,O=c1cc[15n]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[15nH]1
126963445,CC1=C[15N]([13C](=O)[15NH]C1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cytidine,-0.529895535,-1.2377,-0.664387197,Cc1c[15n]([C@H]2C[C@H](O)[C@@H](CO)O2)[13c](=O)[15nH]c1=O
126968805,C1=C(C(=O)NC(=O)N1[C@H]2C([C@@H]([C@H](O2)CO)O)O)N,Cytidine,-2.052618228,-3.6471,0.654552726,Nc1cn([C@@H]2O[C@H](CO)[C@@H](O)C2O)c(=O)[nH]c1=O
