ID,MATS3p,SM10_AEA(dm),GATS7s,F07[N-O],VE1sign_Dz(v),VE3sign_D/Dt,B09[O-O],CATS2D_06_DL,SpMAD_EA(ri),P_VSA_charge_7,CATS2D_04_AA,H-052,CATS2D_09_AA,VE1sign_B(p),MATS3m,F10[O-O],P_VSA_LogP_5,Eig04_AEA(bo),P_VSA_LogP_4,Mv,IC1,MATS2m,MATS2p,GATS6i,P_VSA_charge_2,CATS2D_05_DA,GATS2p,GATS8i
Zhao_2016_3,0.3055631387868813,0.3905164945849937,0.3599257012770644,0.1666666666666666,0.2325068587189073,0.5082320846714442,1.0,0.0,0.6567760155189077,0.0,0.4285714285714285,0.0,0.1428571428571428,0.8288765151796615,0.5896902228753929,0.0,0.5408287913136192,0.5360757358864445,0.1694955996323792,0.7350406745340301,0.8750648202307945,0.1775206256959916,0.6725238988507712,0.5191335610411532,0.1754099363913025,0.0,0.3950541100048523,0.6599438920553247
Zhao_2016_6,0.3772832563597074,0.3905164945849937,0.3149948497646571,0.1666666666666666,0.2640495920041373,0.5082320846714461,1.0,0.0,0.657447741745699,0.0,0.5714285714285714,0.0,0.1428571428571428,0.6364165290732344,0.5735746459841297,0.0,0.3294216185709333,0.5116333587838695,0.289629053740691,0.7350406745340301,0.9175424210505554,0.1724285569971043,0.6206754207286516,0.5754671426663132,0.3739309333199431,0.1666666666666666,0.4268977698442429,0.6599438920553247
Zhao_2017_2,0.343178022923951,0.3052554300710746,0.7969093100190316,0.1666666666666666,0.2985594995669404,0.5398017834983104,1.0,0.5,0.8340123976888485,0.0,0.4285714285714285,0.0,0.1428571428571428,0.9148553733688248,0.5754667996490013,0.0,0.2648957345209564,0.535899766693535,0.0201869719326487,0.6619606652705325,0.7776152947643644,0.4000447314633115,0.3391983636062112,0.2923713044592801,0.1494797718812842,0.1666666666666666,0.710338931934063,0.7064355607521702
Zhao_2017_3,0.4226170855036211,0.3052554300710746,0.7969093100190316,0.1666666666666666,0.324661068629349,0.5398017834983183,1.0,0.5,0.8348030641612123,0.0,0.7142857142857143,0.0,0.1428571428571428,0.7344720147041786,0.5592972970274186,0.0,0.3277235689906708,0.5109410917883053,0.2605450588842882,0.6619606652705325,0.7776152947643644,0.3945636550328473,0.2813625060874042,0.1197921314234342,0.3581694607746371,0.5,0.7458228842733514,0.7064355607521702
Zhao_2017_5,0.3052227776767597,0.3052554300710746,0.8414829627938576,0.0,0.3211665095590476,0.5398017834983104,1.0,1.0,0.8355906513227485,0.2062111714471989,0.2857142857142857,0.0,0.1428571428571428,0.9919941847248313,0.4618807685348552,0.0,0.3523452879044773,0.535899766693535,0.0,0.5926977696372075,0.8381287121523155,0.3145744336236263,0.655765594563633,0.3141424653669524,0.1494797718812842,0.0,0.4112822789699257,0.5890540556513055
Zhao_2017_6,0.3493504239519811,0.3052554300710746,0.7264020083523488,0.0,0.345466081790135,0.5398017834983183,1.0,1.0,0.8362575198810447,0.2062111714471989,0.4285714285714285,0.0,0.1428571428571428,0.8268418263211459,0.4466805477368616,0.0,0.3353647921018521,0.5109410917883053,0.0174041969399456,0.5926977696372075,0.8381287121523155,0.3094281420346991,0.6075012726844853,0.6009564317387248,0.3581694607746371,0.0,0.4409536418029947,0.5890540556513055
Wang_2022_a,0.3107826410925712,0.3905164945849937,0.2925747748996297,0.6666666666666666,0.3424395694821347,0.5082320846714422,0.0,0.0,0.5691962735152813,0.0,0.4285714285714285,0.0,0.1428571428571428,0.4820249381300769,0.6164871636607717,0.0,0.0560356361486639,0.4682514734743987,0.3294413178949559,0.5639537024188179,0.644698606409277,0.3474974706242961,0.7494801786839342,0.1483561233538699,0.0157614725453054,0.6666666666666666,0.4411301964096639,0.6730851104690336
Wang_2022_b,0.3653848294655795,0.3052554300710746,0.6257458501061597,0.1666666666666666,0.4109961068372416,0.5398017834983183,0.0,0.5,0.5655762782871001,0.0,0.4285714285714285,0.0,0.1428571428571428,0.5672765732461622,0.5139321097130968,0.0,0.0560356361486639,0.4679817164237199,0.3294413178949559,0.5379813961037732,0.6733671089726383,0.4408332986513681,0.7495822873587776,0.2783372197432534,0.0157614725453054,0.1666666666666666,0.3788689895671657,0.7173072459163807
Wang_2022_c,0.3793184393230821,0.3905164945849937,0.2637863912228457,0.1666666666666666,0.3472069188974572,0.5082320846714422,0.0,0.0,0.5155701625397242,0.0,0.4285714285714285,0.0,0.1428571428571428,0.4750691568197644,0.6044084848696271,0.0,0.0560356361486639,0.4682514734743987,0.3294413178949559,0.643478307448671,0.7586664450850136,0.2984929062326052,0.7371784935730964,0.4102477353039839,0.0157614725453054,0.1666666666666666,0.3860860601026461,0.8007219721885188
Wang_2022_d,0.3107826410925712,0.3905164945849937,0.2925747748996297,0.6666666666666666,0.3424395694821347,0.5082320846714422,0.0,0.0,0.5691962735152813,0.0,0.4285714285714285,0.0,0.1428571428571428,0.4820249381300769,0.6164871636607717,0.0,0.0560356361486639,0.4682514734743987,0.3294413178949559,0.5639537024188179,0.644698606409277,0.3474974706242961,0.7494801786839342,0.1483561233538699,0.0157614725453054,0.6666666666666666,0.4411301964096639,0.6730851104690336
Wang_2022_e,0.3793184393230821,0.3905164945849937,0.2637863912228457,0.1666666666666666,0.3472069188974572,0.5082320846714422,0.0,0.0,0.5155701625397242,0.0,0.4285714285714285,0.0,0.1428571428571428,0.4750691568197644,0.6044084848696271,0.0,0.0560356361486639,0.4682514734743987,0.3294413178949559,0.643478307448671,0.7586664450850136,0.2984929062326052,0.7371784935730964,0.4102477353039839,0.0157614725453054,0.1666666666666666,0.3860860601026461,0.8007219721885188
Park_2003_1,0.1456849668313708,0.1422623564623624,0.9982991063266092,0.6666666666666666,0.1052845013228406,0.2088098040139837,1.0,0.25,0.8958408921122505,0.0693208091247934,0.7142857142857143,0.0,0.5714285714285714,0.8995535655192954,0.434553261287959,0.0,0.1511264126433665,0.7762426786839614,0.4446750622292963,0.7974256434763802,0.8720129277923969,0.1664451907172489,0.5521931907652627,0.687956182790785,0.3840996252846562,0.3333333333333333,0.323235078704267,0.9405855583561182
Park_2003_2,0.1476599384129986,0.1423298965999353,0.9473607216028022,0.6666666666666666,0.134742551324582,0.2406993685268197,1.0,0.25,0.9686305373562104,0.3306855379770694,0.7142857142857143,0.0,0.5714285714285714,0.880193258747586,0.3954816889442006,0.0,0.1952757017301919,0.8265844916701761,0.4446750622292963,0.7226530100448638,0.8727135272418218,0.3650103495539767,0.7597191933046709,0.7090010294388112,0.3840996252846562,0.3333333333333333,0.2138924992935957,0.9296571004758418
Park_2003_3,0.0592265081233058,0.1422662374622607,1.0,0.6666666666666666,0.1082309024666245,0.0471293677073363,1.0,0.25,0.9572233801837396,0.2613647288522746,0.7142857142857143,0.0,0.5714285714285714,0.91938616123772,0.3325029725187588,0.0,0.1952757017301919,0.8256113529001556,0.4446750622292963,0.7226530100448638,0.8727135272418218,0.3650103495539767,0.7597191933046705,0.4153601026358271,0.3840996252846562,0.3333333333333333,0.2138924992935957,0.8465528869469623
Park_2003_4,0.0592265081233058,0.1422627952997848,0.9097956209026644,0.6666666666666666,0.0796396646580987,0.0,1.0,0.25,0.9667216577468204,0.2613647288522746,0.7142857142857143,0.0,0.5714285714285714,0.8869638100127277,0.3325029725187588,0.0,0.1952757017301919,0.8250253131746996,0.4446750622292963,0.7226530100448638,0.8727135272418218,0.3650103495539771,0.7597191933046705,1.0,0.3840996252846562,0.3333333333333333,0.2138924992935957,1.0
Park_2003_5,0.2969981255180954,0.1423566416648389,0.905715809035285,0.6666666666666666,0.1383883750918934,0.2209313902249673,1.0,0.25,0.8957208239114554,0.1937951756546635,0.7142857142857143,0.0,0.5714285714285714,0.891288195612143,0.5623018321907683,0.0,0.1952757017301919,0.8293404502593447,0.4446750622292963,0.656345203039554,0.8568605228718926,0.3653990118928808,0.6982742390082363,0.4768796477495018,0.3840996252846562,0.3333333333333333,0.2759954180671156,0.8392843607254612
Park_2003_6,0.2151348248574552,0.1422628926234468,0.9408599242934956,0.6666666666666666,0.0382709507086037,0.3338925224420358,1.0,0.25,0.8948962433861638,0.1937951756546635,0.7142857142857143,0.0,0.5714285714285714,0.8930450018568321,0.503737125480843,0.0,0.1952757017301919,0.832893824593917,0.4446750622292963,0.656345203039554,0.8568605228718926,0.3653990118928808,0.6982742390082363,0.8332137849909524,0.3840996252846562,0.3333333333333333,0.2759954180671156,0.8721926361408538
Park_2003_7,0.2588157066424592,0.1422629020623711,0.7874352892805649,0.6666666666666666,0.0614134479079343,0.5635154484240554,1.0,0.25,0.8141027384016652,0.2489487330597401,0.7142857142857143,0.0,0.5714285714285714,0.8909047756104476,0.5978256509578569,0.0,0.1952757017301919,0.8343106960223157,0.4446750622292963,0.5439590894712341,0.7698424623561566,0.3550253813038298,0.5965135300834166,0.9635788539561304,0.3840996252846562,0.3333333333333333,0.3801053702082244,0.9337422874484358
Park_2007_2a,0.1158610195167236,0.2948174552249272,0.7040741237047214,0.8333333333333334,0.0438078812985894,0.0972690618417662,1.0,0.25,0.9191558469772776,0.0693208091247934,0.7142857142857143,0.0,0.5714285714285714,0.7643083366007279,0.5137478474095578,0.0,0.1511264126433665,0.8055546130985527,0.4446750622292963,0.8104176052959486,0.8601892544623633,0.1049330470410142,0.5522715485844666,0.5573513405432338,0.3840996252846562,0.8333333333333334,0.356998213749947,0.9311263339850824
Park_2007_2b,0.0352114116870526,0.294817476783868,0.6333577830021053,0.8333333333333334,0.0201175825925679,0.088331046053269,1.0,0.25,0.9925801352236564,0.2613647288522746,0.7142857142857143,0.0,0.5714285714285714,0.7522948325305221,0.4133831797941693,0.0,0.1952757017301919,0.8717522306856789,0.4446750622292963,0.7363468688835031,0.8685657538944014,0.3111839173541634,0.7589953418195664,0.8548946870657601,0.3840996252846562,0.8333333333333334,0.2463289670254234,0.9903583129305876
Park_2007_2c,0.1897850097151014,0.2948174808476356,0.6585514081614348,0.8333333333333334,0.0,0.3474530561184928,1.0,0.25,0.917157666601069,0.1937951756546635,0.7142857142857143,0.0,0.5714285714285714,0.7581133817291597,0.581344859085949,0.0,0.1952757017301919,0.8829118874520172,0.4446750622292963,0.6705062142946598,0.8571976620787662,0.3202463336659636,0.6979970941713367,0.7097473988592178,0.3840996252846562,0.8333333333333334,0.3072037142616137,0.8673771055634207
Park_2007_2d,0.2354171317661185,0.2948174811888076,0.5359470118363887,0.8333333333333334,0.114216459196503,0.5621362875810965,1.0,0.25,0.8375865006037593,0.2489487330597401,0.7142857142857143,0.0,0.5714285714285714,0.7560983475204464,0.6744364632524754,0.0,0.1952757017301919,0.8848187094016065,0.4446750622292963,0.5585771014936318,0.8087813234153454,0.3230196264536735,0.5967855068548753,0.8534183350104243,0.3840996252846562,0.8333333333333334,0.4091283880219309,0.928944585300008
Skilling_2018_5a,0.3854523705317709,0.9999999999400172,0.2390272203388692,0.0,0.4771065369698705,0.8789643820050733,0.0,0.5,0.0785934346810055,0.316518286257351,0.5714285714285714,1.0,0.0,0.5881052314562347,0.9916508224945098,1.0,0.825029930653126,0.3488282056580618,0.1841300033450082,0.3627965224189662,0.5936618558816487,0.5066753057818584,0.298663734590574,0.1280517275528008,0.1754099363913025,0.0,0.6813902503715279,0.5847089570043191
Skilling_2018_5b,0.3785544105923907,0.9999999999399928,0.2810761450652601,0.0,0.4114693827334232,0.8601151024719147,0.0,0.5,0.1333015475896353,0.2613647288522746,0.5714285714285714,1.0,0.0,0.5907381749219061,0.938047742016799,1.0,0.825029930653126,0.3485402381579949,0.1841300033450082,0.4734667182554979,0.7171397926541578,0.5309256902296545,0.3871670770324464,0.3876789919599028,0.1754099363913025,0.0,0.5845916664603021,0.5254356320689635
Skilling_2018_5c,0.0631262546204543,1.0000000000000004,0.0349279898474503,0.0,0.362648908531906,0.8567904067216495,0.0,0.25,0.3788440928169372,0.2062111714471989,0.5714285714285714,0.5,0.0,0.5569247159433992,0.7172316662413519,1.0,0.825029930653126,0.368642062826563,0.1841300033450082,0.4734667182554979,0.7171397926541578,0.6373752687794908,0.6008818439676105,0.0066515700099807,0.1754099363913025,0.0,0.4521802114918722,0.4865309732893226
Skilling_2018_6a,0.4070262856623458,0.9999999999400172,0.0,0.0,0.5035955585195768,0.8980090531508867,0.0,0.75,0.0,0.2613647288522746,0.4285714285714285,1.0,0.0,0.5519950048061464,0.993780497176458,0.5,0.6725810830252303,0.34885684815371,0.1841300033450082,0.067766276699885,0.2263552186506605,0.3528319888715125,0.0555725134406391,0.021398284111064,0.1754099363913025,0.0,0.949820185465328,0.435809523011178
Skilling_2018_6b,0.4058491755912402,0.9999999999400172,0.0351278054034793,0.0,0.5089480788405812,0.900314843618014,0.0,0.75,0.0354103489744446,0.2613647288522746,0.4285714285714285,1.0,0.0,0.5524820555434191,1.0,0.5,0.6725810830252303,0.3488568286235907,0.1841300033450082,0.112683771518621,0.3136992397871965,0.3853224830038117,0.0828648439922365,0.0299858535434731,0.1754099363913025,0.0,0.9172028695906488,0.4451812375382626
Skilling_2018_6c,0.4023486608501384,0.9999999999400172,0.1440525023063346,0.0,0.4909772482332117,0.8918414572453115,0.0,0.75,0.121220203493781,0.2613647288522746,0.4285714285714285,1.0,0.0,0.553519405849145,0.9972564706425904,0.5,0.6725810830252303,0.3488542484141743,0.1841300033450082,0.2308877052521465,0.5197898014091744,0.4533036873739258,0.1583508006836623,0.0776175153339866,0.1754099363913025,0.0,0.8281916012251287,0.4920136291760788
Skilling_2018_6d,0.3996159575043939,0.9999999999400172,0.2345824178694625,0.0,0.4544010942081836,0.8789643820050733,0.0,0.75,0.1742095517367676,0.2613647288522746,0.4285714285714285,1.0,0.0,0.5543277189045668,0.978904734703525,0.5,0.6725810830252303,0.3488282056580618,0.1841300033450082,0.3108491898365848,0.6389473062407411,0.4859038515868514,0.2125700307271374,0.1314471004593542,0.1754099363913025,0.0,0.7652437993018775,0.5642684464641019
Skilling_2018_6e,0.3956788808793084,0.9999999999399928,0.3299329434078377,0.0,0.3850199580610215,0.8601151024719147,0.0,0.5,0.2368312709286311,0.2613647288522746,0.4285714285714285,1.0,0.0,0.5566770887932402,0.9345764024280334,0.5,0.6725810830252303,0.3485402381579949,0.1841300033450082,0.4121337369768625,0.7629632535995459,0.5123899669526473,0.285121360238636,0.2610635752492261,0.1754099363913025,0.0,0.6821543943571946,0.5720354210116376
Nuthanakanti_2020_3a,0.2496242612457167,0.2824475313925281,0.5543575313361155,0.1666666666666666,0.4789630976129929,0.9256608586562612,1.0,0.75,0.3655361673115038,0.2471974771325583,0.4285714285714285,0.0,0.2857142857142857,0.4410646431599858,0.8000134128699614,0.0,0.1965981367147225,0.5811646765865555,0.4383245157047231,0.0803793875311456,0.1504655521170206,0.3527079894264125,0.2098715880820889,0.3231280553139655,0.5927893141780098,0.3333333333333333,0.8359352563513687,0.5152930442820909
Nuthanakanti_2020_3b,0.2666203960504628,0.2824475313925281,0.5097753232378532,0.1666666666666666,0.4817312170061714,0.9224093445746264,1.0,0.75,0.3081838444248337,0.2471974771325583,0.4285714285714285,0.0,0.2857142857142857,0.4406229666630008,0.8075826397106758,0.0,0.1965981367147225,0.5811646840274869,0.4383245157047231,0.0368864312642971,0.0711803563783994,0.3140602758507848,0.1704769963998648,0.3216548429704584,0.5927893141780098,0.3333333333333333,0.8759447418515651,0.5230608589493786
Nuthanakanti_2020_3c,0.2804962482719932,0.2824475313925281,0.4740162221783446,0.1666666666666666,0.4789650352501585,0.9166833841895118,1.0,0.75,0.2574594434351276,0.2471974771325583,0.4285714285714285,0.0,0.2857142857142857,0.4401812773237699,0.8107040786645051,0.0,0.1965981367147225,0.5811646843850617,0.4383245157047231,0.0,0.0,0.2786612644482478,0.1378138625739301,0.3209307997882651,0.5927893141780098,0.3333333333333333,0.9093747014308078,0.5296877986327195
Nuthanakanti_2020_4a,0.3611297655695897,0.2724949722954823,0.4862984757107809,0.1666666666666666,0.4245958258738402,0.9293894072345724,1.0,0.5,0.2238436205520422,0.0551535574050765,0.4285714285714285,0.0,0.2857142857142857,0.9561961487595116,0.7955526636393063,0.0,0.1524488476278957,0.4502015961093075,0.4383245157047231,0.1051839641520882,0.1912686443434172,0.2518609937765061,0.0466940328058727,0.426217163971113,0.5927893141780098,0.3333333333333333,0.94152303367441,0.5019088102517566
Nuthanakanti_2020_4b,0.3670518091409207,0.2724949722955072,0.4373169151640654,0.1666666666666666,0.4281685721207945,0.9247081179183284,1.0,0.5,0.1732100294740259,0.0551535574050765,0.4285714285714285,0.0,0.2857142857142857,0.9555351840746742,0.8016442056386955,0.0,0.1524488476278957,0.4502016005862543,0.4383245157047231,0.0577009174777192,0.1065865884459213,0.221784707397358,0.0210291539208428,0.4133983460419714,0.5927893141780098,0.3333333333333333,0.9735039386337704,0.5114680502578475
Nuthanakanti_2020_4c,0.3718309272510759,0.2724949722954823,0.398688957406923,0.1666666666666666,0.4262614599567123,0.9178895705605732,1.0,0.5,0.1286408992973751,0.0551535574050765,0.4285714285714285,0.0,0.2857142857142857,0.9548741332179098,0.8035557644954588,0.0,0.1524488476278957,0.4502016008878464,0.4383245157047231,0.0177151939624566,0.0309302504400215,0.193343477008552,0.0,0.4036212256553639,0.5927893141780098,0.3333333333333333,1.0000000000000004,0.51949146351599
Seela_2011_1,0.2883390306987611,0.5178609238124015,0.4050869187435875,0.3333333333333333,0.0448338046599778,0.8257599534959749,0.0,0.5,0.8982526680016498,0.0693208091247934,0.8571428571428571,0.0,0.5714285714285714,0.1368591681057895,0.5349250982066744,0.0,0.3249101731648808,0.8444273033601202,0.5085731853448905,0.8281939587125295,0.9099425966715592,0.2669461980812415,0.5761225007872203,0.1216272418614785,0.0,0.3333333333333333,0.2849800366232391,0.7764996015261825
Seela_2011_2,0.291521528900568,0.5178609238124015,0.4003051173489733,0.3333333333333333,0.0997662127762916,0.8257599534959749,0.0,0.5,0.88965812348094,0.0693208091247934,1.0,0.0,0.4285714285714285,0.1330405983641333,0.541405620961086,0.0,0.2867040576089743,0.8444273033601202,0.5085731853448905,0.8281939587125295,0.9371282611962064,0.304428435238754,0.4806343760286437,0.507467207484464,0.0,0.3333333333333333,0.3616517897606091,0.6369146198100968
Seela_2011_3,0.346477969707421,0.4530482889966474,0.4524208605354531,0.0,0.2817421008766549,0.7208843014834132,0.0,0.75,0.6599367098426416,0.605381191661035,0.4285714285714285,0.0,0.2857142857142857,0.2650690880134642,0.6139772792032119,0.0,0.3249101731648808,0.8480302240105999,0.5085731853448905,0.688236397330658,0.9072038432457332,0.285827853831008,0.4313301035975673,0.4580874435895961,0.0,0.1666666666666666,0.3982885485557337,0.7223555683781284
Seela_2011_4,0.0756151651071176,0.4530511851617924,0.4283495136513107,0.0,0.0439242861977155,0.6175595843506254,0.0,0.5,0.6840136186288568,0.5092413285705986,1.0,0.0,1.0,0.289691370214028,0.3080551114613702,0.0,0.4751875610181161,1.0,0.7517140472892367,0.8209614728972676,0.876562592565127,0.2280414849023813,0.6148442983321118,0.3320529196893713,0.0259301645100186,0.1666666666666666,0.1870642188472939,0.6291163868215928
Seela_2011_13,0.2456773496822442,0.5178609238124015,0.4528124349567286,0.3333333333333333,0.0041280257115373,0.8257599534959749,0.0,0.75,0.8991568571319544,0.0693208091247934,0.4285714285714285,0.0,0.5714285714285714,0.1461409713007917,0.4635688670456417,0.0,0.3325513962760621,0.8444273033601202,0.3865541549964384,0.8025258984891614,0.9177294267438318,0.2265083262835734,0.7632454620737232,0.1930673441680395,0.0,0.1666666666666666,0.1558408617111908,0.749723015004385
Jung_2005,0.130065206146948,0.1422623564623624,0.8900631349034667,0.6666666666666666,0.0175919937066452,0.2088098040139837,1.0,0.25,0.8958408921122505,0.0693208091247934,0.7142857142857143,0.0,0.5714285714285714,0.836735226239353,0.3725026206131472,0.0,0.0882985781736519,0.7194881496081802,0.2015342002849538,0.6555352096567724,0.8093487654810683,0.1466414532045868,0.5438661693381219,0.7061044811934245,0.4090129205982032,0.3333333333333333,0.3695903106983103,0.852469056093043
Sreenivasachary_2005,0.242063896288847,0.4072210291481664,0.4317319221756373,0.5,0.2847055810079872,0.4113689164783937,1.0,0.0,0.8492773304568466,0.0,0.5714285714285714,0.0,0.1428571428571428,0.6155811975179921,0.5672291222573308,0.0,0.3294216185709333,0.5321356955325509,0.5082100303243231,0.7167933724227424,0.9513711979618223,0.2908095344439813,0.71338493931835,0.1457182719253782,0.731083524898109,1.0,0.479721107004659,0.664262699568406
Buerkle_2009_b,0.774966698462306,0.456241380876206,0.3610257447828988,1.0,0.3006920972962505,0.9501825937866288,1.0,0.0,0.7741215252599805,0.0,0.5714285714285714,0.0,0.7142857142857142,0.5900360241868157,0.0,0.5,0.786768161454622,0.5499413650174918,1.0,0.7024848795356933,0.5932598833420504,0.8942663910502897,0.6560567563924875,0.2354240816392012,1.0,0.0,0.2808963735419958,0.6016625990421633
Buerkle_2012_8BrG,0.7200060823098748,0.5155213861476766,0.3765035649455515,0.5,0.309471740566441,0.4484304836902315,1.0,0.5,0.4322407202159972,1.0,0.5714285714285714,0.0,0.1428571428571428,0.7377633422566563,0.6605385660030112,0.0,0.3598763532814668,0.5116565186478792,0.1403204260409604,0.9325007614097612,0.7944060685210652,0.3808410312450394,0.4007131806801455,0.4710822269966828,0.3739309333199431,0.6666666666666666,0.0561486713169285,0.614877231325268
Buerkle_2012_8OMeG,0.2593697519363488,0.5388951177869599,0.6291757881736639,0.5,0.3006008794510559,0.0412024128642527,1.0,0.0,0.5280185576864653,0.0,0.8571428571428571,0.0,0.1428571428571428,0.7410393020576467,0.6788012382820598,0.0,0.5426534571163113,0.5116598226349178,0.1403204260409604,0.5820440105727407,0.7443149172133108,0.462518631784564,1.0,0.3447202750161708,0.3581694607746371,1.0,0.2175932201476103,0.4338960734244586
Buerkle_2012_8BrTAcG,1.0,0.554991420728792,0.3524141572579879,1.0,0.3703611976940555,0.946421532660433,1.0,0.25,0.5681009720418082,1.0,0.5714285714285714,0.0,0.7142857142857142,0.6787969827083644,0.4720429979746827,0.5,0.8172228961651554,0.5563977625650538,0.8506913723002725,0.8964761671398502,0.5932598833420504,0.6018201364790522,0.5547617975410322,0.2728088404769417,1.0,0.0,0.0238119260384706,0.5973678884973286
Buerkle_2012_8OMeTAcG,0.7138133069114305,0.5743499170475004,0.4076406181993277,1.0,0.364499359650887,0.9038879118350688,1.0,0.0,0.6351020902410376,0.0,0.8571428571428571,0.0,0.8571428571428571,0.6791081186038421,0.1102102408461208,0.5,1.0,0.5574617454106567,0.8506913723002725,0.6498838324496576,0.5126948365473876,1.0,0.8961291729382221,0.3049698427842946,0.9842385274546948,0.1666666666666666,0.1128591004254575,0.5794164672895283
