ID,B09[O-O],CATS2D_06_DL,SpMAD_EA(ri),SM5_X,P_VSA_charge_7,CATS2D_04_AA,CATS2D_05_DL,H-052,CATS2D_09_AA,F05[N-N],SpDiam_AEA(ed),MATS3m,P_VSA_LogP_5,Eig04_AEA(bo),nN(CO)2,CATS2D_03_DL,s2_numRotBonds,P_VSA_LogP_4,Mv,IC1,MATS2m,MATS2p,GATS6i,P_VSA_charge_2,Eig03_AEA(ed),CATS2D_05_DA,GATS2p,C-016,s2_pathLength,GATS8i
Nuthanakanti_2020_4c,1.0,0.5,0.1286408992973751,0.0466463064142533,0.0551535574050765,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4472580984427456,0.8035557644954588,0.1524488476278957,0.4502016008878464,1.0,0.0,0.0,0.4383245157047231,0.0177151939624566,0.0309302504400215,0.193343477008552,0.0,0.4036212256553639,0.5927893141780098,0.2122811472095183,0.3333333333333333,1.0000000000000004,1.0,0.0909090909090908,0.51949146351599
Seela_2011_1,0.0,0.5,0.8982526680016498,0.67499621603031,0.0693208091247934,0.8571428571428571,0.0,0.0,0.5714285714285714,1.0,0.4753346024404252,0.5349250982066744,0.3249101731648808,0.8444273033601202,0.0,0.0,0.0,0.5085731853448905,0.8281939587125295,0.9099425966715592,0.2669461980812415,0.5761225007872203,0.1216272418614785,0.0,0.6697637611588965,0.3333333333333333,0.2849800366232391,0.0,0.1515151515151527,0.7764996015261825
Seela_2011_2,0.0,0.5,0.88965812348094,0.67499621603031,0.0693208091247934,1.0,0.0,0.0,0.4285714285714285,0.8,0.4753346024404252,0.541405620961086,0.2867040576089743,0.8444273033601202,0.0,0.0,0.0,0.5085731853448905,0.8281939587125295,0.9371282611962064,0.304428435238754,0.4806343760286437,0.507467207484464,0.0,0.6697637611588965,0.3333333333333333,0.3616517897606091,0.0,0.1515151515151527,0.6369146198100968
Seela_2011_3,0.0,0.75,0.6599367098426416,0.67499621603031,0.605381191661035,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4479199311931086,0.6139772792032119,0.3249101731648808,0.8480302240105999,0.0,0.0,0.0,0.5085731853448905,0.688236397330658,0.9072038432457332,0.285827853831008,0.4313301035975673,0.4580874435895961,0.0,0.5845139141112021,0.1666666666666666,0.3982885485557337,0.0,0.1515151515151527,0.7223555683781284
Seela_2011_4,0.0,0.5,0.6840136186288568,1.0,0.5092413285705986,1.0,0.3333333333333333,0.0,1.0,0.2,0.4355411403503568,0.3080551114613702,0.4751875610181161,1.0,0.0,0.0,0.0,0.7517140472892367,0.8209614728972676,0.876562592565127,0.2280414849023813,0.6148442983321118,0.3320529196893713,0.0259301645100186,0.5845466292014825,0.1666666666666666,0.1870642188472939,0.0,0.1515151515151527,0.6291163868215928
Seela_2011_13,0.0,0.75,0.8991568571319544,0.67499621603031,0.0693208091247934,0.4285714285714285,0.0,0.0,0.5714285714285714,1.0,0.4753346024404252,0.4635688670456417,0.3325513962760621,0.8444273033601202,0.0,0.5,0.0,0.3865541549964384,0.8025258984891614,0.9177294267438318,0.2265083262835734,0.7632454620737232,0.1930673441680395,0.0,0.6697637611588965,0.1666666666666666,0.1558408617111908,0.0,0.1515151515151527,0.749723015004385
Jung_2005,1.0,0.25,0.8958408921122505,0.5191761241608365,0.0693208091247934,0.7142857142857143,0.0,0.0,0.5714285714285714,0.8,0.2321564384944356,0.3725026206131472,0.0882985781736519,0.7194881496081802,1.0,0.0,0.0,0.2015342002849538,0.6555352096567724,0.8093487654810683,0.1466414532045868,0.5438661693381219,0.7061044811934245,0.4090129205982032,0.6460431930764496,0.3333333333333333,0.3695903106983103,0.0,0.1818181818181817,0.852469056093043
Sreenivasachary_2005,1.0,0.0,0.8492773304568466,0.3130314090026138,0.0,0.5714285714285714,0.0,0.0,0.1428571428571428,0.4,0.2681457066015,0.5672291222573308,0.3294216185709333,0.5321356955325509,0.0,0.0,0.0,0.5082100303243231,0.7167933724227424,0.9513711979618223,0.2908095344439813,0.71338493931835,0.1457182719253782,0.731083524898109,0.7020178798399961,1.0,0.479721107004659,0.0,0.0909090909090908,0.664262699568406
Buerkle_2009_b,1.0,0.0,0.7741215252599805,0.3130314090026106,0.0,0.5714285714285714,0.0,0.0,0.7142857142857142,0.2,0.1483730836762031,0.0,0.786768161454622,0.5499413650174918,0.0,0.0,1.0,1.0,0.7024848795356933,0.5932598833420504,0.8942663910502897,0.6560567563924875,0.2354240816392012,1.0,0.6287130420972113,0.0,0.2808963735419958,0.0,1.0,0.6016625990421633
Buerkle_2012_8BrG,1.0,0.5,0.4322407202159972,0.2266877553975161,1.0,0.5714285714285714,0.6666666666666666,0.0,0.1428571428571428,0.2,0.3198629058153597,0.6605385660030112,0.3598763532814668,0.5116565186478792,0.0,0.0,0.1428571428571428,0.1403204260409604,0.9325007614097612,0.7944060685210652,0.3808410312450394,0.4007131806801455,0.4710822269966828,0.3739309333199431,0.6677325660058742,0.6666666666666666,0.0561486713169285,0.0,0.0909090909090908,0.614877231325268
