,fpr-LR,tpr-LR,tpr-RF,tpr-DT,tpr-XGB
0,0.0,0.0,0.0,0.0,0.0
1,0.010101010101010102,0.5546428571428572,0.010101010101010102,0.2889285714285714,0.07089496151996151
2,0.020202020202020204,0.5546428571428572,0.020202020202020204,0.2889285714285714,0.08714706589706589
3,0.030303030303030304,0.5546428571428572,0.030303030303030304,0.2889285714285714,0.1033991702741703
4,0.04040404040404041,0.5546428571428572,0.04040404040404041,0.2889285714285714,0.11965127465127462
5,0.05050505050505051,0.5546428571428572,0.05050505050505051,0.2889285714285714,0.13590337902837907
6,0.06060606060606061,0.5546428571428572,0.06060606060606061,0.2889285714285714,0.1521554834054834
7,0.07070707070707072,0.5546428571428572,0.07070707070707072,0.2889285714285714,0.1684075877825878
8,0.08080808080808081,0.5546428571428572,0.08080808080808081,0.2889285714285714,0.18465969215969216
9,0.09090909090909091,0.5546428571428572,0.09090909090909091,0.2889285714285714,0.20091179653679656
10,0.10101010101010102,0.5546428571428572,0.10101010101010102,0.2889285714285714,0.21716390091390092
11,0.11111111111111112,0.5546428571428572,0.11111111111111112,0.2889285714285714,0.23341600529100529
12,0.12121212121212122,0.5546428571428572,0.12121212121212122,0.2889285714285714,0.24966810966810965
13,0.13131313131313133,0.5546428571428572,0.13131313131313133,0.2889285714285714,0.26592021404521415
14,0.14141414141414144,0.5546428571428572,0.14141414141414144,0.2889285714285714,0.2821723184223185
15,0.15151515151515152,0.640357142857143,0.15151515151515152,0.41,0.3139980158730158
16,0.16161616161616163,0.640357142857143,0.16161616161616163,0.41,0.3305026455026455
17,0.17171717171717174,0.7278571428571428,0.17171717171717174,0.4975,0.3457610630110631
18,0.18181818181818182,0.7278571428571428,0.18181818181818182,0.4975,0.35977326839826845
19,0.19191919191919193,0.7278571428571428,0.19191919191919193,0.4975,0.37378547378547383
20,0.20202020202020204,0.7278571428571428,0.20202020202020204,0.4975,0.38779767917267927
21,0.21212121212121213,0.7278571428571428,0.21212121212121213,0.4975,0.4018098845598847
22,0.22222222222222224,0.7278571428571428,0.22222222222222224,0.4975,0.41582208994708997
23,0.23232323232323235,0.7278571428571428,0.23232323232323235,0.4975,0.42983429533429524
24,0.24242424242424243,0.7278571428571428,0.24242424242424243,0.4975,0.4438465007215006
25,0.25252525252525254,0.7278571428571428,0.25252525252525254,0.4975,0.4578587061087061
26,0.26262626262626265,0.7278571428571428,0.26262626262626265,0.4975,0.47187091149591154
27,0.27272727272727276,0.7278571428571428,0.27272727272727276,0.4975,0.485883116883117
28,0.2828282828282829,0.7278571428571428,0.2828282828282829,0.4975,0.49989532227032235
29,0.29292929292929293,0.7700000000000001,0.29292929292929293,0.590501443001443,0.5181872294372293
30,0.30303030303030304,0.7700000000000001,0.30303030303030304,0.5907034632034632,0.5301910173160175
31,0.31313131313131315,0.7700000000000001,0.31313131313131315,0.5909054834054834,0.5421948051948053
32,0.32323232323232326,0.7700000000000001,0.32323232323232326,0.5911075036075036,0.554198593073593
33,0.33333333333333337,0.8200000000000002,0.33333333333333337,0.6663095238095238,0.576202380952381
34,0.3434343434343435,0.8201515151515153,0.3434343434343435,0.6666630591630591,0.5868804112554113
35,0.3535353535353536,0.8203030303030304,0.3535353535353536,0.6670165945165946,0.5975584415584414
36,0.36363636363636365,0.8204545454545457,0.36363636363636365,0.6673701298701299,0.6082364718614718
37,0.37373737373737376,0.8206060606060608,0.37373737373737376,0.6677236652236652,0.6189145021645022
38,0.38383838383838387,0.8207575757575759,0.38383838383838387,0.6680772005772004,0.6295925324675327
39,0.393939393939394,0.820909090909091,0.393939393939394,0.668430735930736,0.6402705627705629
40,0.4040404040404041,0.8210606060606063,0.4040404040404041,0.6687842712842712,0.6509485930735933
41,0.4141414141414142,0.8212121212121214,0.4141414141414142,0.6691378066378068,0.6616266233766234
42,0.42424242424242425,0.8213636363636365,0.42424242424242425,0.669491341991342,0.6723046536796538
43,0.43434343434343436,0.88008658008658,0.43434343434343436,0.7475865800865801,0.683226791726792
44,0.4444444444444445,0.8802380952380952,0.4444444444444445,0.7477380952380952,0.6899570105820108
45,0.4545454545454546,0.8803896103896104,0.4545454545454546,0.7478896103896103,0.6966872294372294
46,0.4646464646464647,0.8805411255411255,0.4646464646464647,0.7480411255411255,0.7034174482924483
47,0.4747474747474748,0.8806926406926406,0.4747474747474748,0.7481926406926407,0.7101476671476671
48,0.48484848484848486,0.8808441558441558,0.48484848484848486,0.7483441558441558,0.7168778860028859
49,0.494949494949495,0.880995670995671,0.494949494949495,0.7484956709956709,0.723608104858105
50,0.5050505050505051,0.9110714285714286,0.5050505050505051,0.8186471861471861,0.7347575156325155
51,0.5151515151515152,0.9110714285714286,0.5151515151515152,0.8187987012987012,0.7403261183261182
52,0.5252525252525253,0.9110714285714286,0.5252525252525253,0.8189502164502165,0.7458947210197209
53,0.5353535353535354,0.9110714285714286,0.5353535353535354,0.8191017316017315,0.7514633237133238
54,0.5454545454545455,0.9110714285714286,0.5454545454545455,0.8192532467532467,0.7570319264069265
55,0.5555555555555556,0.9110714285714286,0.5555555555555556,0.8194047619047617,0.7626005291005291
56,0.5656565656565657,0.9110714285714286,0.5656565656565657,0.8195562770562771,0.7681691317941316
57,0.5757575757575758,0.9353571428571429,0.5757575757575758,0.890064935064935,0.7869204545454547
58,0.5858585858585859,0.9353571428571429,0.5858585858585859,0.8902164502164501,0.7915820707070705
59,0.595959595959596,0.9353571428571429,0.595959595959596,0.8903679653679653,0.796243686868687
60,0.6060606060606061,0.9353571428571429,0.6060606060606061,0.8905194805194805,0.8009053030303032
61,0.6161616161616162,0.9353571428571429,0.6161616161616162,0.8906709956709956,0.8055669191919194
62,0.6262626262626263,0.9353571428571429,0.6262626262626263,0.8908225108225107,0.8102285353535353
63,0.6363636363636365,0.9353571428571429,0.6363636363636365,0.890974025974026,0.8148901515151514
64,0.6464646464646465,0.9353571428571429,0.6464646464646465,0.8911255411255411,0.8195517676767679
65,0.6565656565656566,0.9353571428571429,0.6565656565656566,0.8912770562770561,0.8242133838383839
66,0.6666666666666667,0.957857142857143,0.6666666666666667,0.9139285714285714,0.831375
67,0.6767676767676768,0.957857142857143,0.6767676767676768,0.9139285714285714,0.8361123737373733
68,0.686868686868687,0.957857142857143,0.686868686868687,0.9139285714285714,0.8408497474747476
69,0.696969696969697,0.957857142857143,0.696969696969697,0.9139285714285714,0.8455871212121211
70,0.7070707070707072,0.957857142857143,0.7070707070707072,0.9139285714285714,0.8503244949494954
71,0.7171717171717172,0.9764285714285714,0.7171717171717172,0.9414285714285714,0.8550209836459837
72,0.7272727272727273,0.9764285714285714,0.7272727272727273,0.9414285714285714,0.8596152597402598
73,0.7373737373737375,0.9764285714285714,0.7373737373737375,0.9414285714285714,0.8642095358345359
74,0.7474747474747475,0.9764285714285714,0.7474747474747475,0.9414285714285714,0.8688038119288121
75,0.7575757575757577,0.9764285714285714,0.7575757575757577,0.9414285714285714,0.873398088023088
76,0.7676767676767677,0.9764285714285714,0.7676767676767677,0.9414285714285714,0.8779923641173643
77,0.7777777777777778,0.9764285714285714,0.7777777777777778,0.9414285714285714,0.8825866402116405
78,0.787878787878788,0.9764285714285714,0.787878787878788,0.9414285714285714,0.8871809163059166
79,0.797979797979798,0.9764285714285714,0.797979797979798,0.9414285714285714,0.8917751924001925
80,0.8080808080808082,0.9764285714285714,0.8080808080808082,0.9414285714285714,0.8963694684944687
81,0.8181818181818182,0.9764285714285714,0.8181818181818182,0.9414285714285714,0.9009637445887446
82,0.8282828282828284,0.9764285714285714,0.8282828282828284,0.9414285714285714,0.9055580206830208
83,0.8383838383838385,0.979004329004329,0.8383838383838385,0.9589285714285714,0.9103227513227514
84,0.8484848484848485,0.979155844155844,0.8484848484848485,0.9589285714285714,0.9152579365079363
85,0.8585858585858587,0.9953787878787879,0.8585858585858587,0.9846428571428573,0.9202183742183743
86,0.8686868686868687,0.9955303030303031,0.8686868686868687,0.9846428571428573,0.9253303270803273
87,0.8787878787878789,0.9956818181818181,0.8787878787878789,0.9846428571428573,0.9304422799422798
88,0.888888888888889,0.9958333333333335,0.888888888888889,0.9846428571428573,0.9355542328042327
89,0.8989898989898991,0.9959848484848485,0.8989898989898991,0.9846428571428573,0.9406661856661854
90,0.9090909090909092,0.9961363636363636,0.9090909090909092,0.9846428571428573,0.9457781385281386
91,0.9191919191919192,0.9962878787878787,0.9191919191919192,0.9846428571428573,0.9508900913900912
92,0.9292929292929294,0.996439393939394,0.9292929292929294,0.9846428571428573,0.9560020442520443
93,0.9393939393939394,0.9965909090909091,0.9393939393939394,0.9846428571428573,0.9611139971139968
94,0.9494949494949496,0.9967424242424242,0.9494949494949496,0.9846428571428573,0.9662259499759499
95,0.9595959595959597,0.9968939393939393,0.9595959595959597,0.9846428571428573,0.9713379028379027
96,0.9696969696969697,0.9970454545454546,0.9696969696969697,0.9846428571428573,0.9764498556998557
97,0.9797979797979799,0.9971969696969697,0.9797979797979799,0.9846428571428573,0.9815618085618085
98,0.98989898989899,0.9973484848484848,0.98989898989899,0.9846428571428573,0.9866737614237615
99,1.0,1.0,1.0,1.0,1.0
