cid,Probability of nongelator,Probability of gelator,rank,%
6334737,0.5251311747662493,0.4748688252337507,1662,0.229
12358851,0.5250895536052241,0.4749104463947758,1663,0.229
139025281,0.5250895536052241,0.4749104463947758,1664,0.229
131701110,0.5250895536052241,0.4749104463947758,1665,0.229
121596077,0.5250895536052241,0.4749104463947758,1666,0.23
6713582,0.5250895536052241,0.4749104463947758,1667,0.23
160696,0.5250895536052241,0.4749104463947758,1668,0.23
71315149,0.5250895536052241,0.4749104463947758,1669,0.23
49849608,0.5250895536052241,0.4749104463947758,1670,0.23
90472732,0.5250895536052241,0.4749104463947758,1671,0.23
24729357,0.5250895536052241,0.4749104463947758,1672,0.23
6603781,0.5250895536052241,0.4749104463947758,1673,0.231
16760387,0.5250895536052241,0.4749104463947758,1674,0.231
91142034,0.5250895536052241,0.4749104463947758,1675,0.231
5702244,0.5250895536052241,0.4749104463947758,1676,0.231
16212026,0.525089553605224,0.474910446394776,1677,0.231
102602088,0.525089553605224,0.474910446394776,1678,0.231
596,0.525089553605224,0.474910446394776,1679,0.231
121486971,0.5250895536052239,0.4749104463947761,1680,0.232
102601364,0.5250895536052238,0.4749104463947762,1681,0.232
121487027,0.5250895536052238,0.4749104463947762,1682,0.232
121487038,0.5250895536052238,0.4749104463947762,1683,0.232
121487034,0.5250895536052238,0.4749104463947762,1684,0.232
100935585,0.5250895536052238,0.4749104463947762,1685,0.232
355280,0.5250750039119008,0.4749249960880992,1686,0.232
71775556,0.525070471757973,0.474929528242027,1687,0.232
121486931,0.5250524625462358,0.4749475374537641,1688,0.233
71351836,0.5250524625462358,0.4749475374537641,1689,0.233
102122295,0.5250242872736764,0.4749757127263235,1690,0.233
451375,0.5250214580167809,0.4749785419832191,1691,0.233
21788887,0.524990948789597,0.475009051210403,1692,0.233
156594202,0.5249556789812113,0.4750443210187887,1693,0.233
121486916,0.52491906878308,0.4750809312169199,1694,0.233
5272825,0.5247506593783144,0.4752493406216855,1695,0.234
121487089,0.5247185041385167,0.4752814958614833,1696,0.234
494217,0.5247174996396244,0.4752825003603755,1697,0.234
131882637,0.5247174996396244,0.4752825003603755,1698,0.234
10491412,0.5246461174079952,0.4753538825920048,1699,0.234
475573,0.5245970998252121,0.4754029001747878,1700,0.234
15926747,0.5245581925008789,0.4754418074991212,1701,0.234
129009840,0.5245331517440233,0.4754668482559767,1702,0.235
53635391,0.5245018251802881,0.4754981748197119,1703,0.235
121216262,0.5244943649190945,0.4755056350809055,1704,0.235
14351078,0.5244441109553661,0.4755558890446339,1705,0.235
132471333,0.5244348603634758,0.4755651396365242,1706,0.235
5271018,0.5243804416706712,0.4756195583293288,1707,0.235
121487458,0.5243761535330773,0.4756238464669227,1708,0.235
121010459,0.5243751195015276,0.4756248804984724,1709,0.235
3065116,0.5243727189411985,0.4756272810588015,1710,0.236
510998,0.52435522213949,0.4756447778605099,1711,0.236
17756742,0.5243289125761055,0.4756710874238944,1712,0.236
14581958,0.5243255510832694,0.4756744489167306,1713,0.236
5273514,0.5243179044194916,0.4756820955805084,1714,0.236
3065123,0.5242956617203582,0.4757043382796417,1715,0.236
135849776,0.5242789250711112,0.4757210749288888,1716,0.236
131887892,0.5241878416959709,0.4758121583040291,1717,0.237
14237477,0.5241856349695553,0.4758143650304448,1718,0.237
71750267,0.5241856349695553,0.4758143650304448,1719,0.237
129128579,0.5241856349695553,0.4758143650304448,1720,0.237
54347690,0.5241434292726628,0.4758565707273371,1721,0.237
126797,0.5241434292726628,0.4758565707273371,1722,0.237
12067880,0.5241267809974843,0.4758732190025157,1723,0.237
135511888,0.524116712731219,0.475883287268781,1724,0.238
135601234,0.524116712731219,0.475883287268781,1725,0.238
70700492,0.5240593879758275,0.4759406120241725,1726,0.238
11737492,0.5240467373904445,0.4759532626095554,1727,0.238
453473,0.5240199992804864,0.4759800007195137,1728,0.238
154704811,0.5240004380850111,0.4759995619149889,1729,0.238
155889187,0.524000438085011,0.475999561914989,1730,0.238
18345944,0.5239692270989236,0.4760307729010763,1731,0.239
21853097,0.5239345833308258,0.4760654166691742,1732,0.239
102002581,0.5239271425974574,0.4760728574025425,1733,0.239
53744408,0.523800390534213,0.476199609465787,1734,0.239
641066,0.5237344355891385,0.4762655644108616,1735,0.239
13566110,0.5237145745651264,0.4762854254348737,1736,0.239
510947,0.5236630974719436,0.4763369025280563,1737,0.239
97454,0.5236579025611379,0.4763420974388621,1738,0.239
131874830,0.5236168391261529,0.4763831608738471,1739,0.24
514819,0.5234649271355444,0.4765350728644556,1740,0.24
506144,0.5234326984186011,0.4765673015813989,1741,0.24
10249185,0.5233723258842387,0.4766276741157613,1742,0.24
129317836,0.5233723258842387,0.4766276741157613,1743,0.24
11514721,0.5233723258842387,0.4766276741157613,1744,0.24
132283238,0.5233723258842387,0.4766276741157613,1745,0.24
511462,0.523341278186789,0.4766587218132109,1746,0.241
9878094,0.5232239808591888,0.4767760191408112,1747,0.241
13833654,0.5232085956757676,0.4767914043242324,1748,0.241
451458,0.5232085956757675,0.4767914043242324,1749,0.241
70682891,0.5231988811826225,0.4768011188173776,1750,0.241
121487353,0.5231550902372966,0.4768449097627034,1751,0.241
13051253,0.5231550902372966,0.4768449097627034,1752,0.241
357107,0.5231151831177854,0.4768848168822146,1753,0.242
451420,0.5231151831177854,0.4768848168822146,1754,0.242
121486960,0.523049041779768,0.4769509582202321,1755,0.242
91886342,0.5229919507915544,0.4770080492084457,1756,0.242
10988995,0.5229890061588652,0.4770109938411347,1757,0.242
452090,0.5229800820690871,0.477019917930913,1758,0.242
509522,0.5229800820690871,0.477019917930913,1759,0.242
191831,0.5229366280653429,0.4770633719346571,1760,0.243
12940782,0.5229366280653429,0.4770633719346571,1761,0.243
6482480,0.5229366280653429,0.4770633719346571,1762,0.243
126970070,0.5228984566521487,0.4771015433478512,1763,0.243
68768358,0.5228984566521487,0.4771015433478512,1764,0.243
107769,0.522884621262198,0.477115378737802,1765,0.243
139026052,0.522884621262198,0.477115378737802,1766,0.243
23634773,0.5228836410247472,0.4771163589752528,1767,0.243
11622526,0.5228786327951827,0.4771213672048174,1768,0.244
14018661,0.5228569362072727,0.4771430637927273,1769,0.244
5273975,0.5228329783718069,0.4771670216281931,1770,0.244
10085104,0.5227809894941245,0.4772190105058754,1771,0.244
54471624,0.5226842615988028,0.4773157384011972,1772,0.244
5278749,0.5226124064212379,0.4773875935787621,1773,0.244
5287590,0.5225226061692008,0.4774773938307992,1774,0.244
484808,0.5224777818917214,0.4775222181082785,1775,0.245
162354766,0.522464148536364,0.477535851463636,1776,0.245
76845488,0.5224440613174929,0.4775559386825071,1777,0.245
3055694,0.5223584114526756,0.4776415885473244,1778,0.245
135618582,0.5223533119284561,0.4776466880715438,1779,0.245
490440,0.5223070533320817,0.4776929466679183,1780,0.245
10990861,0.5222956282405969,0.477704371759403,1781,0.245
131878839,0.5222434763086222,0.4777565236913778,1782,0.246
57354933,0.5222434763086222,0.4777565236913778,1783,0.246
168364,0.5222047586598569,0.477795241340143,1784,0.246
121486818,0.522173701035842,0.477826298964158,1785,0.246
453689,0.5221628140850472,0.4778371859149529,1786,0.246
11346228,0.5221256630017214,0.4778743369982786,1787,0.246
196709,0.5220712492652018,0.4779287507347983,1788,0.246
53463804,0.5220712492652018,0.4779287507347983,1789,0.247
131881832,0.5220387267322533,0.4779612732677468,1790,0.247
308234,0.5220387267322533,0.4779612732677468,1791,0.247
23519664,0.5219705806298621,0.4780294193701379,1792,0.247
490627,0.5219596171243237,0.4780403828756763,1793,0.247
21592214,0.5219523230065068,0.4780476769934932,1794,0.247
400704,0.5218940710141369,0.4781059289858632,1795,0.247
502236,0.5218940710141369,0.4781059289858632,1796,0.247
169716,0.5218937833191799,0.47810621668082,1797,0.248
6481830,0.5218937833191799,0.47810621668082,1798,0.248
22811380,0.5218937833191799,0.47810621668082,1799,0.248
21139599,0.521881927084551,0.4781180729154491,1800,0.248
11173824,0.5217545161932868,0.4782454838067131,1801,0.248
9834986,0.5217480633123932,0.4782519366876068,1802,0.248
137202613,0.5217336501325494,0.4782663498674507,1803,0.248
121486913,0.5217039758794948,0.4782960241205052,1804,0.249
18658703,0.5216614531522692,0.4783385468477308,1805,0.249
138059439,0.5216573890739643,0.4783426109260357,1806,0.249
138059441,0.5216573890739643,0.4783426109260357,1807,0.249
121486842,0.5216401541422758,0.4783598458577242,1808,0.249
118992169,0.5215848310146333,0.4784151689853667,1809,0.249
71368152,0.5215649285837989,0.478435071416201,1810,0.249
154703233,0.5214986199087659,0.4785013800912341,1811,0.25
211875,0.5214690772880118,0.4785309227119881,1812,0.25
149098,0.5213963145210725,0.4786036854789274,1813,0.25
131880518,0.5213818732994455,0.4786181267005545,1814,0.25
502234,0.5213727184628814,0.4786272815371186,1815,0.25
513474,0.5213326315024633,0.4786673684975367,1816,0.25
260895,0.5213198461051523,0.4786801538948477,1817,0.25
460247,0.5213174184765116,0.4786825815234884,1818,0.251
56606362,0.5213122333353948,0.4786877666646051,1819,0.251
53655871,0.5212294775368764,0.4787705224631236,1820,0.251
60074498,0.5212177144723605,0.4787822855276394,1821,0.251
453195,0.5212051634447062,0.4787948365552937,1822,0.251
131884916,0.5211348171142094,0.4788651828857906,1823,0.251
38988601,0.5211243841302401,0.4788756158697599,1824,0.251
1277936,0.5211243841302401,0.4788756158697599,1825,0.251
676791,0.5211243841302401,0.4788756158697599,1826,0.252
65120,0.5211243841302401,0.4788756158697599,1827,0.252
3605473,0.5211243841302401,0.4788756158697599,1828,0.252
133126486,0.5211243841302401,0.4788756158697599,1829,0.252
134229912,0.5210747889934091,0.4789252110065908,1830,0.252
21140575,0.521016846486273,0.4789831535137269,1831,0.252
134501092,0.5210153463332157,0.4789846536667843,1832,0.252
512590,0.5210105081378793,0.4789894918621206,1833,0.253
261158,0.5209749899709377,0.4790250100290622,1834,0.253
92150214,0.5209749899709377,0.4790250100290622,1835,0.253
129322522,0.5209563315119101,0.4790436684880899,1836,0.253
15868081,0.5209291086040975,0.4790708913959026,1837,0.253
122521211,0.5208430019649286,0.4791569980350714,1838,0.253
15612801,0.5208430019649286,0.4791569980350714,1839,0.253
21815879,0.5208112434888874,0.4791887565111126,1840,0.254
490628,0.5207819887644842,0.4792180112355157,1841,0.254
355458,0.5207553588198759,0.4792446411801241,1842,0.254
102266253,0.52074257951417,0.47925742048583,1843,0.254
98625,0.5207341784324466,0.4792658215675534,1844,0.254
190030,0.5206416619042871,0.4793583380957129,1845,0.254
15612799,0.5205349801811816,0.4794650198188184,1846,0.254
639409,0.5204702061065918,0.4795297938934082,1847,0.255
13989343,0.5204477943368881,0.4795522056631118,1848,0.255
137160593,0.5203977052550961,0.4796022947449039,1849,0.255
845540,0.5203059197487768,0.4796940802512232,1850,0.255
15104857,0.5202891272788536,0.4797108727211464,1851,0.255
135625242,0.5202348327621387,0.4797651672378614,1852,0.255
54684286,0.5202064524116279,0.4797935475883721,1853,0.255
92440490,0.5202064524116279,0.4797935475883721,1854,0.255
54706658,0.5202064524116279,0.4797935475883721,1855,0.256
164022,0.5201546890449991,0.479845310955001,1856,0.256
9878825,0.5201314347731323,0.4798685652268677,1857,0.256
14680716,0.5201296786662913,0.4798703213337086,1858,0.256
486175,0.5201143196214286,0.4798856803785714,1859,0.256
57268205,0.5200982722945411,0.4799017277054589,1860,0.256
1465,0.5200982722945411,0.4799017277054589,1861,0.256
643514,0.5200982722945411,0.4799017277054589,1862,0.257
444320,0.5200982722945411,0.4799017277054589,1863,0.257
5273516,0.5200687968318536,0.4799312031681464,1864,0.257
6450944,0.5200567466382258,0.4799432533617743,1865,0.257
10082523,0.5200360172034431,0.479963982796557,1866,0.257
451363,0.5200360172034431,0.479963982796557,1867,0.257
356019,0.5200360172034431,0.479963982796557,1868,0.257
6479189,0.5200311079369941,0.4799688920630058,1869,0.258
6439191,0.5200311079369939,0.4799688920630061,1870,0.258
10061136,0.5200254023702542,0.4799745976297458,1871,0.258
10403118,0.5199810333448852,0.4800189666551148,1872,0.258
265298,0.5199810333448852,0.4800189666551148,1873,0.258
131876194,0.5199809105479676,0.4800190894520324,1874,0.258
14258187,0.5199424502794492,0.4800575497205507,1875,0.258
14133066,0.5199360475972243,0.4800639524027756,1876,0.259
11780986,0.5199008522912054,0.4800991477087946,1877,0.259
14427744,0.519894202958969,0.4801057970410309,1878,0.259
10353121,0.519894202958969,0.4801057970410309,1879,0.259
71421156,0.5198630523469074,0.4801369476530925,1880,0.259
5324587,0.5198498947976005,0.4801501052023995,1881,0.259
3005966,0.5198409765155616,0.4801590234844384,1882,0.259
18661221,0.5198321807516335,0.4801678192483665,1883,0.259
92230795,0.5198321807516335,0.4801678192483665,1884,0.26
16397765,0.5197984343184208,0.4802015656815793,1885,0.26
121486943,0.519781906189148,0.480218093810852,1886,0.26
91668389,0.5197733875741115,0.4802266124258885,1887,0.26
138059440,0.5197733875741115,0.4802266124258885,1888,0.26
3080688,0.5196700307549618,0.4803299692450383,1889,0.26
20646474,0.5195941082926359,0.4804058917073641,1890,0.26
15124187,0.5195861307587055,0.4804138692412945,1891,0.261
7098661,0.5195421158873959,0.4804578841126042,1892,0.261
56987376,0.5195248642662234,0.4804751357337766,1893,0.261
13989304,0.5195193460815422,0.4804806539184579,1894,0.261
6478358,0.5195182568118328,0.4804817431881672,1895,0.261
137221138,0.5194578490616539,0.480542150938346,1896,0.261
121578,0.5193849397825294,0.4806150602174705,1897,0.261
5273973,0.5192881874904335,0.4807118125095665,1898,0.262
3082389,0.5192711512045265,0.4807288487954734,1899,0.262
13871175,0.5192711512045265,0.4807288487954734,1900,0.262
11023641,0.5192657870962311,0.4807342129037689,1901,0.262
14184873,0.5192657870962311,0.4807342129037689,1902,0.262
11066758,0.5192510816810694,0.4807489183189307,1903,0.262
454166,0.51924771091697,0.48075228908303,1904,0.262
451819,0.5192443358231876,0.4807556641768123,1905,0.263
66739168,0.5192443358231876,0.4807556641768123,1906,0.263
23616027,0.5192411654952978,0.4807588345047023,1907,0.263
21776949,0.5192411654952978,0.4807588345047023,1908,0.263
6245,0.5192411654952978,0.4807588345047023,1909,0.263
92209904,0.5192411654952978,0.4807588345047023,1910,0.263
92846012,0.5192411654952978,0.4807588345047023,1911,0.263
44330586,0.5192411654952978,0.4807588345047023,1912,0.263
92209902,0.5192411654952978,0.4807588345047023,1913,0.264
3007918,0.5192411654952978,0.4807588345047023,1914,0.264
455227,0.5191653723687315,0.4808346276312684,1915,0.264
5276958,0.5191624525149723,0.4808375474850276,1916,0.264
70697554,0.5191271661825781,0.4808728338174218,1917,0.264
54718171,0.5191028854675648,0.4808971145324351,1918,0.264
215491,0.519038945362806,0.4809610546371939,1919,0.264
10903360,0.5189687477076832,0.4810312522923168,1920,0.265
452080,0.5189603421591511,0.4810396578408489,1921,0.265
16057990,0.5189603421591511,0.4810396578408489,1922,0.265
21855714,0.5188861703705683,0.4811138296294316,1923,0.265
90673794,0.5188561679483311,0.4811438320516689,1924,0.265
54336181,0.5188306992521119,0.4811693007478881,1925,0.265
97078,0.5188244221263807,0.4811755778736192,1926,0.265
6560303,0.5188244221263807,0.4811755778736192,1927,0.266
71539357,0.5188146829589357,0.4811853170410643,1928,0.266
70367073,0.5187712974586987,0.4812287025413014,1929,0.266
77833698,0.5187712974586987,0.4812287025413014,1930,0.266
14430336,0.5187541853719713,0.4812458146280287,1931,0.266
131176102,0.5186067603244071,0.4813932396755928,1932,0.266
7282382,0.5186035992760896,0.4813964007239104,1933,0.266
92918,0.5186035992760896,0.4813964007239104,1934,0.267
124428635,0.5186035992760896,0.4813964007239104,1935,0.267
14135553,0.5186035992760896,0.4813964007239104,1936,0.267
97000,0.5186035992760896,0.4813964007239104,1937,0.267
121486746,0.5185883216192766,0.4814116783807233,1938,0.267
10471224,0.5185722131547925,0.4814277868452074,1939,0.267
3007128,0.5184930103397044,0.4815069896602956,1940,0.267
511990,0.5184123489261439,0.4815876510738562,1941,0.267
14862330,0.5183741825066694,0.4816258174933305,1942,0.268
494284,0.518342310633225,0.481657689366775,1943,0.268
21818055,0.5182249714305852,0.4817750285694148,1944,0.268
5273979,0.5181836379078067,0.4818163620921932,1945,0.268
92236279,0.5181745357686987,0.4818254642313013,1946,0.268
21139854,0.5181745357686987,0.4818254642313013,1947,0.268
21140827,0.5181472456096724,0.4818527543903276,1948,0.268
22899176,0.5181193166702426,0.4818806833297574,1949,0.269
125895,0.5180747941900323,0.4819252058099676,1950,0.269
15087556,0.5180747941900323,0.4819252058099676,1951,0.269
135410303,0.5180734300489426,0.4819265699510574,1952,0.269
49784438,0.5180368925517944,0.4819631074482056,1953,0.269
118855915,0.517983426255596,0.482016573744404,1954,0.269
90470573,0.517983426255596,0.482016573744404,1955,0.269
118855895,0.5179834262555958,0.4820165737444042,1956,0.27
44721303,0.5179834262555958,0.4820165737444042,1957,0.27
46780611,0.5179834262555958,0.4820165737444042,1958,0.27
18528811,0.5179834262555958,0.4820165737444042,1959,0.27
12800113,0.5179834262555958,0.4820165737444042,1960,0.27
10889684,0.5179834262555958,0.4820165737444042,1961,0.27
12800111,0.5179834262555958,0.4820165737444042,1962,0.27
451823,0.5179834262555958,0.4820165737444042,1963,0.27
76973317,0.5179834262555958,0.4820165737444042,1964,0.271
12800115,0.5179834262555958,0.4820165737444042,1965,0.271
139025304,0.5179834262555958,0.4820165737444042,1966,0.271
6419441,0.5179834262555958,0.4820165737444042,1967,0.271
11241647,0.5179834262555958,0.4820165737444042,1968,0.271
44205198,0.5179834262555958,0.4820165737444042,1969,0.271
90472734,0.5179834262555958,0.4820165737444042,1970,0.271
6560425,0.5179834262555958,0.4820165737444042,1971,0.272
131853290,0.5179048493892557,0.4820951506107442,1972,0.272
464363,0.5178867161573613,0.4821132838426387,1973,0.272
156594113,0.5178853144406602,0.4821146855593398,1974,0.272
18633466,0.5178490950844008,0.4821509049155992,1975,0.272
21157833,0.5178470786256453,0.4821529213743548,1976,0.272
10108316,0.5178413313573389,0.4821586686426611,1977,0.272
454531,0.5178351165324687,0.4821648834675313,1978,0.273
77520338,0.5178347583218668,0.4821652416781332,1979,0.273
91668409,0.5178347583218668,0.4821652416781332,1980,0.273
67853778,0.5178274278368384,0.4821725721631615,1981,0.273
10446782,0.5178251112999188,0.4821748887000812,1982,0.273
91658946,0.5178135168869606,0.4821864831130394,1983,0.273
97299293,0.5178135168869606,0.4821864831130394,1984,0.273
97299294,0.5178135168869606,0.4821864831130394,1985,0.274
21677364,0.5177656235092672,0.4822343764907327,1986,0.274
3008206,0.5177510184895158,0.4822489815104842,1987,0.274
510142,0.5177392730559327,0.4822607269440672,1988,0.274
490626,0.5177229644355552,0.4822770355644447,1989,0.274
13845019,0.5176888508935918,0.4823111491064081,1990,0.274
139024710,0.5176888508935918,0.4823111491064081,1991,0.274
124683,0.5176888508935918,0.4823111491064081,1992,0.274
13845018,0.5176888508935918,0.4823111491064081,1993,0.275
22818440,0.5176638077243747,0.4823361922756253,1994,0.275
463612,0.517630285362237,0.4823697146377629,1995,0.275
5278280,0.517590446168133,0.482409553831867,1996,0.275
107988,0.517584230851326,0.482415769148674,1997,0.275
40488632,0.5175751410225821,0.4824248589774179,1998,0.275
44629847,0.5175751410225821,0.4824248589774179,1999,0.275
6603778,0.5175751410225821,0.4824248589774179,2000,0.276
44398142,0.5175751410225821,0.4824248589774179,2001,0.276
15573114,0.5175751410225821,0.4824248589774179,2002,0.276
15573115,0.5175751410225821,0.4824248589774179,2003,0.276
9879442,0.5175751410225821,0.4824248589774179,2004,0.276
11957496,0.5175751410225821,0.4824248589774179,2005,0.276
8974,0.5175751410225821,0.4824248589774179,2006,0.276
154701264,0.517541859212636,0.4824581407873641,2007,0.277
460246,0.5175409467878377,0.4824590532121623,2008,0.277
371875,0.5175409467878377,0.4824590532121623,2009,0.277
460245,0.5175409467878377,0.4824590532121623,2010,0.277
66686600,0.5175167132156813,0.4824832867843187,2011,0.277
5271782,0.5174799415615275,0.4825200584384724,2012,0.277
453832,0.5174406609447888,0.4825593390552112,2013,0.277
514820,0.5174069971447308,0.4825930028552692,2014,0.278
92231363,0.5173959082618582,0.4826040917381417,2015,0.278
29921448,0.5173959082618582,0.4826040917381417,2016,0.278
259345,0.5173834655354936,0.4826165344645063,2017,0.278
127734,0.5173443531869588,0.4826556468130412,2018,0.278
15742006,0.5172826402652952,0.4827173597347047,2019,0.278
10019708,0.5172281203599993,0.4827718796400007,2020,0.278
139591931,0.5172129381710158,0.4827870618289842,2021,0.278
139267828,0.5172129381710158,0.4827870618289842,2022,0.279
139267847,0.5172129381710158,0.4827870618289842,2023,0.279
139267848,0.5172129381710158,0.4827870618289842,2024,0.279
12308857,0.5172123111193629,0.4827876888806371,2025,0.279
57047691,0.5172123111193629,0.4827876888806371,2026,0.279
66535,0.5172123111193629,0.4827876888806371,2027,0.279
510946,0.5171998188750978,0.4828001811249022,2028,0.279
14409043,0.5171773969999426,0.4828226030000574,2029,0.28
451565,0.5171773969999426,0.4828226030000574,2030,0.28
71369906,0.5171610063082772,0.4828389936917228,2031,0.28
3006926,0.5171578281837824,0.4828421718162176,2032,0.28
137185205,0.5171138020124215,0.4828861979875785,2033,0.28
6481833,0.5170694144771024,0.4829305855228976,2034,0.28
131885188,0.5170637915209937,0.4829362084790063,2035,0.28
22880824,0.5169343550023695,0.4830656449976305,2036,0.281
5274009,0.516930773886902,0.483069226113098,2037,0.281
354916,0.5169183533350856,0.4830816466649143,2038,0.281
10424703,0.5168975557023245,0.4831024442976754,2039,0.281
512595,0.5168900864113601,0.4831099135886398,2040,0.281
14826135,0.5168875335619314,0.4831124664380686,2041,0.281
196788,0.5168001964123952,0.4831998035876049,2042,0.281
12150479,0.5167445753598232,0.4832554246401768,2043,0.282
