,PCA1,PCA2,group
453548,-0.5325651218301964,0.2514970604922409,Pubchem
453689,-0.524121641087294,-0.05363024805739068,Pubchem
453864,-0.5223549589535771,-0.06248340759639962,Pubchem
454531,-0.5728238093338142,-0.0034093928395433114,Pubchem
454870,-0.5372708922071382,-0.07090982994759722,Pubchem
459942,-0.4700080069931664,0.26960522062986,Pubchem
461537,-0.5370714174620864,0.07302567735650095,Pubchem
461652,-0.49350129329934683,-0.10381127506042782,Pubchem
461854,-0.5457836661761416,-0.057709510927349474,Pubchem
464390,-0.5759639311659216,0.09086917370999983,Pubchem
464392,-0.5365028498454527,-0.03884457255774533,Pubchem
464404,-0.5638443567698368,-0.08116729080254813,Pubchem
464406,-0.5785737693902057,-0.06069969757882737,Pubchem
466385,-0.563122628067837,0.06211958978018364,Pubchem
466409,-0.549867755492023,0.004391107996654333,Pubchem
466426,-0.569478623727878,0.18485679069168018,Pubchem
469792,-0.48864388751667986,0.10623424680736483,Pubchem
469794,-0.5089596335028084,-0.05024894413738777,Pubchem
470796,0.4253338645545599,0.43961369541191386,Pubchem
472634,-0.5451339969033343,-0.33333823386700095,Pubchem
472814,-0.5446575664912301,0.053220890325802496,Pubchem
477849,-0.5286805973905254,-0.018436078200378563,Pubchem
477853,-0.531423613211467,-0.07549943372517934,Pubchem
481081,-0.5175572556132311,-0.2178254737096528,Pubchem
481082,-0.5094332713829083,-0.10387194239472747,Pubchem
482505,-0.5226157966643468,0.06873275139536826,Pubchem
482510,-0.5173764115539985,-0.08032558966131906,Pubchem
484807,-0.5088430411557486,0.1843288780887461,Pubchem
484808,-0.5062067451160186,0.18661591457235768,Pubchem
486177,-0.5141150881491823,0.19154361424753985,Pubchem
488924,-0.5305491379848812,0.1626407576309709,Pubchem
488949,-0.546922026473805,-0.0463361095553505,Pubchem
490353,-0.5362885757051725,-0.07389902582862543,Pubchem
490392,0.47715050470901094,0.3353820509803556,Pubchem
490438,-0.5410385473952768,-0.1385963879675217,Pubchem
490440,-0.5489777462925389,-0.054636478291648714,Pubchem
490445,-0.5199214645500325,-0.048923408102293946,Pubchem
490621,-0.5169299927120934,0.10352873642801819,Pubchem
490622,-0.5318724344299731,0.12505578007847712,Pubchem
490623,-0.5169299927120934,0.10352873642801819,Pubchem
490625,-0.5604191733775206,0.2084602732317423,Pubchem
490626,-0.5562546085893849,0.1653284874851167,Pubchem
490627,-0.5533441841733783,0.16682350579908348,Pubchem
490628,-0.5480944188605289,0.13248553908047042,Pubchem
491674,-0.5459054958839561,-0.1028802827205574,Pubchem
492116,-0.5506789525302904,0.055173890063463085,Pubchem
492117,-0.5506789525302904,0.055173890063463085,Pubchem
492555,0.390022380661681,0.4179819880349542,Pubchem
492556,0.4092855899987419,0.3989354204504908,Pubchem
492559,-0.6087537354359517,-0.1790252990295436,Pubchem
493016,-0.5188006697922265,-0.1733228012812595,Pubchem
493223,-0.5438449156695587,-0.052998335560186974,Pubchem
494096,0.4386575454361733,0.6216083320701126,Pubchem
494217,-0.5486672786846629,0.03450052261295642,Pubchem
494284,0.48616998307998244,0.05156605440088178,Pubchem
494929,0.47897941747508316,0.4531728146700869,Pubchem
495169,-0.5318418269815308,0.12570328597311492,Pubchem
495537,-0.5113532618113037,-0.1659446799789138,Pubchem
496020,0.4295958856867933,0.23854770540895245,Pubchem
496474,-0.5617676123852303,0.043547081009059574,Pubchem
498018,-0.5304028763077423,0.17400955738888574,Pubchem
502229,-0.5428796391835037,-0.18943990557539173,Pubchem
502232,-0.5161201830044292,-0.2402486441148603,Pubchem
503006,-0.5479392037440088,0.105502416564847,Pubchem
503007,-0.5392506794003465,0.1369368747701065,Pubchem
503010,-0.5326077217618133,-0.0738606071180732,Pubchem
503011,-0.5379375077066155,-0.017329664658569898,Pubchem
503813,-0.5875081269582321,-0.12180423564743664,Pubchem
504733,0.5065084079058988,0.2265400077119812,Pubchem
504734,0.4978493362862344,0.21305959952851067,Pubchem
504735,0.47066555422939343,0.11024744622023369,Pubchem
504736,0.49472103288149427,0.38256358356535647,Pubchem
504737,0.48593363122010025,0.263720141966962,Pubchem
504738,0.47118366020675084,0.26802493924523974,Pubchem
504740,0.43210305593544357,0.20387457782687574,Pubchem
504745,-0.5438347293416025,0.16012372765909072,Pubchem
504747,0.4475526698355221,0.35330043478528994,Pubchem
504749,-0.536342371395842,0.19326267633172084,Pubchem
504751,-0.5275175386029767,0.11280617708819037,Pubchem
506143,-0.5020789015485119,-0.004147038046665024,Pubchem
506145,-0.614182939974691,-0.03533052895586626,Pubchem
507269,0.4702245165504397,0.37086208864662934,Pubchem
509519,-0.5376472859798239,-0.00033988048486435464,Pubchem
509522,-0.5386142428908001,-0.06908454248756385,Pubchem
510982,-0.4739976338274931,0.6162287540033983,Pubchem
511719,-0.5990877571152704,-0.18217464972099026,Pubchem
511720,-0.6088702806483837,-0.20602666056671354,Pubchem
511761,-0.5768113249229601,0.08871857654801513,Pubchem
511763,-0.5394296738824335,-0.10559622391932597,Pubchem
511765,-0.5464966746433196,0.00023405868986170418,Pubchem
511854,-0.5580528166130341,0.016334231380825872,Pubchem
511887,-0.5620229034992812,0.17890951807105454,Pubchem
512128,-0.5776394576393513,0.19813046690052946,Pubchem
512130,-0.5497937469535572,0.23181643677907499,Pubchem
512131,-0.5945738967523945,0.19246365873378182,Pubchem
512134,0.42250056160064015,0.6165953786481153,Pubchem
512135,0.4119835490444182,0.44313452596387404,Pubchem
512137,0.40962797083776853,0.5914310628780465,Pubchem
512725,-0.5141009710568568,0.02047632823246009,Pubchem
513124,-0.5946926803894025,0.006701683940894377,Pubchem
513206,-0.5175741197218905,-0.331211933014062,Pubchem
513858,-0.5031624927069047,0.15130674875804495,Pubchem
515217,-0.5213117822319456,0.17236782616294416,Pubchem
515218,-0.5363511343752259,0.19654718092085122,Pubchem
515219,-0.5368354835409676,0.13982372278333335,Pubchem
515221,-0.5114267760806083,0.4828903019083293,Pubchem
539847,0.6106981104258736,0.27526876755700075,Pubchem
541545,0.40072193357488817,0.3164047682211702,Pubchem
584362,-0.5402738588692203,-0.12977557678396895,Pubchem
584546,-0.532368437674265,0.19155748886512647,Pubchem
595375,-0.5143611702667964,-0.04810018961673499,Pubchem
595711,-0.5694288924039644,0.09056272987890424,Pubchem
604832,-0.5115488203045945,-0.0733639273221373,Pubchem
640874,-0.5474635997539018,0.018683432361436426,Pubchem
644174,-0.5325651218301964,0.2514970604922409,Pubchem
644264,-0.5065238019735748,0.4325107721387987,Pubchem
672230,-0.5364842375310691,-0.1475711021854107,Pubchem
688019,-0.5538536468654024,0.2346056106817632,Pubchem
688097,-0.5498427972421196,-0.0005266114397299056,Pubchem
905903,-0.5508657231829382,0.214959617773956,Pubchem
1268279,-0.5426944770576368,-0.0010873386398339941,Pubchem
1277776,-0.5464802587310057,0.021389791376951385,Pubchem
2305663,-0.5508657231829382,0.214959617773956,Pubchem
2999329,-0.51558347841315,-0.3302552280909071,Pubchem
3000242,-0.5280168562676901,-0.136663022482446,Pubchem
3000303,-0.5280168562676901,-0.136663022482446,Pubchem
3006169,-0.56631286873612,0.05156935094744958,Pubchem
3006926,-0.5361284448412366,0.09264868419048608,Pubchem
3006931,0.444104420296954,0.2106236230126548,Pubchem
3006961,-0.5821346622405564,0.28508962884632505,Pubchem
3007066,-0.5400608623296668,0.07906049369060739,Pubchem
3007124,0.4404412354025332,0.112315399318447,Pubchem
3007125,0.4296299571980408,0.11023560068786105,Pubchem
3007127,-0.5466422640146743,0.035416118923718605,Pubchem
3007128,-0.5447594988910714,-0.003944150374187697,Pubchem
3007129,-0.5601684235570973,-0.013066321634830956,Pubchem
3008139,-0.5036096033943697,0.20028965755525766,Pubchem
3009857,-0.5314989891283287,0.2546792260565693,Pubchem
3009859,-0.5393615792580642,0.1957985255873066,Pubchem
3010352,-0.5144792330573156,0.46954535688241816,Pubchem
3010354,-0.534278911669289,0.4586816213543062,Pubchem
3010355,-0.5117445900993507,0.5953282480368356,Pubchem
3010383,-0.5699334713749403,0.05753696280698431,Pubchem
3010385,-0.5551847619726433,0.20480706320332884,Pubchem
3010386,-0.5635442661012455,0.0238827872900745,Pubchem
3010387,-0.5968845262728575,0.14190521675679113,Pubchem
3010398,-0.5120425183250826,0.12605898401027332,Pubchem
3010797,-0.5261390895163032,0.4535503214207438,Pubchem
3010825,-0.5846626845925166,0.2919099786564878,Pubchem
3011154,0.4462284922757627,0.3133949355188549,Pubchem
3011894,-0.5220755554376006,0.23544834774138432,Pubchem
3011895,-0.5417425108544431,0.0005426945252836864,Pubchem
3011904,-0.5038343274091944,0.12363882715455457,Pubchem
3011905,-0.5038183751286558,0.041820930635186715,Pubchem
3011924,-0.5110194903035615,-0.24731486794881233,Pubchem
3012046,-0.5013372583838958,0.05386020299341589,Pubchem
3012550,-0.581250027257787,-0.11255494896302172,Pubchem
3012551,-0.6021895876142288,-0.1498236562100694,Pubchem
3012563,-0.5816169012370073,-0.060397226804393585,Pubchem
3012564,-0.6064089288162176,-0.08706645062246433,Pubchem
3012586,0.34775192315082243,0.05272567027954362,Pubchem
3032355,-0.5018277114819294,0.0031832923532572085,Pubchem
3034638,-0.5456273143439271,0.1529485297216788,Pubchem
3035490,-0.4984219639440729,0.17339686772554042,Pubchem
3035929,-0.5224191017612088,0.2033237915379842,Pubchem
3036587,-0.5145295225350144,-0.03757009653465826,Pubchem
3036899,0.4864631229755764,0.4274824839300088,Pubchem
3037046,-0.5048204404679689,0.3410238941730366,Pubchem
3061100,-0.598314472676186,-0.14997270282964778,Pubchem
3067878,-0.6011960860355829,0.02827283905735564,Pubchem
3358362,-0.5341178313956542,0.22303634546645157,Pubchem
3792400,-0.5416530398617839,-0.1731037870992128,Pubchem
3881219,-0.5416927684369399,-0.05528465278887485,Pubchem
4127885,-0.500379469909772,0.30345386878877517,Pubchem
4304654,0.47897941747508316,0.4531728146700869,Pubchem
4471889,-0.5245185734933193,0.2499361127174651,Pubchem
4477522,0.45848342376673856,0.12840839118042574,Pubchem
4569866,-0.5250751127822512,0.12591319458018807,Pubchem
4594140,0.5496860861492514,0.18234755752839996,Pubchem
4993488,-0.5226952493759327,0.257922453217985,Pubchem
5232177,-0.5177480292396919,0.36033406908863713,Pubchem
5270502,0.44645145815746795,0.5116150250958018,Pubchem
5270503,0.4465330201806552,0.24013526478641564,Pubchem
5271016,-0.5452521619842386,-0.09392284450593694,Pubchem
5271018,-0.5446300821706395,-0.050856872466294924,Pubchem
5271782,-0.5417735737421491,-0.06104208532797747,Pubchem
5272655,-0.5294920793377541,0.042196974912901516,Pubchem
5272658,-0.5428279945350087,0.13395529994631808,Pubchem
5272659,-0.5493876845147451,0.19266594706444656,Pubchem
5272665,-0.5406888276105837,-0.0036888162869477036,Pubchem
5273004,-0.6335717971797252,-0.08813357079294205,Pubchem
5273008,-0.6112939136506781,-0.18144964386008544,Pubchem
5273013,-0.5180537711921729,0.29223492782672583,Pubchem
5273014,-0.5448458046997947,0.16160605363844222,Pubchem
5273015,-0.5488009344519181,0.1501520969062587,Pubchem
5273016,-0.5452807902387222,0.1559216266614527,Pubchem
5273018,0.42183629660522676,0.3382583329787478,Pubchem
5273480,-0.5372119935261801,0.34168973775482386,Pubchem
5273484,0.43066827491807375,0.4090779273117592,Pubchem
5273492,-0.5429794042933802,0.26186584395296836,Pubchem
5273493,0.4474984143728943,0.5845678087984036,Pubchem
5273497,0.45060528058797,0.41594312661906213,Pubchem
5273505,0.42982638404507056,0.3710394156085239,Pubchem
5273510,0.431655727883539,0.5605838558997831,Pubchem
5273512,-0.5408477524696214,0.5950384715396537,Pubchem
5273514,0.5039172864620479,0.572176123103591,Pubchem
5273516,0.41398834796431183,0.6185991459106487,Pubchem
5273524,-0.5533490073264903,0.03059972237481005,Pubchem
5273527,0.4828526641917343,0.27308590530292803,Pubchem
5273934,-0.5425131114850968,-0.11301474306152749,Pubchem
5274310,0.4572571514499117,0.5940472165861395,Pubchem
5274345,-0.525320498511448,-0.2813989894143001,Pubchem
5274366,0.4251292347437698,0.42969045958306046,Pubchem
5274367,0.47724235609384347,0.5338678868957756,Pubchem
5276734,-0.5019687452982206,0.32396495328424346,Pubchem
5278277,-0.5119294057657123,0.5896813916721122,Pubchem
5278278,0.4364439659641791,0.5429236403144335,Pubchem
5278282,0.4233604660276024,0.3772901653008394,Pubchem
5278546,-0.5230877546350265,-0.06925982579321992,Pubchem
5278547,-0.5245922563909915,-0.03293872143529659,Pubchem
5279426,-0.5429504552558865,-0.14403304887412585,Pubchem
5284425,-0.5697019328520521,0.3717005576681905,Pubchem
5287975,-0.5393612616546958,0.4205913282558178,Pubchem
5289205,0.4331679766842521,0.26262276388581945,Pubchem
5289230,-0.5653954331266768,0.18817773841432506,Pubchem
5289307,-0.5330357765101809,0.13631369372719693,Pubchem
5343018,-0.5109758516479906,0.3980915518371551,Pubchem
5343060,-0.5224376445052427,0.3253557483193027,Pubchem
5702004,-0.5325651218301964,0.2514970604922409,Pubchem
6320414,-0.5503548234503903,0.3580812979135659,Pubchem
6325427,0.45343176039749816,0.2732319522895229,Pubchem
6334060,-0.5048644473671694,0.04670047315597498,Pubchem
6335098,-0.5498392522559808,0.18903960228781957,Pubchem
6419781,-0.5561538443896098,0.10140094703999065,Pubchem
6426626,-0.508411517235937,0.3364125326112125,Pubchem
6438736,0.48368796962167626,0.26894125745561204,Pubchem
6451079,-0.5236173090508449,0.00822512517590991,Pubchem
6478489,0.48679709077068367,0.018042170509270136,Pubchem
6478491,-0.5232269273736833,0.0847728713580771,Pubchem
6480471,-0.5333431007424297,-0.08365758335888919,Pubchem
6480473,-0.5222936069761618,0.45295839433511803,Pubchem
6480510,-0.5014673678101172,-0.0916931845786521,Pubchem
6481604,-0.5623225576182568,0.1616596991998962,Pubchem
6481827,-0.5363142917143237,0.23698880507992,Pubchem
6481828,-0.5365602695889018,0.15073314117965073,Pubchem
6481834,-0.5372681282244925,0.055674758134368035,Pubchem
6482482,-0.5037603726053689,0.36716411501570423,Pubchem
6482628,-0.5691359426022902,0.4462143359840166,Pubchem
6482630,-0.5885215296121155,0.48991406848117974,Pubchem
6483432,-0.4841162391353969,0.11554615928095494,Pubchem
6509777,-0.5257746953100174,-0.23193589978213824,Pubchem
6536767,-0.5425131114850968,-0.11301474306152749,Pubchem
6541377,-0.5159275562252219,0.11410140534276435,Pubchem
6560187,0.4859085840461996,0.2951916539246574,Pubchem
6560303,-0.520383247697049,0.1547413886738067,Pubchem
6560416,-0.514863713685276,0.32810464383870086,Pubchem
6561296,-0.5616361508278048,0.5439202225871831,Pubchem
6565903,0.44485471934711873,0.4566813143038504,Pubchem
6566064,0.41461904907107633,0.6064418723013046,Pubchem
6575102,-0.505498534825047,0.41003815618013556,Pubchem
6595184,-0.5540903179681695,0.21903352173594906,Pubchem
6595185,-0.5484389540779485,0.17065841878413063,Pubchem
