,C-016,H-052,F10[O-O],VE3sign_D/Dt,SpDiam_AEA(ed),P_VSA_charge_4,CATS2D_05_DL,SM10_AEA(dm),CATS2D_09_DA,CATS2D_06_DL,GATS7s,CATS2D_03_DL,VE1sign_B(p),B09[O-O],MATS3p,SpMAD_EA(ri),VE1sign_Dz(v),F05[N-N],P_VSA_charge_7,F07[N-O],GATS6i,CATS2D_05_DA,CATS2D_04_AA,nN(CO)2,Group
3080719,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.125,0.25313119304962106,0.09090909090909091,0.25,0.2415615496590073,0.16666666666666666,0.15971390342520128,0.0,0.5795422741657983,0.6481069615075574,0.39189134131339215,0.0,0.13747411429813258,0.18181818181818182,0.46034894734909665,0.25,0.25,0.0,Pubchem
3081162,0.0,0.0,0.0,0.6351506295319101,0.3374660344984024,0.0,0.125,0.25329722829796886,0.0,0.0,0.30124474615198504,0.0,0.2359893365440332,0.0,0.47658854835832043,0.3726076629867814,0.390990433734812,0.0,0.0,0.18181818181818182,0.5294111409990401,0.16666666666666666,0.3333333333333333,0.0,Pubchem
3083166,0.0,0.0,0.0,0.6814440001553623,0.2530431783735714,0.0,0.0,0.25746543783427456,0.0,0.0,0.30851055952166195,0.0,0.22514731284923878,0.0,0.5344844589350093,0.5419456303796046,0.35554459233722197,0.0,0.0,0.18181818181818182,0.5978984167139045,0.16666666666666666,0.3333333333333333,0.0,Pubchem
9796227,0.0,0.0,0.0,0.7764096165638572,0.25092041439289603,0.3154472469752727,0.0,0.25585716826384064,0.2727272727272727,0.0,0.1574864706385317,0.0,0.34997784975310087,1.0,0.5068281148287135,0.4739594722394056,0.26723389409990084,0.0,0.0,0.36363636363636365,0.48189492616325685,0.3333333333333333,0.5,0.0,Pubchem
9881867,0.0,0.0,0.0,0.75639323530499,0.23581196159557805,0.45601852094812156,0.0,0.24358967478272797,0.18181818181818182,0.0,0.2735262286542449,0.16666666666666666,0.43409499911736116,0.0,0.5560104360825262,0.5198855262959636,0.4096149837319158,0.0,0.0,0.36363636363636365,0.4580721350614005,0.3333333333333333,0.25,0.0,Pubchem
9973143,0.0,0.0,0.0,0.677167642291993,0.2472511828225734,0.3154472469752727,0.0,0.25546900063565237,0.18181818181818182,0.125,0.20870440590767134,0.5,0.35706688664781794,0.0,0.4320897015396329,0.3970045630768366,0.26537307937124,0.0,0.28396921795554453,0.36363636363636365,0.5171968803226579,0.3333333333333333,0.25,0.0,Pubchem
10087961,0.0,0.0,0.0,0.980356956473506,0.3504851344718065,0.3027478379429465,0.125,0.25329739168057297,0.0,0.0,0.27816229777694657,0.0,0.2363543393532682,0.0,0.4726343155636134,0.35872933443053334,0.43585118425214864,0.0,0.0,0.18181818181818182,0.4038691925006013,0.16666666666666666,0.3333333333333333,0.0,Pubchem
10220985,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.0,0.0,0.30845223928976895,0.0,0.23438995337225382,0.0,0.47376164523235675,0.5328247055592943,0.2841979135687451,0.0,0.0,0.18181818181818182,0.5511715393495837,0.16666666666666666,0.3333333333333333,0.0,Pubchem
10265713,0.0,0.0,0.0,0.7896477920071365,0.221770610283462,0.3154472469752727,0.0,0.23137801269101121,0.2727272727272727,0.125,0.25073005645112845,0.0,0.3808454896780335,1.0,0.5339210546293192,0.46622797331522214,0.33983541535961787,0.0,0.0,0.18181818181818182,0.5247341613244327,0.08333333333333333,0.5,0.0,Pubchem
10265867,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.125,0.25313119304962106,0.0,0.0,0.24057452262608855,0.0,0.23744668556735676,0.0,0.4998963635767769,0.4798985296673086,0.23261754295179113,0.0,0.0,0.18181818181818182,0.4332251786785896,0.16666666666666666,0.3333333333333333,0.0,Pubchem
10446782,0.0,0.0,0.0,0.6282220126951641,0.2474546809365985,0.0,0.0,0.25313119304962106,0.09090909090909091,0.25,0.2659500925367202,0.0,0.21145938220977473,0.0,0.7508276688392703,0.4540295225680211,0.39561577737538917,0.0,0.06873705714906615,0.09090909090909091,0.5717462991755855,0.08333333333333333,0.3333333333333333,0.0,Pubchem
10660621,0.0,0.0,0.0,0.6457369464708869,0.2605707371526802,0.0,0.0,0.2692223677880029,0.18181818181818182,0.125,0.3075717920143941,0.0,0.3258047961835467,0.0,0.737465401792183,0.5139534400629175,0.3634361066916916,0.0,0.32780561044029044,0.18181818181818182,0.6623577645395211,0.08333333333333333,0.3333333333333333,0.0,Pubchem
10934996,0.0,0.0,0.0,0.6287905903196501,0.28358712778216577,0.29829489746048476,0.0,0.28998788406248255,0.18181818181818182,0.0,0.26371572576876223,0.0,0.2917720231888037,0.0,0.5257095585003111,0.5170001620618914,0.3793129778754151,0.0,0.0,0.36363636363636365,0.7107131959241366,0.3333333333333333,0.41666666666666663,0.0,Pubchem
10999973,0.0,0.0,0.0,0.75639323530499,0.23581196159557805,0.3154472469752727,0.0,0.24358967478272797,0.2727272727272727,0.0,0.20988065136430836,0.16666666666666666,0.4054703360211186,0.0,0.6163525194160304,0.564776344214823,0.424226343160538,0.125,0.0,0.4545454545454546,0.4201174553298312,0.41666666666666663,0.25,0.0,Pubchem
11065470,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.18181818181818182,0.0,0.23560192408184003,0.0,0.23070558753130863,0.0,0.5812221408687085,0.5255213861904942,0.3498710052984024,0.0,0.0,0.18181818181818182,0.5611609395687509,0.08333333333333333,0.41666666666666663,0.0,Pubchem
11290467,0.0,0.0,0.0,0.7310761098362539,0.24894483793494682,0.0,0.0,0.2547158079917572,0.0,0.0,0.25141600916202245,0.0,0.24370794544115096,0.0,0.579061235731077,0.7376169855397317,0.2466488533862897,0.0,0.0,0.18181818181818182,0.29566492479243384,0.41666666666666663,0.5833333333333333,0.0,Pubchem
11832914,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.18181818181818182,0.125,0.2183154534968159,0.5,0.21255168343283865,0.0,0.35512877812499255,0.4906850374859424,0.24538280618539568,0.0,0.0,0.36363636363636365,0.5349105571188113,0.3333333333333333,0.25,0.0,Pubchem
11953391,0.0,0.0,0.0,0.6374616393029686,0.24754710523931678,0.0,0.0,0.25330417434488683,0.09090909090909091,0.125,0.3148069160073518,0.0,0.23194031140512733,0.0,0.605638019675697,0.572329563112139,0.5117781886830564,0.0,0.0,0.4545454545454546,0.5344881824777241,0.25,0.41666666666666663,0.0,Pubchem
12777819,0.0,0.14285714285714285,0.0,0.8570411491625753,0.2910816580605975,0.3154472469752727,0.0,0.22757781965528923,0.0,0.125,0.5089822807273953,0.0,0.39779400538126175,0.0,0.7056719453951251,0.4161414774923564,0.4024802241422126,0.0,0.3391227753606208,0.0,0.430715414022895,0.0,0.25,0.0,Pubchem
13830101,0.0,0.0,0.25,0.8765087487632289,0.33973898289125093,0.0,0.125,0.25588721010533444,0.2727272727272727,0.0,0.17504450846601313,0.16666666666666666,0.3155065813971713,1.0,0.6244058352292038,0.49050481775489985,0.2610317289145456,0.0,0.12353323677367083,0.5454545454545454,0.6037616555455332,0.5,0.41666666666666663,0.0,Pubchem
14188779,0.0,0.0,0.0,0.8271982351246234,0.2168486775201055,0.0,0.0,0.22728144740759193,0.18181818181818182,0.25,0.3398041393232347,0.0,0.2725492486667571,0.0,0.7198417329896213,0.5442359049598195,0.3756895180492944,0.0,0.0,0.18181818181818182,0.39706279641351355,0.08333333333333333,0.41666666666666663,0.0,Pubchem
14803093,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.0,0.0,0.30845223928976895,0.0,0.23438995337225382,0.0,0.47376164523235675,0.5328247055592943,0.2841979135687451,0.0,0.0,0.18181818181818182,0.5511715393495837,0.16666666666666666,0.3333333333333333,0.0,Pubchem
14860269,0.0,0.0,0.0,0.5106904647685864,0.3252343819971033,0.0,0.0,0.2711270229939109,0.36363636363636365,0.0,0.34423383698906984,0.0,0.2312545677206027,0.0,0.538337919679455,0.48672400881342703,0.21199031722164155,0.875,0.22218208052818464,0.2727272727272727,0.46420564359808897,0.25,0.8333333333333333,0.0,Pubchem
14860273,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.18181818181818182,0.0,0.25440495272001207,0.0,0.23613414743470593,0.0,0.4784811065782594,0.5924688386696024,0.33890344279493495,0.25,0.0,0.18181818181818182,0.4328755090407505,0.3333333333333333,0.25,0.0,Pubchem
24886781,0.0,0.0,0.25,0.6608420417978997,0.24753374054939492,0.0,0.0,0.256108870733052,0.2727272727272727,0.0,0.18405412048198225,0.0,0.28372238866958277,1.0,0.6334445117638092,0.5794631408272766,0.16255532089098954,0.0,0.0,0.36363636363636365,0.5311162173579966,0.3333333333333333,0.5,0.0,Pubchem
25202364,0.0,0.14285714285714285,0.0,0.9803569564735044,0.3504851344718094,0.3027478379429465,0.125,0.25329739168057297,0.0,0.125,0.34066811938609454,0.0,0.23630827415920275,0.0,0.5515962215547281,0.40147105385150095,0.39595628828133816,0.0,0.024910530043849077,0.18181818181818182,0.44820777009663154,0.16666666666666666,0.3333333333333333,0.0,Pubchem
42607051,0.0,0.0,0.0,0.6830963761881181,0.42162375043192135,0.0,0.0,0.3912502666290948,0.18181818181818182,0.0,0.2007246222446489,0.0,0.25454479246168804,0.0,0.5471102068840219,0.5514111986950008,0.2897470035029805,0.0,0.0,0.36363636363636365,0.4234491355748969,0.3333333333333333,0.41666666666666663,0.0,Pubchem
44199361,0.0,0.0,0.0,0.9757799188047719,0.2496615390757202,0.0,0.0,0.2610532777197534,0.36363636363636365,0.0,0.2890502455664714,0.0,0.05009474402455409,0.0,0.4978650634438921,0.6838228365673862,0.4277284064610887,0.0,0.0,0.6363636363636364,0.5298022784414547,0.41666666666666663,0.5833333333333333,0.0,Pubchem
71360057,0.0,0.0,0.0,0.7248934155300888,0.2548902896184977,0.3154472469752727,0.0,0.263993920317672,0.2727272727272727,0.0,0.11328117099254811,0.0,0.24022854479059216,0.0,0.489356546612228,0.5856916689648743,0.30989612958135837,0.125,0.0,0.4545454545454546,0.4844901510193845,0.41666666666666663,0.5833333333333333,0.0,Pubchem
71391798,0.0,0.0,0.0,0.9803569564735044,0.3504851344718094,0.3027478379429465,0.125,0.25329739168057297,0.0,0.125,0.2878893503775136,0.0,0.2363583620855055,0.0,0.5423638658278416,0.30163673107204403,0.3645741375900914,0.0,0.052156131682958566,0.18181818181818182,0.4327092386485057,0.16666666666666666,0.3333333333333333,0.0,Pubchem
71775556,0.0,0.0,0.0,0.6978922971275998,0.21838327610653185,0.1577236234876368,0.0,0.2306361417683701,0.09090909090909091,0.0,0.37879262980059436,0.0,0.3723686908909978,0.0,0.8240925166184196,0.3222119517073425,0.4639525828260471,0.0,0.28396921795554453,0.18181818181818182,0.4373753316515085,0.08333333333333333,0.41666666666666663,0.0,Pubchem
135413551,0.0,0.0,0.0,0.7516633666368868,0.23474969921638933,0.15657235616290957,0.0,0.2374168346016009,0.18181818181818182,0.0,0.25382251804809297,0.0,0.46250397860524767,1.0,0.5176705357192226,0.6975599159409844,0.22568403892112657,0.0,0.0,0.18181818181818182,0.441954115083193,0.3333333333333333,0.41666666666666663,0.0,Pubchem
135417318,0.25,0.0,0.0,0.7542787324375666,0.34596289302195604,0.1577236234876368,0.125,0.2653220988260989,0.2727272727272727,0.125,0.2669903281541134,0.0,0.4911508153501773,1.0,0.6225599267668461,0.510273348475291,0.27116702792038,0.125,0.0,0.36363636363636365,0.6432661685661067,0.25,0.5,0.0,Pubchem
135440620,0.0,0.0,0.25,0.8589641262162627,0.24754005672063717,0.1577236234876368,0.0,0.25592653163150836,0.36363636363636365,0.0,0.2774892406723911,0.0,0.5364094943618238,1.0,0.6268749092210122,0.6432745555722565,0.03484140413589434,0.125,0.0,0.4545454545454546,0.5416104162099127,0.41666666666666663,0.5833333333333333,0.0,Pubchem
135511868,0.0,0.0,0.0,0.677167642291993,0.2472511828225734,0.29829489746048476,0.0,0.25546900063565237,0.18181818181818182,0.0,0.2829111267621377,0.0,0.5073992269906583,1.0,0.5496456754529623,0.5838971640364212,0.2518534857261248,0.0,0.0,0.2727272727272727,0.46053938461951743,0.3333333333333333,0.5,0.0,Pubchem
136045770,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.125,0.25313119304962106,0.0,0.0,0.26111192108110404,0.0,0.2934574516050884,0.0,0.5314453826566965,0.5401523692855914,0.22553400201127727,0.0,0.0,0.09090909090909091,0.4410966144175547,0.16666666666666666,0.41666666666666663,0.0,Pubchem
5894,0.0,0.0,0.0,0.7552160875679931,0.23843020041743967,0.0,0.125,0.24661944485378406,0.0,0.25,0.2545938482109792,0.0,0.021918522416909718,0.0,0.7763810513366334,0.42715068309489457,0.43449912930601076,0.0,0.13747411429813258,0.09090909090909091,0.4735336794369294,0.25,0.25,0.0,Pubchem
23190,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.125,0.25313119304962106,0.18181818181818182,0.125,0.24102312871446877,0.0,0.19991257517326008,0.0,0.6329587014052257,0.5978011453895364,0.37387196635681497,0.0,0.06873705714906615,0.2727272727272727,0.44912236615397155,0.25,0.3333333333333333,0.0,Pubchem
72248,0.0,0.0,0.0,0.6378241209405007,0.2332165134789499,0.0,0.0,0.24030058647746932,0.18181818181818182,0.0,0.2645788945220783,0.16666666666666666,0.2202111640626318,0.0,0.6116753194036807,0.5158147178178503,0.4276229618894654,0.0,0.0,0.18181818181818182,0.5438856792849056,0.08333333333333333,0.25,0.0,Pubchem
83862,0.0,0.0,0.0,0.9837437937649818,0.24759732060803885,0.0,0.0,0.25333699523203235,0.4545454545454546,0.0,0.31214990498867645,0.0,0.2302664844227459,0.0,0.5643125542904701,0.6754217789936279,0.4448524529240004,0.0,0.0,0.6363636363636364,0.6271454618189196,0.41666666666666663,0.41666666666666663,0.0,Pubchem
96312,0.0,0.0,0.0,0.7114570957737895,0.2495034062901642,0.3154472469752727,0.0,0.25823122877574767,0.2727272727272727,0.0,0.14443541265063733,0.0,0.3458202595549095,1.0,0.5794865294711716,0.4743838868694681,0.30584350920313386,0.125,0.0,0.36363636363636365,0.4793641431414563,0.41666666666666663,0.5833333333333333,0.0,Pubchem
96547,0.0,0.0,0.0,0.6457369464708869,0.2605707371526802,0.0,0.125,0.2692223677880029,0.18181818181818182,0.25,0.2804829133331167,0.0,0.2979504832600741,0.0,0.8252306958086835,0.4092219629189806,0.468696067172222,0.0,0.3333333333333326,0.18181818181818182,0.5465827569417552,0.08333333333333333,0.41666666666666663,0.0,Pubchem
97186,0.0,0.0,0.0,0.6155081543521319,0.2727718686533831,0.0,0.125,0.27915094611416635,0.18181818181818182,0.25,0.23798458564740613,0.0,0.31649438892904025,0.0,0.6467497540942118,0.4791321340785286,0.44141230508525264,0.0,0.3333333333333326,0.2727272727272727,0.44671900990541796,0.25,0.3333333333333333,0.0,Pubchem
440142,0.0,0.0,0.0,0.9837437937649818,0.24759732060803885,0.0,0.0,0.25333699523203235,0.4545454545454546,0.0,0.3115303377405313,0.0,0.23047805781418088,0.0,0.5870197567520516,0.6754217789936279,0.44118847346608403,0.0,0.0,0.6363636363636364,0.6427504657707486,0.41666666666666663,0.41666666666666663,0.0,Pubchem
447864,0.0,0.0,0.0,0.6978922971275973,0.21838327610653474,0.45601852094812156,0.0,0.2306361417683701,0.18181818181818182,0.125,0.4051563304633363,0.0,0.4733616791980524,0.0,0.5627869660328876,0.5223838617749426,0.4025038947035922,0.0,0.0,0.18181818181818182,0.5462889039010759,0.08333333333333333,0.41666666666666663,0.0,Pubchem
451365,0.0,0.0,0.0,0.6978922971276024,0.2183832761065374,0.3154472469752727,0.0,0.2306361417683701,0.2727272727272727,0.25,0.27033698768741643,0.0,0.4462594111209763,0.0,0.6556926133170851,0.5428561444291464,0.4245547229644094,0.125,0.0,0.18181818181818182,0.45205557682255354,0.16666666666666666,0.25,0.0,Pubchem
5273012,0.0,0.0,0.0,0.746643877051463,0.31427017957151704,0.0,0.0,0.2587925902615066,0.2727272727272727,0.0,0.25793515380575327,0.0,0.23357837755905667,0.0,0.5468051071072905,0.5149632263341495,0.278869150491145,0.125,0.11109104026409196,0.36363636363636365,0.3710098521680853,0.5,0.5833333333333333,0.0,Pubchem
6453528,0.0,0.0,0.0,0.5277283273576416,0.2723826459776806,0.0,0.0,0.2646386089485805,0.18181818181818182,0.0,0.2932403201575553,0.0,0.17008209206753427,0.0,0.6007468510742325,0.4248454682537419,0.27165293960164516,0.0,0.0,0.36363636363636365,0.5767128506976242,0.16666666666666666,0.41666666666666663,0.0,Pubchem
6913230,0.0,0.0,0.0,0.9837437937649818,0.24759732060803885,0.0,0.0,0.25333699523203235,0.4545454545454546,0.0,0.3013923620562138,0.0,0.2316528270045756,0.0,0.5436342499905064,0.6754217789936279,0.433578066269963,0.0,0.29855389857365283,0.5454545454545454,0.5585004471211608,0.41666666666666663,0.41666666666666663,0.0,Pubchem
9816781,0.0,0.0,0.0,0.6282220126951641,0.2474546809365985,0.0,0.0,0.25313119304962106,0.09090909090909091,0.0,0.19109450996436453,0.0,0.2341371700846246,0.0,0.5482536009172938,0.5634811617869602,0.33841542759799426,0.125,0.0,0.18181818181818182,0.40635253161938606,0.3333333333333333,0.3333333333333333,0.0,Pubchem
11023641,0.0,0.0,0.0,0.7794080398938604,0.35376694596455693,0.0,0.0,0.3018571104643778,0.09090909090909091,0.25,0.19895100098337778,0.0,0.22380889247223196,0.0,0.6907094401531282,0.7265321426791091,0.278287504721254,0.125,0.18893337060008633,0.18181818181818182,0.49121033303160616,0.16666666666666666,0.3333333333333333,0.0,Pubchem
12803302,0.0,0.0,0.0,0.6287905903196501,0.28358712778216577,0.0,0.25,0.28998788406248255,0.18181818181818182,0.125,0.2200415513541308,0.0,0.25279697745373536,0.0,0.8024912744482369,0.3539805418890474,0.4095843305301361,0.0,0.4118748663838015,0.36363636363636365,0.6451847564585382,0.3333333333333333,0.41666666666666663,0.0,Pubchem
135403801,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.18181818181818182,0.0,0.25906971287764813,0.0,0.2915048776319132,1.0,0.554707570674323,0.6087544556927629,0.2658495403741324,0.0,0.0,0.2727272727272727,0.4053352265241528,0.3333333333333333,0.5,0.0,Pubchem
135407110,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.15657235616290957,0.125,0.25313119304962106,0.18181818181818182,0.125,0.25154633742428045,0.0,0.27758026988912843,1.0,0.5646889372015965,0.6635595583832519,0.275557031984194,0.0,0.0,0.18181818181818182,0.4063011022039645,0.3333333333333333,0.5833333333333333,0.0,Pubchem
135445750,0.0,0.0,0.0,0.6588384639150651,0.27312212323441587,0.1577236234876368,0.0,0.2817617828966833,0.2727272727272727,0.0,0.2516331282391786,0.0,0.5640944863103607,1.0,0.5396964450854407,0.637642140924549,0.31520332904471704,0.125,0.0,0.36363636363636365,0.5090278397843329,0.41666666666666663,0.5,0.0,Pubchem
135501934,0.0,0.0,0.0,0.7764096165638585,0.2509204143928989,0.1577236234876368,0.0,0.25585716826384064,0.2727272727272727,0.0,0.20083023099429018,0.0,0.39719934769463716,1.0,0.5764155257608923,0.568243991917015,0.19997592268931674,0.125,0.0,0.36363636363636365,0.46578327182262363,0.41666666666666663,0.5,0.0,Pubchem
135856077,0.0,0.0,0.0,0.677167642291993,0.2472511828225734,0.1577236234876368,0.0,0.25546900063565237,0.18181818181818182,0.0,0.2544306387724131,0.0,0.4332684666871189,1.0,0.6434300213047536,0.5099399378830896,0.2905626130478834,0.0,0.28396921795554453,0.2727272727272727,0.40546640982426113,0.3333333333333333,0.5,0.0,Pubchem
191,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.18181818181818182,0.0,0.2274039941273522,0.0,0.23378284879133202,0.0,0.5393500420420086,0.5485095002472207,0.34541913162499477,0.0,0.0,0.36363636363636365,0.42831908262148194,0.3333333333333333,0.41666666666666663,0.0,Pubchem
6245,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.25,0.25313119304962106,0.18181818181818182,0.25,0.24102312871446877,0.16666666666666666,0.2559631310663084,0.0,0.5511343861908962,0.5983459532141806,0.36436204938136724,0.0,0.06873705714906615,0.2727272727272727,0.46370396339585856,0.25,0.3333333333333333,0.0,Pubchem
12852,0.0,0.2857142857142857,0.0,0.785006364320717,0.23187920269698314,0.0,0.0,0.22317221920921937,0.0,0.25,0.6089007190212935,0.0,0.24427323856331024,0.0,0.5110897398078512,0.6557107723264428,0.30911687557644013,0.0,0.0367690382700509,0.0,0.4794749005436271,0.0,0.08333333333333333,0.0,Pubchem
65095,0.0,0.0,0.0,0.6937315435937834,0.2506611551720699,0.0,0.0,0.257542847699898,0.18181818181818182,0.0,0.23293023327256243,0.0,0.155654995912446,1.0,0.4429070701043779,0.61825519523265,0.22212494939305072,0.0,0.0,0.2727272727272727,0.43566438178209427,0.3333333333333333,0.5833333333333333,0.0,Pubchem
82530,0.0,0.0,0.0,0.7041972781030461,0.2538244886512888,0.0,0.0,0.25836020976784746,0.18181818181818182,0.0,0.2061022202653169,0.0,0.22868263848192544,0.0,0.5603345882964683,0.47488810761006306,0.33531986118758533,0.0,0.0,0.36363636363636365,0.21566030876240433,0.3333333333333333,0.41666666666666663,0.0,Pubchem
94136,0.0,0.0,0.0,0.6894576496774711,0.26054448921721085,0.0,0.0,0.26928532627760715,0.6363636363636364,0.0,0.3041492122187963,0.0,0.20690523644269712,0.0,0.6980633782272431,0.6517597342476149,0.2621067512256214,0.0,0.0,0.9090909090909092,0.6196120892087078,0.75,0.41666666666666663,0.0,Pubchem
96373,0.0,0.0,0.0,0.7475148480056015,0.25658403185812473,0.1577236234876368,0.0,0.2631586993934826,0.2727272727272727,0.0,0.19995720348124205,0.0,0.33565947697254794,1.0,0.5132315655774566,0.6455236082388431,0.24610438188770128,0.125,0.0,0.36363636363636365,0.5123375896270881,0.41666666666666663,0.5833333333333333,0.0,Pubchem
97131,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.09090909090909091,0.0,0.22676767459596367,0.0,0.20657542010630045,0.0,0.5873396517011875,0.5693575896962155,0.3667148692255522,0.0,0.06401463990916045,0.2727272727272727,0.4317717410351453,0.3333333333333333,0.41666666666666663,0.0,Pubchem
98567,0.0,0.0,0.0,0.7007574872419192,0.25776547109724923,0.0,0.0,0.25839793567343805,0.18181818181818182,0.0,0.263891358770184,0.0,0.22494397362256724,0.0,0.5138541989989172,0.6026207696247381,0.3252628925098322,0.125,0.0,0.36363636363636365,0.524748848881627,0.41666666666666663,0.41666666666666663,0.0,Pubchem
122619,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.18181818181818182,0.0,0.21739243327051647,0.0,0.23464382915707466,0.0,0.5687066797273229,0.5253625160538808,0.35323645551792926,0.0,0.0,0.36363636363636365,0.4007485649650709,0.3333333333333333,0.25,0.0,Pubchem
165600,0.0,0.0,0.0,0.6437427497988182,0.2163392806267892,0.0,0.0,0.22648069145296434,0.18181818181818182,0.125,0.3338136801505638,0.0,0.269539645868518,0.0,0.5387246885054678,0.5686621822595637,0.40545661197621313,0.0,0.0,0.18181818181818182,0.5030140050687897,0.08333333333333333,0.25,0.0,Pubchem
440004,0.0,0.0,0.0,0.5639155890438041,0.252653215273996,0.0,0.0,0.26090811596833263,0.18181818181818182,0.0,0.1861327992344947,0.0,0.052883113341433044,0.0,0.4405388845921434,0.5690027672622362,0.27436290960733684,0.0,0.0,0.36363636363636365,0.3599313940682633,0.3333333333333333,0.5833333333333333,0.0,Pubchem
447594,0.0,0.0,0.0,0.6282220126951666,0.24745468093660117,0.0,0.0,0.25313119304962106,0.18181818181818182,0.0,0.22767523192462488,0.0,0.23701771509445424,0.0,0.49681869232649567,0.5704558436689027,0.3430722041617463,0.25,0.0,0.18181818181818182,0.4099972650102382,0.3333333333333333,0.41666666666666663,0.0,Pubchem
3011893,0.0,0.21428571428571427,0.0,0.610671662580853,0.4793897185245257,0.0,0.375,0.4347747067194073,0.18181818181818182,0.25,0.182672447242428,0.3333333333333333,0.19459499653316858,0.0,0.40012087680844677,0.6881510284641266,0.28741037626578775,0.0,0.13275169705822648,0.2727272727272727,0.38078348842872384,0.25,0.3333333333333333,0.0,Pubchem
10446489,0.0,0.0,0.0,0.18285682205937948,0.2653703987257041,0.1577236234876368,0.0,0.2556367450498027,0.18181818181818182,0.0,0.2052955474065872,0.0,0.163660099915278,1.0,0.5284130703166522,0.45342849280545217,0.27998047151172234,0.0,0.0,0.2727272727272727,0.3685067623309883,0.3333333333333333,0.5833333333333333,0.0,Pubchem
11301215,0.0,0.0,0.0,0.7599933115917101,0.2902956797279961,0.0,0.0,0.30162268790654634,0.09090909090909091,0.25,0.2815176761155004,0.0,0.2217245124141334,0.0,0.7209176778843217,0.7446498690655181,0.23196121131267095,0.125,0.12802927981832107,0.18181818181818182,0.4199302521339697,0.16666666666666666,0.3333333333333333,0.0,Pubchem
97297,0.0,0.0,0.0,0.6155081543521319,0.2727718686533831,0.0,0.125,0.27915094611416635,0.18181818181818182,0.25,0.23728213210741592,0.0,0.2979573009853779,0.0,0.6666846058251749,0.40823735819483,0.4482777508670055,0.0,0.4118748663838015,0.2727272727272727,0.46383650120997416,0.25,0.3333333333333333,0.0,Pubchem
439693,0.0,0.0,0.0,0.7430074077725205,0.2546840688408829,0.0,0.0,0.2260734978002188,0.18181818181818182,0.125,0.30032058191239863,0.0,0.269650468887314,1.0,0.5970495915082419,0.47338896412241294,0.2922619934111498,0.0,0.0,0.18181818181818182,0.46520595502976453,0.08333333333333333,0.5,0.0,Pubchem
439924,0.0,0.0,0.0,0.8389568899107466,0.20413472553022016,0.017844643533272742,0.25,0.2029350402221346,0.18181818181818182,0.375,0.23871676538833828,0.16666666666666666,0.11116782198875334,1.0,0.5206483195478355,0.624686948685631,0.22243583112461668,0.0,0.06873705714906615,0.09090909090909091,0.5015308157005147,0.16666666666666666,0.25,0.0,Pubchem
451362,0.0,0.0,0.0,0.760617199939104,0.28039691060970817,0.0,0.0,0.2271975595630097,0.2727272727272727,0.125,0.3279448255698896,0.0,0.27063631241846386,0.0,0.5779128874542788,0.5061049137807911,0.33060588164902077,0.125,0.11109104026409196,0.18181818181818182,0.4234198734301258,0.16666666666666666,0.5,0.0,Pubchem
500900,0.0,0.21428571428571427,0.0,0.610671662580853,0.4793897185245257,0.0,0.125,0.4347747067194073,0.18181818181818182,0.0,0.18143628335217102,0.16666666666666666,0.17822929061432696,0.0,0.3774729210279586,0.6406216778126979,0.2684516015084715,0.0,0.06401463990916045,0.36363636363636365,0.26750169321743605,0.3333333333333333,0.41666666666666663,0.0,Pubchem
3000603,0.0,0.0,0.0,0.6978922971276024,0.2183832761065374,0.0,0.0,0.2306361417683701,0.18181818181818182,0.125,0.3427748162695302,0.0,0.45158906283680084,0.0,0.759471179451475,0.5221717088070781,0.2996108701013244,0.125,0.0,0.18181818181818182,0.5026544565452442,0.16666666666666666,0.3333333333333333,0.0,Pubchem
10686845,0.0,0.21428571428571427,0.0,0.6573012411388938,0.4773439854826167,0.3154472469752727,0.125,0.43483755854314154,0.18181818181818182,0.0,0.16058223668135044,0.16666666666666666,0.32600105812718605,0.0,0.49544861390431844,0.5444380251829335,0.292986150915071,0.0,0.3479838578647051,0.36363636363636365,0.267279780489212,0.3333333333333333,0.41666666666666663,0.0,Pubchem
