,Gelability,width,Density
0,0.2357506227287009,0.008055952821049123,0.0307892044775617
1,0.24470168141875548,0.008055952821049123,0.0
2,0.25365274010881006,0.008055952821049072,0.0
3,0.26260379879886464,0.008055952821049123,0.04618380671634254
4,0.27155485748891917,0.008055952821049123,0.0307892044775617
5,0.2805059161789738,0.008055952821049123,0.0307892044775617
6,0.2894569748690283,0.008055952821049123,0.0
7,0.29840803355908296,0.008055952821049123,0.0307892044775617
8,0.3073590922491375,0.008055952821049072,0.015394602238780943
9,0.316310150939192,0.008055952821049123,0.0615784089551234
10,0.32526120962924665,0.008055952821049123,0.09236761343268508
11,0.3342122683193012,0.008055952821049123,0.0307892044775617
12,0.3431633270093558,0.008055952821049123,0.0615784089551234
13,0.35211438569941034,0.008055952821049072,0.09236761343268567
14,0.36106544438946486,0.008055952821049123,0.1539460223878085
15,0.3700165030795195,0.008055952821049123,0.2924974425368361
16,0.378967561769574,0.008055952821049123,0.47723266940220627
17,0.38791862045962866,0.008055952821049123,0.6927571007451382
18,0.3968696791496832,0.008055952821049072,0.6311786917900187
19,0.4058207378397377,0.008055952821049123,1.4624872126841806
20,0.41477179652979235,0.008055952821049123,1.4624872126841806
21,0.4237228552198469,0.008055952821049123,1.924325279847606
22,0.4326739139099015,0.008055952821049123,2.032087495519072
23,0.44162497259995603,0.008055952821049072,2.8326068119356935
24,0.45057603129001056,0.008055952821049173,4.064174991038119
25,0.4595270899800652,0.008055952821049072,4.40285624029135
26,0.4684781486701197,0.008055952821049123,6.342576122377709
27,0.47742920736017436,0.008055952821049123,6.280997713422587
28,0.4863802660502289,0.008055952821049123,5.526662203722324
29,0.4953313247402835,0.008055952821049123,6.819808791779916
30,0.504282383430338,0.008055952821049072,7.481776688047539
31,0.5132334421203926,0.008055952821049072,6.881387200735082
32,0.5221845008104471,0.008055952821049173,6.296392315661328
33,0.5311355595005016,0.008055952821049173,5.742186635065221
34,0.5400866181905564,0.008055952821049072,5.8345542484979775
35,0.5490376768806109,0.008055952821049072,5.172586352230398
36,0.5579887355706654,0.008055952821049072,7.604933505957787
37,0.5669397942607199,0.008055952821049173,5.4035053858120445
38,0.5758908529507745,0.008055952821049173,5.92692186193059
39,0.5848419116408292,0.008055952821049072,3.9410181731279215
40,0.5937929703308837,0.008055952821049072,2.3091903358171417
41,0.6027440290209383,0.008055952821049072,1.4624872126841897
42,0.6116950877109928,0.008055952821049173,0.8467031231329414
43,0.6206461464010473,0.008055952821049173,0.3232866470143958
44,0.6295972050911021,0.008055952821049072,0.277102840298057
45,0.6385482637811566,0.008055952821049072,0.16934062462659039
46,0.6474993224712111,0.008055952821049072,0.030789204477561886
47,0.6564503811612656,0.008055952821049173,0.03078920447756151
48,0.6654014398513202,0.008055952821049173,0.0
49,0.6743524985413749,0.008055952821049072,0.06157840895512377
