ID,PCA1,PCA2,PCA3,Hydrogel-forming ability
Ma_2019_A,-0.1479112914027255,0.03767152409567618,-1.055510256471625,Gelator
Ma_2019_U,-1.1589873714200236,1.7987803712861234,0.16346814566122608,Gelator
Ma_2019_C,-0.7487971185766598,1.7552912338598754,-1.17645837640543,Gelator
Ma_2019_G,-0.30199378447892977,-0.18749033785748323,-0.5280629672769552,Gelator
Ma_2019_dA,-0.6620478736128733,0.753784266190484,-1.1736294285113464,Gelator
Ma_2019_T,-1.9636403662949158,2.141656729518653,0.2256777746638393,Gelator
Ma_2019_dC,-1.8705062916955981,2.9013289724739195,-1.3028640025029192,Nongelator
Ma_2019_dG,-0.7908976775380671,0.52532516242529,-0.6223153350089444,Gelator
Zhao_2016_1,-0.2579021560140753,0.06636483481274866,-0.6040802485628286,Gelator
Zhao_2016_2,-0.7423277473779003,0.7939593318962118,-0.6982519022099483,Gelator
Zhao_2016_3,-0.17425166221802135,0.18014419241793325,-0.7130915619935557,Gelator
Zhao_2016_6,-0.2116429377643537,-0.07509854118658633,-0.6411723944470344,Gelator
Zhao_2017_2,-0.8929410874871216,0.5212160041103686,-0.47951503293760467,Gelator
Zhao_2017_3,-0.9139045342535677,0.23472416213837105,-0.4157923289994071,Nongelator
Zhao_2017_5,-0.6018202200767577,1.0663810013330466,-0.6735229363754126,Nongelator
Zhao_2017_6,-0.6125668436866464,0.835848583723498,-0.43546025052237636,Nongelator
Wang_2022_a,0.03323285667922187,-0.05683602587931425,-0.9995608534701392,Nongelator
Wang_2022_b,-0.43604373905040805,0.6752299902412262,-1.113144616244127,Nongelator
Wang_2022_c,0.13045880995154183,0.07476292340997782,-1.124324283174941,Nongelator
Wang_2022_d,0.0332328566792216,-0.05683602587931411,-0.9995608534701395,Nongelator
Wang_2022_e,0.13045880995154202,0.07476292340997766,-1.1243242831749407,Gelator
Park_2003_1,-2.6255244566476037,-1.0035895902672713,0.5295004372761372,Gelator
Park_2003_2,-2.5149320766117578,-1.2010345156831412,0.5858737207570756,Gelator
Park_2003_3,-2.5824230449649033,-1.026702427738077,0.48987077241070043,Gelator
Park_2003_4,-2.613411481281996,-1.0249552303694205,0.5859025666397547,Gelator
Park_2003_5,-2.3107160979265737,-1.176533336065212,0.6486721817224503,Gelator
Park_2003_6,-2.358308013752838,-0.8651991566716389,0.735378808590323,Gelator
Park_2003_7,-1.9755902038775501,-0.55067499231645,1.028598286819191,Gelator
Park_2007_2a,-1.830976881090359,-1.578847308315258,0.7825589150409533,Gelator
Park_2007_2b,-1.8155175555654648,-1.5938906651055758,0.8540549237123484,Gelator
Park_2007_2c,-1.5852899053126441,-1.4599621274061794,1.0022693669509442,Gelator
Park_2007_2d,-1.1899048350960446,-1.104214581583834,1.2532534949451313,Gelator
Skilling_2018_5a,4.30835593379794,-0.08155744631922414,-0.31180826030907843,Nongelator
Skilling_2018_5b,4.05369547062657,-0.33249531171942065,-0.5273825531577646,Nongelator
Skilling_2018_5c,3.812835110016771,-0.5376341712364218,-0.7569922939463525,Nongelator
Skilling_2018_6a,4.622010036922201,0.29102171594621074,0.15996526242265352,Nongelator
Skilling_2018_6b,4.613659378645169,0.278551598056441,0.1261581164855831,Nongelator
Skilling_2018_6c,4.4973863673958485,0.16188707711135522,-0.021333211442194282,Nongelator
Skilling_2018_6d,4.340013597079775,0.0116513957609359,-0.1644916341397929,Nongelator
Skilling_2018_6e,4.038053004240479,-0.24165186250611692,-0.4439851720969222,Nongelator
Nuthanakanti_2020_3a,0.18349612837989607,2.0828019020713096,1.8244564223941513,Nongelator
Nuthanakanti_2020_3b,0.20723033671804192,2.098875585110258,1.863395725028886,Gelator
Nuthanakanti_2020_3c,0.21211827889527934,2.0990435958829807,1.8858693522272818,Gelator
Nuthanakanti_2020_4a,0.031223582954507133,2.633752679151631,1.5963439103586323,Nongelator
Nuthanakanti_2020_4b,0.049602555261285604,2.6458245989832156,1.628158254229657,Gelator
Nuthanakanti_2020_4c,0.05008253055115721,2.642683775664438,1.645120337713338,Gelator
Seela_2011_1,-0.2556976783124839,-2.189029922042123,-0.5696436382283283,Gelator
Seela_2011_2,-0.2157409847114095,-2.043943887386515,-0.45420253541193134,Gelator
Seela_2011_3,-0.009589317163628725,-1.2116878678214396,-0.46190929975174255,Nongelator
Seela_2011_4,-0.6584374481690446,-2.6825323084638777,-0.5508488406189744,Nongelator
Seela_2011_13,-0.32292357006804034,-2.1313775124473575,-0.5313615110399997,Nongelator
Jung_2005,-2.3061483404729217,-0.5227772501250886,0.7235182528127454,Gelator
Sreenivasachary_2005,-0.5304426730309783,-0.8803264129214027,0.17597043309217367,Gelator
Buerkle_2009_b,0.5121296862368774,-0.8191967736760702,0.3057973715163063,Nongelator
Buerkle_2012_8BrG,0.520670873288644,-0.4965726647048124,-0.20125411746212163,Nongelator
Buerkle_2012_8OMeG,0.2991275495206242,-0.7594397816317034,-0.5101633837430535,Gelator
Buerkle_2012_8BrTAcG,1.2413531771590227,-1.0286157916852428,0.5664913349437332,Nongelator
Buerkle_2012_8OMeTAcG,1.1007458363389513,-1.2940078629790404,0.4107472144373099,Gelator
Xiao_2018_2,-0.26461156905305594,-0.22751488612577273,-0.2663161047070261,Gelator
Xiao_2018_4,-0.0806013388055328,-0.032965565126245086,-0.9144070104566798,Nongelator
Xiao_2018_5,0.07584296250383442,-0.07757708072882301,-0.46391109465708863,Nongelator
Xiao_2019_2,-0.4559203419188857,-0.746737114769073,-0.45406949694727655,Gelator
